year,certain_ADJ auteur_NOUN,certain_ADJ moteur_NOUN
1862,2.1234536351499855e-08,4.9697850279528666e-09
1863,3.246503599285688e-08,0.0
1864,1.9658384031728815e-08,5.274200631788517e-09
1865,2.9182434690966375e-08,0.0
1866,4.087114940931613e-08,0.0
1867,2.1837651686951176e-08,4.85281148598915e-10
1868,3.408513116198719e-08,0.0
1869,2.24641887314192e-08,0.0
1870,2.5229813793714584e-08,0.0
1871,1.5931766128574054e-08,0.0
1872,1.7537283514279522e-08,6.047339295989218e-10
1873,1.7359413462259e-08,5.986004469882289e-10
1874,2.150859329530519e-08,0.0
1875,1.7736734192475012e-08,0.0
1876,1.8138044177717916e-08,0.0
1877,5.2570934938600544e-08,0.0
1878,2.2344628314296955e-08,0.0
1879,2.504823415350188e-08,0.0
1880,3.914886193001621e-08,0.0
1881,3.974329199074589e-08,3.4862537301449947e-09
1882,3.194585018739815e-08,2.6621540527571597e-09
1883,5.940178687824371e-08,2.5277355764075082e-09
1884,2.5746619058963915e-08,0.0
1885,1.6758653131887513e-08,0.0
1886,4.452890134398757e-08,0.0
1887,2.8727267453731997e-08,0.0
1888,1.9021844099853524e-08,1.268122939990235e-09
1889,2.4434032575015863e-08,0.0
1890,1.1797895327347874e-08,0.0
1891,1.529812809764053e-08,0.0
1892,1.56712811616444e-08,0.0
1893,1.909109165199041e-08,0.0
1894,3.1507696673926944e-08,0.0
1895,1.1435367985868083e-08,0.0
1896,4.363801409112966e-08,5.89702897624278e-10
1897,3.2046923781337e-08,0.0
1898,4.130599007279301e-08,0.0
1899,5.472302433418008e-08,0.0
1900,3.0108107784698745e-08,1.038210628578895e-09
1901,3.1855812654413285e-08,0.0
1902,4.517461138497936e-08,4.910283846193408e-10
1903,3.132127712746069e-08,0.0
1904,3.2247751136083025e-08,0.0
1905,2.4771642959109386e-08,1.5482277682110634e-09
1906,3.549487281873098e-08,2.0576738091193647e-09
1907,4.217131532868734e-08,1.028568674676933e-09
1908,2.897719664218812e-08,0.0
1909,5.0609049395689e-08,2.7504918342913243e-09
1910,3.1530488442399474e-08,0.0
1911,3.1390206878256777e-08,3.7242617878519013e-09
1912,2.7088990606216612e-08,4.167536982180309e-09
1913,3.181793850615122e-08,1.3257474229533273e-08
1914,4.419850929693325e-08,2.678697486047099e-09
1915,3.2986134268497835e-08,2.4739600590351074e-08
1916,2.3073669863649116e-08,1.0987462051303964e-09
1917,2.4126133979507358e-08,6.57985488317081e-09
1918,1.378365155346728e-08,1.1486376294556067e-09
1919,1.2890987943769971e-08,1.8415696745321952e-09
1920,1.817335526510533e-08,1.590168707821249e-08
1921,2.9533715473206712e-08,6.815472630705699e-09
1922,2.065821974595039e-08,1.4755870969551665e-09
1923,2.653987030143412e-08,0.0
1924,2.707241142374528e-08,2.578324886925998e-09
1925,2.6395627239494956e-08,0.0
1926,3.455302854948883e-08,3.343841648018042e-09
1927,2.8987984457273797e-08,1.1149224876660924e-09
1928,2.627989537096198e-08,2.2852082448565625e-09
1929,3.8991420758804907e-08,0.0
1930,3.361153133596417e-08,2.100720708497761e-09
1931,2.2810713318222042e-08,6.843213995466613e-09
1932,2.8494794523936662e-08,1.0959536611565568e-09
1933,2.1794257731855282e-08,0.0
1934,3.354842448288764e-08,0.0
1935,2.393656828303392e-08,4.787313656606784e-09
1936,1.576212849130343e-08,3.6374143697059935e-09
1937,2.3923124703451037e-08,1.2591118148108649e-09
1938,3.3709559033034964e-08,3.8895642262559704e-09
1939,3.8235126176289214e-08,3.058810094103137e-09
1940,4.0572528225979454e-08,0.0
1941,2.066051774107791e-08,0.0
1942,3.337632992206352e-08,3.034211770724937e-09
1943,1.161294105322952e-08,0.0
1944,9.639558484764166e-09,0.0
1945,3.0499057501742755e-08,0.0
1946,3.619487021211398e-08,0.0
1947,2.622591566137089e-08,3.5762612871081956e-09
1948,1.1959077061973744e-08,9.784699273041042e-09
1949,2.3560819628620777e-08,0.0
1950,1.1698897850465073e-08,0.0
1951,1.1727541715522705e-08,5.330700769690111e-09
1952,1.2653764258629963e-08,5.272402070488624e-09
1953,2.693456879754308e-08,0.0
1954,2.8340354951694735e-08,8.795282724349818e-09
1955,2.627970152602188e-08,4.6928039232341234e-09
1956,1.0465369459922158e-08,3.488456634670456e-09
1957,1.7670074847764283e-08,0.0
1958,2.564395418236387e-08,3.3088973783179654e-09
1959,2.0151943891377755e-08,0.0
1960,1.4533750480882901e-08,1.3841666701708277e-09
1961,4.0299324655102e-08,0.0
1962,3.23439771077183e-08,6.341956404476434e-10
1963,2.1984581044520723e-08,1.2932106496776896e-09
1964,2.8594651313440522e-08,0.0
1965,3.119064767576063e-08,0.0
1966,3.877352428016678e-08,0.0
1967,3.6484483656451516e-08,0.0
1968,2.73976368259099e-08,8.982831700699023e-10
1969,1.635032773061873e-08,9.083515606356229e-10
1970,2.391337008966765e-08,3.219107425067591e-09
1971,3.339958298820278e-08,0.0
1972,2.3598676068825597e-08,0.0
1973,1.92962140155295e-08,1.102640756478479e-09
1974,1.8564386916608555e-08,0.0
1975,1.0851811893530794e-08,0.0
1976,2.4568166112626244e-08,5.713526873840635e-10
1977,2.3507126911681553e-08,0.0
1978,1.900989232694883e-08,2.3762365408686037e-09
1979,1.1118749032590358e-08,0.0
1980,1.0233271119375331e-08,0.0
1981,2.4037087986705785e-08,1.2651099057237047e-09
1982,1.179425412889401e-08,6.207502289967692e-10
1983,1.1999100379966876e-08,0.0
1984,1.5657323437778814e-08,0.0
1985,2.045289804186723e-08,1.2031116103372597e-09
1986,1.0190625288064581e-08,0.0
1987,1.8332450668623324e-08,0.0
1988,1.1393452292729478e-08,0.0
1989,1.4817929883115255e-08,0.0
1990,1.525622306264296e-08,0.0
1991,2.051512781875431e-08,0.0
1992,1.5427844002324775e-08,0.0
1993,2.1602908462092785e-08,0.0
1994,1.4769794220992338e-08,0.0
1995,2.0605313344468357e-08,0.0
1996,1.6548085568501847e-08,5.338092190498855e-10
1997,1.1028257529410723e-08,0.0
1998,1.716526520922912e-08,9.536258449571733e-10
1999,1.2796562837147363e-08,9.140402323914998e-10
2000,1.3254094932690919e-08,0.0
2001,1.3581756691527502e-08,4.3812117822561447e-10
2002,1.971549601353928e-08,0.0
2003,1.3334153003974336e-08,0.0
2004,1.2773894303430566e-08,0.0
2005,1.4411999149643862e-08,4.5037495954858286e-10
2006,1.482440337152724e-08,0.0
2007,1.597791784990754e-08,1.1983438685803094e-09
2008,8.940623574815731e-09,0.0
2009,8.105927262747059e-09,4.76819250749827e-10
2010,1.3699000211975232e-08,9.447586046817946e-10
2011,1.1471915833949353e-08,0.0
2012,9.872333311955472e-09,6.808505426114664e-10
2013,8.088462455368983e-09,2.789125042035323e-10
2014,1.017759274080099e-08,2.1654451842767486e-10
2015,8.201329393386914e-09,1.5516027351836215e-09
2016,1.5742184361622336e-08,1.2428040818690533e-09
2017,1.0565567365450335e-08,0.0
2018,6.195520207974425e-09,2.5814667070633845e-10
2019,9.948851853458507e-09,1.53059265262101e-09
