year,en_ADP aire_NOUN,en_ADP mère_NOUN
1862,3.6143891435358455e-08,9.849210225176819e-08
1863,1.947902072974017e-08,8.840478704641441e-08
1864,2.5412057458318316e-08,8.726404532310994e-08
1865,2.9653119293371333e-08,8.943004581318803e-08
1866,1.8489329622894957e-08,5.936047853261073e-08
1867,2.8631587767335986e-08,8.249779881452923e-08
1868,3.112120594561674e-08,1.0818323925576578e-07
1869,3.174287332985415e-08,7.911300992091697e-08
1870,4.0711745086241535e-08,1.055064990929111e-07
1871,3.929835434846041e-08,2.7615060016472626e-08
1872,2.0560953717385644e-08,7.680120739372853e-08
1873,3.8909028887701425e-08,8.021245834211044e-08
1874,5.616132481289782e-08,1.081404228386873e-07
1875,2.4030413270370587e-08,8.296214087932796e-08
1876,3.748529087133079e-08,6.408775821142854e-08
1877,5.999271590617639e-08,1.1751150452710135e-07
1878,2.2344627481629686e-08,6.461824786363479e-08
1879,1.8327976358811782e-08,9.897107089429369e-08
1880,4.492492533536563e-08,5.840239936105718e-08
1881,6.83305714233029e-08,9.13398505719698e-08
1882,6.25606177973026e-08,7.65369270183669e-08
1883,3.475636339844712e-08,8.910267723649667e-08
1884,3.6969503902639644e-08,8.846274113238906e-08
1885,3.287274280561192e-08,8.572695731068336e-08
1886,5.0982363997142954e-08,1.2390650716564977e-07
1887,3.199173115309151e-08,8.161155928831931e-08
1888,2.4728397107764977e-08,8.433017528730602e-08
1889,3.8217333020451605e-08,7.455512873733028e-08
1890,3.211649390877369e-08,8.192982969834617e-08
1891,3.44207886637804e-08,5.928024771062468e-08
1892,2.7581454897784852e-08,6.143142061709739e-08
1893,2.832871559554917e-08,7.698020765278812e-08
1894,3.591877373310126e-08,7.372801213989533e-08
1895,2.106515117894503e-08,6.861220702703008e-08
1896,2.122930492509667e-08,6.840553956610762e-08
1897,2.9133568113515196e-08,7.399926527096312e-08
1898,2.6594268232038587e-08,6.733442647899324e-08
1899,2.984892333302014e-08,5.472302788689376e-08
1900,2.0764213348734017e-08,6.644548045109389e-08
1901,3.409130783227354e-08,7.433022419789381e-08
1902,2.8970674414985353e-08,5.352209431208621e-08
1903,3.0781254878320397e-08,7.128290824276462e-08
1904,3.117282521003517e-08,7.416982850116938e-08
1905,2.5803795267176355e-08,9.39258126830822e-08
1906,2.05767382577271e-08,7.870602047876929e-08
1907,2.8799923057487575e-08,5.965698235410599e-08
1908,2.897719486583128e-08,1.0166575226122632e-07
1909,1.925344239595006e-08,7.591357353842199e-08
1910,1.9238942772226153e-08,6.94739562545621e-08
1911,1.9685384544665396e-08,6.012022790713445e-08
1912,2.5005221671037248e-08,9.897900454802766e-08
1913,2.1742257383383645e-08,5.727228785668004e-08
1914,1.808120764223986e-08,8.839701398644095e-08
1915,2.3561524287174507e-08,5.06572768177449e-08
1916,2.4172415624690302e-08,6.812226649444142e-08
1917,5.3735480065597585e-08,6.470190483387483e-08
1918,1.033773866510046e-08,3.101321599530138e-08
1919,1.6574127070789757e-08,6.261336787938276e-08
1920,1.8930578438158818e-08,5.6791736646744084e-08
1921,2.4990065738972334e-08,5.982470507870374e-08
1922,2.360939327372691e-08,5.45967242526757e-08
1923,1.4862327812892318e-08,6.263409613183057e-08
1924,5.156649773851996e-09,5.285566095913907e-08
1925,8.798542339150117e-09,5.7190525870609576e-08
1926,6.687683296036084e-09,9.920063259727385e-08
1927,1.0034302388994831e-08,9.253856481095113e-08
1928,1.4853853258500749e-08,6.0558018155632e-08
1929,2.116677166874581e-08,6.015819353777374e-08
1930,1.1553964007759987e-08,5.146765857944047e-08
1931,2.5091784650044247e-08,5.7026782407376686e-08
1932,4.055028668403793e-08,4.712600631950892e-08
1933,4.1294382802092855e-08,5.5059177217486877e-08
1934,2.875579241390369e-08,5.870974462141021e-08
1935,2.0346082152400413e-08,6.223507842406661e-08
1936,1.9399542861009422e-08,3.6374143252970725e-08
1937,2.1404900962807005e-08,5.917825340873151e-08
1938,2.333738657878115e-08,4.278520893130633e-08
1939,1.2235240376412548e-08,7.494084730552686e-08
1940,1.5214697057785997e-08,4.310830958864642e-08
1941,1.1806010391524069e-08,7.083606057278757e-08
1942,1.517105907566929e-08,6.978686917236132e-08
1943,2.9032351855917682e-08,5.8064703711835364e-08
1944,4.4984606262232774e-08,4.819779242382083e-08
1945,1.3071024707045353e-08,4.7927088520083316e-08
1946,3.062643028073353e-08,6.403707786262203e-08
1947,1.6689218895749036e-08,6.556478893138262e-08
1948,2.5005341575123907e-08,7.066726781523869e-08
1949,2.2579119796084512e-08,6.577395728069035e-08
1950,2.4461330738745346e-08,3.935083614514667e-08
1951,2.3455083209000804e-08,4.051332702648125e-08
1952,3.374337254058446e-08,5.6941939829968646e-08
1953,3.124409986288157e-08,6.787511175332384e-08
1954,3.029486128625081e-08,7.133951029913987e-08
1955,2.2525458831523792e-08,7.602342577683885e-08
1956,2.703553869665143e-08,5.930376278939775e-08
1957,7.951533903538532e-08,3.534015169393001e-08
1958,2.8125628048769613e-08,4.0533993328484286e-08
1959,1.9376869886400527e-08,6.5881356370312e-08
1960,2.629916601160076e-08,4.913791740168705e-08
1961,3.265634873628187e-08,5.2806009953609845e-08
1962,5.45408234131628e-08,7.8640259859597e-08
1963,3.039045082253722e-08,5.043521644765292e-08
1964,4.0154192526564714e-08,5.658090440618935e-08
1965,4.0493119801698896e-08,5.8550863379913665e-08
1966,5.151339477205141e-08,6.97923414616497e-08
1967,2.5144710702473816e-08,7.494109977024266e-08
1968,3.413475932467769e-08,7.27609397177531e-08
1969,3.451736046988785e-08,5.132186398082439e-08
1970,3.3570694335516293e-08,6.116304210324053e-08
1971,3.956565930440803e-08,8.478355639773838e-08
1972,3.5398013353837854e-08,7.182205896683058e-08
1973,4.300298939163838e-08,5.45807168905732e-08
1974,4.050411750444738e-08,5.6818272808900616e-08
1975,4.16938057412608e-08,7.710498151070055e-08
1976,2.228275491900078e-08,7.199043894345891e-08
1977,4.8189612078530786e-08,8.345030044765167e-08
1978,5.287126469966097e-08,8.376233784357368e-08
1979,5.442335160310563e-08,9.772795572793314e-08
1980,3.581644952843632e-08,8.072913826318029e-08
1981,6.135783220395652e-08,7.527403722562553e-08
1982,3.165826112372372e-08,7.324852868695331e-08
1983,3.6628833299801045e-08,1.1114956244284713e-07
1984,3.537395104613594e-08,8.118612049301532e-08
1985,4.9327574580537714e-08,8.241314697343682e-08
1986,5.874595604415944e-08,9.830956149148307e-08
1987,4.8275453745638686e-08,9.716198734466275e-08
1988,3.238138990280248e-08,9.594486183317485e-08
1989,7.079677288857056e-08,9.549332424807488e-08
1990,8.554382369130309e-08,8.445409238611035e-08
1991,3.8099522925438833e-08,1.1781545250499903e-07
1992,4.573253731265936e-08,1.0358695323731126e-07
1993,5.760775678709251e-08,1.0413710072043614e-07
1994,4.378189177867142e-08,1.0549853501906625e-07
1995,6.181593642518024e-08,1.328500474073735e-07
1996,5.8719012541175175e-08,1.0302518105298475e-07
1997,4.842843426278165e-08,1.2898266166239125e-07
1998,5.912480360859007e-08,1.0346840673136626e-07
1999,4.295989214364582e-08,1.160831084590086e-07
2000,5.610899900254651e-08,1.201704575848339e-07
2001,6.790878490092744e-08,1.1829272139607383e-07
2002,5.651775714099472e-08,1.2135983595840116e-07
2003,6.833753474211335e-08,1.3084138084096253e-07
2004,6.7393305602792e-08,1.1496504970232024e-07
2005,6.71058666412705e-08,1.2880723954111772e-07
2006,5.8474035113942335e-08,1.2230132950818984e-07
2007,3.794755376596015e-08,1.6297475635695946e-07
2008,4.385162938325138e-08,1.3751529781558247e-07
2009,6.103286476211167e-08,1.7546948338775792e-07
2010,4.91274465552749e-08,1.8470031104556028e-07
2011,4.0916501159449226e-08,1.5066449199352405e-07
2012,5.106378955788138e-08,1.7497858717518966e-07
2013,4.62994750871637e-08,1.807353098293163e-07
2014,3.5729847039367435e-08,1.8362975140462368e-07
2015,3.568686279820099e-08,1.7599608970186864e-07
2016,3.749125579433077e-08,1.6902134536422864e-07
2017,4.150758609045013e-08,1.6628191001899495e-07
2018,3.252648211882203e-08,2.0135440514934544e-07
2019,3.851991381420561e-08,1.6224282184396088e-07
