year,en_ADP auteurs_NOUN,en_ADP moteurs_NOUN
1800,2.2009152278457123e-08,2.5153315874604232e-08
1801,3.809892135109294e-08,4.7623651688866175e-09
1802,4.699464284385613e-08,2.2378401354217203e-09
1803,4.8758479920252285e-08,3.900678446910888e-09
1804,2.9662210465630778e-08,1.4831105232815389e-08
1805,3.1271653710973624e-08,0.0
1806,1.729001475325731e-08,8.645007376628655e-09
1807,3.131650672116848e-08,5.693910232196231e-09
1808,3.172503681980743e-08,0.0
1809,3.840352036377226e-08,2.259030518203531e-09
1810,4.914266327205041e-08,0.0
1811,1.2535384286138651e-08,2.5070767684098882e-09
1812,4.000812481308458e-08,0.0
1813,3.163315653864629e-08,0.0
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,4.315557688983063e-08,0.0
1816,2.7811246638975717e-08,2.3176038865813098e-09
1817,6.227493543065066e-08,7.784366928831332e-09
1818,3.337929754820834e-08,0.0
1819,6.003609043236935e-08,0.0
1820,1.6613073583471305e-08,3.5599443393152796e-09
1821,3.550135829755163e-08,0.0
1822,2.2056354964661296e-08,0.0
1823,3.656594316225892e-08,0.0
1824,2.5263338088166165e-08,3.3684450784221553e-09
1825,2.1133063299316746e-08,8.805443485471187e-09
1826,2.2019960965735663e-08,3.5231937367541377e-09
1827,5.438191053031005e-08,0.0
1828,3.118582370120748e-08,1.8344602503717056e-09
1829,4.200856196234781e-08,8.57317605795771e-10
1830,4.5922078584226256e-08,2.0873671680021744e-09
1831,2.9623292263636358e-08,3.1182412207897414e-09
1832,4.058990654698391e-08,1.3529969367098715e-09
1833,3.938433579264711e-08,6.950177322551099e-09
1834,3.827157613045529e-08,1.120143711119681e-08
1835,4.0084366048631637e-08,2.2689263801112247e-09
1836,1.747394939854985e-08,2.016224964762614e-09
1837,2.2961039292113128e-08,6.957891152126194e-09
1838,2.2723781967215473e-08,5.049729523420865e-09
1839,1.8177836125232716e-08,2.1673573158409454e-08
1840,1.4013314952876499e-08,1.2102408852854296e-08
1841,1.9903700465562224e-08,6.420548537278137e-10
1842,4.360372285461267e-08,1.2074877098200432e-08
1843,1.7130041385371442e-08,1.1813822142769936e-09
1844,2.140538946093784e-08,1.2623690537338916e-08
1845,8.37034175305007e-09,1.9530798311961917e-08
1846,1.9319854382970902e-08,1.7563503984519002e-09
1847,2.1572894581822766e-09,1.294373674909366e-08
1848,1.126331028444838e-08,6.43617736884039e-09
1849,7.541473445726865e-09,1.1731181359664333e-08
1850,1.9009188889640427e-08,8.82569484161877e-09
1851,1.7413483988093503e-08,8.384270167027807e-09
1852,7.812654745364966e-09,6.510545436100301e-09
1853,2.149895550473957e-08,1.3735443005202796e-08
1854,1.6626126253527218e-08,1.2989160858012383e-08
1855,2.4411910715116392e-08,1.5920811335945473e-08
1856,1.449613024062657e-08,1.6049286344355096e-08
1857,1.7085282633111376e-08,5.369659827891837e-09
1858,1.4191660291373864e-08,3.1808895073481835e-08
1859,2.5460867192350634e-08,2.036869339860914e-09
1860,2.471679313997832e-08,8.513562033130029e-08
1861,2.6880993431177558e-08,5.65915647676718e-09
1862,2.2589931703009825e-08,7.680577063240435e-09
1863,1.2486552236623538e-08,1.39849385405455e-08
1864,1.9658385475018747e-08,1.582260189536555e-08
1865,1.5061901559310087e-08,5.177528628053096e-09
1866,1.7029644638899555e-08,9.731225603104576e-09
1867,1.261730986357179e-08,1.164674756637396e-08
1868,1.8771521559379778e-08,1.679557115608077e-08
1869,1.31855019125382e-08,7.325278605918584e-09
1870,2.1789384963000202e-08,5.734048791339319e-09
1871,2.7615060460561835e-08,1.805600113868877e-08
1872,1.269941218851045e-08,2.1770421909650395e-08
1873,5.9860045809045914e-09,5.387403856360606e-09
1874,1.4936523129449597e-08,9.559374625212058e-09
1875,3.432916173551348e-09,5.721527140956084e-10
1876,1.8138044621807126e-08,1.209202959984168e-09
1877,8.040260790487253e-09,9.27722432209066e-09
1878,1.6305540029293297e-08,1.8117265465633636e-09
1879,1.9549840857280287e-08,4.27652757650776e-09
1880,1.9895323166707612e-08,8.343199908722454e-09
1881,1.6036766581351003e-08,9.761510710859511e-09
1882,1.2645231750596508e-08,1.1314154946262533e-08
1883,1.3902545337174388e-08,3.791603475633565e-09
1884,1.1222884843675729e-08,1.9805090900604227e-09
1885,7.7347630522695e-09,4.511945039809007e-09
1886,2.0651084398082276e-08,6.4534639854230136e-09
1887,1.4363634337488662e-08,9.140494583448344e-09
1888,1.9655906235982457e-08,6.340614699951175e-09
1889,1.2530273707511697e-08,4.385595886446936e-09
1890,9.83157938394541e-09,1.8352281472289178e-08
1891,6.3742202627281586e-09,4.398211927991724e-08
1892,4.387958441043338e-09,1.3163876211308434e-08
1893,1.4164357686752282e-08,2.771287377356657e-08
1894,8.82215478448245e-09,1.071261657159539e-08
1895,1.2639090662958097e-08,3.129679559954468e-08
1896,8.845543852942228e-09,3.007484750128242e-08
1897,5.826713334045053e-09,1.5732126712464378e-08
1898,7.921696743018458e-09,2.772593887812036e-08
1899,8.844125432005967e-09,2.8743407654019393e-08
1900,4.15284251431558e-09,1.6092265298084385e-08
1901,9.500856157362847e-09,2.906144325187654e-08
1902,1.1293653123800595e-08,4.713872669981356e-08
1903,8.100330184390714e-09,4.158169519818955e-08
1904,1.4511488011237361e-08,3.6009989656804464e-08
1905,6.708986699521802e-09,2.3739491816776592e-08
1906,1.3374879870298173e-08,2.983626945507467e-08
1907,1.6457098794830927e-08,5.5028425149927784e-08
1908,1.2769611368312894e-08,2.8486056624643652e-08
1909,4.400786846048277e-09,2.4204327431220918e-08
1910,1.1222716089775986e-08,4.595969449461279e-08
1911,9.576673676292558e-09,7.07609772998552e-08
1912,3.125652792146383e-09,9.94999442838207e-08
1913,1.749986605625864e-08,6.257528145647839e-08
1914,1.0714790221744153e-08,4.754688132102558e-08
1915,1.5314990053916233e-08,3.7698438148936475e-08
1916,8.789969641043172e-09,3.625862632361532e-08
1917,9.869782324756216e-09,2.6319418644504822e-08
1918,9.189101035644853e-09,6.776961924970237e-08
