year,en_ADP auteurs_NOUN,en_ADP moteurs_NOUN
1919,1.749491218561161e-08,8.931613060259025e-08
1920,1.2872794385998532e-08,7.875121177391975e-08
1921,1.060184651180407e-08,3.332008891021587e-08
1922,2.065821974595039e-08,7.746832331179121e-08
1923,1.0615948120573648e-08,6.157249998750558e-08
1924,3.867487330388997e-09,6.316896161706609e-08
1925,1.3197813508725176e-08,5.49908882874206e-08
1926,2.1177663178661987e-08,4.904300965336006e-08
1927,6.689535148041159e-09,2.8987985345452216e-08
1928,1.8281665847830197e-08,6.055801859972121e-08
1929,2.0052731031228177e-08,3.78773812315103e-08
1930,4.201441416995522e-09,3.991369368350206e-08
1931,9.124285327288817e-09,1.0492927771110772e-07
1932,1.4247397928102146e-08,5.918149881267709e-08
1933,1.7205993074753678e-08,1.1355955420455643e-07
1934,1.9170528275935794e-08,2.875579241390369e-08
1935,2.6330225111337313e-08,3.7101681726881e-08
1936,1.4549657478823974e-08,4.607391446143083e-08
1937,1.76275650742852e-08,4.5328025777280345e-08
1938,1.4261735792331365e-08,5.056433616257294e-08
1939,1.6823456405745674e-08,3.8235125288110794e-08
1940,7.607348528892999e-09,3.803674530900025e-08
1941,2.9515025978810172e-09,4.427253941230447e-08
1942,3.034211815133858e-08,1.2136847082899749e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,1.927911696952833e-08,2.2492303131116387e-08
1945,2.6142048525912287e-08,3.267756198965799e-08
1946,1.3921104269343232e-08,3.897909195416105e-08
1947,2.6225916327504706e-08,2.8610090296865565e-08
1948,9.784699273041042e-09,3.044128504825494e-08
1949,1.668891336237266e-08,5.2030145525350235e-08
1950,1.4889506516624351e-08,5.104973599401319e-08
1951,1.2793682557799002e-08,6.716683031982029e-08
1952,1.0544804140977249e-08,4.007025466989944e-08
1953,1.0773827163745864e-08,4.0940545176226806e-08
1954,2.73631017844167e-08,2.247683283940205e-08
1955,1.970977603349411e-08,4.411235821066839e-08
1956,1.9186511268642903e-08,2.7907653077363648e-08
1957,2.915562513639003e-08,3.268964121616591e-08
1958,1.0753916868111446e-08,3.6397871050475317e-08
1959,1.1626121954044777e-08,2.6352543258667538e-08
1960,1.7302082544468078e-08,2.906750040665429e-08
1961,1.459113452284555e-08,2.779263752472616e-08
1962,2.7904608401740916e-08,2.5367825173816527e-08
1963,1.8751554753393407e-08,2.3277792138287623e-08
1964,1.5209921211400967e-08,1.1559539991878864e-08
1965,2.407699106754535e-08,2.5171399187229326e-08
1966,2.1048484843966264e-08,1.8832853498906843e-08
1967,2.218651040664099e-08,2.563774548214326e-08
1968,1.661823867404877e-08,1.9313088017725022e-08
1969,2.3617140659792923e-08,2.997560244466513e-08
1970,1.1956684753400282e-08,2.2993624781975086e-08
1971,2.209510840955886e-08,3.5454942093338104e-08
1972,2.052058717394445e-08,1.4364411160538992e-08
1973,1.3783009900070198e-08,2.3706776597354207e-08
1974,1.1251143128276908e-08,1.5751600912494723e-08
1975,1.4849848462006321e-08,1.8276736568623164e-08
1976,1.5426522170791657e-08,1.314111219841152e-08
1977,1.939338006851088e-08,1.4104276857551667e-08
1978,3.029701645118621e-08,1.1287123347081263e-08
1979,2.457828751634139e-08,8.192762912528906e-09
1980,1.705545149555121e-08,1.762396628635088e-08
1981,1.138598904049104e-08,1.2651099334792804e-08
1982,1.924325765401136e-08,2.0484757556893385e-08
1983,2.210360638965625e-08,3.0945049189767815e-08
1984,2.6095538452342026e-08,1.6237223121606803e-08
1985,1.564045071233977e-08,1.4437339324047116e-08
1986,2.0980699844130868e-08,8.392279760016663e-09
1987,1.649920600144128e-08,3.116516467116526e-08
1988,1.4391729530327524e-08,1.8589316752581908e-08
1989,2.359892548042808e-08,2.250130037850795e-08
1990,2.288433365027487e-08,2.6153525567451652e-08
1991,1.4653663171770859e-08,1.5239809691980355e-08
1992,1.7631821336294706e-08,5.509944056569793e-09
1993,1.2740176913439427e-08,9.416652346772025e-09
1994,2.7429619020580276e-08,1.2659823411809157e-08
1995,2.0063068872921974e-08,5.4224509327127635e-09
1996,1.494665791135219e-08,2.2419986978050588e-08
1997,2.205651428166533e-08,1.678213046307775e-08
1998,2.0979768700080115e-08,1.382757464085671e-08
1999,2.3765046652801658e-08,8.683382013430219e-09
2000,2.0322944216388805e-08,1.2812291672048559e-08
2001,2.7601635088636556e-08,1.3143635513301888e-08
2002,2.322047415459494e-08,1.5334276071143904e-08
2003,2.0001230893740285e-08,8.333845613606172e-09
2004,2.334539442316874e-08,9.690540814233373e-09
2005,2.161799728117586e-08,7.656374201303606e-09
2006,1.976587071794711e-08,1.1530091548195287e-08
2007,1.797515847279385e-08,1.1583990655594789e-08
2008,1.5326783397995314e-08,1.2346575317678798e-08
2009,1.8119131084404216e-08,1.525821624603907e-08
2010,1.700565521733921e-08,9.447585824773341e-09
2011,9.177532456217108e-09,1.2236710311697152e-08
2012,1.2595735121578855e-08,2.0765941854961056e-08
2013,1.0040849929282558e-08,1.2829975304384789e-08
2014,1.4508482817920942e-08,1.147685946278898e-08
2015,9.531274436369586e-09,9.531274436369586e-09
2016,1.2013772254793054e-08,1.2220906064897008e-08
2017,1.0565567365450335e-08,1.1571811953103861e-08
2018,8.002546847407643e-09,1.161660012627408e-08
2019,7.652963374127353e-09,1.0714148679369373e-08
