year,un_DET être_NOUN,un_DET etre_NOUN,un_DET mètre_NOUN
1826,1.0223427125310991e-05,2.8537868335121175e-07,4.191719803259275e-06
1827,9.268889954228143e-06,2.461011880949826e-07,4.342257440725916e-06
1828,1.0204185173279257e-05,3.1919607074160083e-07,3.39375149138732e-06
1829,1.223563697294594e-05,3.009184683655519e-07,3.900795180200589e-06
1830,1.2521071880655654e-05,3.9764344172965593e-07,3.1978464720694433e-06
1831,1.1796306978339999e-05,3.258562004671006e-07,4.348387555808131e-06
1832,1.2286565123531545e-05,2.0024355029679697e-07,4.481125984057144e-06
1833,1.2876361267899483e-05,2.1777221026475502e-07,3.992876949965307e-06
1834,1.0897131005549454e-05,3.5471218740035226e-07,4.5085786517518045e-06
1835,1.1797660562251622e-05,3.615155961256278e-07,3.938856309559924e-06
1836,1.1469632184457623e-05,1.6062592073096127e-07,3.732032514136563e-06
1837,1.032550979118696e-05,1.7464306534265006e-07,4.299976437138753e-06
1838,9.983946526403997e-06,2.354436379192748e-07,3.629493203760603e-06
1839,1.0293548740492042e-05,1.9715959753696666e-07,4.8178256264463926e-06
1840,1.0842484485351633e-05,3.42052294932671e-07,4.0466632178493e-06
1841,1.2671594618041127e-05,1.9133235040769137e-07,4.29791526102008e-06
1842,1.3601006997987497e-05,2.77722177699502e-07,3.6922289794460994e-06
1843,1.6394040443401536e-05,9.049387852400059e-07,4.979526085691077e-06
1844,1.1871209181890663e-05,1.83866798286747e-07,5.179006429045785e-06
1845,1.304155107106908e-05,1.4396988579079562e-07,5.640494567415999e-06
1846,1.2698413272005382e-05,2.6111076945056766e-07,4.804203754815717e-06
1847,1.0789682804102085e-05,2.4431302758642914e-07,4.475836135497957e-06
1848,1.11498731030224e-05,3.708847151617789e-07,4.564858958389095e-06
1849,1.0738220673545129e-05,2.4551686284013385e-07,4.630464800925438e-06
1850,1.2298266625521137e-05,2.315047673562276e-07,4.701379921812077e-06
1851,1.1321344729253724e-05,2.624921542349057e-07,4.372719409673209e-06
1852,1.1860260855200977e-05,3.222719893170023e-07,5.622507153191236e-06
1853,1.3119737417355282e-05,2.7709764549577187e-07,6.1475066601701656e-06
1854,1.1154052131701064e-05,5.959427180624033e-07,4.552441254190853e-06
1855,1.3922218755624272e-05,2.4199632520094383e-07,4.640385625975796e-06
1856,1.2383836732965392e-05,4.162460149892411e-07,4.480857104027791e-06
1857,1.2455170221414846e-05,2.4505175355571396e-07,4.629623077789802e-06
1858,1.2716217469233015e-05,2.911737237987211e-07,4.770844611812208e-06
1859,1.2633172929099601e-05,1.7466154389467192e-07,5.045325444541504e-06
1860,1.2411949711577108e-05,1.519625049684059e-07,4.495710136609432e-06
1861,1.3051901447624914e-05,1.457232740031955e-07,4.723037584142276e-06
1862,1.1327043111464263e-05,1.341841926738585e-07,5.239057067285557e-06
1863,1.323274798892271e-05,2.1077300438321345e-07,5.143959825204547e-06
1864,1.640420248349983e-05,4.1857973975822915e-07,6.061494879361362e-06
1865,1.22420311612359e-05,1.8827377090691044e-07,5.279667355750917e-06
1866,1.3142020293344103e-05,2.661490232647168e-07,5.1852835980525924e-06
1867,1.073441903542971e-05,1.3830512557433394e-07,5.409428759151069e-06
1868,1.219210292902062e-05,1.5807597042449828e-07,5.5484667242922114e-06
1869,1.4747250872915174e-05,3.0326654631984695e-07,4.49772100807877e-06
1870,1.3123517774715765e-05,1.135341696212322e-07,5.449066556195703e-06
1871,9.306275899234606e-06,9.559059743757814e-08,5.6770193026522975e-06
1872,1.2000945019963183e-05,9.312902793379152e-08,5.248485756226273e-06
1873,1.0007401868961097e-05,1.2391029269309684e-07,5.813607756977035e-06
1874,8.692458663972502e-06,1.057505846224771e-07,5.256461228952958e-06
1875,1.1978589583350185e-05,1.8766609422016245e-07,5.51154699479639e-06
1876,1.2495903206399817e-05,1.3663993825296927e-07,5.572611968318597e-06
1877,9.70212113315938e-06,1.1503757679776072e-07,5.087011018645171e-06
1878,1.0026094628301507e-05,8.515114924279032e-08,5.325872209027693e-06
1879,1.1466593008435666e-05,8.614148683250278e-08,4.76160813889237e-06
1880,1.0504089260621186e-05,1.232226471969966e-07,5.065606153209501e-06
1881,9.069140773476647e-06,1.5409242198893836e-07,6.262706349957625e-06
1882,9.362130512613476e-06,9.983077453590283e-08,5.737607693845348e-06
1883,9.592124584401063e-06,1.0553296397874945e-07,5.282335322931431e-06
1884,9.196163858860018e-06,1.0694748997508441e-07,5.581074695726329e-06
1885,9.056762394266116e-06,6.76791734322002e-08,6.258712289763935e-06
1886,9.059372715114478e-06,9.03484962400114e-08,5.07887601131074e-06
1887,9.045171935895269e-06,8.422312497424755e-08,5.600511542525055e-06
1888,9.489364259707145e-06,5.5163346779352196e-08,5.302656163053143e-06
1889,9.142713771836952e-06,8.144678087518287e-08,5.874192389399013e-06
1890,8.979509715345557e-06,1.2518878378386944e-07,5.588925468202888e-06
1891,9.26365358111525e-06,1.0389978610803041e-07,5.351794960972711e-06
1892,9.87729536916504e-06,7.835640247755293e-08,5.940669247195274e-06
1893,9.870093819586145e-06,1.1700991298102537e-07,6.120850237323339e-06
1894,9.408827935430963e-06,1.2288001394189507e-07,6.153453242063733e-06
1895,9.795294978687252e-06,1.1615925998853527e-07,5.131470857122622e-06
1896,1.095785886207068e-05,1.6393740981390792e-07,5.129235809420152e-06
1897,9.380425836980066e-06,1.0954221607573089e-07,5.199176282388862e-06
1898,1.004754089706239e-05,1.8163319515096532e-07,5.252084889662001e-06
1899,9.987781439235732e-06,1.0612950340771476e-07,5.192054445046779e-06
1900,9.693253360865128e-06,1.1316495807101035e-07,5.611528649751563e-06
1901,1.0388348187007068e-05,1.3412973226545333e-07,5.049984544314157e-06
1902,9.051617013255964e-06,1.0999035904291077e-07,5.036478015085777e-06
1903,1.0256638390160333e-05,1.5390627705613724e-07,4.797015556334827e-06
1904,1.025263524923048e-05,1.4081518617814481e-07,4.819426280278094e-06
1905,9.616557960612226e-06,1.9507668680418533e-07,4.736544440220314e-06
1906,1.0219436731517817e-05,1.4763809885742774e-07,5.194597513025201e-06
1907,1.020442972787805e-05,1.7794238260648854e-07,5.243643229846384e-06
1908,1.1667987124042156e-05,2.2445048175612214e-07,4.77043200675098e-06
1909,1.0903499259029559e-05,2.1013757400822897e-07,4.699490194326472e-06
1910,1.08780190402058e-05,2.5331274677853344e-07,4.576730603389478e-06
1911,1.0818980584303972e-05,1.920655048337494e-07,4.704806912059212e-06
1912,1.0849140515745148e-05,1.5836640954169923e-07,4.1722254131570935e-06
1913,1.0241663687793334e-05,1.8507434429437808e-07,4.442844755203623e-06
1914,1.0144897274244613e-05,2.779148609022286e-07,4.345516920523096e-06
1915,7.698727827687435e-06,1.1427339319247665e-07,4.609812229716681e-06
1916,9.007521711623667e-06,1.2635581581044164e-07,3.580813995540666e-06
1917,9.720638701082862e-06,1.6668964808452813e-07,3.970942419329049e-06
1918,8.830726372366371e-06,1.2060695375737396e-07,3.6411811805692196e-06
1919,1.0288850035067298e-05,1.9888952262903103e-07,4.0219882180281274e-06
1920,1.1072116961940992e-05,2.574558770618296e-07,3.872439272356587e-06
1921,1.1164501664495674e-05,2.1127964977551983e-07,3.7363936797873976e-06
1922,1.1544255407613946e-05,1.9477749901852803e-07,4.350030607724875e-06
1923,1.3311337028198977e-05,2.8132263807378877e-07,3.970364510053059e-06
1924,1.19917893357524e-05,2.0368767073009053e-07,3.935812813438133e-06
1925,1.2711694139966312e-05,2.5405791603816397e-07,3.6217000456417736e-06
1926,1.2731119269915325e-05,2.496735040935505e-07,3.6046611313622634e-06
1927,1.3327783335626009e-05,2.497426367931155e-07,3.306860001828227e-06
1928,1.2222435856301672e-05,2.490876925831387e-07,3.851718389569214e-06
1929,1.1184967760868858e-05,2.0498347552688756e-07,3.2931042213135697e-06
1930,1.1591776413411026e-05,3.634246947825659e-07,3.834865662355469e-06
1931,1.1064336888466642e-05,2.2810713051768516e-07,3.7318327841262544e-06
1932,1.0899259322627586e-05,1.7973639643287243e-07,3.5048598263642816e-06
1933,1.013891865397909e-05,1.9041299115230004e-07,3.4125220764735786e-06
1934,1.1279459144475368e-05,2.2884817596491303e-07,3.6232299294169934e-06
1935,1.1423727016790508e-05,3.6503267253351623e-07,3.5629580779072967e-06
1936,1.196588097940321e-05,2.036952029271788e-07,3.552541262052955e-06
1937,1.1450362620735177e-05,2.2915835784509397e-07,3.194366740899568e-06
1938,1.2606077902432844e-05,2.8134514806765765e-07,3.1790706742640396e-06
1939,1.2785826001504574e-05,2.171755149049659e-07,3.664454418128571e-06
1940,1.0701003972712897e-05,1.7750480862943618e-07,3.808746050992795e-06
1941,1.2455341391159891e-05,1.7709015587286103e-07,3.648057212757294e-06
1942,1.3726774085398574e-05,2.6701064381740025e-07,3.516651332802212e-06
1943,1.5996825993624952e-05,2.0322646521186982e-07,3.748076625953445e-06
1944,1.606593139058532e-05,3.2453181475489146e-07,3.785133312561584e-06
1945,1.6787552226560365e-05,3.2677561812022304e-07,3.5749251026118145e-06
1946,1.826866501630775e-05,3.313222771694768e-07,3.3772599223880206e-06
1947,1.8300921496461342e-05,3.1471100037094857e-07,3.2150589603929802e-06
1948,1.6766625407171887e-05,2.8919222749834717e-07,3.2452584974862475e-06
1949,1.4084461923857816e-05,2.267728893556864e-07,3.2886977479051893e-06
1950,1.5155390315158002e-05,3.1055256455303493e-07,3.2948349684147615e-06
1951,1.428627801658422e-05,3.315695862315948e-07,3.4820139198643574e-06
1952,1.4492778362296121e-05,2.6151113186045905e-07,3.7465688791371576e-06
1953,1.56608355013077e-05,3.070540834926305e-07,3.4120710523666276e-06
1954,1.665435519271341e-05,2.257455884446813e-07,3.4702275968356844e-06
1955,1.4620900174122653e-05,2.749983121219657e-07,3.206123597720989e-06
1956,1.7330653037106458e-05,2.8082075154145514e-07,3.475374953154642e-06
1957,1.4303042306096359e-05,2.9243973398429546e-07,3.4924903253852335e-06
1958,1.3496165571780239e-05,2.6388456797477033e-07,3.522321257776184e-06
1959,1.3954446103525697e-05,4.0148873381440353e-07,3.1212260367396993e-06
1960,1.4288060569356276e-05,2.796016589368122e-07,3.0507032846571747e-06
1961,1.5125448328490165e-05,2.820952653692643e-07,3.344148950645831e-06
1962,1.5487057368090973e-05,4.5662086556319537e-07,3.172246493932107e-06
1963,1.5148022981748e-05,2.793334976658457e-07,3.269883116274741e-06
1964,1.4394669292983053e-05,3.096739749075539e-07,2.9215216343914108e-06
1965,1.5543886732416468e-05,4.060256317828248e-07,3.1836348100000578e-06
1966,1.4918390405682658e-05,3.2126633175977304e-07,2.930724370742155e-06
1967,1.4635208287927526e-05,2.7215452558237985e-07,2.98729037240264e-06
1968,1.5077682860464847e-05,2.9239115928447745e-07,2.922564362961566e-06
1969,1.361301103486312e-05,2.879474569894569e-07,2.9453298324710886e-06
1970,1.3860557118050565e-05,5.306928620996132e-07,2.618973834245253e-06
1971,1.3852091868216121e-05,2.5229532418791223e-07,2.7439043250865325e-06
1972,1.2758675353552462e-05,2.621505159616788e-07,2.653311849343254e-06
1973,1.2661072801734008e-05,3.5780691476361426e-07,2.541586948012764e-06
1974,1.1913835301413656e-05,2.672146561799593e-07,2.648519060954868e-06
1975,1.1335003776480335e-05,2.4730709391462824e-07,2.6729728119789797e-06
1976,1.2850293003907609e-05,3.6566571992580066e-07,2.733351216477331e-06
1977,1.2295990927668754e-05,3.1440783065939115e-07,2.6222201618963936e-06
1978,1.2605340771187912e-05,2.5603947895191936e-07,2.735642389950499e-06
1979,1.36468015199398e-05,3.04887810109733e-07,2.70712276062568e-06
1980,1.3852438222272667e-05,3.3087576190027335e-07,2.6521227773912415e-06
1981,1.4535480687527524e-05,2.574498632057498e-07,2.9205061053971804e-06
1982,1.5025880486518872e-05,3.705878763859971e-07,2.7840646872334673e-06
1983,1.3886748014613204e-05,3.1639734565658273e-07,2.6720102752619823e-06
1984,1.4527676441389303e-05,2.957494272814998e-07,2.6281106002556953e-06
1985,1.4125132317133193e-05,2.7370789523750716e-07,2.6799310575142954e-06
1986,1.4085842032329765e-05,2.2838989854889746e-07,2.6004077611219145e-06
1987,1.5038720142968032e-05,2.688759437319277e-07,2.740090188524391e-06
1988,1.4214231221387763e-05,4.413463687846786e-07,2.610899450417037e-06
1989,1.439095395738832e-05,2.497095594744536e-07,2.5816125734934303e-06
1990,1.4964720001842124e-05,3.17656362547325e-07,2.6763773739446606e-06
1991,1.531659495412896e-05,4.911907875992938e-07,2.5602879709651916e-06
1992,1.431483464386929e-05,2.3472361987408874e-07,2.607305692237105e-06
1993,1.5116497451117539e-05,2.370780780580617e-07,2.7563095876814714e-06
1994,1.542493993156313e-05,2.3262426962489258e-07,2.687575069160175e-06
1995,1.5091223346530569e-05,2.6407335695921574e-07,2.5203551885510933e-06
1996,1.5431357311967986e-05,1.8790084332920287e-07,2.5580138007796904e-06
1997,1.6348672801314024e-05,2.1049586196308923e-07,2.7004846074873967e-06
1998,1.6183507128175734e-05,2.0073824424926556e-07,2.582418694885291e-06
1999,1.674110460214706e-05,2.1388541804334693e-07,2.5707380544304215e-06
2000,1.75758136577997e-05,2.2266878119125977e-07,2.594268021738344e-06
2001,1.733295057704254e-05,2.593677352891177e-07,2.563885093564977e-06
2002,1.8026535016701928e-05,2.6331140956514787e-07,2.5091256645737303e-06
2003,1.7493159958803517e-05,2.083461447810464e-07,2.741418619223168e-06
2004,1.7617403514691432e-05,1.8015596769949127e-07,2.583850623238959e-06
2005,1.7637133311154685e-05,1.7654698147850922e-07,2.470306746715778e-06
2006,1.833778793525198e-05,2.3924939673847234e-07,2.6741576562017144e-06
2007,1.8485253207245478e-05,1.6297475502469183e-07,3.0242203621355657e-06
2008,1.7690512606804987e-05,1.4262422931565766e-07,3.2467235300259745e-06
2009,1.8736612759084892e-05,1.3112529440029164e-07,3.467906410037358e-06
2010,2.0022741409775335e-05,1.2943193150594112e-07,4.618924819510539e-06
2011,1.9203221853558716e-05,1.0898319929841804e-07,5.23998890855637e-06
2012,2.010858089818157e-05,1.0212758017047463e-07,6.222974178626828e-06
2013,2.0976451224896664e-05,6.582335276839046e-08,6.548865684408156e-06
2014,2.1035784953937764e-05,8.142074101047392e-08,6.7904028924203885e-06
2015,2.0450124793569557e-05,4.2779904063650065e-08,6.389722074118254e-06
2016,2.082318115981252e-05,7.29111714337094e-08,6.4712805851740995e-06
2017,2.0361357258025237e-05,5.836218286425776e-08,6.535809717433949e-06
2018,2.111252635472738e-05,5.834114902292242e-08,6.863087492092745e-06
2019,1.948980241195386e-05,3.239754409189999e-08,6.22032845853937e-06
