year,en_ADP arrêt_NOUN,en_ADP marais_NOUN
1858,3.1270590739040927e-07,1.1500138441533636e-07
1859,5.616666953756067e-07,1.0133425032421428e-07
1860,4.613801252162375e-07,1.299920249220321e-07
1861,3.6925996482750634e-07,1.6364394639367674e-07
1862,3.758964624012151e-07,1.2605182322933395e-07
1863,4.1655138716123474e-07,1.433456162658331e-07
1864,3.61522495495592e-07,1.4575972784314217e-07
1865,3.51601272541302e-07,1.5485517895763579e-07
1866,4.646660443086148e-07,1.2164031792938346e-07
1867,4.712079828550486e-07,1.319964777479754e-07
1868,4.035877054775483e-07,1.1707501812452392e-07
1869,5.10816107635037e-07,1.3283171540479088e-07
1870,3.7844722555746557e-07,1.462182379619037e-07
1871,3.281943747879268e-07,1.4657224611802633e-07
1872,4.16056934682274e-07,1.0885210555144909e-07
1873,3.0827922614662384e-07,1.2570609841944247e-07
1874,4.5048551555737504e-07,1.2606424881766998e-07
1875,3.884916850438458e-07,1.6306351824368903e-07
1876,3.682023077544727e-07,1.7533443630313172e-07
1877,4.5458398290065816e-07,1.9605867351835116e-07
1878,4.215283979647211e-07,1.256130406357414e-07
1879,4.2826368940040993e-07,1.496784736154666e-07
1880,4.614431361460447e-07,1.3220763595001017e-07
1881,3.7163465549383545e-07,1.401473969098177e-07
1882,4.698702014138689e-07,1.9433724984807554e-07
1883,4.992277808923973e-07,1.497683284057416e-07
1884,5.004086460758117e-07,1.5976106393367218e-07
1885,4.286347632387333e-07,1.450268066749416e-07
1886,4.878818913311989e-07,1.4133086434497955e-07
1887,4.3417350070740213e-07,1.5669418806929514e-07
1888,5.440247150545474e-07,1.027179565848968e-07
1889,4.949458229930315e-07,1.6790566775837235e-07
1890,4.837137339563924e-07,1.7893474640873208e-07
1891,3.939267969599314e-07,1.2111018232729975e-07
1892,3.8927461787352513e-07,1.0907211844823905e-07
1893,3.8982776118245965e-07,1.3302179985297258e-07
1894,4.0077790686154913e-07,9.200247519380866e-08
1895,4.0505275933355733e-07,1.2578904318161221e-07
1896,3.650260964604968e-07,8.727602818225932e-08
1897,4.026259148304234e-07,1.1595160109845182e-07
1898,3.4629132983354793e-07,1.0015288343101503e-07
1899,3.382878048796556e-07,1.1497363061607757e-07
1900,3.239217107875447e-07,1.2769991397654223e-07
1901,3.414719458305626e-07,1.173635197915246e-07
1902,3.79073924250406e-07,9.771464992702761e-08
1903,3.283333853687509e-07,8.316339261682515e-08
1904,3.4397601211821893e-07,9.51308649632665e-08
1905,3.333850315812015e-07,1.2179392039346482e-07
1906,4.012463818980905e-07,1.373497289236525e-07
1907,3.795418308527587e-07,9.411403040227029e-08
1908,3.0745295021006314e-07,1.1689106083068168e-07
1909,3.9552071484649787e-07,8.251475502873973e-08
1910,3.174425557972427e-07,9.031614833787671e-08
1911,3.3518355735395744e-07,1.2875305843706997e-07
1912,4.349866742359154e-07,9.949994672631135e-08
1913,3.706789755142381e-07,9.174172133086245e-08
1914,3.676512392303266e-07,1.0112082771129849e-07
1915,3.2279288575409737e-07,1.4136913850659738e-07
1916,3.702774620251148e-07,1.0987461962486123e-07
1917,4.2878718886640854e-07,1.0637431557825039e-07
1918,4.169554586042068e-07,8.385054428572403e-08
1919,3.6831394822911534e-07,1.0128633359807182e-07
1920,3.9678494090367167e-07,1.923346801824266e-07
1921,3.846955678454833e-07,8.25429500306285e-08
1922,4.013596992535895e-07,5.016996240669869e-08
1923,4.681633072323166e-07,6.900366145146108e-08
1924,4.022186885777046e-07,6.574728306230071e-08
1925,4.311285692892852e-07,6.928851803422731e-08
1926,4.324701592395286e-07,6.576221356358047e-08
1927,4.1698100972098473e-07,5.5746124161260013e-08
1928,3.6677593584499846e-07,7.655447287202577e-08
1929,4.3224775936323567e-07,9.246537047147285e-08
1930,3.476692711501528e-07,8.717990651607721e-08
1931,4.0146855440070794e-07,7.071321395102359e-08
1932,3.7043233191980107e-07,8.767628945083317e-08
1933,3.452669261605479e-07,4.9323846118554115e-08
1934,3.3788055020522734e-07,6.350237669039416e-08
1935,3.18356370598849e-07,9.095896036370732e-08
1936,3.528292040755332e-07,9.457277316826662e-08
1937,3.0218683377825073e-07,7.176937089070634e-08
1938,3.708051394823997e-07,7.130867629712156e-08
1939,3.4717493235802976e-07,6.72938256229827e-08
1940,2.332920274739081e-07,1.0650288118085882e-07
1941,3.984528404998855e-07,1.3576911328527785e-07
1942,4.09618593266714e-07,9.406056733496371e-08
1943,4.964531967743824e-07,1.6258117341294565e-07
1944,3.405977224701928e-07,8.032965581605822e-08
1945,3.376681263489445e-07,1.1328220761441798e-07
1946,4.3294633655932557e-07,8.909506910015352e-08
1947,3.850441316899378e-07,6.67568780254868e-08
1948,3.989982815255644e-07,6.740570213104036e-08
1949,2.9058344352961285e-07,9.227987840532137e-08
1950,3.573481421881297e-07,6.593923984610228e-08
1951,2.8679170327450265e-07,7.462980899930471e-08
1952,4.0175703475142654e-07,9.912115395138699e-08
1953,2.844290349912626e-07,8.188108635565072e-08
1954,3.498568048598827e-07,1.1238416597336709e-07
1955,3.2849627018549654e-07,8.353191294219187e-08
1956,3.619273627464281e-07,1.6221322685083805e-07
1957,3.339644365496497e-07,1.2369052715399675e-07
1958,3.118635731880204e-07,1.0671194117239935e-07
1959,3.4723350950116583e-07,1.4881436039004825e-07
1960,3.76493346720963e-07,1.211145803647895e-07
1961,4.016036143639212e-07,9.241051923680743e-08
1962,3.938355064292409e-07,6.53221499113954e-08
1963,4.791345418198034e-07,1.2285501216346972e-07
1964,3.6929688462805643e-07,7.726639950078606e-08
1965,3.310586293991946e-07,4.322914171073222e-08
1966,4.126610804178199e-07,5.428293192721867e-08
1967,3.4758866718220816e-07,5.719189111186296e-08
1968,4.585735666751134e-07,5.075299824852664e-08
1969,3.51532065678839e-07,5.086768584128265e-08
1970,3.219107611585059e-07,4.966623096125389e-08
1971,3.91545881939237e-07,4.521789886968719e-08
1972,3.5654520047501137e-07,4.10411743478889e-08
1973,3.192145072716812e-07,4.1349027979364905e-08
1974,3.1896991004032316e-07,5.569315864040192e-08
1975,3.2612553013677825e-07,4.9118730416353173e-08
1976,3.433829647292441e-07,3.3138457256054465e-08
1977,3.514315665142931e-07,4.818961124586352e-08
1978,3.403958714898181e-07,6.297026944324102e-08
1979,3.979342011461995e-07,7.841644000805559e-08
1980,3.6100706779507163e-07,7.561250581211709e-08
1981,3.643516492957133e-07,5.946016440327995e-08
1982,3.5506911899574334e-07,6.517877393363847e-08
1983,3.915496051831724e-07,5.999550078961136e-08
1984,3.659174296899437e-07,5.277097780975737e-08
1985,3.7236304706311785e-07,6.43664712640657e-08
1986,3.662630660983268e-07,7.972665955202629e-08
1987,4.870320822192298e-07,1.02050643879803e-07
1988,3.8258014001257834e-07,6.116485007368055e-08
1989,4.291711661608133e-07,7.244320998633924e-08
1990,3.884888144511933e-07,8.39092256788021e-08
1991,3.909597410256538e-07,1.0198949801365487e-07
1992,3.906550318788504e-07,7.162927723181056e-08
1993,4.5920029378976324e-07,5.705383593346269e-08
1994,4.43093824742391e-07,6.962903109641871e-08
1995,4.2132441535613907e-07,9.70618675988355e-08
1996,4.4679831034954987e-07,4.217092808289635e-08
1997,4.7037914896463917e-07,4.938741238191824e-08
1998,4.2388668930470885e-07,9.107126797136544e-08
1999,4.821562242796062e-07,5.667049399193935e-08
2000,4.4887198669130157e-07,2.606638671576178e-08
2001,4.6440845835604705e-07,4.118338947645128e-08
2002,4.7098131972234114e-07,4.162160305298812e-08
2003,5.091980028737453e-07,6.208715208622095e-08
2004,5.268130394142645e-07,4.4488391109931413e-08
2005,4.76046324138224e-07,4.728937175180192e-08
2006,5.07324045884161e-07,2.9648807853277503e-08
2007,5.616238354377856e-07,3.714865784432142e-08
2008,6.024276899552206e-07,6.471308430788802e-08
2009,6.961561211937806e-07,1.845290475976924e-07
2010,8.096581041172612e-07,3.117703473165534e-08
2011,7.651767646166263e-07,3.5562937900079916e-08
2012,9.896162964651012e-07,4.2212734086000125e-08
2013,9.092547657019168e-07,3.319058688999732e-08
2014,9.573433317200397e-07,3.59463900867496e-08
2015,1.0054385484181694e-06,3.7016809728562805e-08
2016,9.739441111378255e-07,3.811265747444281e-08
2017,9.295183645008365e-07,2.2892062745416553e-08
2018,1.0362007287767483e-06,2.6589107138264012e-08
2019,1.0448845841892762e-06,4.285659271907605e-08
