year,mon_DET autel_NOUN,mon_DET motel_NOUN
1977,9.990528793135667e-09,0.0
1978,1.9603950685009863e-08,0.0
1979,1.8141118163228498e-08,0.0
1980,1.2507331392797028e-08,0.0
1981,2.1506868952414493e-08,6.325549528618524e-10
1982,1.4277254933858785e-08,6.2075020679230875e-09
1983,1.0104506009689374e-08,1.2630632095778083e-09
1984,1.5657322993689604e-08,5.799008495621649e-10
1985,1.2632671797518924e-08,1.2031116103372597e-09
1986,8.991728472906857e-09,2.997242676272549e-09
1987,2.3221103817583355e-08,6.110816852533674e-10
1988,9.594486094499644e-09,0.0
1989,1.2622680678475717e-08,0.0
1990,1.1442166825137434e-08,1.089730194969718e-09
1991,2.2859714399192654e-08,0.0
1992,1.1019888113139586e-08,2.2039776670368383e-09
1993,1.2186256392876516e-08,0.0
1994,1.846224323420742e-08,5.274926606624319e-10
1995,8.675921647771645e-09,1.626735190995987e-09
1996,1.4946658577486005e-08,0.0
1997,2.6851409984374186e-08,1.438468344439059e-09
1998,1.239713631751016e-08,0.0
1999,2.4679085941503587e-08,0.0
2000,3.3577038260901304e-08,8.836062992401139e-10
2001,2.935411869131599e-08,3.943090742808408e-09
2002,2.234422957769766e-08,0.0
2003,1.3750846072912992e-08,8.333845835650777e-10
2004,2.466683107771317e-08,4.404791253964646e-10
2005,2.702249846109339e-08,2.702249757291497e-09
2006,1.7706926758176422e-08,2.0589450144825605e-09
2007,1.917350189728495e-08,2.3966877371606188e-09
2008,2.6821869503201867e-08,2.554463751636149e-09
2009,2.241050522933108e-08,4.76819250749827e-09
2010,1.9839930587295385e-08,9.447585824773341e-09
2011,3.479814547624471e-08,3.059177577924288e-09
2012,6.672335217672298e-08,6.468080293586809e-09
2013,3.597971226509955e-08,4.462600067256517e-09
2014,3.72456558928036e-08,9.094869746206768e-09
2015,4.588311060260697e-08,7.536356427806368e-09
2016,4.909076056769379e-08,4.764082017771898e-09
2017,1.838911919682662e-07,1.0817128526241504e-08
2018,4.2594200611034694e-08,1.3681773936013997e-08
2019,4.5407583026957354e-08,1.3775333762566788e-08
