year,mon_DET autel_NOUN,mon_DET motel_NOUN
1800,8.174827570428533e-08,0.0
1801,7.143547975374531e-08,0.0
1802,1.7902721083373763e-08,0.0
1803,3.9006784247064274e-08,0.0
1804,9.145848411939994e-08,0.0
1805,1.4782963830839435e-07,0.0
1806,4.3225035106786436e-08,0.0
1807,7.971474680346091e-08,0.0
1808,4.98536292248275e-08,0.0
1809,3.6144488291256494e-08,0.0
1810,8.42445624371635e-08,0.0
1811,1.0028306629550343e-08,0.0
1812,2.6672083208723052e-08,0.0
1813,1.4378708002027452e-08,0.0
1814,7.552024783308298e-08,0.0
1815,4.045835311217161e-08,0.0
1816,6.025769927475721e-08,0.0
1817,4.047870982848423e-08,0.0
1818,4.530047448270125e-08,0.0
1819,6.417651177148542e-08,0.0
1820,8.06920699147895e-08,0.0
1821,8.382264837791809e-08,0.0
1822,7.619468078701175e-08,0.0
1823,6.324919432643128e-08,0.0
1824,3.536867154707579e-08,0.0
1825,3.698286188402733e-08,0.0
1826,3.170874407487645e-08,0.0
1827,2.7651819833884872e-08,0.0
1828,8.530240336313e-08,0.0
1829,3.257806824308318e-08,0.0
1830,5.114049628218709e-08,0.0
1831,6.080570358335535e-08,0.0
1832,4.464889968858188e-08,0.0
1833,5.444305273272221e-08,0.0
1834,5.694063887062839e-08,0.0
1835,6.126101226300307e-08,0.0
1836,5.511015038761613e-08,0.0
1837,8.419048214136637e-08,0.0
1838,6.943377983681387e-08,0.0
1839,2.936419651877742e-08,0.0
1840,3.94920703916668e-08,0.0
1841,5.5216718752859606e-08,0.0
1842,4.561620281506862e-08,0.0
1843,1.1636614566379322e-07,0.0
1844,3.2382512671347286e-08,0.0
1845,4.7989962059791225e-08,0.0
1846,8.489026748215167e-08,0.0
1847,5.3392913201832926e-08,0.0
1848,2.815827659929937e-08,0.0
1849,2.6814127362939644e-08,0.0
1850,2.9192683825840504e-08,0.0
1851,8.448764621249438e-08,0.0
1852,3.515694602107544e-08,0.0
1853,5.4941772020811186e-08,0.0
1854,7.221973952198368e-08,0.0
1855,8.597237766139187e-08,0.0
1856,8.387046834812395e-08,0.0
1857,8.835531395412488e-08,0.0
1858,4.110687856773154e-08,0.0
1859,4.430190680970725e-08,0.0
1860,4.30255272243496e-08,0.0
1861,5.8949546577480305e-08,0.0
1862,7.093238751920694e-08,0.0
1863,4.3453200371246226e-08,0.0
1864,5.274200842730892e-08,0.0
1865,5.130460245528212e-08,0.0
1866,6.714545891517432e-08,0.0
1867,3.445496155052297e-08,0.0
1868,4.1000953965308895e-08,0.0
1869,4.590508073665234e-08,0.0
1870,2.2936195609446486e-08,0.0
1871,3.504988654867702e-08,0.0
1872,3.870297293762093e-08,0.0
1873,3.5317427204972773e-08,0.0
1874,4.600449088343339e-08,0.0
1875,4.806082642971887e-08,0.0
1876,4.413590914964516e-08,0.0
1877,3.46349690039105e-08,0.0
1878,4.0461895833843187e-08,0.0
1879,3.848874952083747e-08,0.0
1880,5.840240158150323e-08,0.0
1881,3.69542902944886e-08,0.0
1882,4.525661778664869e-08,0.0
1883,3.286056138307458e-08,0.0
1884,2.5746618170785496e-08,0.0
1885,3.222817773762543e-08,0.0
1886,3.22673189834255e-08,0.0
1887,3.1338837969130395e-08,0.0
1888,2.5996520269799817e-08,0.0
1889,7.079604757986857e-08,0.0
1890,2.8839301002836493e-08,0.0
1891,7.202868701483567e-08,0.0
1892,3.949162774574688e-08,0.0
1893,2.401782439598321e-08,0.0
1894,4.663139208105349e-08,0.0
1895,1.8055843042930064e-08,0.0
1896,3.892039046604623e-08,0.0
1897,2.6220211779559577e-08,0.0
1898,3.11209517045441e-08,0.0
1899,4.311511148102909e-08,0.0
1900,2.8550792396941915e-08,0.0
1901,3.12969384297368e-08,0.0
1902,1.6694965854213706e-08,0.0
1903,8.640352433531007e-09,0.0
1904,1.289910045443321e-08,0.0
1905,3.14806301027204e-08,0.0
1906,1.800464666246171e-08,0.0
1907,2.262851062084792e-08,0.0
1908,2.4065807124884486e-08,0.0
1909,1.925344245146121e-08,0.0
1910,2.1376603487333057e-08,0.0
1911,2.7665946422672505e-08,0.0
1912,3.334029585744247e-08,0.0
1913,1.5378670004118078e-08,0.0
1914,3.750176402750327e-08,0.0
1915,3.534228543156104e-08,0.0
1916,3.29623865980011e-08,0.0
1917,3.3995917192441993e-08,0.0
1918,1.6080926812378493e-08,0.0
1919,1.8415697411455767e-08,0.0
1920,3.7861158208585266e-08,0.0
1921,1.2873671018098776e-08,0.0
1922,1.1066902949607993e-08,0.0
1923,2.0170301873179142e-08,0.0
1924,5.543398617913198e-08,0.0
1925,1.539744931555731e-08,0.0
1926,2.5636118672345276e-08,0.0
1927,1.3379070296082318e-08,0.0
1928,2.627989537096198e-08,0.0
1929,2.562293510699476e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,3.193499864551086e-08,0.0
1932,1.0959536389520963e-08,0.0
1933,1.1470662419910127e-08,0.0
1934,8.38710612072191e-09,0.0
1935,1.4361940969820353e-08,0.0
1936,1.6974599503782883e-08,0.0
1937,3.273690651894867e-08,0.0
1938,2.852347158466273e-08,0.0
1939,1.6823456405745674e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,2.4273694831933312e-08,0.0
1943,8.709705845433291e-09,0.0
1944,3.855823393905666e-08,0.0
1945,6.535512131478072e-09,0.0
1946,2.227376683094917e-08,0.0
1947,2.5033829231801974e-08,0.0
1948,4.348755133776194e-09,0.0
1949,9.817008539414473e-09,0.0
1950,1.914365022059883e-08,0.0
1951,2.3455084541268434e-08,0.0
1952,1.4762725264461096e-08,0.0
1953,1.4005975379483004e-08,0.0
1954,1.856781906006688e-08,0.0
1955,1.407841132561316e-08,0.0
1956,1.9186510602509088e-08,0.0
1957,8.835037590415595e-09,0.0
1958,9.926692190465047e-09,0.0
1959,1.5501495198577686e-08,0.0
1960,2.8375416016857002e-08,6.920833350854139e-10
1961,2.9182268324046134e-08,6.948159270159238e-10
1962,2.2196846694022554e-08,0.0
1963,2.1337976496837996e-08,1.2932106496776896e-09
1964,2.5552667481942848e-08,1.2167936658258327e-09
1965,1.860494691641179e-08,0.0
1966,1.60633170098734e-08,5.539074754423723e-10
1967,1.3804939136274896e-08,0.0
1968,1.6618237869137076e-08,0.0
1969,1.725867967983241e-08,9.083515606356229e-10
1970,1.4715920398922222e-08,4.5987250119061684e-10
1971,2.31227891278607e-08,1.0276794970565106e-09
1972,2.205963234302999e-08,2.0520587451500205e-09
1973,3.0873941236908564e-08,1.102640756478479e-09
1974,1.1813700295792984e-08,0.0
1975,1.3707552426467373e-08,0.0
1976,1.8854638739185248e-08,5.713526873840635e-10
