year,en_ADP êtres_NOUN,en_ADP etres_NOUN,en_ADP maîtres_NOUN
1800,8.803660733747165e-08,6.288328968651058e-09,2.5467733166806283e-07
1801,5.476719877606229e-08,0.0,2.762171789072454e-07
1802,3.3567602031325805e-08,0.0,1.8350289110458107e-07
1803,6.826187504138659e-08,0.0,2.9645156018887064e-07
1804,1.0628959312697361e-07,0.0,3.0403765549635864e-07
1805,3.695740935505398e-08,0.0,2.558589926593413e-07
1806,5.4751712497136396e-08,2.881669125542885e-09,1.152667650217154e-07
1807,5.693910054560547e-08,0.0,2.4768510797912313e-07
1808,1.1330369975581789e-08,6.798221985349073e-09,2.628645745517133e-07
1809,6.551188391767937e-08,2.259030518203531e-09,2.213849938925705e-07
1810,9.360507036149102e-09,0.0,1.8721013361755467e-07
1811,4.763445815569867e-08,0.0,1.8301660986708157e-07
1812,2.6672083208723052e-08,0.0,1.8670458246106136e-07
1813,6.326631307729258e-08,0.0,1.9555042740648787e-07
1814,2.5173417128598885e-08,0.0,3.304010931515222e-07
1815,1.3486118000116676e-08,0.0,3.85702975336244e-07
1816,2.7811246638975717e-08,0.0,2.4103081841531093e-07
1817,9.808302792180257e-08,0.0,4.857445219386136e-07
1818,5.960588644882137e-08,0.0,3.7313284906304034e-07
1819,5.175525075173937e-08,0.0,4.44060049176187e-07
1820,4.86525717491304e-08,0.0,4.817791250388836e-07
1821,5.8182782036730885e-08,0.0,4.1812711515376577e-07
1822,3.60922172149003e-08,0.0,3.7997085655661067e-07
1823,4.5460359032745146e-08,0.0,3.330465574435948e-07
1824,5.221089782736499e-08,1.6842225392110777e-09,3.4779196766976384e-07
1825,4.050503776831249e-08,0.0,4.842993917009153e-07
1826,3.963592987155096e-08,0.0,3.1796824373486743e-07
1827,5.069500019772022e-08,0.0,4.3782046077467385e-07
1828,5.13648868438743e-08,0.0,3.43961289672734e-07
1829,1.020207950341856e-07,0.0,4.740966232930077e-07
1830,5.740259823028282e-08,0.0,4.43565511432098e-07
1831,5.14509785887185e-08,0.0,4.583814643410733e-07
1832,1.0282776508052649e-07,0.0,4.6543095777451526e-07
1833,7.41352224054026e-08,0.0,4.3670280547303264e-07
1834,3.173740470430175e-08,0.0,3.5844598755829793e-07
1835,4.5378527602224494e-08,0.0,4.9916377520276e-07
1836,4.032449929525228e-08,6.720750067579218e-10,4.18030651871959e-07
1837,3.687682137432091e-08,0.0,4.43913449998945e-07
1838,2.7773511934725548e-08,0.0,4.0902810383158794e-07
1839,2.7965899929149884e-08,6.9914751765765e-10,4.2927658228109067e-07
1840,5.350538501147639e-08,0.0,4.3950851136287383e-07
1841,5.457466123459653e-08,0.0,4.057786782141193e-07
1842,6.64118249282808e-08,0.0,5.359903525459231e-07
1843,7.265500828745886e-08,0.0,4.926363885715546e-07
1844,6.531387630737129e-08,0.0,5.81238623453828e-07
1845,8.760958147835396e-08,5.580227946389016e-10,4.793415655512945e-07
