year,en_ADP amis_NOUN,en_ADP mamie_NOUN
1800,2.138031902632065e-07,3.144164484325529e-09
1801,3.547962137417926e-07,0.0
1802,2.4840025503181096e-07,2.2378401354217203e-09
1803,1.4822578009443532e-07,0.0
1804,1.557266102736321e-07,0.0
1805,2.9281639513101254e-07,0.0
1806,2.420601958874613e-07,0.0
1807,3.7579808509491386e-07,2.8469551160981155e-09
1808,1.5862518099041267e-07,0.0
1809,2.5075237886085233e-07,2.259030518203531e-09
1810,2.1295153374012443e-07,0.0
1811,2.933279859007598e-07,0.0
1812,1.600324992523383e-07,0.0
1813,2.645682286583906e-07,0.0
1814,6.733889108545554e-07,0.0
1815,4.396474400092387e-07,2.697223555614414e-09
1816,2.92018079051104e-07,0.0
1817,3.1604530514872664e-07,1.556873407970727e-09
1818,1.6689648418832803e-07,0.0
1819,4.482004669625894e-07,0.0
1820,2.883554941490729e-07,0.0
1821,3.096507441568974e-07,0.0
1822,1.954995099140433e-07,0.0
1823,2.786917718822224e-07,9.882686891060644e-10
1824,2.762124937660815e-07,0.0
1825,2.2453879466866056e-07,0.0
1826,3.082794444164705e-07,0.0
1827,3.732995708105591e-07,9.217273055917019e-10
1828,3.393751389357824e-07,9.172301251858528e-10
1829,2.914879928539449e-07,8.57317605795771e-10
1830,3.5485243188304594e-07,0.0
1831,3.1026500435515914e-07,0.0
1832,2.6924639628944647e-07,0.0
1833,3.6025085903279574e-07,0.0
1834,2.725683134752188e-07,0.0
1835,3.857174988297629e-07,0.0
1836,2.695020689946759e-07,0.0
1837,4.80790276924381e-07,0.0
1838,2.9414675695171866e-07,0.0
1839,2.635786150451125e-07,0.0
1840,4.114818835665446e-07,6.369688665408546e-10
1841,2.5810604986631347e-07,0.0
1842,2.864429244908706e-07,0.0
1843,2.7762482635029784e-07,0.0
1844,2.1570045755092693e-07,0.0
1845,2.974261623656105e-07,0.0
1846,2.1837290065107595e-07,0.0
1847,2.5402082393100045e-07,0.0
1848,2.582516296367743e-07,0.0
1849,3.9383249061941683e-07,0.0
1850,2.3218367051214273e-07,0.0
1851,2.37984289164217e-07,0.0
1852,2.1094167679258646e-07,0.0
1853,1.8393549794382125e-07,5.971931837933653e-10
1854,2.5406799730731677e-07,5.195664454227256e-10
1855,2.377507861694994e-07,0.0
1856,2.4488105276887495e-07,0.0
1857,2.26502028022324e-07,4.881509085841174e-10
1858,2.3636455637188192e-07,1.468102750479261e-09
1859,2.8057874601472577e-07,0.0
1860,3.117062173652041e-07,0.0
1861,2.5136085923804785e-07,0.0
1862,3.4020436623372063e-07,0.0
1863,2.487321080213434e-07,0.0
1864,2.7473791275323123e-07,0.0
1865,2.3534221249565945e-07,0.0
1866,2.977755103050761e-07,0.0
1867,2.2808214339420374e-07,0.0
1868,1.9660699157597605e-07,0.0
1869,2.427109109248704e-07,0.0
1870,2.2706833169294782e-07,0.0
1871,1.901190671560471e-07,0.0
1872,2.3524149195264243e-07,1.2094678591978436e-09
1873,2.430317675994331e-07,0.0
1874,2.20463072853061e-07,0.0
1875,1.9624837460652245e-07,0.0
1876,1.9286787722450072e-07,0.0
1877,2.511035381846938e-07,6.184815992682502e-10
1878,2.2284237388703332e-07,0.0
1879,2.46205802190147e-07,0.0
1880,2.098635718539299e-07,0.0
1881,1.903494629140745e-07,0.0
1882,2.0964462832395725e-07,6.655385131892899e-10
1883,2.3571133977995373e-07,6.319338941018771e-10
1884,2.0861361793578226e-07,0.0
1885,2.3204288823741592e-07,0.0
