year,aucun_DET arbre_NOUN,aucun_DET marbre_NOUN
1866,1.2212688460522259e-07,2.919367858567057e-09
1867,1.0530600924596456e-07,7.76449837758264e-09
1868,8.200191103924226e-08,5.433861693937558e-09
1869,1.186695124388848e-07,1.0255390314739543e-08
1870,7.970328219641942e-08,2.2936195165357276e-09
1871,1.125844786287189e-07,1.3807530674370128e-08
1872,9.494322927849908e-08,0.0
1873,1.1912148778492337e-07,4.190203295451056e-09
1874,7.70724550847035e-08,0.0
1875,1.104254749861866e-07,4.0050688876469565e-09
1876,1.4329055275652536e-07,7.255217759905008e-09
1877,1.2245935820942577e-07,3.0924081073635534e-09
1878,1.2802867388472805e-07,3.0195443923020093e-09
1879,1.4662380642960215e-07,2.443730107160036e-09
1880,1.2258086456995443e-07,9.626769381654299e-09
1881,1.5618417315010902e-07,5.578006168072136e-09
1882,1.264523135091622e-07,7.986462158271479e-09
1883,1.4218512589536658e-07,3.791603475633565e-09
1884,1.0100596270490314e-07,2.6406787867472303e-09
1885,9.152802871170707e-08,6.445635691854079e-10
1886,8.45403782534504e-08,3.872078324640427e-09
1887,1.3776030982626253e-07,5.223139698529167e-09
1888,1.0588826349078317e-07,2.53624587998047e-09
1889,1.0713384046567853e-07,1.2530273485467092e-09
1890,1.029038640965041e-07,7.865263995654459e-09
1891,1.1154884838049384e-07,1.0198752398160593e-08
1892,9.778879128674589e-08,1.4417578242387208e-08
1893,9.360793118418087e-08,3.0792082772457263e-09
1894,1.1846893599454233e-07,4.4110775032635274e-09
1895,1.3481697003214776e-07,6.018614495673091e-10
1896,1.0909503345146732e-07,4.127920338881097e-09
1897,1.0429817276502718e-07,2.330685422435863e-09
1898,8.713866428422534e-08,1.13167097914868e-09
1899,1.0447123344192732e-07,5.527578395003729e-10
1900,9.395806088718928e-08,6.2292638824956725e-09
1901,1.1233364993756823e-07,3.353243460679778e-09
1902,9.918773535844139e-08,4.910283957215711e-09
1903,1.252851102861996e-07,7.020286352243943e-09
1904,1.0158041607866153e-07,7.524475265086039e-09
1905,1.0166695219027133e-07,5.160758931310738e-09
1906,7.510509503205753e-08,1.5432553568395235e-09
1907,1.2805679716620944e-07,5.142843373384665e-10
1908,1.2573156116246764e-07,4.911389073214423e-09
1909,8.966603548543617e-08,1.6502950672681038e-09
1910,1.127615814056071e-07,5.878565967343263e-09
1911,1.0534341043921813e-07,1.5961122423746588e-09
1912,8.126697181864984e-08,9.376957876838787e-09
1913,8.9090230304123e-08,1.5378670337184985e-08
1914,1.5804315012246661e-07,2.678697486047099e-09
1915,1.1780762143587253e-07,0.0
1916,1.1207211336738965e-07,0.0
1917,1.1734074512048664e-07,0.0
1918,8.959373598571574e-08,1.1486376294556067e-09
1919,8.379142091285985e-08,0.0
1920,1.0146790607734602e-07,0.0
1921,8.935841755430829e-08,1.5145494858259667e-09
1922,9.00108103607522e-08,2.951174193910333e-09
1923,9.448194049355152e-08,6.369568872344189e-09
1924,1.2118127123983413e-07,6.445812106292692e-09
1925,8.248633331930932e-08,2.1996355847875293e-09
1926,1.1591984083736406e-07,1.1146138456652466e-09
1927,1.081474785280534e-07,2.2298449753321847e-09
1928,7.998228657157824e-08,3.4278122562625413e-09
1929,1.0137769557161391e-07,4.4561625500705304e-09
1930,8.507918636269096e-08,1.0503603542488804e-09
1931,1.2545892502657807e-07,0.0
1932,1.0411560147360888e-07,2.1919073223131136e-09
1933,8.02946376055047e-08,3.4411986593596566e-09
1934,9.465448336243298e-08,1.1981580172459871e-09
1935,8.617164759527896e-08,1.196828414151696e-09
1936,8.608547030775071e-08,6.0623572828433225e-09
1937,1.1835650770564143e-07,0.0
1938,9.723911098546978e-08,0.0
1939,9.176430637580779e-08,3.058810094103137e-09
1940,1.0396709626547818e-07,0.0
1941,1.0330259314628165e-07,0.0
1942,1.274369008097409e-07,0.0
1943,9.870999750916098e-08,0.0
1944,9.318239690969676e-08,0.0
1945,1.0892520485583645e-07,0.0
1946,8.074240476219074e-08,1.3921104269343232e-09
1947,7.867774876046951e-08,1.1920870957027319e-09
1948,7.175445837503958e-08,0.0
1949,6.871905711136606e-08,1.9634016634739737e-09
1950,8.614643043358683e-08,0.0
1951,5.757156973373867e-08,1.0661401761424827e-09
1952,1.0544804140977249e-07,1.0544803918932644e-09
1953,8.726800260205891e-08,0.0
1954,9.967986880354829e-08,0.0
1955,8.728615519260075e-08,0.0
1956,8.372295923209094e-08,2.616342476002842e-09
1957,8.48163654865175e-08,1.7670075402875796e-09
1958,6.700517118929383e-08,8.272243445794913e-10
1959,9.688434943200264e-08,7.750747821333448e-10
1960,7.682125158225972e-08,2.7683333403416555e-09
1961,1.0283275386768764e-07,3.47407969059077e-09
1962,7.737186447087652e-08,3.170978146727066e-09
1963,9.37577722126548e-08,2.5864212993553792e-09
1964,7.361601905842008e-08,1.825190498738749e-09
1965,7.113656508295207e-08,1.6416130121932326e-09
1966,7.366969700939308e-08,2.215629901769489e-09
1967,7.444806726653042e-08,2.465167847631733e-09
1968,7.590492856479614e-08,3.593132569257307e-09
1969,7.993493866820245e-08,9.083515495333927e-09
1970,7.72585790898006e-08,4.5987250119061684e-10
1971,7.604828411444942e-08,1.541519245584766e-09
1972,5.232749833439243e-08,2.0520586896388693e-09
1973,6.229920135325528e-08,4.410563136936219e-09
1974,6.638174632200844e-08,1.1251143350321513e-09
1975,4.9118728639996334e-08,3.998036124386317e-09
1976,7.42758512473074e-08,5.713526873840635e-10
1977,9.285315449858444e-08,5.876781838942691e-10
1978,6.950491915347357e-08,1.1881182704343018e-09
1979,7.607565244427406e-08,1.7555920051037788e-09
1980,7.95921106799824e-08,5.1166357817322705e-09
1981,7.274381719213352e-08,1.897664858585557e-09
1982,8.504278170562429e-08,0.0
1983,7.010000757645685e-08,6.315316047889041e-10
1984,7.770671572870924e-08,2.8995042478108246e-09
1985,8.481936752957608e-08,6.015558051686298e-10
1986,6.294209686785734e-08,2.3977942409381114e-09
1987,6.783006778476874e-08,6.110816852533674e-09
1988,6.77610589860933e-08,0.0
1989,7.518727329625108e-08,0.0
1990,7.519138200962061e-08,1.634595292454577e-09
1991,6.975143662657501e-08,0.0
1992,6.446634603918255e-08,1.1019888335184191e-09
1993,6.48087272736575e-08,5.539207426075166e-10
1994,6.382661066339779e-08,2.1099706426497278e-09
1995,6.018920295502994e-08,3.253470381991974e-09
1996,7.686852576682668e-08,1.6014276571496566e-09
1997,7.767728860130774e-08,1.917957792585412e-09
1998,7.581325434102837e-08,2.86087753487152e-09
1999,8.089256198218209e-08,1.3710603485872497e-09
2000,9.587128424470848e-08,3.976228457602815e-09
2001,7.842369065258481e-08,2.1906058633724967e-09
2002,8.061447775986608e-08,1.752488598683044e-09
2003,7.875484264729948e-08,2.0834614589126943e-09
2004,5.726228646807385e-08,8.809582507929292e-10
2005,8.737274281855889e-08,1.8014998381943315e-09
2006,6.465086954676735e-08,1.6471559671771274e-09
2007,7.78923512356755e-08,2.7961355453243186e-09
2008,7.024775428021712e-08,2.9802078582719105e-09
2009,8.439700760476399e-08,1.907277002999308e-09
2010,9.91996564891906e-08,9.447586046817946e-10
2011,1.0095286029354611e-07,3.82397197240536e-10
2012,1.1982969816415334e-07,2.7234021704458655e-09
2013,1.1156500256959134e-07,8.367375126105969e-10
2014,1.1476859285153296e-07,1.9489005964601347e-09
2015,1.1858678305998183e-07,1.329945265027277e-09
2016,1.3795124509385914e-07,2.6927420293532123e-09
2017,1.6225692789362256e-07,1.0062445598979508e-09
2018,1.4456213293101428e-07,1.5488800242380307e-09
2019,1.2729428888746952e-07,7.65296326310505e-10
