year,un_DET arc_NOUN,un_DET mark_NOUN
1889,4.549742406823043e-06,6.202485502981858e-08
1890,4.601834696416063e-06,2.5562107375254328e-08
1891,4.930459155616518e-06,5.673055980537356e-08
1892,4.3553621935643605e-06,3.196941245064977e-08
1893,4.73582247906279e-06,2.4017824173938607e-08
1894,4.43376310244048e-06,6.30153940139877e-08
1895,4.283447808006713e-06,6.319545020616602e-08
1896,4.852664964971609e-06,3.3613064720494634e-08
1897,4.627576082327778e-06,3.845630947019174e-08
1898,4.303744617573102e-06,4.3003498206850566e-08
1899,4.354626312874643e-06,3.537649995166703e-08
1900,4.722301021331532e-06,5.294874094730062e-08
1901,4.7906669351505116e-06,3.353243427373087e-08
1902,6.845917553732761e-06,5.5486206962385154e-08
1903,4.646349708536945e-06,8.154332564735967e-08
1904,5.118255501201929e-06,5.589610108103216e-08
1905,4.5827538315279526e-06,6.450948897285258e-08
1906,4.473897142531769e-06,1.1883066131090914e-07
1907,4.5797019225801705e-06,8.691404995708751e-08
1908,4.878482634751435e-06,1.5863786995140572e-07
1909,4.946484580159449e-06,6.986249240226172e-08
1910,5.150157946332001e-06,7.321486394928911e-08
1911,5.035202008230044e-06,9.736284622974267e-08
1912,4.87549726102543e-06,4.219631133395296e-08
1913,5.178899712632301e-06,5.037840128396809e-08
1914,5.069435133009392e-06,7.70125551108336e-08
1915,4.025486148862001e-06,2.2501254792750558e-07
1916,4.303788841752976e-06,2.4941538701028776e-07
1917,4.316384803360052e-06,1.1514745856811004e-07
1918,4.997722285793316e-06,1.527688002767036e-07
1919,4.767823874374244e-06,1.8231540149793446e-07
1920,4.428240899301272e-06,1.8627690101524763e-07
1921,4.591356763228305e-06,1.90075955031066e-07
1922,5.022160834755596e-06,4.345604045496998e-07
1923,4.765499070913393e-06,2.983081417440303e-07
1924,4.910419804105004e-06,2.410733777047369e-07
1925,4.492755827811834e-06,3.574407854145534e-07
1926,4.594438337335305e-06,1.4155595595699566e-07
1927,4.366036307601462e-06,1.3713546120897036e-07
1928,4.88120473107756e-06,1.0626218172049562e-07
1929,4.504066481558766e-06,1.14746187440673e-07
1930,4.950348227339418e-06,1.1343891737070066e-07
1931,4.834730489733374e-06,1.003671394883554e-07
1932,4.988781256543007e-06,9.096415709564099e-08
1933,4.867002189712366e-06,5.5059178549754506e-08
1934,4.539820650961701e-06,4.193553237996639e-08
1935,4.9381141735693745e-06,3.710167995052416e-08
1936,4.682564977542825e-06,4.9711328831136825e-08
1937,4.342676547253177e-06,1.0072894651713682e-07
1938,4.50411543795326e-06,6.352955028710028e-08
1939,4.210452246411478e-06,1.147053767525108e-07
1940,5.008171328313438e-06,8.621661695684679e-08
1941,5.011651388997507e-06,6.788455886308498e-08
1942,6.044149643003038e-06,8.495793002438745e-08
1943,5.504534172473541e-06,8.709705845433291e-08
1944,4.974012213665446e-06,8.032965403970138e-08
1945,4.6053573328208586e-06,1.895298575860238e-07
1946,3.4009257561251616e-06,6.125285878511022e-08
1947,4.0113731643032224e-06,1.072878355046214e-07
1948,3.99541865192532e-06,1.3263702669519262e-07
1949,3.942510744536776e-06,8.737137435765874e-08
1950,3.835111300531935e-06,6.381216777207044e-08
1951,4.359447352442203e-06,3.9447188182606396e-08
1952,4.605970481463828e-06,3.9015774611073084e-08
1953,3.5413571026765567e-06,4.525007613054299e-08
1954,3.494658948000051e-06,6.254423179363755e-08
1955,3.876256087664842e-06,3.848099261460902e-08
1956,4.146902710999711e-06,5.058262031454319e-08
1957,3.814969375071087e-06,5.124322016714089e-08
1958,3.4371170727354183e-06,3.639787160558683e-08
1959,3.5033380214599674e-06,4.495433891804623e-08
1960,3.5130149882434125e-06,3.6680416704015784e-08
1961,3.1377888376482588e-06,3.821487737365459e-08
1962,3.392312528660568e-06,4.693047861437094e-08
1963,3.6274558254945077e-06,5.23750300907011e-08
1964,3.466645217997666e-06,4.623815774706941e-08
1965,3.391025202859055e-06,3.447387264543522e-08
1966,3.5156508459976976e-06,3.4342263588449384e-08
1967,3.30036674256462e-06,3.05680799561614e-08
1968,3.276038789579161e-06,5.6142698268146773e-08
1969,2.8122563975330195e-06,5.72261473485991e-08
1970,2.7748707083219415e-06,3.403056531015025e-08
1971,3.1565176286108e-06,5.960541060723301e-08
1972,3.1868472376572754e-06,5.7970660716222255e-08
1973,3.0912533830473876e-06,5.0721473798809313e-08
1974,2.6946487352574877e-06,3.8253888723360774e-08
1975,2.8460305330213487e-06,5.3687915002598174e-08
1976,2.7950573411317237e-06,3.256710368049198e-08
1977,2.6516039284274484e-06,4.642657591702459e-08
1978,2.7902957171477283e-06,4.514849427650347e-08
1979,2.672011120807838e-06,5.851973283732548e-08
1980,3.016540865985462e-06,5.6282990823497414e-08
1981,2.5163037022934986e-06,3.289285821495014e-08
1982,2.7331632992400046e-06,5.0901519998980405e-08
1983,2.633486779757277e-06,4.736486891587788e-08
1984,2.7678666612018787e-06,4.5812167392966785e-08
1985,2.594510263520533e-06,4.8124466078824923e-08
1986,2.6501621093188987e-06,5.634816213628824e-08
1987,2.626429036922673e-06,5.255302326645506e-08
1988,2.4735785260077137e-06,5.3968984725649705e-08
1989,2.4905098925387392e-06,7.957777081735173e-08
1990,2.5456097745291117e-06,1.3076762339636616e-07
1991,2.338138358481956e-06,7.678519109433068e-08
1992,2.4915967529182126e-06,8.595513012465972e-08
1993,2.483780555451176e-06,6.259304508038355e-08
1994,2.2618885040515124e-06,7.121150846778335e-08
1995,2.5821710210038873e-06,8.459023170814817e-08
1996,2.1485822117028874e-06,9.928851651963555e-08
1997,2.2090079383474404e-06,1.2802368321018776e-07
1998,2.273920856055156e-06,1.1538872657368415e-07
1999,2.360508950971507e-06,6.535387786499314e-08
2000,2.3088632730150493e-06,7.024670189981208e-08
2001,2.414047635568295e-06,5.651763324010517e-08
2002,2.2072594276778545e-06,2.891606110111411e-08
2003,2.5876591180917785e-06,4.583615176301237e-08
2004,2.1618716061766463e-06,3.7881204673073654e-08
2005,2.2410657223304042e-06,3.467887133012937e-08
2006,2.2825464469633516e-06,3.706100937250767e-08
2007,2.3155998079005258e-06,4.593651414808164e-08
2008,2.47612688042409e-06,4.5128861619891936e-08
2009,2.382189087768438e-06,4.386737129102869e-08
2010,2.4563723144410687e-06,5.5740756899069765e-08
2011,2.940634530546049e-06,5.277081416288354e-08
2012,2.9698701524694116e-06,4.6297837008602016e-08
2013,2.912683370936975e-06,6.33131389538022e-08
2014,2.9653606219426365e-06,6.10655526145365e-08
2015,3.107860294448983e-06,4.433150935234664e-08
2016,3.190277851672363e-06,4.577661494309382e-08
2017,3.1399861626368875e-06,4.653881013894079e-08
2018,3.268653216537132e-06,4.801528052933435e-08
2019,3.0540424234004604e-06,4.69381729040208e-08
