year,en_ADP airs_NOUN,en_ADP mer_NOUN
1800,0.0,7.005198478182706e-06
1801,2.3811825844433088e-09,5.286225462697303e-06
1802,0.0,1.056484339301278e-05
1803,7.801356671777171e-09,6.213780832098337e-06
1804,2.4718509905596875e-08,5.307064191439892e-06
1805,3.1271653710973624e-08,5.083065475641746e-06
1806,4.3225035994964855e-08,4.5011673011075e-06
1807,1.4234775136401367e-08,5.252632111485411e-06
1808,2.2660739951163578e-09,7.725046081041853e-06
1809,2.259030518203531e-09,4.621976544827433e-06
1810,9.360507036149102e-09,5.482916940913185e-06
1811,1.2535384286138651e-08,5.894137376394326e-06
1812,2.9339290108509886e-08,3.8434469842307806e-06
1813,4.3136125782439194e-08,4.3596241132703994e-06
1814,0.0,4.191373985218405e-06
1815,3.506390555685357e-08,4.064715683593789e-06
1816,1.228330006597389e-07,4.417353100194532e-06
1817,6.227493631882908e-09,3.5247614729172483e-06
1818,5.960588467246453e-09,4.787544742201888e-06
1819,0.0,5.455003356580335e-06
1820,2.0173018810965004e-08,5.157172746628191e-06
1821,1.676452932031225e-08,4.613203999137561e-06
1822,1.0025615893027862e-09,4.426309274663254e-06
1823,1.2847492847356534e-08,5.343568978410929e-06
1824,1.7684335773537896e-08,7.644686222718633e-06
1825,4.4027217427355936e-09,5.0851433144316616e-06
1826,7.0463874735082754e-09,7.036698627782556e-06
1827,5.530363722527909e-09,6.1764948333653535e-06
1828,1.0089530988466322e-08,5.492374152371582e-06
1829,1.7146351893870815e-08,5.799753418689324e-06
1830,1.982998831806526e-08,5.204849982565207e-06
1831,0.0,4.519890751453204e-06
1832,2.976593194148336e-08,3.493438013757455e-06
1833,2.085053074640797e-08,6.4231220715527115e-06
1834,1.8669061851994684e-09,4.834353754645804e-06
1835,6.050470346963266e-09,6.4301374536057665e-06
1836,1.1425274948351216e-08,6.002301901730789e-06
1837,2.5048407792382932e-08,5.851586390548391e-06
1838,2.1461350030449466e-08,5.8614737632467495e-06
1839,5.2436064379435265e-08,6.643299602870911e-06
1840,7.0066574764382494e-09,6.010438320380729e-06
1841,1.733548060656176e-08,4.860997141697965e-06
1842,6.708265054555795e-09,5.37868680083875e-06
1843,1.3585895075607368e-08,3.7083587465236434e-06
1844,1.0977122322231025e-08,4.14276584070894e-06
1845,5.580227835366713e-09,4.617080623270375e-06
1846,9.952652035849496e-09,4.604565479127132e-06
1847,9.168480197274675e-09,3.6355720549607895e-06
1848,2.735375304041554e-08,3.842397839015632e-06
1849,6.703531951757213e-09,3.349252167605954e-06
1850,2.0366988096043315e-09,4.292003308314918e-06
1851,3.8696632564949596e-09,3.955440925906828e-06
1852,5.859490670445666e-09,3.828851872889061e-06
1853,1.1943863675867306e-09,4.247835282411572e-06
1854,7.27393034694046e-09,3.8499872658803724e-06
1855,1.2736649068756378e-08,3.962159226489348e-06
1856,1.0872097000458325e-08,4.003520235329461e-06
1857,7.322263684272912e-09,3.7197099356234276e-06
1858,2.4468379322684086e-08,3.7710666651591396e-06
1859,1.3748867822016564e-08,3.825749866903649e-06
1860,1.373155189554609e-08,3.4681321952056976e-06
1861,1.2733101684148096e-08,3.990648671958752e-06
1862,1.0843167252971853e-08,3.5425530975352615e-06
1863,9.489779628779615e-09,4.288381325601165e-06
1864,1.3904711160250827e-08,5.642435692898573e-06
1865,7.530950973944073e-09,4.295936798737188e-06
1866,1.0704348518686402e-08,4.180048027713212e-06
1867,2.426405742994575e-08,4.069567690834219e-06
1868,1.1855697756857353e-08,3.394681477253414e-06
1869,1.5627261262807224e-08,3.535179537550448e-06
1870,8.027668307875047e-09,3.2959311777602807e-06
1871,6.37270636261178e-09,3.1544896756940943e-06
1872,1.269941263259966e-08,3.858202430429003e-06
1873,1.496501056408306e-08,3.604771986243094e-06
1874,3.5847653734322193e-09,4.051382271441639e-06
1875,6.293679799540541e-09,3.671503975510859e-06
1876,2.0556450763820067e-08,3.6675126366958466e-06
1877,7.421779191219002e-09,3.683057823167246e-06
1878,2.8383716710322915e-08,3.7985866931933288e-06
1879,5.498392852132383e-09,3.51652772201394e-06
1880,1.2193908105473383e-08,4.359001259501838e-06
1881,2.022027217885025e-08,3.210839798484244e-06
1882,9.983077475794744e-09,3.3782735684440013e-06
1883,7.583206784733676e-09,3.536933952830168e-06
1884,1.9805090900604227e-08,3.5213451212712243e-06
1885,1.6114089618213256e-08,3.5096486019625672e-06
1886,1.5488312854472497e-08,3.7875379232943374e-06
1887,1.8933882017790893e-08,3.4479251578289905e-06
1888,6.974675947901687e-09,3.7650570874347977e-06
1889,8.771191772893872e-09,3.751563829368365e-06
1890,1.1797895993481688e-08,3.6258865412364116e-06
1891,1.1473596073230397e-08,3.4803241062419943e-06
1892,1.0656471260972467e-08,3.151181070748521e-06
1893,2.3401982574000613e-08,3.596515193216021e-06
1894,9.452309157609307e-09,3.3814060502734833e-06
1895,9.027921299420427e-09,3.2873672983768643e-06
1896,1.4152869098893461e-08,3.5730097867059385e-06
1897,1.6897470089816125e-08,3.299085146402092e-06
1898,5.6583546736987955e-09,3.239408282951217e-06
1899,1.1055156790007459e-08,3.3624259927478306e-06
1900,6.748368974740515e-09,3.255828590731369e-06
1901,2.235495566438317e-09,3.844493416949035e-06
1902,8.838511256215043e-09,3.092005655958019e-06
1903,1.1880484596105134e-08,3.180729827079176e-06
1904,1.2361637935498493e-08,3.1119079970665098e-06
1905,4.644683138099737e-09,3.7580646932156014e-06
1906,2.0576738091193647e-09,3.721817583013376e-06
1907,8.742833790265081e-09,3.5989617614973213e-06
1908,2.1118972570732808e-08,3.265091393700459e-06
1909,9.351672325408344e-09,3.4991756701074905e-06
1910,1.2825961404061559e-08,3.1060203022903465e-06
1911,1.702519769608557e-08,3.3646046535551477e-06
1912,6.772247651554153e-09,3.338718091328019e-06
1913,5.833288518886093e-09,3.8738339860344695e-06
1914,7.36641797560722e-09,4.098407112351765e-06
1915,2.3561523843085297e-09,4.664003713905629e-06
1916,1.0987462051303964e-09,6.033215381506807e-06
1917,2.1932848870420685e-09,3.845925016676688e-06
1918,1.4932289182922887e-08,3.5791547627894715e-06
1919,1.289098744416961e-08,3.873741878379633e-06
1920,1.2872794385998532e-08,3.948918879004282e-06
1921,2.2718242898012164e-08,3.3782025319339937e-06
1922,2.1396012073182646e-08,4.094016588851446e-06
1923,1.9108707505210987e-08,3.5998680232296465e-06
1924,2.9650736976805092e-08,4.3870198638273905e-06
1925,2.3096173862313663e-08,4.046229765464204e-06
1926,1.8948435376309192e-08,4.257824862463622e-06
1927,2.0068604777989663e-08,4.354887128243945e-06
1928,6.8556245125250825e-09,3.944269401756628e-06
1929,1.2254447234738564e-08,4.543057748662704e-06
1930,1.68057662230936e-08,4.077498921617462e-06
1931,7.983749661377715e-09,4.297538296782477e-06
1932,5.4797681947604815e-09,4.631500239327124e-06
1933,1.605892663292252e-08,4.368028083234776e-06
1934,2.3963160344919743e-09,3.8472854626547814e-06
1935,4.787313656606784e-09,3.948336960490906e-06
1936,1.2124714565686645e-08,4.7116638626221174e-06
1937,3.777335333410292e-09,4.238170468795488e-06
1938,1.0372171566075394e-08,4.183874782626162e-06
1939,0.0,4.577509088221632e-06
1940,2.5357829169792012e-09,4.140933413054881e-06
1941,0.0,4.2147457506303e-06
1942,6.068423541449874e-09,3.1950250942713865e-06
1943,2.0322646676618206e-08,3.814851119443574e-06
1944,6.4263723231761105e-09,3.508799402140994e-06
1945,1.5249527862692958e-08,3.96487732245987e-06
1946,1.3921104269343232e-08,3.5025497524543425e-06
1947,7.152522574216391e-09,3.961305367283785e-06
1948,1.6307831529616124e-08,3.59968216301354e-06
1949,8.835307596655184e-09,4.4382695314482135e-06
1950,7.444753036267571e-09,4.364752456353926e-06
1951,1.3859821956785368e-08,4.679289105524731e-06
1952,1.0544803696888039e-08,4.034442028455487e-06
1953,5.386913581872932e-09,4.588572963371007e-06
1954,7.818028890937967e-09,4.602864521530137e-06
1955,1.2201290200408721e-08,4.5651594433593345e-06
1956,1.744228317335228e-09,4.87250200364997e-06
1957,8.835037590415595e-09,4.428120767840937e-06
1958,1.1581141212690937e-08,5.427418763304104e-06
1959,5.425523585955716e-09,4.832591077530424e-06
1960,2.2838749558218296e-08,4.934554311830652e-06
1961,4.863711378089164e-09,4.828970908477004e-06
1962,8.244543714397423e-09,4.538938007669913e-06
1963,1.6165133231993423e-08,4.909027666144539e-06
1964,6.083968384640315e-09,4.898811113207557e-06
1965,1.2038495811328431e-08,4.7858492848718015e-06
1966,6.092982229866095e-09,4.949163148637581e-06
1967,1.5284040255636455e-08,5.273486948453865e-06
1968,1.5719955531734442e-08,5.334005564350264e-06
1969,8.629339798282842e-09,5.575007683944477e-06
1970,1.6095537708205043e-08,6.184825060984167e-06
1971,9.762954888969944e-09,5.818207661434371e-06
1972,2.3598676068825597e-08,6.0828151831060495e-06
1973,9.372446541089374e-09,6.481322145646118e-06
1974,9.563471792262135e-09,6.846320815157014e-06
1975,3.4268881066168433e-09,7.218739625614035e-06
1976,6.8562320265641574e-09,7.947515626938184e-06
1977,7.639816335114347e-09,7.835513343934508e-06
1978,1.1287123569125868e-08,8.27227356126059e-06
1979,1.1118749476679568e-08,7.011249422816945e-06
1980,6.253665585376211e-09,6.9967150153615876e-06
1981,1.2018544381930951e-08,6.626645614460358e-06
1982,7.449002747961231e-09,7.310575313113077e-06
1983,1.2630632317822688e-08,6.9897919701134015e-06
1984,1.0438215292118969e-08,6.63638537901079e-06
1985,7.82022557821449e-09,6.484771517989429e-06
1986,8.392279760016663e-09,7.424170334502378e-06
1987,1.2221634038134255e-08,7.002385245868936e-06
1988,1.4991384134077634e-08,6.750920277909245e-06
1989,4.939309850016116e-09,6.2224327237458965e-06
1990,8.717841171179685e-09,6.097040277097676e-06
1991,1.1722930182145319e-08,5.898978777452157e-06
1992,7.713921945651236e-09,5.915476094742189e-06
1993,8.862731548653358e-09,4.9991345605349125e-06
1994,7.912389743403025e-09,5.3878101411442e-06
1995,1.3556126887692699e-08,5.682186291267044e-06
1996,4.270473752399084e-09,5.60072621880181e-06
1997,1.054876808126437e-08,5.892445905431032e-06
1998,7.629006981701991e-09,5.561069258419593e-06
1999,1.2339543165040823e-08,5.4106612239479546e-06
2000,1.192868470667463e-08,5.936066997946909e-06
2001,7.0099388516098315e-09,5.3481452013670605e-06
2002,1.0076809608960957e-08,5.7924131162678805e-06
2003,1.2500768864498468e-08,5.644930380910296e-06
2004,1.4535811221350059e-08,5.122772229526618e-06
2005,1.1259373877692269e-08,4.9847500065425265e-06
2006,1.070651389767363e-08,5.739926972836429e-06
2007,1.358123019601365e-08,5.492409275831278e-06
2008,1.021785517307805e-08,5.713909747129264e-06
2009,3.337734755248789e-09,5.904452979876851e-06
2010,8.9752067999882e-09,6.3638938740950834e-06
2011,2.2943831279320648e-09,6.210130379713519e-06
2012,4.425528637996834e-09,5.823655001790939e-06
2013,6.693900156395927e-09,5.274235665098104e-06
2014,4.547434789836657e-09,5.741461379216162e-06
2015,6.871383573248124e-09,5.598847575782884e-06
2016,4.349813981230355e-09,5.243390013731641e-06
2017,4.024978267347379e-09,5.197504766130123e-06
2018,1.8070267504555204e-09,6.060251465100919e-06
2019,7.652963041060445e-09,5.626458658980482e-06
