year,un_DET or_NOUN,un_DET mort_NOUN
1800,4.4961552170263985e-07,1.0753042047895178e-06
1801,5.762461718905598e-07,1.190591323307899e-06
1802,6.019789964284428e-07,1.0271685937368602e-06
1803,3.335080056565687e-07,9.049574245523218e-07
1804,6.67399774556543e-07,1.7995074976795422e-06
1805,4.264316615376629e-07,1.5664256096670215e-06
1806,4.2072369854651015e-07,1.0690992162665225e-06
1807,4.128084847287994e-07,1.1387820464392462e-06
1808,5.053345026873046e-07,1.4026998513827493e-06
1809,2.6430655797327063e-07,1.4164121706627952e-06
1810,3.5803939590906e-07,1.3081308587459262e-06
1811,7.420947225611485e-07,1.5945008584594689e-06
1812,4.4275655497472144e-07,9.895342172328014e-07
1813,4.486157074712338e-07,1.271077824327449e-06
1814,2.5488085952929396e-07,7.835226156771569e-07
1815,2.8051123601713357e-07,7.956809424669586e-07
1816,3.3373494900956757e-07,1.0498745925957564e-06
1817,3.596377702308473e-07,1.3466955230967415e-06
1818,4.1128063266171466e-07,1.3625905559422336e-06
1819,4.3370898339389896e-07,1.462603336221946e-06
1820,5.339916668845035e-07,1.3195526697984405e-06
1821,3.9939027973723285e-07,1.7622479298040616e-06
1822,4.210758675071702e-07,1.3795247753023432e-06
1823,3.3996441639594366e-07,1.1542978448630947e-06
1824,3.9747652991195537e-07,1.2530615407513324e-06
1825,3.971254782797473e-07,1.3710074746597911e-06
1826,3.1796822663743285e-07,1.2665881108375743e-06
1827,3.659257501453794e-07,1.2959486355157424e-06
1828,3.3754069272973197e-07,1.3134734935249526e-06
1829,2.700550321144135e-07,1.709491272094965e-06
1830,2.661393030400916e-07,1.264944462064932e-06
1831,3.3677005895071943e-07,1.9239548372240733e-06
1832,3.084832966848694e-07,1.5748884720778733e-06
1833,3.312917766784551e-07,1.6796261839147064e-06
1834,4.2005388944943434e-07,1.4748558996302563e-06
1835,4.00843653380889e-07,1.623794929628275e-06
1836,3.803944532698722e-07,1.7117750061856896e-06
1837,3.0266826422931103e-07,1.462548674169284e-06
1838,4.336455154962948e-07,1.4543221347196322e-06
1839,2.712692359629898e-07,1.2493766110566185e-06
1840,3.044711236466213e-07,1.3541957564200402e-06
1841,3.890852333654493e-07,1.379133813372846e-06
1842,3.0790937222135994e-07,1.4348979497924574e-06
1843,3.142476772133307e-07,1.7513990968609505e-06
1844,2.969311720946166e-07,1.5752170838823076e-06
1845,2.818015216732306e-07,1.4558814775966766e-06
1846,2.359364073001302e-07,1.578373503008379e-06
1847,2.389198110464008e-07,1.1902844612166064e-06
1848,2.622742316660265e-07,1.4923885895967715e-06
1849,2.1702684072089085e-07,1.3097025686192865e-06
1850,2.4033045598059743e-07,1.4772855507771965e-06
1851,2.8313036226634836e-07,1.4279057047872357e-06
1852,2.994851013848887e-07,1.4479452552507155e-06
1853,3.039713381003395e-07,1.4219170267892878e-06
1854,3.0342679568917674e-07,1.573766713391933e-06
1855,3.157627688210596e-07,1.7677408052918508e-06
1856,3.05454175508757e-07,1.518987289728102e-06
1857,4.0760602182388084e-07,1.459083069477174e-06
1858,2.8089699988242955e-07,1.5033372235961906e-06
1859,2.8261562801112916e-07,1.440066597524492e-06
1860,2.3984443742186556e-07,1.6898962869049683e-06
1861,2.801282459330423e-07,1.5685295196021798e-06
1862,3.203252283423552e-07,1.6603599490849774e-06
1863,3.156600310028068e-07,1.8774779597663382e-06
1864,3.04944698381604e-07,1.919329601918207e-06
1865,2.7676245673013966e-07,1.689757134215597e-06
1866,3.4643163537850796e-07,1.7229135238494564e-06
1867,2.9747733343299387e-07,1.6077364364264213e-06
1868,2.657652117266096e-07,1.4735644278118798e-06
1869,2.1878165790134574e-07,1.6232817401373723e-06
1870,2.6204603731372345e-07,1.6915444263077006e-06
1871,1.6993883589222492e-07,1.8172834437280017e-06
1872,2.666876723900202e-07,1.6261294959463157e-06
1873,2.3405277038701655e-07,1.4809375059599006e-06
1874,1.8162811832311831e-07,1.248693347832841e-06
1875,2.385876887167626e-07,1.3977690791477926e-06
1876,1.8682186286866909e-07,1.5266187212148452e-06
1877,2.2389034581848932e-07,1.4435360924380802e-06
1878,1.7332184998331002e-07,1.63598912905627e-06
1879,1.9549841123733813e-07,1.5358843370449904e-06
1880,1.8675932844658405e-07,1.3849712097169231e-06
1881,2.168449799722083e-07,1.5897316920643334e-06
1882,1.6571908467710728e-07,1.609272082703228e-06
1883,1.9526757766286096e-07,1.4300664297195453e-06
1884,1.7956616193970376e-07,1.433888570545605e-06
1885,1.7983322930792411e-07,1.3419813029713623e-06
1886,1.6327263929749591e-07,1.4113725086417617e-06
1887,1.912974973983239e-07,1.5610659183096232e-06
1888,1.6739223385187074e-07,1.4361492084447036e-06
1889,2.1677373718276272e-07,1.3639202904869308e-06
1890,1.8811089363968136e-07,1.255165038571704e-06
1891,2.581559104264386e-07,1.1320614881071833e-06
1892,2.062340609398916e-07,1.2323894935661883e-06
1893,2.0630695130030574e-07,1.1362278673487936e-06
1894,1.7959387621502287e-07,1.1796481445003337e-06
1895,2.2028128654483226e-07,1.259696070121663e-06
1896,2.305738274754887e-07,1.1817646488054834e-06
1897,1.526598898404785e-07,1.1845709160240858e-06
1898,1.9691074593097824e-07,1.2103221678216869e-06
1899,2.1391728921571485e-07,1.2912422953093028e-06
1900,2.429412844229262e-07,1.2624641243519363e-06
1901,1.9616473878603102e-07,1.1613399308885164e-06
1902,2.3569362550546202e-07,1.0635674492220915e-06
1903,1.7064696722357553e-07,1.1842682638985025e-06
1904,1.5102696426794182e-07,1.175430536903832e-06
1905,2.2758947837431265e-07,1.290705835543804e-06
1906,1.9599343009657488e-07,1.2176284940323967e-06
1907,1.7279953024029737e-07,1.234282436257672e-06
1908,2.2445048664110345e-07,1.2293206808067225e-06
1909,2.4644406049212364e-07,1.2591750824242354e-06
1910,2.2552315703805448e-07,1.472313563510852e-06
1911,2.027062564469162e-07,1.2572044276737415e-06
1912,2.3650772540406706e-07,1.3200673478763747e-06
1913,2.2378616071350166e-07,1.1459760251852913e-06
1914,2.2434091140333123e-07,1.230191788437196e-06
1915,1.9556064301262666e-07,1.2640757631743327e-06
1916,2.2524296805492838e-07,1.512973504702586e-06
1917,2.5442104623074613e-07,1.5791651719609945e-06
1918,2.1134932559618846e-07,1.3703247248031403e-06
1919,2.900472335642945e-07,1.6831946894058092e-06
1920,2.83958701441378e-07,1.4561401613377711e-06
1921,2.1430874874717176e-07,1.312357181149082e-06
1922,2.700324364113271e-07,1.718321129828837e-06
1923,2.781378549698843e-07,1.6677654173236078e-06
1924,3.081098132184934e-07,1.5598865381605265e-06
1925,2.3756064404523158e-07,1.5947357780987659e-06
1926,2.7642422395501853e-07,1.6161900582289945e-06
1927,2.0403081357756037e-07,1.9366203574122665e-06
1928,2.787953921057351e-07,1.5150930536833584e-06
1929,2.2280813460895388e-07,1.5785955298497356e-06
1930,1.9746774748696794e-07,1.484159149356401e-06
1931,2.2696660373355826e-07,1.324161885918329e-06
1932,2.2357455264909731e-07,1.171574510294704e-06
1933,2.1106018088801193e-07,1.3478028506597184e-06
1934,2.3963159989648375e-07,1.5815686253972672e-06
1935,1.9867351674918154e-07,1.4661148384220724e-06
1936,1.9520790317528736e-07,1.5507509729673075e-06
1937,1.825712123704193e-07,1.3787274149024142e-06
1938,2.4115299090965436e-07,1.7075187344062215e-06
1939,1.9117562644055397e-07,1.4758758197785937e-06
1940,1.3186070790816018e-07,1.3921448456244434e-06
1941,2.508777141585483e-07,1.4993632646564947e-06
1942,1.9115534199976025e-07,1.6930902120293467e-06
1943,2.467749915524564e-07,1.863876953223098e-06
1944,2.2170985047864633e-07,1.735120569890114e-06
1945,3.071690679590233e-07,2.115327347951279e-06
1946,2.519719863869341e-07,1.9907178625544475e-06
1947,2.467620250357072e-07,2.2530445846769e-06
1948,2.2504807328793675e-07,1.9014931993410755e-06
1949,1.6787084566871613e-07,1.5844651386487385e-06
1950,2.392956330865559e-07,2.0143374399594904e-06
1951,1.8124383416306955e-07,1.932912184088309e-06
1952,1.5079069926038358e-07,1.833741400503186e-06
1953,1.63762175486859e-07,1.6311574597693834e-06
1954,1.7688290654405137e-07,1.8225779996328129e-06
1955,2.0554480517631646e-07,1.9953801952965478e-06
1956,2.284939024654875e-07,1.9448145280875906e-06
1957,2.085068859791761e-07,1.6132779379063322e-06
1958,1.7619878889263418e-07,1.6825743216486444e-06
1959,2.418233284728899e-07,1.7772464246945674e-06
1960,2.0693291524764845e-07,1.986971284395622e-06
1961,1.5702839251119372e-07,1.8009629343396227e-06
1962,1.6235407795939238e-07,1.9748852082557278e-06
1963,2.172593909222087e-07,1.8311863101416748e-06
1964,1.843442358762104e-07,1.8160645964826472e-06
1965,1.8933270418131087e-07,1.6826533197900062e-06
1966,1.7558866582945143e-07,1.8511588351088903e-06
1967,1.8488758657397852e-07,1.8794439569091992e-06
1968,2.1918108839003025e-07,1.8248623092631533e-06
1969,2.089208512856544e-07,1.5673605773258714e-06
1970,1.926865720314197e-07,1.5943779416716097e-06
1971,2.04508219692201e-07,1.6417179580230368e-06
1972,1.6416469428293112e-07,1.5836763438414891e-06
1973,1.6649875078655896e-07,1.6501019146630824e-06
1974,1.282630317511746e-07,1.5104659993880887e-06
1975,1.4221585997731268e-07,1.4649947033262833e-06
1976,1.605501056545222e-07,1.5860750295360049e-06
1977,1.7806648999751928e-07,1.4580296010535676e-06
1978,1.6990090667690083e-07,1.7352466912257114e-06
1979,1.5624769433841834e-07,1.7286729132592882e-06
1980,1.4042322349361314e-07,1.672002852615151e-06
1981,1.3663186382295578e-07,1.897032319675418e-06
1982,1.4960080729764513e-07,1.8579054810174966e-06
1983,1.7430272425400517e-07,1.7777615113345746e-06
1984,2.0644470088981848e-07,1.8121901419476671e-06
1985,1.6843561922996741e-07,1.862416766584829e-06
1986,1.5166047662162896e-07,1.8457020232176546e-06
1987,1.6865854401970637e-07,1.7311944517928168e-06
1988,1.5890867549606114e-07,1.7683837612025854e-06
1989,1.597043612910909e-07,1.7205263063146958e-06
1990,2.075936054168892e-07,1.7942408163662549e-06
1991,1.5298424571597025e-07,1.8258463825304716e-06
1992,1.526254580497266e-07,1.780813924767699e-06
1993,1.6340661534997025e-07,1.974173542862445e-06
1994,1.5561033483990627e-07,2.0139670056096293e-06
1995,1.697227065555751e-07,1.8571894599972438e-06
1996,1.6441323813509712e-07,1.8517842050869149e-06
1997,1.380929672833986e-07,1.978373475708395e-06
1998,1.325539886742888e-07,1.9701910076719287e-06
1999,1.2705159235792962e-07,1.8445331519956198e-06
2000,1.4049340268940114e-07,1.873245359718112e-06
2001,1.1697835455848349e-07,1.8799780221456786e-06
2002,1.3888471617207188e-07,2.0508498010940457e-06
2003,1.4875914144951707e-07,2.023041062670927e-06
2004,1.1364361629517816e-07,1.866750508838777e-06
2005,1.328606158423895e-07,1.934360469135754e-06
2006,1.288899516005415e-07,2.024354685659091e-06
2007,1.2982058628097093e-07,1.9780662583457342e-06
2008,1.4560443784006338e-07,2.1197793245164576e-06
2009,1.258802806436421e-07,2.0102699380686317e-06
2010,1.2848717245717012e-07,2.1715277682687883e-06
2011,1.4148695681726053e-07,2.230522952118008e-06
2012,1.6714880723966985e-07,2.718976730875511e-06
2013,1.7794617912514354e-07,2.8602477613048904e-06
2014,1.5980985668129222e-07,3.2011775061846492e-06
2015,1.9395035044666997e-07,2.764512856856527e-06
2016,1.9367029446826223e-07,2.644687000952217e-06
2017,1.5420698051826776e-07,3.0159663992890273e-06
2018,2.0858250815436463e-07,2.8032147838530364e-06
2019,1.992321396748764e-07,2.609915483731129e-06
