year,ancien_ADJ hôtel_NOUN,ancien_ADJ motel_NOUN
1800,2.358123332157902e-07,0.0
1801,2.928854634376421e-07,0.0
1802,2.439245747609675e-07,0.0
1803,1.384740881960056e-07,0.0
1804,2.1010733552984107e-07,0.0
1805,2.1605869982010972e-07,0.0
1806,4.091970069453055e-07,0.0
1807,4.5266585813052984e-07,0.0
1808,4.2602191996365946e-07,0.0
1809,2.665656086975332e-07,0.0
1810,1.9189039823785947e-07,0.0
1811,8.57420257460717e-07,0.0
1812,2.2404549326893175e-07,0.0
1813,3.565919683978791e-07,0.0
1814,7.080023465277918e-07,0.0
1815,4.828030260028982e-07,0.0
1816,1.5296185296165277e-07,0.0
1817,3.0981782206396247e-07,0.0
1818,2.11004837602502e-07,0.0
1819,1.645817011564077e-07,0.0
1820,1.708773229580629e-07,0.0
1821,1.4693617778060997e-07,0.0
1822,1.884815787889238e-07,0.0
1823,2.73750421442287e-07,0.0
1824,1.9873825607419349e-07,0.0
1825,2.826547234047183e-07,0.0
1826,2.298883876594715e-07,0.0
1827,2.2582319425534791e-07,0.0
1828,2.5682444021457584e-07,0.0
1829,3.420697218814439e-07,0.0
1830,3.757260957915065e-07,0.0
1831,2.7128698909528737e-07,0.0
1832,3.463672244574667e-07,0.0
1833,2.5715655560532014e-07,0.0
1834,4.4432368029312386e-07,0.0
1835,3.6605346309670495e-07,0.0
1836,2.419469975478705e-07,0.0
1837,3.9799135320706114e-07,0.0
1838,5.182284983362706e-07,0.0
1839,3.1671381561793055e-07,0.0
1840,3.4460015441162284e-07,0.0
1841,4.057786608946401e-07,0.0
1842,4.554911883225543e-07,0.0
1843,4.2470690919671483e-07,0.0
1844,6.037417307203086e-07,0.0
1845,4.2019116364144793e-07,0.0
1846,6.703404256125367e-07,0.0
1847,3.5325614344827727e-07,0.0
1848,4.280058089611849e-07,0.0
1849,4.633816601540275e-07,0.0
1850,3.2451400944211173e-07,0.0
1851,4.0502476306158997e-07,0.0
1852,4.856866837599227e-07,0.0
1853,5.631531581062887e-07,0.0
1854,4.821576653490922e-07,0.0
1855,7.657910003899815e-07,0.0
1856,4.126219828037847e-07,0.0
1857,5.555157130410215e-07,0.0
1858,4.3357969919943784e-07,0.0
1859,4.394545665142857e-07,0.0
1860,5.616204845626527e-07,0.0
1861,4.4707336432914246e-07,0.0
1862,5.340259665587155e-07,0.0
1863,5.688873250253579e-07,0.0
1864,5.322148006747796e-07,0.0
1865,5.097512536522686e-07,0.0
1866,5.147818509243507e-07,0.0
1867,7.730528928107105e-07,0.0
1868,5.596877428182268e-07,0.0
1869,4.893286211782311e-07,0.0
1870,4.3062705001872814e-07,0.0
1871,4.5989697428083787e-07,0.0
1872,5.164427729908994e-07,0.0
1873,8.374419993018023e-07,0.0
1874,5.12024010745904e-07,0.0
1875,8.82259483248049e-07,0.0
1876,6.324131502921659e-07,0.0
1877,6.66723140252401e-07,0.0
1878,7.27710213865862e-07,0.0
1879,6.060450576939047e-07,0.0
1880,5.788897246006286e-07,0.0
1881,6.94461739669805e-07,0.0
1882,7.234403947009582e-07,0.0
1883,7.482097119648756e-07,0.0
1884,6.885569883152698e-07,0.0
1885,6.38762496230072e-07,0.0
1886,7.03427577519733e-07,0.0
1887,7.932643306673981e-07,0.0
1888,8.356929921404799e-07,0.0
1889,9.291197620164837e-07,0.0
1890,7.439228664196662e-07,0.0
1891,5.85153406618133e-07,0.0
1892,7.716538519275673e-07,0.0
1893,5.487149024041571e-07,0.0
1894,6.912788776958223e-07,0.0
1895,6.885295014136261e-07,0.0
1896,7.170787466037609e-07,0.0
1897,6.817254885049806e-07,0.0
1898,6.580666953581726e-07,0.0
1899,6.881835403760306e-07,0.0
1900,9.063578882972934e-07,0.0
1901,7.360369114195464e-07,0.0
1902,6.427561540789384e-07,0.0
1903,8.904963308964398e-07,0.0
1904,1.442011976493518e-06,0.0
1905,8.525574015649795e-07,0.0
1906,9.202946396058564e-07,0.0
