year,en_ADP air_NOUN,en_ADP mère_NOUN
1937,4.293571240765459e-07,5.917825340873151e-08
1938,4.2914859399445504e-07,4.278520893130633e-08
1939,4.909389987872714e-07,7.494084730552686e-08
1940,6.187310546135194e-07,4.310830958864642e-08
1941,4.574829119974311e-07,7.083606057278757e-08
1942,4.247896423503761e-07,6.978686917236132e-08
1943,9.929064368474627e-07,5.8064703711835364e-08
1944,4.6269882147953467e-07,4.819779242382083e-08
1945,9.389352637612092e-07,4.7927088520083316e-08
1946,4.134568101221703e-07,6.403707786262203e-08
1947,5.161737379744125e-07,6.556478893138262e-08
1948,4.435730192042797e-07,7.066726781523869e-08
1949,4.7317980900185574e-07,6.577395728069035e-08
1950,5.221962715573625e-07,3.935083614514667e-08
1951,4.659032604159563e-07,4.051332702648125e-08
1952,5.388395063476992e-07,5.6941939829968646e-08
1953,5.289949411846351e-07,6.787511175332384e-08
1954,6.74304979852991e-07,7.133951029913987e-08
1955,5.406109884198429e-07,7.602342577683885e-08
1956,5.843164938568179e-07,5.930376278939775e-08
1957,5.009466179650701e-07,3.534015169393001e-08
1958,6.444077458311881e-07,4.0533993328484286e-08
1959,4.7512084933032384e-07,6.5881356370312e-08
1960,5.294437523950535e-07,4.913791740168705e-08
1961,4.3703921681625957e-07,5.2806009953609845e-08
1962,4.7564672556177356e-07,7.8640259859597e-08
1963,4.4615768057809646e-07,5.043521644765292e-08
1964,4.7637472228023725e-07,5.658090440618935e-08
1965,4.5801002546141945e-07,5.8550863379913665e-08
1966,5.383980679063427e-07,6.97923414616497e-08
1967,5.166991521310393e-07,7.494109977024266e-08
1968,4.051256959902716e-07,7.27609397177531e-08
1969,4.514507359054676e-07,5.132186398082439e-08
1970,3.7893495408169997e-07,6.116304210324053e-08
1971,4.3933299265219716e-07,8.478355639773838e-08
1972,3.729616903092037e-07,7.182205896683058e-08
1973,4.1018235097389777e-07,5.45807168905732e-08
1974,4.0672883683257055e-07,5.6818272808900616e-08
1975,4.1065541767082436e-07,7.710498151070055e-08
1976,4.079458255645818e-07,7.199043894345891e-08
1977,4.01384201875743e-07,8.345030044765167e-08
1978,3.386137139571588e-07,8.376233784357368e-08
1979,3.440960313350061e-07,9.772795572793314e-08
1980,3.2234804003827833e-07,8.072913826318029e-08
1981,2.859148393596911e-07,7.527403722562553e-08
1982,3.0478835211233957e-07,7.324852868695331e-08
1983,2.7345319608684804e-07,1.1114956244284713e-07
1984,2.52836773739773e-07,8.118612049301532e-08
1985,3.0739501566401373e-07,8.241314697343682e-08
1986,2.673540528963514e-07,9.830956149148307e-08
1987,3.611492629396196e-07,9.716198734466275e-08
1988,2.5065594289053195e-07,9.594486183317485e-08
1989,1.909866496063728e-07,9.549332424807488e-08
1990,2.2557414969259781e-07,8.445409238611035e-08
1991,2.3035557727979494e-07,1.1781545250499903e-07
1992,1.630943504693505e-07,1.0358695323731126e-07
1993,2.2046045700108152e-07,1.0413710072043614e-07
1994,1.524453796530878e-07,1.0549853501906625e-07
1995,2.125600774283143e-07,1.328500474073735e-07
1996,2.0605035411236372e-07,1.0302518105298475e-07
1997,1.0980308384755944e-07,1.2898266166239125e-07
1998,1.316003657159115e-07,1.0346840673136626e-07
1999,1.6955446535682483e-07,1.160831084590086e-07
2000,1.9483518709506598e-07,1.201704575848339e-07
2001,1.296838689768265e-07,1.1829272139607383e-07
2002,1.305603966050839e-07,1.2135983595840116e-07
2003,1.5042591949843143e-07,1.3084138084096253e-07
2004,1.700249482594618e-07,1.1496504970232024e-07
2005,1.5763123639711552e-07,1.2880723954111772e-07
2006,2.2442499875152677e-07,1.2230132950818984e-07
2007,1.6417310089167358e-07,1.6297475635695946e-07
2008,1.4092124867026712e-07,1.3751529781558247e-07
2009,2.5891284249901503e-07,1.7546948338775792e-07
2010,2.116259318896141e-07,1.8470031104556028e-07
2011,2.2255517517777434e-07,1.5066449199352405e-07
2012,2.291062098924712e-07,1.7497858717518966e-07
2013,1.5284404897286663e-07,1.807353098293163e-07
2014,1.4768336260850834e-07,1.8362975140462368e-07
2015,2.0569820136095984e-07,1.7599608970186864e-07
2016,1.6715714334925025e-07,1.6902134536422864e-07
2017,1.4439609019589739e-07,1.6628191001899495e-07
2018,1.3449441449431276e-07,2.0135440514934544e-07
2019,1.9004859225235649e-07,1.6224282184396088e-07
