year,un_DET être_NOUN,un_DET etre_NOUN
1904,1.025263524923048e-05,1.4081518617814481e-07
1905,9.616557960612226e-06,1.9507668680418533e-07
1906,1.0219436731517817e-05,1.4763809885742774e-07
1907,1.020442972787805e-05,1.7794238260648854e-07
1908,1.1667987124042156e-05,2.2445048175612214e-07
1909,1.0903499259029559e-05,2.1013757400822897e-07
1910,1.08780190402058e-05,2.5331274677853344e-07
1911,1.0818980584303972e-05,1.920655048337494e-07
1912,1.0849140515745148e-05,1.5836640954169923e-07
1913,1.0241663687793334e-05,1.8507434429437808e-07
1914,1.0144897274244613e-05,2.779148609022286e-07
1915,7.698727827687435e-06,1.1427339319247665e-07
1916,9.007521711623667e-06,1.2635581581044164e-07
1917,9.720638701082862e-06,1.6668964808452813e-07
1918,8.830726372366371e-06,1.2060695375737396e-07
1919,1.0288850035067298e-05,1.9888952262903103e-07
1920,1.1072116961940992e-05,2.574558770618296e-07
1921,1.1164501664495674e-05,2.1127964977551983e-07
1922,1.1544255407613946e-05,1.9477749901852803e-07
1923,1.3311337028198977e-05,2.8132263807378877e-07
1924,1.19917893357524e-05,2.0368767073009053e-07
1925,1.2711694139966312e-05,2.5405791603816397e-07
1926,1.2731119269915325e-05,2.496735040935505e-07
1927,1.3327783335626009e-05,2.497426367931155e-07
1928,1.2222435856301672e-05,2.490876925831387e-07
1929,1.1184967760868858e-05,2.0498347552688756e-07
1930,1.1591776413411026e-05,3.634246947825659e-07
1931,1.1064336888466642e-05,2.2810713051768516e-07
1932,1.0899259322627586e-05,1.7973639643287243e-07
1933,1.013891865397909e-05,1.9041299115230004e-07
1934,1.1279459144475368e-05,2.2884817596491303e-07
1935,1.1423727016790508e-05,3.6503267253351623e-07
1936,1.196588097940321e-05,2.036952029271788e-07
1937,1.1450362620735177e-05,2.2915835784509397e-07
1938,1.2606077902432844e-05,2.8134514806765765e-07
1939,1.2785826001504574e-05,2.171755149049659e-07
1940,1.0701003972712897e-05,1.7750480862943618e-07
1941,1.2455341391159891e-05,1.7709015587286103e-07
1942,1.3726774085398574e-05,2.6701064381740025e-07
1943,1.5996825993624952e-05,2.0322646521186982e-07
1944,1.606593139058532e-05,3.2453181475489146e-07
1945,1.6787552226560365e-05,3.2677561812022304e-07
1946,1.826866501630775e-05,3.313222771694768e-07
1947,1.8300921496461342e-05,3.1471100037094857e-07
1948,1.6766625407171887e-05,2.8919222749834717e-07
1949,1.4084461923857816e-05,2.267728893556864e-07
1950,1.5155390315158002e-05,3.1055256455303493e-07
1951,1.428627801658422e-05,3.315695862315948e-07
1952,1.4492778362296121e-05,2.6151113186045905e-07
1953,1.56608355013077e-05,3.070540834926305e-07
1954,1.665435519271341e-05,2.257455884446813e-07
1955,1.4620900174122653e-05,2.749983121219657e-07
1956,1.7330653037106458e-05,2.8082075154145514e-07
1957,1.4303042306096359e-05,2.9243973398429546e-07
1958,1.3496165571780239e-05,2.6388456797477033e-07
1959,1.3954446103525697e-05,4.0148873381440353e-07
1960,1.4288060569356276e-05,2.796016589368122e-07
1961,1.5125448328490165e-05,2.820952653692643e-07
1962,1.5487057368090973e-05,4.5662086556319537e-07
1963,1.5148022981748e-05,2.793334976658457e-07
1964,1.4394669292983053e-05,3.096739749075539e-07
1965,1.5543886732416468e-05,4.060256317828248e-07
1966,1.4918390405682658e-05,3.2126633175977304e-07
1967,1.4635208287927526e-05,2.7215452558237985e-07
1968,1.5077682860464847e-05,2.9239115928447745e-07
1969,1.361301103486312e-05,2.879474569894569e-07
1970,1.3860557118050565e-05,5.306928620996132e-07
1971,1.3852091868216121e-05,2.5229532418791223e-07
1972,1.2758675353552462e-05,2.621505159616788e-07
1973,1.2661072801734008e-05,3.5780691476361426e-07
1974,1.1913835301413656e-05,2.672146561799593e-07
1975,1.1335003776480335e-05,2.4730709391462824e-07
1976,1.2850293003907609e-05,3.6566571992580066e-07
1977,1.2295990927668754e-05,3.1440783065939115e-07
1978,1.2605340771187912e-05,2.5603947895191936e-07
1979,1.36468015199398e-05,3.04887810109733e-07
1980,1.3852438222272667e-05,3.3087576190027335e-07
1981,1.4535480687527524e-05,2.574498632057498e-07
1982,1.5025880486518872e-05,3.705878763859971e-07
1983,1.3886748014613204e-05,3.1639734565658273e-07
1984,1.4527676441389303e-05,2.957494272814998e-07
1985,1.4125132317133193e-05,2.7370789523750716e-07
1986,1.4085842032329765e-05,2.2838989854889746e-07
1987,1.5038720142968032e-05,2.688759437319277e-07
1988,1.4214231221387763e-05,4.413463687846786e-07
1989,1.439095395738832e-05,2.497095594744536e-07
1990,1.4964720001842124e-05,3.17656362547325e-07
1991,1.531659495412896e-05,4.911907875992938e-07
1992,1.431483464386929e-05,2.3472361987408874e-07
1993,1.5116497451117539e-05,2.370780780580617e-07
1994,1.542493993156313e-05,2.3262426962489258e-07
1995,1.5091223346530569e-05,2.6407335695921574e-07
1996,1.5431357311967986e-05,1.8790084332920287e-07
1997,1.6348672801314024e-05,2.1049586196308923e-07
1998,1.6183507128175734e-05,2.0073824424926556e-07
1999,1.674110460214706e-05,2.1388541804334693e-07
2000,1.75758136577997e-05,2.2266878119125977e-07
2001,1.733295057704254e-05,2.593677352891177e-07
2002,1.8026535016701928e-05,2.6331140956514787e-07
2003,1.7493159958803517e-05,2.083461447810464e-07
2004,1.7617403514691432e-05,1.8015596769949127e-07
2005,1.7637133311154685e-05,1.7654698147850922e-07
2006,1.833778793525198e-05,2.3924939673847234e-07
2007,1.8485253207245478e-05,1.6297475502469183e-07
2008,1.7690512606804987e-05,1.4262422931565766e-07
2009,1.8736612759084892e-05,1.3112529440029164e-07
2010,2.0022741409775335e-05,1.2943193150594112e-07
2011,1.9203221853558716e-05,1.0898319929841804e-07
2012,2.010858089818157e-05,1.0212758017047463e-07
2013,2.0976451224896664e-05,6.582335276839046e-08
2014,2.1035784953937764e-05,8.142074101047392e-08
2015,2.0450124793569557e-05,4.2779904063650065e-08
2016,2.082318115981252e-05,7.29111714337094e-08
2017,2.0361357258025237e-05,5.836218286425776e-08
2018,2.111252635472738e-05,5.834114902292242e-08
2019,1.948980241195386e-05,3.239754409189999e-08
