year,en_ADP amies_NOUN,en_ADP mamie_NOUN
1896,2.0639602027472392e-08,0.0
1897,2.4472196713531957e-08,0.0
1898,2.3765091228256097e-08,1.13167097914868e-09
1899,1.2713430308508578e-08,0.0
1900,4.671947717582725e-09,5.191053142894475e-10
1901,8.941982265753268e-09,0.0
1902,1.0802624239580894e-08,0.0
1903,1.83607493653426e-08,0.0
1904,1.1824175416563776e-08,0.0
1905,2.5287718585786934e-08,5.160759042333041e-10
1906,1.4403716441790948e-08,2.0576737536082135e-09
1907,1.2342823652033985e-08,0.0
1908,1.6698722404839828e-08,4.911389073214423e-10
1909,2.09037368525955e-08,0.0
1910,1.3894791983659616e-08,5.344150677544235e-10
1911,1.649315961582687e-08,0.0
1912,1.6670147928721235e-08,5.209421227725386e-10
1913,1.7499866444836698e-08,5.30298971401777e-10
1914,9.37544086809794e-09,6.696743715117748e-10
1915,2.0027295377644805e-08,0.0
1916,2.6369908923129515e-08,0.0
1917,1.973956464951243e-08,0.0
1918,3.101321510712296e-08,1.1486376294556067e-09
1919,1.6574126959767455e-08,0.0
1920,9.843901693784574e-09,7.572231730534895e-10
1921,7.572747429129834e-09,0.0
1922,9.591315908163978e-09,0.0
1923,6.369568872344189e-09,0.0
1924,1.0313299547703991e-08,0.0
1925,1.2097995494286806e-08,0.0
1926,1.4489979882625903e-08,0.0
1927,1.5608915049369898e-08,0.0
1928,2.0566874425753667e-08,0.0
1929,1.2254447234738564e-08,0.0
1930,1.6805765667982087e-08,0.0
1931,1.1405356659111021e-08,0.0
1932,1.4247397928102146e-08,0.0
1933,1.261772819560747e-08,0.0
1934,1.5576054224197833e-08,0.0
1935,1.0771455727365264e-08,0.0
1936,7.274828739411987e-09,0.0
1937,0.0,0.0
1938,1.5558256905023882e-08,0.0
1939,2.141167065872196e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,1.517105907566929e-08,0.0
1943,1.161294105322952e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,2.6142048525912287e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,7.152522574216391e-09,0.0
1948,1.195907639583993e-08,0.0
1949,4.908504269707237e-09,0.0
1950,1.2762433776458693e-08,0.0
1951,1.8124383771578323e-08,0.0
1952,1.0544804140977249e-08,0.0
1953,8.619061908632375e-09,2.1547654771580937e-09
1954,6.840775057526116e-09,0.0
1955,8.447047505910632e-09,0.0
1956,8.72114114258693e-09,0.0
1957,8.835037590415595e-09,0.0
1958,1.7371711180658167e-08,0.0
1959,1.2401196514133517e-08,0.0
1960,1.1073333361366622e-08,0.0
1961,6.25334317660986e-09,0.0
1962,6.341956293454132e-09,0.0
1963,1.0345684975376912e-08,0.0
1964,2.4335873316516654e-09,0.0
1965,1.1491291473930687e-08,0.0
1966,9.416426749453422e-09,0.0
1967,7.395503209828291e-09,0.0
1968,1.122853987567396e-08,0.0
1969,7.72098829315837e-09,0.0
1970,6.438214850135182e-09,4.5987250119061684e-10
1971,1.3359833239690033e-08,0.0
1972,5.130146973897354e-09,0.0
1973,1.2129047988196362e-08,5.513203782392395e-10
1974,5.06301445213353e-09,0.0
1975,6.282628195464213e-09,0.0
1976,7.998937456843436e-09,0.0
1977,5.289103821581875e-09,0.0
1978,1.128712368014817e-08,0.0
1979,1.1703946700691858e-09,0.0
1980,5.6851505725319385e-09,0.0
1981,5.060439622894819e-09,0.0
1982,1.2415004135846175e-08,0.0
1983,3.78918940668882e-09,0.0
1984,6.958810416790584e-09,2.3196033982486597e-09
1985,9.624892882698077e-09,0.0
1986,4.7955883708539204e-09,0.0
1987,7.944062296871834e-09,6.110816852533674e-10
1988,4.197587610832443e-09,5.996553809062277e-10
1989,7.134558721588746e-09,0.0
1990,7.628111475810329e-09,5.44865097484859e-10
1991,7.6199047072123e-09,1.1722930404189924e-09
1992,7.713921945651236e-09,1.65298330578878e-09
1993,1.218625611532076e-08,0.0
1994,7.384897138251745e-09,5.274926606624319e-10
1995,9.21816667442954e-09,0.0
1996,1.1209993822092201e-08,1.067618438099771e-09
1997,6.233362714880286e-09,1.438468344439059e-09
1998,1.0966696883940585e-08,4.768129224785866e-10
1999,6.8553016596695215e-09,3.1991408688814005e-09
2000,1.0161472552283612e-08,4.4180314962005696e-10
2001,8.762423675534592e-09,4.3812117822561447e-10
2002,4.81934359086722e-09,2.1906108038649563e-09
2003,8.333845613606172e-09,2.0834614589126943e-09
2004,8.369103632333008e-09,8.809582507929292e-10
2005,1.261049931144953e-08,2.2518747977429143e-09
2006,9.47114670024618e-09,8.235779835885637e-10
2007,5.991719120856942e-09,7.988958938831558e-10
2008,9.366367403895737e-09,1.2772319035736501e-09
2009,1.3350939243039761e-08,2.384096253749135e-09
2010,5.668551850135373e-09,9.447586046817946e-10
2011,1.1089518608953242e-08,3.82397197240536e-10
2012,1.6680838044180746e-08,2.723402198201441e-09
2013,1.199323773626304e-08,2.2312999781171072e-09
2014,1.0610681222544827e-08,3.031623174720721e-09
2015,1.3077794847049518e-08,2.881548027966474e-09
2016,1.3670844012381167e-08,2.071340099440988e-09
2017,1.2829617646037406e-08,3.018733707449428e-09
2018,1.5746946802064343e-08,3.872200171617379e-09
2019,1.1479445394257937e-08,4.3366792379373464e-09
