year,mon_DET être_NOUN,mon_DET etre_NOUN
1850,6.198353199593498e-07,6.788996032014438e-10
1851,5.049910705157146e-07,0.0
1852,7.714996193008972e-07,0.0
1853,7.458942725691031e-07,4.777545470346922e-09
1854,6.042557902929957e-07,5.7152309551611324e-09
1855,1.0231775107172325e-06,4.776243400783642e-09
1856,1.0587352070601241e-06,2.5885946164372342e-09
1857,1.1749792321325003e-06,9.763018171682347e-10
1858,7.130085730722158e-07,3.4255731584664773e-09
1859,1.1880040631240263e-06,1.5276520048956854e-09
1860,1.0715188043519674e-06,1.830873536112776e-09
1861,9.031070575815647e-07,0.0
1862,9.406447123438966e-07,4.517986262886353e-10
1863,1.1108037014651018e-06,4.994620828036034e-10
1864,1.2044356836327097e-06,2.8768367688059016e-09
1865,9.832598317771613e-07,4.706844358715045e-10
1866,9.303051733411394e-07,1.9462451650298362e-09
1867,8.696238467109652e-07,1.455843445796745e-09
1868,8.308868371109668e-07,2.4699371437009177e-09
1869,1.070955704562948e-06,5.371871059089983e-09
1870,9.031127099490277e-07,1.0894693147633916e-08
1871,7.020598125073718e-07,3.18635318130589e-09
1872,7.680121054676192e-07,6.047339295989218e-10
1873,6.674395187644677e-07,2.3944017324417644e-09
1874,7.498134184658056e-07,0.0
1875,6.511097629946505e-07,0.0
1876,7.279401863513613e-07,6.04601479992084e-10
1877,7.322822028754672e-07,0.0
1878,5.924345911623163e-07,2.4156354694326865e-09
1879,5.987138980145801e-07,1.221865053580018e-09
1880,7.515298072746646e-07,0.0
1881,7.0910399685431e-07,2.091752326904839e-09
1882,7.001465318623445e-07,6.655385131892899e-10
1883,6.711137849890747e-07,6.319338941018771e-10
1884,6.423451370807243e-07,1.9805090900604227e-09
1885,6.16202745717942e-07,6.445635691854079e-10
1886,6.614800245330343e-07,0.0
1887,7.220990427825313e-07,2.6115698492645834e-09
1888,7.640440724543396e-07,3.804368819970705e-09
1889,7.349005244350337e-07,5.012109394186837e-09
1890,7.589979738042985e-07,2.6217545912032847e-09
1891,7.298481712325611e-07,7.649063937797962e-09
1892,7.77922391392849e-07,4.387958663087943e-09
1893,6.792733433513831e-07,1.8475249663474358e-09
1894,8.450364124001908e-07,8.192001077489408e-09
1895,9.033940546743224e-07,5.416753046105782e-09
1896,9.91880223288888e-07,7.076434549446731e-09
1897,8.244799616363707e-07,2.330685422435863e-09
1898,6.931484897165774e-07,6.224190274295438e-09
1899,7.440120377566473e-07,6.633094074004475e-09
1900,8.212246278560542e-07,3.1146317747143826e-09
1901,8.791086552051297e-07,1.2854099173953415e-08
1902,8.234545774143953e-07,3.4371986368242347e-09
1903,8.019327353281369e-07,2.7001101354784396e-09
1904,7.691088761418996e-07,4.837162670412454e-09
1905,7.699852666576135e-07,2.0643036724443675e-09
1906,7.783150994811194e-07,3.0865106026567446e-09
1907,9.21083227467534e-07,1.5428530120153994e-09
1908,9.041867130576975e-07,2.9468334439286537e-09
1909,1.0055797616814743e-06,7.151278402783845e-09
1910,8.898010683822122e-07,2.137660271017694e-09
1911,1.1438804854435602e-06,3.7242618988742038e-09
1912,1.056470665616871e-06,5.730363461520227e-09
1913,1.0738554099276598e-06,1.590896969716482e-09
1914,9.435712069461033e-07,1.3393487430235496e-09
1915,1.0284605700405791e-06,2.3561523843085297e-09
1916,8.691082520329019e-07,6.592477230782379e-09
1917,1.1394114878271466e-06,1.0966424213165737e-08
1918,9.671528893306913e-07,1.1486376294556067e-09
1919,1.2577920518452856e-06,2.762354511798293e-09
1920,1.051782955840963e-06,1.514446346106979e-09
1921,1.0624564588113117e-06,1.5145494747237365e-08
1922,1.3066323774069133e-06,7.377935595798135e-09
1923,1.3492869967990373e-06,2.1231896241147297e-09
1924,1.2337284829300188e-06,1.289162443462999e-09
1925,1.2317958848484523e-06,4.399271169575059e-09
1926,1.2283044696914658e-06,2.452150438259082e-08
1927,1.4917662767288675e-06,0.0
1928,1.205447397012449e-06,5.713020612141406e-09
1929,1.1775410015957277e-06,2.2280812750352652e-09
1930,1.0314538343436652e-06,0.0
1931,1.0207794716166063e-06,1.1405356659111021e-09
1932,9.3923230259918e-07,4.38381475564853e-09
1933,9.245353478348761e-07,2.2941324395731044e-09
1934,7.811990396788815e-07,5.990790086229936e-09
1935,9.287388635925709e-07,1.196828414151696e-09
1936,8.875291115373329e-07,4.849885826274658e-09
1937,1.0715042009223907e-06,2.5182236296217297e-09
1938,1.0475893112982249e-06,6.482607117774819e-09
1939,1.08893642547514e-06,1.5294050470515685e-09
1940,8.951313752447732e-07,7.607348528892999e-09
1941,1.0891044865957156e-06,0.0
1942,1.1560346955263867e-06,3.034211770724937e-09
1943,3.512914549474999e-06,1.1612940831184915e-08
1944,1.7543996193580824e-06,3.2131861615880553e-09
1945,1.5641659061316204e-06,8.714016175304096e-09
1946,1.4060314761366044e-06,4.1763312808029696e-09
1947,1.984824987033562e-06,1.5497132244135514e-08
1948,1.6644859890391217e-06,3.2615663503321457e-09
1949,1.4754962940344285e-06,2.945102384188658e-09
1950,1.2645444975589726e-06,7.444753036267571e-09
1951,1.384916084035126e-06,1.0661401761424827e-09
1952,1.1061499556319632e-06,7.381362632230548e-09
1953,1.880032890255734e-06,0.0
1954,1.3417691668848875e-06,2.0522326726890583e-08
1955,1.2398387987389015e-06,1.8771215692936494e-09
1956,2.21168148328843e-06,5.232684952005684e-09
1957,1.265177445475274e-06,7.0680302166614695e-09
1958,1.1812763673901827e-06,7.445019045704271e-09
1959,1.238569502959308e-06,6.200598368089061e-09
1960,1.2083775366988903e-06,6.920833295342987e-09
1961,1.297916195852622e-06,2.0149662272039848e-08
1962,1.4656261129175618e-06,1.9025869324451605e-08
1963,1.3656303998743624e-06,1.8751554975438012e-08
1964,1.2143601075820243e-06,3.0419841090534305e-09
1965,1.301251902674494e-06,2.1340968658911663e-08
1966,1.122770434847098e-06,3.323444963676536e-09
1967,1.2345560129745081e-06,7.888536712741256e-09
1968,1.3936863609842476e-06,7.635406723549565e-09
1969,9.9918672802346e-07,1.8167030935156703e-09
1970,1.1492214291308755e-06,8.737577550377296e-09
1971,1.3847980753212141e-06,1.3873672877195986e-08
1972,9.295826366439996e-07,6.669190755204113e-09
1973,1.0249045381272026e-06,3.307922269435437e-09
1974,8.714010792942872e-07,5.063014563155832e-09
1975,8.59006604514434e-07,1.9990180177842376e-08
1976,1.2295509357329593e-06,6.856232415142216e-09
1977,9.203040569616405e-07,5.8767817834315395e-09
1978,9.267322376160791e-07,7.72276864680066e-09
1979,1.2669522071462325e-06,1.345953837272873e-08
1980,1.2979198764639932e-06,3.979605422976817e-09
1981,1.026004117221646e-06,9.488324403950088e-09
1982,1.1328691975620586e-06,7.449002747961231e-09
1983,1.1329677462867949e-06,8.841442689089263e-09
1984,1.264183801197305e-06,9.278413426461185e-09
1985,1.065355338170093e-06,7.820225356169885e-09
1986,1.0430404486783118e-06,1.1389522491800363e-08
1987,1.1995533775177591e-06,9.166225334311662e-09
1988,9.744400095712535e-07,1.7989661538209134e-08
1989,1.0723790460076543e-06,6.036934507847036e-09
1990,1.0455960790523022e-06,8.717841781802349e-09
1991,9.659694413244324e-07,9.37834432335194e-09
1992,9.686482123072437e-07,4.958949695321735e-09
1993,1.0518955377847305e-06,1.661762283333701e-09
1994,1.0523478799484565e-06,7.912389798914177e-09
1995,1.1067222480676264e-06,1.6267352465071383e-09
1996,1.1973341180748776e-06,1.868332200061218e-08
1997,1.2390007348983545e-06,1.006927830005111e-08
1998,1.164853951962641e-06,1.001307137205032e-08
1999,1.1050746486773733e-06,9.140402212892695e-09
2000,1.2609062096657908e-06,6.185244094680797e-09
2001,1.3954159605589211e-06,5.6955752891774125e-09
2002,1.4361644389282446e-06,1.0953053575235572e-08
2003,1.246326686299426e-06,8.750538349477921e-09
2004,1.3311279225547423e-06,1.0131019911874262e-08
2005,1.3813000485640714e-06,7.205999352777326e-09
2006,1.3910232361524777e-06,8.647568827679919e-09
2007,1.4631777780493849e-06,4.793375446565662e-09
2008,1.5335297192109465e-06,4.257439678578834e-09
2009,1.5940067115138845e-06,6.198650259747751e-09
2010,1.823384074839396e-06,6.61331012175026e-09
2011,1.9464017242398768e-06,6.500752353089112e-09
2012,1.9999983926766163e-06,7.148930669664821e-09
2013,2.5512127450610933e-06,5.578250139581797e-09
2014,2.676706756687963e-06,2.5985341517431593e-09
2015,2.6408278870349022e-06,3.1032055536339698e-09
2016,3.025606396533931e-06,4.142680198881976e-09
2017,3.160110949806949e-06,2.264050197320344e-09
2018,4.223021335292287e-06,2.0651733656507076e-09
2019,3.804543247554193e-06,6.632568272380013e-09
