year,rien_PRON être_VERB,rien_PRON etre_VERB,rien_PRON mettre_VERB
1800,1.0375742931501009e-07,0.0,2.263798393187244e-07
1801,1.1905913055443307e-07,0.0,2.905042890688492e-07
1802,1.1860552717735118e-07,0.0,2.0811913259422e-07
1803,4.095712213825209e-08,0.0,2.6719646939454833e-07
1804,7.662737999680758e-08,0.0,2.175228814849106e-07
1805,4.8328921309348516e-08,0.0,2.8713066058116965e-07
1806,1.671368039524168e-07,0.0,1.8442682403474464e-07
1807,2.0213381901612593e-07,0.0,2.419911879769643e-07
1808,7.931259204951857e-08,0.0,2.130109493236887e-07
1809,5.6475762733043666e-08,0.0,2.213849938925705e-07
1810,1.0062544930633521e-07,0.0,3.1123684607337054e-07
1811,5.0141537144554604e-08,0.0,2.6825722443390987e-07
1812,1.4136203674297576e-07,0.0,1.520308643421231e-07
1813,5.7514832008109806e-08,0.0,2.0992914073758584e-07
1814,6.922689976818219e-08,0.0,1.6992056828257773e-07
1815,7.012781111370714e-08,5.394447111228828e-09,8.631115377966125e-08
1816,1.274682119856152e-07,0.0,2.4798362119327066e-07
1817,1.9149543106777855e-07,0.0,1.8059731132780144e-07
1818,1.1682753608965868e-07,0.0,2.1815755246734625e-07
1819,1.656167967212241e-07,0.0,2.1737204747296346e-07
1820,1.1154492085552192e-07,0.0,4.354998566213908e-07
1821,8.973954379598581e-08,0.0,3.954456815336016e-07
1822,1.1729970594842598e-07,0.0,2.3359685030754918e-07
1823,1.7195874590925087e-07,0.0,2.0753643070747785e-07
1824,1.0189546628680546e-07,0.0,2.9894948738729e-07
1825,9.5979331149465e-08,0.0,1.9283920948964806e-07
1826,1.3916614705067332e-07,0.0,2.3781558411428705e-07
1827,8.479891278057039e-08,0.0,1.769716391208931e-07
1828,7.613009955775851e-08,0.0,1.9353555558154767e-07
1829,1.5431716349212365e-07,8.57317605795771e-10,2.803428458264534e-07
1830,1.2524202475105994e-07,0.0,2.0143093593105732e-07
1831,1.216114071667107e-07,1.5591206103948707e-09,2.385454536124598e-07
1832,1.1635773944362882e-07,0.0,1.5965363786563103e-07
1833,1.0077756940063409e-07,0.0,1.807046032809012e-07
1834,1.4935250192138483e-07,0.0,2.072265914421223e-07
1835,1.610937658824696e-07,7.563087933704082e-10,2.1101016045577126e-07
1836,1.451682010156219e-07,0.0,2.836156625107833e-07
1837,1.6072728215021925e-07,6.957890930081589e-10,2.804030145853176e-07
1838,1.1109405306797271e-07,0.0,3.048774317448988e-07
1839,9.019002789045771e-08,0.0,1.9995619027213252e-07
1840,1.7835128574006376e-07,0.0,2.2676091759876726e-07
1841,1.2776891367138887e-07,0.0,2.3756030032018316e-07
1842,1.3081117344881932e-07,0.0,1.348361280406607e-07
1843,1.724818048387533e-07,0.0,2.0496980823736521e-07
1844,1.8715994087870058e-07,0.0,2.1076075995551946e-07
1845,1.233230335628832e-07,0.0,1.9921414207146881e-07
1846,1.510461373754879e-07,5.854501328173001e-10,2.1661655580373917e-07
1847,1.003139615818327e-07,0.0,1.4345974364005087e-07
1848,1.4803208614466712e-07,1.6090443422100975e-09,2.0756671403887594e-07
1849,1.6842624006585538e-07,0.0,1.458018203948086e-07
1850,1.5954140053509036e-07,0.0,1.8194509721070062e-07
1851,1.3737304982441856e-07,0.0,2.1089664414830622e-07
1852,1.0156450969134312e-07,0.0,1.718783977366911e-07
1853,9.495371955381415e-08,5.971931837933653e-10,1.713944470793649e-07
1854,1.4755687516299076e-07,0.0,2.052287442211309e-07
1855,1.6822990289711015e-07,0.0,2.138695691655812e-07
1856,1.5945742859457823e-07,5.177189232874468e-10,1.8068389806558116e-07
1857,1.352178031766016e-07,4.881509085841174e-10,2.1478639666838717e-07
1858,1.2723558029392734e-07,2.4468380654951716e-09,1.7078929204217275e-07
1859,1.4003477133428532e-07,5.092173349652285e-10,1.6040345940382394e-07
1860,1.4967390882247855e-07,0.0,1.1946450229061156e-07
1861,1.6600192509486078e-07,0.0,1.4430848693791631e-07
1862,1.3192520498250815e-07,0.0,2.0963456393019442e-07
1863,1.7481173131272953e-07,0.0,1.9578914134399383e-07
1864,1.6829494597914163e-07,4.794727948009836e-10,2.2055748161164956e-07
1865,1.4920696855824644e-07,2.3534221238463715e-09,1.9345129942394124e-07
1866,1.1288221912764129e-07,0.0,2.36955344234957e-07
1867,1.6839256034018035e-07,0.0,1.6548086989587318e-07
1868,1.407864118618818e-07,4.93987406535723e-10,2.1537850614095078e-07
1869,1.5138908793232986e-07,0.0,1.7922515382906568e-07
1870,1.61126777697973e-07,5.734048791339319e-10,2.104395946389559e-07
1871,1.8480848495983082e-07,2.1242354542039266e-09,1.678146048789131e-07
1872,1.711397032977402e-07,0.0,1.717444320092909e-07
1873,1.3528369890991598e-07,1.7958012854535355e-09,1.8317173555715272e-07
1874,1.3442870283597586e-07,0.0,1.9297986852961913e-07
1875,1.4818755289525143e-07,0.0,1.8766608889109193e-07
1876,1.5054577318096563e-07,0.0,1.711022150630015e-07
1877,1.3173658430787327e-07,6.184815992682502e-10,1.7441180943933432e-07
1878,1.2138568195041444e-07,2.4156354694326865e-09,1.7573748323229665e-07
1879,1.6678457370744582e-07,0.0,1.6250805856543593e-07
1880,1.4183440555370908e-07,1.2835692508872398e-09,1.463268972656806e-07
1881,1.1225737495124122e-07,6.972507571312292e-10,1.7152368059214496e-07
1882,1.0848278009234491e-07,6.655385131892899e-10,1.863507890220717e-07
1883,9.4158153274293e-08,0.0,2.249684598609747e-07
1884,9.04432511106279e-08,0.0,1.8880852792335645e-07
1885,1.3149096389497572e-07,0.0,1.6178545081402262e-07
1886,1.4068551479340385e-07,0.0,1.4713897655838082e-07
1887,1.057685778960149e-07,0.0,1.5473551684408449e-07
1888,1.4393195613138232e-07,0.0,1.9909529669348558e-07
1889,8.457934796979316e-08,0.0,1.741708075542192e-07
1890,1.4091931177517836e-07,6.554386478008212e-10,1.264996569716459e-07
1891,1.5425612787112186e-07,0.0,1.4087025590470148e-07
1892,1.0154990093269589e-07,0.0,1.4731004682744242e-07
1893,1.1085149509426628e-07,0.0,1.3055843339770945e-07
1894,1.5501787231642083e-07,0.0,1.3422278755115258e-07
1895,1.131499516304757e-07,0.0,1.31807652792304e-07
1896,1.1381266062926443e-07,5.89702897624278e-10,1.3268315512959816e-07
1897,1.4450249352648825e-07,0.0,1.35762419972707e-07
1898,1.3240550345017255e-07,0.0,1.2108878877370444e-07
1899,1.2492327527979796e-07,0.0,9.507434839406415e-08
1900,1.2873812238467508e-07,0.0,1.448303805773321e-07
1901,1.3301198009685322e-07,0.0,1.0171504527534125e-07
1902,1.4338029075133818e-07,0.0,1.0900830460514044e-07
1903,1.4364586320425587e-07,1.0800440541913758e-09,1.463459682327084e-07
1904,1.1716682735141148e-07,0.0,1.5855144397391996e-07
1905,1.1972960578532366e-07,5.160759042333041e-10,1.4346909438245348e-07
1906,1.2809019267479016e-07,0.0,1.2911903013446135e-07
1907,1.2342823652033985e-07,5.142843373384665e-10,1.439996140106814e-07
1908,1.1787334130985982e-07,9.822778146428846e-10,9.724550409373478e-08
1909,1.3587428782102506e-07,5.500983557560346e-10,1.3752459437910147e-07
1910,1.191745582218573e-07,0.0,1.3948233856808656e-07
1911,1.3513749763660599e-07,0.0,1.5907919248547842e-07
1912,1.437800278836221e-07,0.0,1.5367793082532444e-07
1913,1.357565366788549e-07,5.30298971401777e-10,1.2302936625019356e-07
1914,1.4130128533906827e-07,0.0,1.0848724940615284e-07
1915,4.7123048574349014e-08,0.0,6.008188790929125e-08
1916,1.1536835131664702e-07,0.0,9.119593613604593e-08
1917,1.217273108977679e-07,0.0,9.540789136508465e-08
1918,1.0797193539247019e-07,0.0,1.6080926457107125e-07
1919,1.2338516341969807e-07,0.0,1.1693967394421634e-07
1920,1.226701584755574e-07,0.0,1.0146790430098918e-07
1921,9.238751630391562e-08,7.572747429129834e-10,1.0980483722278223e-07
1922,1.0993123567004659e-07,7.377935484775833e-10,1.0550447626656023e-07
1923,1.210218130154317e-07,0.0,1.2951456085374957e-07
1924,9.797634703545555e-08,0.0,1.366512236700146e-07
1925,1.3087831973734865e-07,2.1996355847875293e-09,1.3197814041632228e-07
1926,1.3040981627909787e-07,0.0,1.1480522488227507e-07
1927,1.5497423078159045e-07,0.0,1.0257286930936971e-07
1928,1.3596988424069423e-07,0.0,1.1311780667710991e-07
1929,1.1029002422446865e-07,1.1140406375176326e-09,1.2477255495468853e-07
1930,1.0188495735974357e-07,1.0503603542488804e-09,1.1448928205481934e-07
1931,1.642371358911987e-07,1.1405356659111021e-09,1.094914239274658e-07
1932,9.973178549671502e-08,0.0,9.315606064319581e-08
1933,1.1011835709950901e-07,0.0,9.520649513206081e-08
1934,9.944711365506009e-08,0.0,8.98618495170922e-08
1935,1.1609235883724978e-07,1.196828414151696e-09,7.89906735576551e-08
1936,8.123559069872499e-08,0.0,6.183604739362636e-08
1937,1.0072894696122603e-07,2.5182236296217297e-09,5.288269733227935e-08
1938,1.1409388633865092e-07,0.0,8.557041297763135e-08
1939,9.635251529971356e-08,1.5294050470515685e-09,7.341144225847529e-08
1940,6.846613587185857e-08,0.0,5.0715659227762444e-08
1941,7.67390702094417e-08,0.0,8.854507882460894e-08
1942,1.0923162108156248e-07,0.0,9.102635090130207e-08
1943,1.5096823346993915e-07,2.9032352077962287e-09,9.00002916637277e-08
1944,1.285274464635222e-07,0.0,8.996921252446555e-08
1945,1.1981772729541262e-07,2.178504043826024e-09,8.06046500656521e-08
1946,1.1136883415474585e-07,0.0,1.0023195073927127e-07
1947,1.1920870690573793e-07,0.0,1.0490366264548356e-07
1948,1.1306763525453789e-07,0.0,8.371353743541476e-08
1949,9.915178367236877e-08,0.0,9.326157623945619e-08
1950,1.0209947021166954e-07,0.0,1.276243324355164e-07
1951,1.183415605510163e-07,0.0,1.0021717855579482e-07
1952,1.1915628306269355e-07,0.0,7.803154744578933e-08
1953,1.1527995269489111e-07,0.0,8.403585383121026e-08
1954,1.0554339269219781e-07,9.772536113672459e-10,9.6748109967848e-08
1955,1.0324168897568597e-07,0.0,8.91632723210023e-08
1956,1.1424695145478836e-07,0.0,7.849027383599605e-08
1957,8.481636371016066e-08,8.835037701437898e-10,1.0513694803648832e-07
1958,8.934022588391599e-08,0.0,8.685855590329083e-08
1959,1.1083569262382298e-07,0.0,9.068374851040062e-08
1960,1.1004124900182433e-07,6.920833350854139e-10,1.0658083482439906e-07
1961,8.615717206339468e-08,1.3896318540318475e-09,1.0769647218467071e-07
1962,1.1732619498161512e-07,0.0,8.244543181490371e-08
1963,9.56975867438814e-08,6.466053248388448e-10,9.893061303500872e-08
1964,9.308471504709814e-08,0.0,7.848318972492052e-08
1965,1.0123279992058087e-07,4.377634699181954e-09,9.576076109851783e-08
1966,1.0358069602034448e-07,0.0,8.585566035890224e-08
1967,1.1734199034663106e-07,0.0,1.1586288906073605e-07
1968,1.0914140347040302e-07,0.0,7.815063440830272e-08
1969,8.402251694406004e-08,4.5417578031781147e-10,9.128932987323424e-08
1970,9.887259011520655e-08,4.5987250119061684e-10,9.197449912790034e-08
1971,8.118667693679527e-08,0.0,9.403267142715777e-08
1972,8.31083823982226e-08,1.5390440033513642e-09,1.0619403667533334e-07
1973,8.269805817917586e-08,5.513203782392395e-10,7.553089176326466e-08
1974,5.794338875375615e-08,0.0,4.7817358961310674e-08
1975,6.568202337575713e-08,5.711480177694739e-10,6.168398414274634e-08
1976,9.941536660562633e-08,0.0,4.9707683302813166e-08
1977,7.698584170157119e-08,0.0,6.875834657193991e-08
1978,7.009897728949e-08,1.1881182704343018e-09,6.653462492067774e-08
1979,1.0006874617829453e-07,3.5111840102075575e-09,9.246117826933187e-08
1980,8.186616895500265e-08,0.0,6.65162644963857e-08
1981,7.40089305395486e-08,0.0,7.084615560870589e-08
1982,8.069753221207066e-08,6.207502289967692e-10,6.76617730732687e-08
1983,6.504775740268087e-08,0.0,6.820541642582612e-08
1984,8.756502722917503e-08,0.0,5.625038212997424e-08
1985,6.61711396787723e-08,0.0,7.459291850864247e-08
1986,6.054430201629657e-08,0.0,8.751948854524016e-08
1987,8.188494859950879e-08,6.110816852533674e-10,7.149655800731125e-08
1988,7.495692244674501e-08,0.0,6.176450284556267e-08
1989,1.0262788663339961e-07,0.0,5.927171997655023e-08
1990,7.355679088050238e-08,5.44865097484859e-10,6.974273247806195e-08
1991,7.971592452804543e-08,0.0,5.5097771678447316e-08
1992,7.548623415232214e-08,5.509944167592096e-10,6.77723122066709e-08
1993,7.921066469407378e-08,0.0,7.200969776022248e-08
1994,7.279398772652712e-08,0.0,6.857404599713846e-08
1995,6.127369545083639e-08,1.0844901643380922e-09,6.073145186746842e-08
1996,8.807852225345414e-08,0.0,7.419948389042474e-08
1997,7.959524594980394e-08,4.79489448146353e-10,6.185413781167881e-08
1998,7.438281812710557e-08,0.0,6.961468557165063e-08
1999,8.180660415746388e-08,0.0,6.078367675854679e-08
2000,8.747702651135114e-08,8.836062992401139e-10,6.450326139884055e-08
2001,8.49955057447005e-08,0.0,6.922314810253738e-08
2002,1.0252058046944512e-07,0.0,7.491888709409977e-08
2003,7.167107440864129e-08,8.333845835650777e-10,5.875361352991604e-08
2004,9.206013373841415e-08,0.0,7.003617952250352e-08
2005,8.422011887887493e-08,0.0,6.890736869991088e-08
2006,1.0500619396225375e-07,0.0,6.670981633760675e-08
2007,9.187302651980644e-08,0.0,6.790615003637868e-08
2008,8.25943331506096e-08,0.0,6.684179965077419e-08
2009,8.678110674509298e-08,0.0,6.103286409597786e-08
2010,8.550065189183442e-08,0.0,6.046455069963486e-08
2011,5.965396354667973e-08,0.0,6.844909705705504e-08
2012,8.408504470480693e-08,0.0,7.795738810045805e-08
2013,9.957176416719449e-08,0.0,7.4748548684056e-08
2014,1.1715058434447201e-07,0.0,8.293655184843374e-08
2015,9.863760652706333e-08,0.0,9.553439639375938e-08
2016,1.000457245936559e-07,0.0,9.983858717532712e-08
2017,1.043978699044601e-07,0.0,7.999643969469616e-08
2018,1.1384268105985029e-07,0.0,8.62209859064933e-08
2019,1.0790677862360099e-07,0.0,1.0459049804012466e-07
