year,en_ADP êtres_NOUN,en_ADP etres_NOUN,en_ADP maître_NOUN
1800,8.803660733747165e-08,6.288328968651058e-09,1.2325124316703295e-06
1801,5.476719877606229e-08,0.0,1.5644369568690308e-06
1802,3.3567602031325805e-08,0.0,9.667469385021832e-07
1803,6.826187504138659e-08,0.0,1.6636394093438867e-06
1804,1.0628959312697361e-07,0.0,1.17412923827942e-06
1805,3.695740935505398e-08,0.0,1.3503669151759823e-06
1806,5.4751712497136396e-08,2.881669125542885e-09,1.6194979934880394e-06
1807,5.693910054560547e-08,0.0,1.3095993836031994e-06
1808,1.1330369975581789e-08,6.798221985349073e-09,1.7652716906013666e-06
1809,6.551188391767937e-08,2.259030518203531e-09,1.4412614746106556e-06
1810,9.360507036149102e-09,0.0,1.5070415884110844e-06
1811,4.763445815569867e-08,0.0,1.278609147448151e-06
1812,2.6672083208723052e-08,0.0,1.0882209835472167e-06
1813,6.326631307729258e-08,0.0,1.2480718396545853e-06
1814,2.5173417128598885e-08,0.0,1.865979584181332e-06
1815,1.3486118000116676e-08,0.0,1.4672896213596687e-06
1816,2.7811246638975717e-08,0.0,1.175025204247504e-06
1817,9.808302792180257e-08,0.0,2.070641585305566e-06
1818,5.960588644882137e-08,0.0,1.7106889345086529e-06
1819,5.175525075173937e-08,0.0,1.8745751049209503e-06
1820,4.86525717491304e-08,0.0,1.5984149968062411e-06
1821,5.8182782036730885e-08,0.0,1.741538881105953e-06
1822,3.60922172149003e-08,0.0,1.576026761540561e-06
1823,4.5460359032745146e-08,0.0,1.5001918427515193e-06
1824,5.221089782736499e-08,1.6842225392110777e-09,1.5696954278610065e-06
1825,4.050503776831249e-08,0.0,1.5057307791721541e-06
1826,3.963592987155096e-08,0.0,1.443628661945695e-06
1827,5.069500019772022e-08,0.0,1.4203817499947036e-06
1828,5.13648868438743e-08,0.0,1.442802954443323e-06
1829,1.020207950341856e-07,0.0,1.7763620689947857e-06
1830,5.740259823028282e-08,0.0,1.5488263898078003e-06
1831,5.14509785887185e-08,0.0,1.400090354763961e-06
1832,1.0282776508052649e-07,0.0,1.5140035429794807e-06
1833,7.41352224054026e-08,0.0,1.3993022776048747e-06
1834,3.173740470430175e-08,0.0,1.2676292726609972e-06
1835,4.5378527602224494e-08,0.0,1.5375758266600315e-06
1836,4.032449929525228e-08,6.720750067579218e-10,1.3710330222238554e-06
1837,3.687682137432091e-08,0.0,1.2552035286717e-06
1838,2.7773511934725548e-08,0.0,1.4297046391220647e-06
1839,2.7965899929149884e-08,6.9914751765765e-10,1.4185702639224473e-06
1840,5.350538501147639e-08,0.0,1.6198118828469887e-06
1841,5.457466123459653e-08,0.0,1.4131627494862187e-06
1842,6.64118249282808e-08,0.0,1.398673248331761e-06
1843,7.265500828745886e-08,0.0,1.7803430409912835e-06
1844,6.531387630737129e-08,0.0,1.7052959719876526e-06
1845,8.760958147835396e-08,5.580227946389016e-10,1.5780884723426425e-06
1846,4.0981507964943376e-08,5.854501328173001e-10,1.5520282659053919e-06
1847,6.14827504463733e-08,0.0,1.6589556253165938e-06
1848,3.298540818263973e-08,0.0,1.4666438801214099e-06
1849,6.284561182567927e-08,8.379414939696517e-10,1.2887539924122393e-06
1850,9.70826450341633e-08,6.788996032014438e-10,1.2885514024674194e-06
1851,4.901573280591265e-08,0.0,1.357606834062608e-06
1852,3.580799856628403e-08,0.0,1.430366864951793e-06
1853,7.584353767242646e-08,0.0,1.3675723948836094e-06
1854,7.689583725323246e-08,5.195664454227256e-10,1.6771605260146316e-06
1855,5.1477289986223695e-08,5.306937111981824e-10,1.5973880636011017e-06
1856,5.280732978674152e-08,0.0,1.8441147631165222e-06
1857,7.22463378566296e-08,0.0,1.507898105046479e-06
1858,4.600055614201182e-08,0.0,1.7279570556638646e-06
1859,5.754155907311542e-08,1.018434669930457e-09,1.7858252476798953e-06
1860,6.682688402648296e-08,9.154367819341758e-10,1.6921849237405695e-06
1861,6.460870238811367e-08,0.0,1.7034061556842062e-06
1862,2.8463313705984206e-08,0.0,1.5862649433984188e-06
1863,1.0638542136121032e-07,0.0,1.720646878311527e-06
1864,6.808513575151665e-08,0.0,1.7697341263556154e-06
1865,5.6952816462896294e-08,0.0,1.7377669792040251e-06
1866,2.6274308950746672e-08,4.865612912574591e-10,1.654794914429658e-06
1867,4.949867715708933e-08,0.0,1.5422234582729288e-06
1868,6.076044911651479e-08,0.0,1.6039771253417712e-06
1869,6.202069502414531e-08,0.0,1.6745586890465347e-06
1870,4.873941383820579e-08,0.0,1.6984253079499467e-06
1871,5.416800519242315e-08,0.0,1.411554421792971e-06
1872,7.317280648067026e-08,6.047339295989218e-10,1.5118348528631032e-06
1873,4.669083608632718e-08,0.0,1.446218675482669e-06
1874,2.6885741633009275e-08,0.0,1.530694817120093e-06
1875,6.522540968445512e-08,0.0,1.6397897297792952e-06
1876,7.67843892912623e-08,0.0,1.5096899232958094e-06
1877,3.6490413135581434e-08,0.0,1.7199972717207856e-06
1878,3.442280499532657e-08,0.0,1.6734314840505249e-06
1879,4.948553522510224e-08,6.10932526790009e-10,1.5120580201255507e-06
1880,3.850707597230496e-08,0.0,1.5588948372169398e-06
1881,6.48443219120054e-08,6.972507571312292e-10,1.581364699632104e-06
1882,3.793569547383413e-08,0.0,1.5786573612786015e-06
1883,3.4124429504345244e-08,0.0,1.524856543255737e-06
1884,2.508644758592027e-08,0.0,1.6471234403070412e-06
1885,5.7366158157101665e-08,6.445635691854079e-10,1.5263265140674775e-06
1886,3.613939675295441e-08,0.0,1.6927435808611335e-06
1887,4.8966934618199787e-08,0.0,1.3580163340520812e-06
1888,3.043495055976564e-08,0.0,1.640317009332648e-06
1889,3.069917031695013e-08,0.0,1.6608877331236727e-06
1890,5.177965345382063e-08,0.0,1.4721151728736004e-06
1891,3.059625441892422e-08,0.0,1.509415255895874e-06
1892,4.8894396087462155e-08,0.0,1.3978782362755737e-06
1893,4.92673315477532e-08,0.0,1.4035031199455261e-06
1894,3.5918775731502706e-08,6.301539290376468e-10,1.429819235454488e-06
1895,5.777869893641707e-08,6.018614495673091e-10,1.410161416970368e-06
1896,6.663642870829989e-08,5.89702897624278e-10,1.496076265539159e-06
1897,6.467652013952829e-08,0.0,1.3057665455562528e-06
1898,5.6017714911149596e-08,0.0,1.5164390561039909e-06
1899,7.406955049304997e-08,0.0,1.2575241044032737e-06
1900,7.423205850010106e-08,0.0,1.3574604054156225e-06
1901,7.041811045382929e-08,0.0,1.3284432043292327e-06
1902,6.579780209570174e-08,0.0,1.067004632204771e-06
1903,4.968202560462487e-08,0.0,1.341954771305609e-06
1904,7.309490257512152e-08,0.0,1.3183955616113963e-06
1905,5.883265430384199e-08,0.0,1.3577956679000636e-06
1906,5.24706820215215e-08,0.0,1.2958200841239886e-06
1907,7.662836887245561e-08,0.0,1.3124536053510383e-06
1908,7.710881044786788e-08,9.822778146428846e-10,1.2312852959439624e-06
1909,6.656190154608055e-08,1.1001967115120692e-09,1.3488411241269205e-06
1910,5.7716826762366225e-08,5.344150677544235e-10,1.34832919229666e-06
1911,6.969689969604786e-08,0.0,1.4519300748361275e-06
1912,8.543450807918518e-08,5.209421227725386e-10,1.3096484963170951e-06
1913,5.67419884967002e-08,1.5908969142053309e-09,1.2658236983043025e-06
1914,6.696743781731129e-08,6.696743715117748e-10,1.395601429976523e-06
1915,2.709575319670421e-08,0.0,1.2299115041969344e-06
1916,4.1752354462687435e-08,0.0,1.1580784757825313e-06
1917,6.579854527899442e-08,0.0,1.2282395118745626e-06
1918,3.6756403254400993e-08,0.0,1.1865427040902432e-06
1919,7.182121919413476e-08,0.0,1.2909403039884637e-06
1920,5.906340794226139e-08,6.057785384427916e-09,1.3289267144500627e-06
1921,4.99801330322569e-08,0.0,1.1783195077441633e-06
1922,5.5334517412575224e-08,0.0,1.4704224895467632e-06
1923,6.369568694708505e-08,0.0,1.2877145536549506e-06
1924,8.121723737986031e-08,1.289162443462999e-09,1.2569333875944722e-06
1925,6.708888555806425e-08,0.0,1.3186814840082661e-06
1926,7.467912865877224e-08,1.1146138456652466e-09,1.3665165852216887e-06
1927,6.801027296887696e-08,0.0,1.4828468692940078e-06
1928,6.627104198742018e-08,0.0,1.2740035799652105e-06
1929,5.124586976990031e-08,1.1140406375176326e-09,1.1931375638596364e-06
1930,6.827342247106571e-08,0.0,1.282489961340616e-06
1931,4.904303452235581e-08,0.0,1.093773676075216e-06
1932,7.671675916753884e-08,0.0,1.2285640877962578e-06
1933,5.850037609889114e-08,0.0,1.1539485740286182e-06
1934,4.553000465534751e-08,0.0,1.1430427093728213e-06
1935,8.258115968828861e-08,0.0,1.136986952587904e-06
1936,7.759817588492979e-08,0.0,1.1506353985168971e-06
1937,6.295558729885187e-08,1.2591118148108649e-09,1.0966864465444814e-06
1938,5.963998717106733e-08,3.889564337278273e-09,1.0592580110824201e-06
1939,6.729382295844744e-08,0.0,9.528193345431646e-07
1940,7.86092684279538e-08,2.5357829169792012e-09,9.86419536275207e-07
1941,5.312704587367989e-08,2.9515025978810172e-09,1.1097649803559761e-06
1942,4.5513175450651033e-08,0.0,1.2622321037270012e-06
