year,un_DET annuel_ADJ,un_DET manuel_NOUN
1949,5.890204768377316e-09,1.7189581171805912e-06
1950,6.381216888229346e-09,2.1217546475327254e-06
1951,2.1322803522849654e-09,1.9723593425169383e-06
1952,5.272402070488624e-09,1.8780295647502498e-06
1953,5.386913581872932e-09,2.1763130746421666e-06
1954,3.9090144454689835e-09,2.0532098758963002e-06
1955,5.631364707880948e-09,1.878998730830972e-06
1956,4.360570571293465e-09,1.8680685514027573e-06
1957,5.301022731885041e-09,2.041777221961638e-06
1958,9.099467845885556e-09,1.915851555622794e-06
1959,3.8753737996444215e-09,2.182610508327798e-06
1960,3.460416619915918e-09,1.963440439567421e-06
1961,4.16889545107324e-09,1.8614119099424897e-06
1962,6.341956293454132e-09,2.084601050000856e-06
1963,4.526237162849611e-09,1.8900273985877902e-06
1964,6.692365273064382e-09,2.0217027199009863e-06
1965,3.2832261354087677e-09,2.1855340719412197e-06
1966,7.754704434148607e-09,2.0721678026802692e-06
1967,5.423369309198733e-09,1.8947279656345017e-06
1968,8.533689727086013e-09,1.7790498390013454e-06
1969,1.0446043141598693e-08,1.699525817855374e-06
1970,5.518470125309705e-09,1.7548734376759967e-06
1971,1.3359833239690033e-08,2.0779678919780054e-06
1972,5.130146973897354e-09,2.1474794493769878e-06
1973,6.064523994098181e-09,1.9665597505991173e-06
1974,1.012602890426706e-08,1.9734504945745357e-06
1975,9.138368284311582e-09,2.0127256092905554e-06
1976,4.570821499072508e-09,1.9917354308063295e-06
1977,7.05213826224238e-09,2.160305072607116e-06
1978,1.4257419245211622e-08,2.014454523191489e-06
1979,4.681578680276743e-09,2.0885693388095206e-06
1980,9.664756106531058e-09,2.0915669267651538e-06
1981,5.060439622894819e-09,2.196230838080737e-06
1982,7.449002858983533e-09,2.1577278275231038e-06
1983,1.1999100379966876e-08,2.243831701775889e-06
1984,9.858314165001048e-09,2.223339855333961e-06
1985,6.617113856854928e-09,2.209514505580046e-06
1986,1.2588419195935785e-08,2.416377142822057e-06
1987,1.649920555735207e-08,2.347164851812522e-06
1988,1.0793796967334401e-08,2.4136128971008475e-06
1989,1.0427432250992297e-08,2.325866269359267e-06
1990,1.2531897075618303e-08,2.3401955999702295e-06
1991,1.6412103009955104e-08,2.343999902620908e-06
1992,1.4325854780228298e-08,2.5637769596187354e-06
1993,2.1048988330107932e-08,2.4931972362196575e-06
1994,6.85740436656701e-09,2.545679564036618e-06
1995,7.049185846152994e-09,2.561565707992486e-06
1996,9.60856638698715e-09,2.4870172410373925e-06
1997,9.110299181713799e-09,2.487111771642958e-06
1998,1.0489884516573511e-08,2.490393868015417e-06
1999,6.398281460207045e-09,2.2713900023063616e-06
2000,7.068850393920911e-09,2.3075377839631983e-06
2001,6.133696661692056e-09,2.2777920349881242e-06
2002,6.133709984368352e-09,2.3080275610709577e-06
2003,6.667076668520622e-09,2.430149450560748e-06
2004,4.845270407116686e-09,2.249526893649545e-06
2005,9.457874483587148e-09,2.359514532201956e-06
2006,4.117890028965121e-09,2.4456148750573448e-06
2007,1.078509459517818e-08,2.359938527263239e-06
2008,4.257439817356712e-09,2.0772047975015084e-06
2009,1.0013204265746367e-08,2.190030770066187e-06
2010,3.3066551718974324e-09,1.923528536451613e-06
2011,3.823972000160936e-09,1.6875188748599612e-06
2012,4.085103366691101e-09,1.540424300117138e-06
2013,3.0680376017500066e-09,1.5203520149498218e-06
2014,1.2992670966882613e-09,1.4246464203893083e-06
2015,1.5516027351836215e-09,1.340806441874065e-06
2016,3.1070099826280284e-09,1.3237934339827007e-06
2017,1.2578056374223934e-09,1.442703052134675e-06
2018,1.0325866828253538e-09,1.4061249160590705e-06
2019,3.5713827450933877e-09,1.358145880203665e-06
