year,en_ADP autel_NOUN,en_ADP motel_NOUN
1800,3.45858084394024e-08,0.0
1801,1.4287095950749062e-08,0.0
1802,1.5664880947952042e-08,0.0
1803,1.950339223455444e-09,0.0
1804,1.9774807569206132e-08,0.0
1805,3.4114531644036106e-08,0.0
1806,4.3225035994964855e-08,0.0
1807,3.9857372513552036e-08,0.0
1808,1.0423940466353088e-07,0.0
1809,3.8403518809460024e-08,0.0
1810,7.956430891908894e-08,0.0
1811,2.2563691359778204e-08,0.0
1812,5.067695596494559e-08,0.0
1813,0.0,0.0
1814,9.440030979135372e-09,0.0
1815,4.8550024445148665e-08,0.0
1816,9.270415546325239e-09,0.0
1817,6.227493631882908e-09,0.0
1818,3.457141417584353e-08,0.0
1819,1.8631890696951814e-08,0.0
1820,1.898636980968149e-08,0.0
1821,2.1695274909916407e-08,0.0
1822,1.7043547018147365e-08,0.0
1823,1.9765373338032077e-08,0.0
1824,5.4737231636181605e-08,0.0
1825,2.201360693732113e-08,0.0
1826,5.813269510213104e-08,0.0
1827,3.041700225026034e-08,0.0
1828,2.4765213879618386e-08,0.0
1829,5.143905745796928e-09,0.0
1830,2.7135772739939057e-08,0.0
1831,7.327867024287116e-08,0.0
1832,2.1647950987357945e-08,0.0
1833,3.3592521320180424e-08,0.0
1834,5.0406466556296436e-08,0.0
1835,4.9916380362446944e-08,0.0
1836,4.099657502365517e-08,0.0
1837,6.262101948095733e-08,0.0
1838,6.75401337080217e-08,0.0
1839,7.550793079680318e-08,0.0
1840,5.032054062326097e-08,0.0
1841,4.751206006403663e-08,0.0
1842,3.421215239995945e-07,0.0
1843,1.0218956103535959e-07,0.0
1844,9.604982409427976e-08,0.0
1845,3.850357188639464e-08,0.0
1846,1.8734404250153602e-08,0.0
1847,3.66739207890987e-08,0.0
1848,5.309846429213394e-08,0.0
1849,1.0474268918869711e-07,0.0
1850,6.245876704724651e-08,0.0
1851,2.579775504329973e-08,0.0
1852,2.408901877970493e-08,0.0
1853,3.1651239851271384e-08,0.0
1854,2.4419623656513068e-08,0.0
1855,4.351688431825096e-08,5.306937111981824e-10
1856,5.228961086345407e-08,5.177189232874468e-10
1857,5.8089959509288747e-08,4.881509085841174e-10
1858,3.229826006645453e-08,0.0
1859,4.3283474582267445e-08,0.0
1860,6.133426477816784e-08,0.0
1861,1.6977470096435354e-08,0.0
1862,4.201727321628823e-08,0.0
1863,3.446288232566985e-08,0.0
1864,4.507044337742627e-08,0.0
1865,3.0594488720225854e-08,0.0
1866,3.649209645573137e-08,1.4596839292835284e-09
1867,7.521857980918867e-08,0.0
1868,3.210918109175509e-08,0.0
1869,4.688178378842167e-08,0.0
1870,6.020751275315206e-08,0.0
1871,5.523012092112367e-08,0.0
1872,4.5959779981785687e-08,0.0
1873,5.7465641134513135e-08,0.0
1874,1.212845681664021e-07,0.0
1875,2.5174719198162165e-08,0.0
1876,4.897271921322499e-08,0.0
1877,2.72131899237138e-08,0.0
1878,5.012443438090486e-08,0.0
1879,5.376206224649849e-08,6.10932526790009e-10
1880,4.941741704733715e-08,0.0
1881,3.9046042843438045e-08,0.0
1882,5.191200513898764e-08,0.0
1883,4.676310894069502e-08,0.0
1884,3.9610181801208455e-08,0.0
1885,4.1252068427866107e-08,0.0
1886,5.937186742244194e-08,0.0
1887,3.525619263200497e-08,1.3057849246322917e-09
1888,4.375024076352929e-08,0.0
1889,4.009687515349469e-08,6.265136742733546e-10
1890,3.47382496102e-08,6.554386478008212e-10
1891,3.633305567518619e-08,0.0
1892,3.0715710863660206e-08,0.0
1893,3.510297474917934e-08,6.158416554491453e-10
1894,1.5501787231642083e-07,0.0
1895,3.91209944439197e-08,0.0
1896,2.889544248318998e-08,0.0
1897,3.2046923781337e-08,0.0
1898,3.055511754723739e-08,0.0
1899,3.4823742112166656e-08,0.0
1900,1.0797390359584824e-07,0.0
1901,3.017919070202879e-08,0.0
1902,3.6827128013783295e-08,0.0
1903,4.96820269368925e-08,0.0
1904,5.105894018697654e-08,0.0
1905,3.4577084306874895e-08,0.0
1906,2.9321851613417493e-08,0.0
1907,1.8514235478050978e-08,1.028568674676933e-09
1908,2.2101250607420297e-08,4.911389073214423e-10
1909,3.190570296851547e-08,5.500983557560346e-10
1910,4.435645095668406e-08,5.344150677544235e-10
1911,3.298632123005518e-08,0.0
1912,2.1879568379290504e-08,0.0
1913,7.530245227371779e-08,0.0
1914,1.4732836561837104e-08,0.0
