year,son_DET archer_NOUN,son_DET marché_NOUN
1937,0.0,6.15705693984836e-07
1938,2.5930428915188486e-09,5.976964150278263e-07
1939,4.588215141154706e-09,5.55174024974292e-07
1940,1.2678914362851401e-08,5.806942828812112e-07
1941,2.9515025978810172e-09,5.135614422613344e-07
1942,3.034211770724937e-09,4.82439659776901e-07
1943,1.7419411690866582e-08,6.270988288648027e-07
1944,0.0,6.554899893984611e-07
1945,2.178504043826024e-09,5.250194838879452e-07
1946,0.0,4.955913022186564e-07
1947,3.5762612871081956e-09,4.7683483828109274e-07
1948,5.435943917220243e-09,4.92496520010377e-07
1949,2.9451024952109606e-09,8.648784266540588e-07
1950,2.1270722960764488e-09,4.96671408001248e-07
1951,7.462981344019681e-09,6.076998806392453e-07
1952,6.326882129314981e-09,5.230222779317728e-07
1953,2.1547654771580937e-09,5.968700165226437e-07
1954,2.9317608341017376e-09,5.218534102624517e-07
1955,2.815682353940474e-09,4.99314356972036e-07
1956,0.0,5.738510981956324e-07
1957,5.3010225653515874e-09,5.963650204776627e-07
1958,2.4816730892496253e-09,6.692245051453938e-07
1959,1.5501495642666896e-09,6.169595039295928e-07
1960,6.920833350854139e-10,6.505583449722963e-07
1961,1.3896318540318475e-09,7.087122604332308e-07
1962,1.9025869768540815e-09,9.227546540202525e-07
1963,3.2330265131719216e-09,7.151455090337322e-07
1964,3.041984220075733e-09,7.343349812671818e-07
1965,2.188817405102128e-09,6.128688623263656e-07
1966,2.215629901769489e-09,7.134328114943855e-07
1967,3.9442684118817795e-09,6.966564347621329e-07
1968,4.491415683816058e-09,7.100928574033105e-07
1969,1.3625273131978588e-09,7.943534665599827e-07
1970,3.6789800095249348e-09,7.523514229390571e-07
1971,3.083038491169532e-09,7.85660970947788e-07
1972,3.5911026929902334e-09,7.741391900850658e-07
1973,6.0645241051204835e-09,8.010685110804161e-07
1974,1.1251143350321513e-09,8.331471512690314e-07
1975,2.8557400888473694e-09,7.561999701977129e-07
1976,7.998937734399192e-09,7.564709658680613e-07
1977,0.0,7.204934568960653e-07
1978,2.970295565063452e-09,8.881183894970945e-07
1979,4.096381456264453e-09,8.625808689544101e-07
1980,5.685150683554241e-09,8.834724347650535e-07
1981,1.2651099057237047e-09,9.576881723205588e-07
1982,4.966001831974154e-09,9.292630913648736e-07
1983,1.8945948143667124e-09,9.725586700426447e-07
1984,3.4794050973729895e-09,9.458182823607331e-07
1985,4.812446441349039e-09,9.257943922591494e-07
1986,4.196139935519483e-09,9.567198517856923e-07
1987,1.8332451112712533e-09,9.129560165632711e-07
1988,5.396898483667201e-09,1.0529948433202208e-06
1989,7.134558943633351e-09,1.0493289650526094e-06
1990,3.814055737905164e-09,1.071749615277895e-06
1991,5.861465202094962e-10,1.0040689826240623e-06
1992,3.8569610283367695e-09,1.0287065279612762e-06
1993,2.769603768548734e-09,1.0674052930426114e-06
1994,3.164956019485743e-09,1.0133134047407566e-06
1995,3.253470548525428e-09,1.0096603570985963e-06
1996,5.3380919684542505e-09,1.046799924964148e-06
1997,6.233362714880286e-09,1.0313817995211139e-06
1998,2.3840646123929332e-09,1.0823653351366147e-06
1999,6.398281737762801e-09,1.043376936848972e-06
2000,1.3254094488601709e-09,1.1009734866007648e-06
2001,3.5049695090716426e-09,1.0536814087913626e-06
2002,3.0668549366730247e-09,1.020824635489248e-06
2003,3.3335384452826133e-09,1.0033950808008285e-06
2004,3.083353905530828e-09,1.0219115722520655e-06
2005,5.854874363109275e-09,9.97130134905433e-07
2006,8.23577994690794e-09,1.1130656112356974e-06
2007,4.393927360846206e-09,1.1324349014074642e-06
2008,3.405951742863067e-09,1.2457267963839058e-06
2009,2.384096253749135e-09,1.255941914024561e-06
2010,6.140930874920514e-09,1.2688107773328738e-06
2011,8.412738061736036e-09,1.7552031259526757e-06
2012,6.127654827992046e-09,1.5138712186058e-06
2013,4.183687618564136e-09,1.1516297373503903e-06
2014,6.279790909502481e-09,1.211133451306523e-06
2015,1.0417904761084174e-08,1.1280152154569123e-06
2016,1.097810264916177e-08,1.119352113221339e-06
2017,9.056201122348284e-09,1.0661161287117693e-06
2018,6.195520096952123e-09,9.819899791096987e-07
2019,1.2754939104908658e-08,1.0640169705311564e-06
