year,bon_ADJ or_NOUN,bon_ADJ mort_NOUN
1848,2.3089786793661915e-07,0.0
1849,7.373885324568619e-08,1.0893239199560867e-08
1850,1.0522943671986695e-07,3.394498016007219e-09
1851,5.997978069771648e-08,9.674158363282004e-09
1852,6.705861865796692e-08,2.6042181744401205e-09
1853,7.882950114890264e-08,1.1943863675867306e-09
1854,6.234797211845944e-08,5.195664454227256e-10
1855,1.3214273053563375e-07,0.0
1856,5.7984518520015627e-08,0.0
1857,9.030791758846135e-08,3.905207268672939e-09
1858,8.270312434888183e-08,4.893676130990343e-09
1859,6.772590666059841e-08,0.0
1860,7.323494441435763e-08,2.288591927079864e-09
1861,6.838147470489275e-08,1.8863854922557266e-09
1862,6.957699127951855e-08,0.0
1863,6.942522734476597e-08,2.4973103585068657e-09
1864,7.767459209162553e-08,4.794727948009836e-10
1865,1.2755548756127055e-07,9.41368871743009e-10
1866,4.962925004292629e-08,0.0
1867,1.2471726051899168e-07,3.396968040192405e-09
1868,1.6202786312646822e-07,4.93987406535723e-10
1869,1.0304225384061283e-07,4.883519144627257e-10
1870,9.690542412954528e-08,7.454262984651905e-09
1871,1.1577082958957874e-07,0.0
1872,6.228759541482276e-08,4.233137507192453e-09
1873,1.3229070550124788e-07,2.3944017879529156e-09
1874,7.826737868921185e-08,5.377148060148329e-09
1875,8.124568529055409e-08,5.721527140956084e-10
1876,6.166934962692494e-08,1.209202959984168e-09
1877,1.199854282596391e-07,0.0
1878,8.394333572692148e-08,1.8117266020745149e-09
1879,1.1424438006724102e-07,1.221865053580018e-09
1880,6.99545257276668e-08,1.9253538763308597e-09
1881,7.669758161910067e-08,0.0
1882,8.652000360598322e-08,6.655385131892899e-10
1883,7.64639978001469e-08,2.5277355764075082e-09
1884,6.205595148855991e-08,7.922036360241691e-09
1885,1.005519196795035e-07,6.445635691854079e-10
1886,7.550552844071134e-08,6.453463874400711e-10
1887,8.618180658004349e-08,1.9586774424595887e-09
1888,7.735550155985038e-08,5.706553452000662e-09
1889,5.701274446989757e-08,2.5060546970934183e-09
1890,7.537544632896243e-08,6.554386478008212e-10
1891,5.609313546983685e-08,5.736798147637501e-09
1892,8.274436424926535e-08,5.014809900671935e-09
1893,7.020594949835868e-08,3.079208221734575e-09
1894,7.624862519151065e-08,6.301539290376468e-09
1895,9.569597381187123e-08,1.8055843487019274e-09
1896,6.191880430606034e-08,2.358811590497112e-09
1897,4.4865694825979574e-08,2.330685422435863e-09
1898,6.5636914792222e-08,1.6975064687230201e-09
1899,4.311511325738593e-08,0.0
1900,4.983411017178696e-08,5.191053142894475e-10
1901,3.353243371861936e-08,0.0
1902,7.021706238674597e-08,5.89234061543209e-09
1903,5.994244389739833e-08,1.0800440541913758e-09
1904,4.192207825326477e-08,5.374625189347171e-10
1905,9.753834717685095e-08,2.0643036169332163e-09
1906,4.423998589686562e-08,1.5432553568395235e-09
1907,5.914269962659091e-08,2.057137349353866e-09
1908,4.7640472899956876e-08,9.822778146428846e-10
1909,5.4459736276157855e-08,5.500983557560346e-10
1910,4.11499598840237e-08,8.01622590529405e-09
1911,5.320374063533251e-08,5.320374141248863e-10
1912,4.151908689631334e-07,1.5628263128064646e-09
1913,1.0234770431161166e-07,1.060597942803554e-09
1914,3.6162417338392316e-08,6.696743715117748e-10
1915,4.9479201069679846e-08,0.0
1916,1.538244731591476e-07,2.197492410260793e-09
1917,9.869782291449525e-08,1.0966424435210342e-09
1918,3.101321777165822e-08,0.0
1919,2.5781975665495338e-08,1.8415696745321952e-09
1920,3.48322650722821e-08,7.572231730534895e-10
1921,2.574734203619755e-08,3.7863738810983705e-09
1922,3.32007097370024e-08,0.0
1923,3.927900982247934e-08,1.0615948120573648e-09
1924,2.4494086647841584e-08,5.156649773851996e-09
1925,4.8391983309414854e-08,0.0
1926,6.57622145627812e-08,5.57306911730393e-09
1927,2.4528294062520217e-08,6.689534925996554e-09
1928,2.5137291359556002e-08,3.4278123672848437e-09
1929,3.119313873867213e-08,4.4561625500705304e-09
1930,3.676261073337628e-08,3.1510810627466412e-09
1931,2.737285598186645e-08,7.983749661377715e-09
1932,2.5206933651489294e-08,0.0
1933,9.405943046658649e-08,2.2941324395731044e-09
1934,2.036868629318178e-08,2.3963160344919743e-09
1935,2.6330225111337313e-08,2.393656828303392e-09
1936,3.516167268458048e-08,2.424942913137329e-09
1937,2.895957251780601e-08,5.0364472592434595e-09
1938,3.5006078036303734e-08,0.0
1939,4.129393715857077e-08,1.5294050470515685e-09
1940,2.7893612530860423e-08,1.0143131667916805e-08
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,4.8547388331598995e-08,6.068423541449874e-09
1943,2.9032351633873077e-08,0.0
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,3.0499055725385915e-08,0.0
1946,2.645009899993056e-08,2.7842208538686464e-09
1947,3.0994263822137214e-08,3.5762612871081956e-09
1948,3.913879709216417e-08,4.348755133776194e-09
1949,3.337782672474532e-08,1.9634016634739737e-09
1950,2.5524867552917385e-08,4.2541445921528975e-09
1951,2.2388943254902927e-08,5.330700769690111e-09
1952,3.1634410646574906e-08,2.1089607837865287e-09
1953,4.3095308654983455e-08,1.0773827163745864e-08
1954,4.593092128857279e-08,2.9317608341017376e-09
1955,7.790054246115119e-08,1.5016972554349195e-08
1956,3.575668117150599e-08,8.72114114258693e-09
1957,3.268964121616591e-08,6.184526224473075e-09
1958,2.9780077070995503e-08,2.481673033738474e-09
1959,1.7826719656000023e-08,3.100299128533379e-09
1960,2.8375417571169237e-08,2.076250060767393e-09
1961,5.072156383789661e-08,4.16889545107324e-09
1962,3.6783347923119436e-08,4.4393695941558065e-09
1963,3.2330266463986845e-08,3.879631726988464e-09
1964,3.102823953327061e-08,1.8251904432275978e-09
1965,3.1190647065137966e-08,6.5664522708175355e-09
1966,3.212663202134536e-08,3.8773522170743036e-09
1967,2.8102911997507363e-08,4.437302081328198e-09
1968,3.5482184301827147e-08,4.491415656060482e-09
1969,2.8613074576355757e-08,1.8167031212712459e-09
1970,4.1388524607555155e-08,4.598724956395017e-09
1971,4.419021948365298e-08,4.1107179882260425e-09
1972,2.7702792948502974e-08,3.5911026929902334e-09
1973,5.788864143596584e-08,6.064523994098181e-09
1974,2.700274492895005e-08,1.6876715580593782e-09
1975,1.6563292959403952e-08,5.711480177694739e-10
1976,2.7424929827102318e-08,3.9994687561772935e-09
1977,1.704266772151186e-08,1.1753563677885381e-09
1978,2.5544542481270582e-08,4.752473081737207e-09
1979,3.3356247541860284e-08,2.3407893401383717e-09
1980,1.989802811408481e-08,1.7055452050662723e-09
1981,1.3916208629893845e-08,6.958104370458074e-09
1982,1.8001756529884005e-08,1.1173503899897241e-08
1983,2.273513821648976e-08,1.2630632095778083e-09
1984,7.248760880429472e-08,0.0
1985,3.549179083961462e-08,4.812446441349039e-09
1986,1.3787316177626963e-08,3.5966913891627428e-09
1987,1.7110287964250404e-08,1.2221633705067347e-09
1988,1.798966131616453e-08,4.797243047249822e-09
1989,6.3113404280557e-08,6.585746614717891e-09
1990,1.4166492867673242e-08,2.179460389939436e-09
1991,2.0515127652220855e-08,5.275318626374315e-09
1992,1.652983172562017e-08,5.5099441120809445e-09
1993,1.606370148010683e-08,4.985286683467649e-09
1994,1.8462243289718572e-08,6.329912094482637e-09
1995,1.3013881527967897e-08,5.4224509327127635e-09
1996,1.1209993822092201e-08,2.6690460952494277e-09
1997,1.5343662340683295e-08,6.712852163026639e-09
1998,1.1920323395031573e-08,9.536258449571733e-10
1999,1.8737825513426287e-08,6.8553016596695215e-09
2000,1.899753598877396e-08,8.836062992401139e-10
2001,1.9277331730904734e-08,7.0099388516098315e-09
2002,1.8401129509015846e-08,6.571832411594869e-09
2003,1.2084076850271686e-08,4.166922806803086e-09
2004,3.567880924038036e-08,1.1452457648886138e-08
2005,1.8465372453313478e-08,1.3511248786457486e-09
2006,1.647156044892739e-08,1.1941880706523023e-08
2007,9.586750421286538e-09,8.38840730210677e-09
2008,1.4049550939310151e-08,7.2376473703172906e-09
2009,2.86091541568112e-08,5.245011536203492e-09
2010,5.668551850135373e-09,2.8342759250676863e-09
2011,1.2236710311697152e-08,6.883149605840799e-09
2012,1.2936160587173617e-08,4.425528388196653e-09
2013,2.0081699858565116e-08,3.9047751143606035e-09
2014,1.3858849179371191e-08,6.063246571486047e-09
2015,2.1722438958704515e-08,5.763096055932948e-09
2016,2.2991875070488277e-08,5.385484336262181e-09
2017,1.106868996458843e-08,5.0312226884674516e-09
2018,1.4456214003644163e-08,1.8070267504555204e-09
2019,1.6836519733942623e-08,4.081580295967058e-09
