year,aucun_DET air_NOUN,aucun_DET maire_NOUN
1800,9.118076782499429e-08,0.0
1801,1.04772034603684e-07,2.3811825844433088e-09
1802,5.147032311469957e-08,0.0
1803,2.7304748684287006e-08,1.950339223455444e-09
1804,6.179627121127851e-08,4.943701892301533e-09
1805,2.55858996212055e-08,0.0
1806,2.881669125542885e-09,1.729001475325731e-08
1807,3.9857372513552036e-08,0.0
1808,8.611080914988634e-08,1.5862517965814504e-08
1809,1.2876473931555665e-07,2.7108366440486975e-08
1810,8.658469141664682e-08,0.0
1811,4.512738271955641e-08,2.5070767684098882e-09
1812,1.0668832928217853e-08,0.0
1813,2.8757416448144113e-09,8.627225156487839e-09
1814,2.8320094713762956e-08,0.0
1815,1.8880564667256294e-08,0.0
1816,6.257530316133852e-08,4.6352077731626196e-09
1817,4.514932783195036e-08,0.0
1818,4.053200441944682e-08,2.026600220972341e-08
1819,8.591371170041384e-08,0.0
1820,9.8491796052258e-08,4.746592452420373e-09
1821,3.747365440176509e-08,0.0
1822,2.5064039732569654e-08,0.0
1823,5.237824041159911e-08,0.0
1824,5.052667617633233e-08,1.6842225392110777e-09
1825,4.57883047033647e-08,0.0
1826,4.844391554570393e-08,0.0
1827,3.96342727526644e-08,9.217273166939322e-09
1828,9.355747465633613e-08,3.668920500743411e-09
1829,8.230248838003718e-08,4.286588028978855e-09
1830,4.0703660886265425e-08,6.262101504006523e-09
1831,2.8064171431196883e-08,1.5591206103948707e-09
1832,2.3000948701223933e-08,1.3529969367098715e-09
1833,4.054269808762001e-08,8.108539617524002e-09
1834,8.121041616959701e-08,0.0
1835,4.0084366048631637e-08,0.0
1836,4.771732520225669e-08,6.720750067579218e-10
1837,2.7135774516295896e-08,0.0
1838,2.7773513266993177e-08,0.0
1839,4.824117727508792e-08,3.4957374772659477e-09
1840,6.11490094115652e-08,6.369688665408546e-10
1841,4.044945489667384e-08,6.420548537278137e-10
1842,4.695785449371215e-08,2.0124795163667386e-09
1843,2.8353174030826267e-08,0.0
1844,1.8661107548112454e-08,1.6465684371524958e-09
1845,2.4553003186156275e-08,0.0
1846,4.2152407786488766e-08,1.1709002656346001e-09
1847,4.530307862182781e-08,9.707802561820245e-09
1848,2.735375304041554e-08,4.82713291560799e-09
1849,2.0948537127196687e-08,1.5920888607467987e-08
1850,4.073397619208663e-08,1.3577992064028876e-09
1851,3.353708066811123e-08,9.029214265154906e-09
1852,3.059956199535918e-08,4.557382027314816e-09
1853,3.3442816516071616e-08,1.9707374621091844e-08
1854,4.468271425084325e-08,8.313063126763609e-09
1855,8.384960636931282e-08,4.776243400783642e-09
1856,4.40061072026765e-08,5.177189232874468e-10
1857,6.541222319356166e-08,0.0
1858,4.7468656561022726e-08,9.297984271405824e-09
1859,4.1755821911237945e-08,6.61982535454797e-09
1860,4.21100927461282e-08,4.577183909670879e-10
1861,4.291527133659656e-08,7.0739457624924285e-09
1862,4.066187744844463e-08,1.3553959066214816e-09
1863,4.844782353075061e-08,6.4930069654245415e-09
1864,3.9796240969280916e-08,7.192092033037056e-09
1865,3.153585836912498e-08,2.3534221793575227e-09
1866,5.93604774223877e-08,2.919367692033603e-09
1867,3.105799351033056e-08,1.164674756637396e-08
1868,4.1494942593089945e-08,2.9639245502366407e-09
1869,4.639343076373592e-08,8.30198221279943e-09
1870,6.594156332084822e-08,8.601073631098188e-09
1871,2.8677177965619194e-08,4.248470908407853e-09
1872,3.2655632531408685e-08,1.0280476914203973e-08
1873,2.573981916498269e-08,8.380406590902112e-09
1874,2.449589792119511e-08,2.3898436007918633e-09
1875,2.9751941965638906e-08,1.3731665360339207e-08
1876,2.6602464231473277e-08,8.464420275799966e-09
1877,4.020130428550317e-08,9.27722387800145e-09
1878,3.32149880932775e-08,1.6909448730118015e-08
1879,2.9324762063076548e-08,6.720257683667796e-09
1880,5.455169227452927e-08,0.0
1881,2.5101027034679646e-08,1.2550513961429033e-08
1882,4.059785041476971e-08,4.6587693702804245e-09
1883,4.170763850952497e-08,1.3270612164717477e-08
1884,1.9805090900604227e-08,4.621187876807653e-09
1885,4.060750324885731e-08,8.379326621454908e-09
1886,3.7430090527035276e-08,0.0
1887,3.0685946228459215e-08,1.9586773869484375e-09
1888,4.9456794215529953e-08,6.974675947901687e-09
1889,2.8819629349641218e-08,0.0
1890,1.5730527991308918e-08,1.5075088732885433e-08
1891,2.7409146396983886e-08,3.187110020341777e-09
1892,2.6954603882245465e-08,3.761107425503951e-09
1893,1.9091091429945806e-08,6.774258043407144e-09
1894,2.457600345451283e-08,1.2603078580752936e-09
1895,2.768562623600701e-08,1.2037228991346183e-09
1896,2.063960063969361e-08,2.948514543632541e-09
1897,3.3212266714599536e-08,1.3984112534615178e-08
1898,1.7540900287826844e-08,7.355861253444118e-09
1899,3.0954439012020885e-08,2.2110313580014918e-09
1900,3.166542394961169e-08,2.07642125715779e-09
1901,2.0119459875900247e-08,1.6766216748287377e-09
1902,2.6024503885224703e-08,2.9461704187383475e-09
1903,4.266173991851474e-08,5.940242076007962e-09
1904,1.4511488011237361e-08,6.987012746151322e-09
1905,1.90948084011211e-08,3.096455536422127e-09
1906,2.7264178470431943e-08,7.201858387428928e-09
1907,4.1142747875255736e-08,4.114274587685429e-09
1908,3.487086375209003e-08,3.437972351250096e-09
1909,4.510806483892793e-08,1.1001967115120692e-09
1910,2.7255168677520203e-08,3.206490406526541e-09
1911,2.234557128222292e-08,3.1922244847493175e-09
1912,3.021464278774033e-08,7.2931897743266916e-09
1913,2.3333154297588976e-08,4.242391771214216e-09
1914,3.750176436057018e-08,1.3393487430235496e-09
1915,2.1205371236732162e-08,0.0
1916,2.307367052978293e-08,2.197492410260793e-09
1917,3.180262986290927e-08,2.1932848870420685e-09
1918,1.8378202071289707e-08,1.1486376294556067e-09
1919,4.1435319175775476e-08,9.207848372660976e-10
1920,2.3473917476479755e-08,3.028892692213958e-09
1921,1.438822039290244e-08,6.058197943303867e-09
1922,3.098732870299159e-08,0.0
1923,3.503262746562541e-08,4.246379248229459e-09
1924,3.738571141553848e-08,2.578324886925998e-09
1925,3.739380360912037e-08,2.1996355847875293e-09
1926,3.1209186346359274e-08,0.0
1927,4.1252131488533905e-08,2.2298449753321847e-09
1928,2.51372912485337e-08,0.0
1929,4.4561623724348465e-08,2.2280812750352652e-09
1930,1.9956847396862543e-08,2.100720708497761e-09
1931,2.3951248095954725e-08,5.7026783295555106e-09
1932,1.2055489939655217e-08,0.0
1933,5.5059177661576086e-08,6.882397540763918e-09
1934,1.677421224144382e-08,4.7926320689839486e-09
1935,2.154291056655211e-08,7.180970484910176e-09
1936,1.6974600836050513e-08,1.2124714565686645e-09
1937,1.8886676889096066e-08,0.0
1938,4.926781471681352e-08,1.2965214457594243e-09
1939,1.6823455517567254e-08,1.5294050470515685e-09
1940,2.282204625281281e-08,0.0
1941,4.132103814669108e-08,8.854508237732261e-09
1942,4.8547388331598995e-08,6.068423541449874e-09
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,0.0
1945,5.8819609183302646e-08,2.178504043826024e-09
1946,4.315542412314244e-08,1.3921104269343232e-09
1947,2.9802176726434482e-08,3.5762612871081956e-09
1948,2.174377655705939e-08,3.2615663503321457e-09
1949,2.84693233432165e-08,2.945102384188658e-09
1950,3.296962081122956e-08,4.2541445921528975e-09
1951,2.3455083209000804e-08,5.3307008807124134e-09
1952,1.4762725264461096e-08,1.0544803918932644e-09
1953,2.3702419582605216e-08,5.386913692895234e-09
1954,5.570345562588841e-08,9.772536113672459e-09
1955,2.5341141629553476e-08,2.815682353940474e-09
1956,2.6163424537983815e-08,8.72114158667614e-10
1957,2.297109880089465e-08,4.417518795207798e-09
1958,3.887954358461343e-08,4.1361216673863055e-09
1959,2.325224335297804e-08,7.750747821333448e-09
1960,2.6991249346686175e-08,6.920833350854139e-10
1961,2.223410922042035e-08,6.948159270159238e-10
1962,1.52206956482992e-08,3.805173953708163e-09
1963,2.5864213659687607e-08,2.5864212993553792e-09
1964,3.528701553179303e-08,8.517555771803131e-09
1965,2.8454626210816514e-08,2.188817349590977e-09
1966,2.6033652122947615e-08,6.092982340888398e-09
1967,3.056808051127291e-08,2.9582014060558492e-09
1968,3.323647657094142e-08,9.43197286940034e-09
1969,3.042977803069391e-08,1.8167030935156703e-09
1970,4.8286611376013866e-08,9.197450023812337e-09
1971,2.4664308040378558e-08,1.4387512736746544e-08
1972,2.8728821543921867e-08,3.0780880067027283e-09
1973,2.095017381797959e-08,5.513203782392395e-09
1974,2.0252058918757143e-08,7.875800567269664e-09
1975,1.770558810676448e-08,3.998036124386317e-09
1976,2.171140245366132e-08,4.570821443561357e-09
1977,1.3516598340590491e-08,7.639816335114347e-09
1978,2.1386128867817433e-08,9.50494594142981e-09
1979,2.808947208166046e-08,5.851973461368232e-09
1980,1.9898027447950994e-08,5.1166357817322705e-09
1981,1.8976648807900176e-08,3.162774764309262e-09
1982,1.551875572491923e-08,1.1173504010919544e-08
1983,2.3998201648112172e-08,8.84144257806696e-09
1984,1.8556828074167697e-08,4.059306057957457e-09
1985,2.2257564680217e-08,4.812446441349039e-09
1986,2.1580147446798037e-08,7.79283104712647e-09
1987,1.588812426067676e-08,6.721898593298192e-09
1988,2.338656018840979e-08,1.019414141989472e-08
1989,1.5915554429923873e-08,2.0306052728180646e-08
1990,2.3429199136337786e-08,1.6345953035568073e-08
1991,1.817054151587172e-08,9.964490788050284e-09
1992,1.983579878128694e-08,9.366905251440016e-09
1993,1.1078414630105726e-08,1.2740177413039788e-08
1994,2.0572214098901753e-08,7.91238996544763e-09
1995,2.168980317573954e-08,1.0302656228144969e-08
1996,2.1886178869223727e-08,1.548046646426826e-08
1997,1.678213046307775e-08,1.3425704770142488e-08
1998,2.0026142522056034e-08,1.0489884072484301e-08
1999,1.7823784143056187e-08,6.398281460207045e-09
2000,2.4740975823611677e-08,1.0603275590881367e-08
2001,1.1829271784336015e-08,1.2267392657250298e-08
2002,1.796300858059041e-08,7.009954283709874e-09
2003,2.20846910758965e-08,9.167230086148948e-09
2004,1.6297727084557678e-08,4.404791198453495e-09
2005,1.5312748624651817e-08,9.457874483587148e-09
2006,2.2648394715218956e-08,1.070651389767363e-08
2007,1.6776813938079727e-08,7.988959049853861e-09
2008,2.1712941888907267e-08,8.940623241748824e-09
2009,2.0980047699126203e-08,8.582746513496886e-09
2010,2.2201827765133686e-08,6.613310343794865e-09
2011,2.8297391874154698e-08,3.059177577924288e-09
2012,2.8255296991019918e-08,9.87233295113299e-09
2013,3.821101235423896e-08,4.462600122767668e-09
2014,3.29147678002073e-08,8.228691783518371e-09
2015,4.233658934538198e-08,4.654808372084318e-09
2016,3.417711114117594e-08,5.799752011981241e-09
2017,2.943265298149811e-08,2.767172518902683e-09
2018,4.3884933464966025e-08,3.872200005083926e-09
2019,4.311169421455929e-08,5.101975453225549e-09
