year,certain_ADJ archer_NOUN,certain_ADJ marché_NOUN
1800,0.0,0.0
1801,0.0,4.7623651688866175e-09
1802,0.0,1.5664880947952042e-08
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,1.8072244145628247e-08
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,1.8880061958270744e-08
1815,0.0,5.394447111228828e-09
1816,0.0,9.270415546325239e-09
1817,0.0,0.0
1818,0.0,1.192117760062672e-08
1819,0.0,0.0
1820,0.0,2.610625760013363e-08
1821,0.0,8.875339574387908e-09
1822,0.0,5.012807946513931e-09
1823,0.0,4.941343445530322e-09
1824,0.0,5.052667617633233e-09
1825,0.0,0.0
1826,0.0,2.642395191543301e-09
1827,0.0,0.0
1828,0.0,2.7516903755575584e-09
1829,0.0,0.0
1830,0.0,2.0873671680021744e-09
1831,0.0,1.5591206103948707e-09
1832,1.3529969367098715e-09,4.058990921151917e-09
1833,2.3167257001688313e-09,2.3167257001688313e-09
1834,0.0,2.8003592777992026e-09
1835,0.0,3.025235173481633e-09
1836,0.0,0.0
1837,0.0,4.174734669071256e-09
1838,0.0,3.787297142565649e-09
1839,0.0,2.7965900706306e-09
1840,0.0,1.2739377330817092e-09
1841,0.0,3.2102742686390684e-09
1842,1.341653010911159e-09,0.0
1843,0.0,2.3627644840651385e-09
1844,5.488561272137815e-10,9.879410289848067e-09
1845,0.0,6.696273757711424e-09
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,1.6090443422100975e-09
1849,0.0,0.0
1850,6.788996032014438e-10,5.431196825611551e-09
1851,0.0,1.9348316282474798e-09
1852,0.0,3.906327261660181e-09
1853,0.0,5.971931837933653e-09
1854,0.0,6.754363734984281e-09
1855,0.0,1.5920811335945473e-09
1856,0.0,2.0708756931497874e-09
1857,0.0,7.810414592857029e-09
1858,4.893676019968041e-10,4.404308417971237e-09
1859,0.0,2.036869339860914e-09
1860,0.0,1.8308735638683515e-09
1861,0.0,5.659156698811785e-09
1862,0.0,1.8071945717679228e-08
1863,0.0,1.048870412745373e-08
1864,0.0,1.0068928801842958e-08
1865,4.706844358715045e-10,5.648213119435752e-09
1866,4.865612912574591e-10,1.9462452205409875e-09
1867,0.0,5.338092634588065e-09
1868,0.0,9.87974813071446e-10
1869,0.0,7.325278827963189e-09
1870,5.734048791339319e-10,3.4404292748035914e-09
1871,0.0,4.248470908407853e-09
1872,0.0,1.2094678591978436e-09
1873,0.0,4.190203295451056e-09
1874,0.0,3.5847653734322193e-09
1875,0.0,1.5448122780981066e-08
1876,0.0,4.836811839936672e-09
1877,6.184815992682502e-10,1.422507656112515e-08
1878,0.0,4.22736201599605e-09
1879,6.10932526790009e-10,1.2218650868867087e-08
1880,3.2089231272180996e-09,9.626769603698904e-09
1881,0.0,6.972507571312292e-10
1882,1.9966155395678697e-09,5.989846840748214e-09
1883,6.319338941018771e-10,1.2638677882037541e-09
1884,0.0,1.9805090900604227e-09
1885,0.0,8.379326565943757e-09
1886,0.0,6.4534639854230136e-09
1887,0.0,1.1752063988623718e-08
1888,0.0,1.0779045211961602e-08
1889,0.0,6.265136742733546e-10
1890,0.0,7.865263662587552e-09
1891,0.0,7.649063604731055e-09
1892,0.0,4.387958663087943e-09
1893,0.0,6.774258043407144e-09
1894,0.0,9.452309157609307e-09
1895,0.0,1.0833506536300774e-08
1896,0.0,4.717623180994224e-09
1897,0.0,3.4960281336537946e-09
1898,0.0,1.13167097914868e-09
1899,0.0,7.738609753005221e-09
1900,0.0,6.22926377147337e-09
1901,0.0,7.265360757457984e-09
1902,0.0,2.9461704187383475e-09
1903,0.0,9.720396709766987e-09
1904,0.0,8.061937784020756e-09
1905,0.0,1.4966200945210062e-08
1906,5.144184522798412e-10,7.201858220895474e-09
1907,5.142843373384665e-10,6.685696329888913e-09
1908,9.822778146428846e-10,5.40252820258047e-09
1909,5.500983557560346e-10,1.2102163438054703e-08
1910,4.809735609789811e-09,4.275320542035388e-09
1911,0.0,1.276889793899727e-08
1912,0.0,9.376957876838787e-09
1913,0.0,1.6439267724877027e-08
1914,6.696743715117748e-10,4.68772043404897e-09
1915,0.0,3.534228465440492e-09
1916,0.0,6.592477230782379e-09
1917,0.0,6.57985488317081e-09
1918,2.2972752589112133e-09,9.189101035644853e-09
1919,0.0,4.603924352863942e-09
1920,0.0,4.543339038320937e-09
1921,0.0,4.543648568500203e-09
1922,0.0,9.591316185719734e-09
1923,4.246379248229459e-09,6.369568872344189e-09
1924,0.0,5.156649662829693e-09
1925,0.0,4.399271169575059e-09
1926,0.0,7.802296586589819e-09
1927,2.2298449753321847e-09,6.689535148041159e-09
1928,2.2852082448565625e-09,9.14083297942625e-09
1929,0.0,1.5596569369336066e-08
1930,0.0,1.2604324695075775e-08
1931,0.0,7.983749661377715e-09
1932,0.0,8.767629289252454e-09
1933,2.2941324395731044e-09,1.4911860191091364e-08
1934,0.0,3.5944740517379614e-09
1935,1.196828414151696e-09,1.3165112555668657e-08
1936,0.0,1.091224355320719e-08
1937,0.0,6.295559185076627e-09
1938,3.8895642262559704e-09,9.075650453382877e-09
1939,0.0,4.588215141154706e-09
1940,0.0,1.2678914806940611e-08
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,2.6142048525912287e-08
1946,1.3921104269343232e-09,1.5313215584455975e-08
1947,0.0,0.0
1948,0.0,6.523132700664291e-09
1949,0.0,8.835307485632882e-09
1950,3.190608444114673e-09,5.317680518146517e-09
1951,0.0,6.396841278899501e-09
1952,0.0,1.8980646387944944e-08
1953,0.0,1.8315507332999914e-08
1954,0.0,8.795282724349818e-09
1955,0.0,9.385607846468247e-09
1956,0.0,9.593255967388359e-09
1957,0.0,1.9437083054185678e-08
1958,1.6544486891589827e-09,1.4062814024384807e-08
1959,0.0,1.4726420638488946e-08
1960,0.0,1.4533750203327145e-08
1961,0.0,1.042223907177231e-08
1962,0.0,9.512934440181198e-09
1963,0.0,1.3578712154682648e-08
1964,0.0,1.520992043424485e-08
1965,5.472043373977442e-10,1.860494691641179e-08
1966,0.0,1.6617224929404983e-08
1967,0.0,2.120044240161434e-08
1968,0.0,1.6169096617169032e-08
1969,9.083515606356229e-10,2.3617140909593104e-08
1970,2.29936253370866e-09,3.035158507858071e-08
1971,0.0,2.1067428801480048e-08
1972,0.0,2.4111690755113102e-08
1973,0.0,1.653961156922179e-08
1974,2.2502286700643026e-09,2.8690415376786405e-08
1975,5.711480177694739e-10,1.9419033492340532e-08
1976,5.713526873840635e-10,1.656922776760439e-08
1977,0.0,2.11564152863275e-08
1978,0.0,1.7821774278559133e-08
1979,0.0,2.1652301285257636e-08
1980,0.0,1.819248218737357e-08
1981,0.0,1.4548763971333756e-08
1982,0.0,1.0552754226011984e-08
1983,0.0,1.136756910824488e-08
1984,5.799008495621649e-10,2.203623239438457e-08
1985,0.0,1.564045071233977e-08
1986,0.0,1.9182353483415682e-08
1987,1.8332451112712533e-09,8.555143260480236e-09
1988,0.0,1.1393452348240629e-08
1989,0.0,1.8110803523541108e-08
1990,0.0,1.2531897297662908e-08
1991,0.0,9.37834432335194e-09
1992,1.1019888335184191e-09,1.3774860363469088e-08
1993,1.661762283333701e-09,9.416652346772025e-09
1994,0.0,1.476979427650349e-08
1995,5.422450821690461e-10,1.6809597269684673e-08
1996,0.0,1.1209993822092201e-08
1997,4.79489448146353e-10,1.1507747088579379e-08
1998,0.0,1.382757464085671e-08
1999,0.0,9.140402212892695e-09
2000,0.0,8.394259509714175e-09
2001,0.0,8.762423675534592e-09
2002,0.0,1.3143664823189738e-08
2003,0.0,9.58392298855415e-09
2004,4.404791253964646e-10,9.250062049659391e-09
2005,0.0,1.5763124139311913e-08
2006,8.235779835885637e-10,1.1118302500889854e-08
2007,0.0,9.18730247434496e-09
2008,0.0,7.2376473703172906e-09
2009,9.53638501499654e-10,6.198650481792356e-09
2010,9.447586046817946e-10,9.447586379884854e-09
2011,3.82397197240536e-10,9.177532511728259e-09
2012,0.0,5.1063788752969685e-09
2013,2.789125042035323e-10,5.020424964641279e-09
2014,4.330890368553497e-10,6.929424548052232e-09
2015,0.0,5.763096222466402e-09
2016,1.0356700219649184e-09,8.699628128994163e-09
2017,0.0,5.7859059765519305e-09
2018,7.744400121190154e-10,3.0977600484760615e-09
2019,5.1019755087367e-10,3.5713827450933877e-09
