year,bon_ADJ archer_NOUN,bon_ADJ marché_NOUN
1983,3.157658134966823e-09,5.762094431815967e-06
1984,5.799008384599347e-09,5.235344843868006e-06
1985,1.4437338990980209e-08,5.3640730186543806e-06
1986,1.3187867686781374e-08,5.38964178531387e-06
1987,7.944061963804927e-09,5.31396645442328e-06
1988,5.99655392008458e-09,5.182821340099508e-06
1989,1.4817929994137558e-08,5.1121856472491345e-06
1990,4.90378582185258e-09,5.3222423161969346e-06
1991,1.2895223555631219e-08,5.4705054424175614e-06
1992,6.61193322315512e-09,5.407458985473568e-06
1993,4.985286850001103e-09,5.393526180341723e-06
1994,5.8024192117756e-09,5.436866672425822e-06
1995,7.0491861237087505e-09,5.244594433406746e-06
1996,9.074756945892659e-09,5.298590195934594e-06
1997,8.151320618488e-09,5.257122381863155e-06
1998,8.58263260461456e-09,5.174850485900606e-06
1999,3.1991407301035224e-09,5.097145560739591e-06
2000,1.1045078851523726e-08,4.814328747215768e-06
2001,1.3143635513301888e-08,4.698849522810633e-06
2002,1.0953053908302479e-08,4.831610880273729e-06
2003,1.0417307017007715e-08,4.736957890827398e-06
2004,8.369103632333008e-09,5.016616768216409e-06
2005,6.7556245042510454e-09,4.994658468149282e-06
2006,9.471146533712727e-09,4.997059534161963e-06
2007,9.18730247434496e-09,5.026253717232976e-06
2008,1.3198063086861112e-08,5.770959319306712e-06
2009,1.1443662017995848e-08,5.94641281281838e-06
2010,1.322662068758973e-08,6.265166646812759e-06
2011,1.414869643667771e-08,8.340083098801188e-06
2012,1.0212757750593937e-08,9.089014582741584e-06
2013,2.1755175438897822e-08,7.633556265318475e-06
2014,1.775665126046988e-08,7.076025099195249e-06
2015,2.8593822865019547e-08,7.35393203399326e-06
2016,1.9884863977637224e-08,8.036384784304573e-06
2017,1.635147306444651e-08,5.857852713120337e-06
2018,1.4198066722315161e-08,6.370543388811711e-06
2019,2.0918099252753564e-08,8.622083157661109e-06
