year,bon_ADJ archer_NOUN,bon_ADJ marché_NOUN
1800,2.5153315874604232e-08,4.672228442359483e-06
1801,0.0,5.776748946972887e-06
1802,0.0,4.67484824184794e-06
1803,2.145373123596528e-08,4.5033334572508465e-06
1804,1.9774807569206132e-08,3.3369988876597034e-06
1805,0.0,3.206765995855676e-06
1806,2.881669125542885e-09,2.775047278191778e-06
1807,0.0,2.744464836723637e-06
1808,4.5321479902327155e-09,2.6717011678556446e-06
1809,0.0,3.948785279428435e-06
1810,2.3401267590372754e-09,2.5156361971312435e-06
1811,7.521229861140455e-09,2.903194854297908e-06
1812,0.0,2.3444761154678417e-06
1813,2.8757416448144113e-09,2.795220780171803e-06
1814,1.2586708564299443e-08,2.7627825147646945e-06
1815,0.0,3.6331600767880445e-06
1816,0.0,2.5771755645109806e-06
1817,4.670620334934483e-09,3.1775787192600546e-06
1818,1.1921176934492905e-08,2.878964323826949e-06
1819,2.070210003424222e-09,3.0173309824022e-06
1820,3.20394981656591e-08,3.429413012234761e-06
1821,9.86148829262845e-10,3.453493263805285e-06
1822,1.1028177482330648e-08,4.425306997291045e-06
1823,1.9765373782121287e-09,4.360241291578859e-06
1824,2.6105450245950124e-08,3.3911821901710937e-06
1825,2.6416328680056722e-08,3.5653238228405826e-06
1826,3.963592831723872e-08,3.892248059855774e-06
1827,7.373818444733615e-09,3.3209835237357765e-06
1828,4.586150570418113e-09,3.756974592761253e-06
1829,1.714635211591542e-09,4.070544155798661e-06
1830,2.6092090266160994e-08,3.949298843508586e-06
1831,4.2096257146795324e-08,5.346224497770891e-06
1832,5.141388470519814e-08,5.0385606300551444e-06
1833,3.4750886612755494e-09,5.344686208830218e-06
1834,1.8669061851994684e-09,5.0602493502083234e-06
1835,1.739510224751939e-08,5.226093890087213e-06
1836,3.36037508930076e-08,4.841628197027603e-06
1837,1.530736071231331e-08,5.388190857047448e-06
1838,2.209256599883247e-08,4.862258292215316e-06
1839,2.866504900111977e-08,5.666590823238948e-06
1840,1.7835128929277744e-08,5.339073008758799e-06
1841,1.0272877659645019e-08,5.626968686556211e-06
1842,9.391571076378114e-09,5.6738504099485e-06
1843,1.1813821920725331e-08,6.094160198699683e-06
1844,9.330554218145437e-09,6.125234449427808e-06
1845,5.022205318283568e-09,5.874864200450247e-06
1846,1.1123552745573306e-08,7.367889761411561e-06
1847,5.9325460100012606e-09,7.3164473848308376e-06
1848,4.82713291560799e-09,9.362224773212802e-06
1849,2.513824481908955e-09,7.027815311477781e-06
1850,1.2899092460827433e-08,7.2825559600531165e-06
1851,1.0319102017319892e-08,9.14917382033309e-06
1852,9.114764054629632e-09,7.334780548262643e-06
1853,4.180352064508952e-09,7.221857231343165e-06
1854,4.2084881357595805e-08,8.126538887154311e-06
1855,1.1675261646360013e-08,7.835162286085051e-06
1856,4.659470143053568e-09,8.755662747716997e-06
1857,2.39193944651106e-08,7.947097153737648e-06
1858,1.3702292633865909e-08,7.512282182986496e-06
1859,1.2730433596175317e-08,7.914256158203514e-06
1860,6.408057640072684e-09,7.465387170668691e-06
1861,4.715963619617014e-09,9.342796194133918e-06
1862,1.2650361647104091e-08,7.917770801890711e-06
1863,1.5982786649715308e-08,8.19317574496381e-06
1864,1.1507347075223606e-08,8.059937499638181e-06
1865,2.023943146411966e-08,8.156020199767688e-06
1866,1.4596838404656864e-08,7.785953947792024e-06
1867,1.1161466417775046e-08,9.904102915569979e-06
1868,1.531360993567432e-08,1.057034245122157e-05
1869,2.8812763730456936e-08,7.223213322138378e-06
1870,1.0894693147633916e-08,7.2076993298253456e-06
1871,2.442870794538976e-08,7.776825588834413e-06
1872,1.9351485747165498e-08,7.233222440561349e-06
1873,1.6760813181804224e-08,7.231692064291195e-06
1874,1.6131444624534197e-08,6.8355505433714825e-06
1875,1.4875970677508121e-08,6.663862560429834e-06
1876,1.0882827083946722e-08,6.8265554489244096e-06
1877,1.1132669008873108e-08,6.871949077336126e-06
1878,9.058632954861423e-09,7.159943653078926e-06
1879,2.7491964260661916e-08,8.451029570366586e-06
1880,1.2835692508872398e-08,8.065307213200867e-06
1881,3.4862537301449947e-09,7.807814313309791e-06
1882,2.3293848627758962e-08,8.212745385094422e-06
1883,1.9589950994713945e-08,8.228410990795965e-06
1884,1.4523733327109767e-08,1.0205563185650135e-05
1885,1.4180398189012067e-08,9.435121739898022e-06
1886,7.098810372863085e-09,9.171017410380955e-06
1887,7.1818169189441505e-09,8.607081724676391e-06
1888,1.0779045211961602e-08,8.390535413127509e-06
1889,2.0048437576747347e-08,9.446573187688045e-06
1890,3.9326319978272295e-09,9.518935073060675e-06
1891,6.3742202627281586e-09,1.0513638699194416e-05
1892,3.1342561879199593e-09,9.13259566459601e-06
1893,1.847525021858587e-09,9.431615268340465e-06
1894,1.071261657159539e-08,1.0132875502222305e-05
1895,9.027921521465032e-09,1.1417913256650536e-05
1896,1.7691087705884456e-08,1.0982037252915688e-05
1897,1.631479840114025e-08,1.3591974521887096e-05
1898,2.26334195829736e-09,1.0647892224824318e-05
1899,4.4220627160029835e-09,1.0398480810636102e-05
1900,1.1939421895590385e-08,1.108756998746685e-05
1901,6.706486921359556e-09,1.0770617848265829e-05
1902,9.820567692386817e-10,1.158728812811205e-05
1903,8.100330184390714e-09,1.1412825898560186e-05
1904,7.524475265086039e-09,1.1439889476605458e-05
1905,9.805441791854719e-09,1.1806268389591423e-05
1906,1.0802787109298606e-08,1.4198464100445563e-05
1907,1.3885677496716653e-08,1.3474249243472514e-05
1908,4.911389073214423e-09,1.2713130232100411e-05
1909,6.60118004702781e-09,1.1636780641310907e-05
1910,9.085056262847502e-09,1.2025408096860701e-05
1911,1.4897047151407605e-08,1.2721014769567773e-05
1912,4.688478938419394e-09,1.5859040388477297e-05
1913,1.590896836489719e-08,1.7508350111938853e-05
1914,7.366418142140674e-09,1.523308256423661e-05
1915,1.1780761921542648e-09,1.1977500406601393e-05
1916,2.197492410260793e-09,1.171043689396356e-05
1917,1.2063067211798284e-08,1.1600283642110298e-05
1918,4.594550517822427e-09,1.1948128275207637e-05
1919,6.4454939163738345e-09,1.3744555616312937e-05
1920,5.300562211374427e-09,1.3110562207430121e-05
1921,7.572747762196741e-09,1.4598742865246095e-05
1922,1.4018077365562931e-08,1.4119893393171878e-05
1923,1.4862327368803108e-08,1.3381402908407836e-05
1924,7.734974438733389e-09,1.1887367207918942e-05
1925,6.598906754362588e-09,1.1246736789871647e-05
1926,1.7833821974733155e-08,1.026447900187577e-05
1927,7.804457302640344e-09,1.0333101158721547e-05
1928,6.8556245125250825e-09,1.5700523306350078e-05
1929,2.2280812750352652e-09,1.2209885710490198e-05
1930,1.1553964007759987e-08,1.1175833748211517e-05
1931,9.124285327288817e-09,1.1478350728566511e-05
1932,2.082312011708609e-08,1.1438468646929323e-05
1933,1.0323596200123575e-08,9.52294409728438e-06
1934,8.38710612072191e-09,1.0567753832901872e-05
1935,1.0771455727365264e-08,1.0280756328029383e-05
1936,2.424942913137329e-09,9.634298308469624e-06
1937,1.2591118148108649e-09,9.61709594093918e-06
1938,2.2040865133021725e-08,9.196226542940167e-06
1939,1.2235240376412548e-08,8.323021930323193e-06
1940,5.0715658339584024e-09,6.585428138805582e-06
1941,8.854508237732261e-09,5.953180732376495e-06
1942,9.102635090130207e-09,6.5781709679413325e-06
1943,8.709705845433291e-09,6.262278148483347e-06
1944,6.4263723231761105e-09,6.3235505791681135e-06
1945,8.714016175304096e-09,6.552940220672099e-06
1946,1.6705325123211878e-08,7.755447256840853e-06
1947,7.152522574216391e-09,8.074005990010846e-06
1948,2.391815279167986e-08,8.46159016987258e-06
1949,8.835307596655184e-09,8.617370298225069e-06
1950,1.2762433776458693e-08,1.00801954090457e-05
1951,1.2793682557799002e-08,6.764659588043287e-06
1952,0.0,7.563787676190259e-06
1953,1.0773827385790469e-09,6.8198329046254e-06
1954,5.863521668203475e-09,7.050884988757389e-06
1955,1.0324169075204281e-08,6.614976200580713e-06
1956,1.5698054411927842e-08,6.755396299240601e-06
1957,5.301022731885041e-09,6.187176794014704e-06
1958,6.617794756635931e-09,6.143795118873641e-06
1959,1.3176271629333769e-08,5.8308876162982415e-06
1960,8.305000243069571e-09,6.050192411066746e-06
1961,1.250668635321972e-08,5.920526461977715e-06
1962,6.976152100435229e-09,6.171992126269288e-06
1963,1.2285501282960354e-08,5.706938708271991e-06
1964,7.909158661334459e-09,6.121688812754655e-06
1965,6.01924787790864e-09,5.516366940128137e-06
1966,1.495550172592175e-08,5.896344987377233e-06
1967,1.429797347185513e-08,5.45048619926547e-06
1968,1.0330256650092906e-08,5.685683277079079e-06
1969,1.0900218866405353e-08,5.753952990517064e-06
1970,4.598724956395017e-09,5.748865930854663e-06
1971,1.0790635052160269e-08,5.758601986372014e-06
1972,6.156176013405457e-09,5.5436367176753265e-06
1973,8.269805285010534e-09,5.5330512509499385e-06
1974,1.2938814519802833e-08,5.892223697401278e-06
1975,2.8557400888473694e-09,5.862834242975623e-06
1976,5.142174241967723e-09,5.560404289894905e-06
1977,4.11374712072643e-09,5.867966820005677e-06
1978,4.158414057542359e-09,5.945937928686362e-06
1979,7.022368020415115e-09,6.096585678960764e-06
1980,8.527726080842513e-09,6.027965469002083e-06
1981,3.1627747087981106e-09,5.787245385135975e-06
1982,6.2075020679230875e-09,5.619651645361046e-06
