year,en_ADP art_NOUN,en_ADP mare_NOUN
1800,3.5529058095562505e-07,9.432493897065797e-09
1801,2.3335590038087162e-07,2.3811825844433088e-09
1802,2.528759353026544e-07,0.0
1803,2.96451567294298e-07,1.950339223455444e-09
1804,3.5347467886026607e-07,0.0
1805,4.3780317948716174e-07,2.842877711017877e-09
1806,1.2679343619481642e-07,1.4408345627714425e-08
1807,4.0711458382247656e-07,2.8469551160981155e-09
1808,1.994145080175258e-07,0.0
1809,3.478907117937524e-07,0.0
1810,3.1591712490453006e-07,0.0
1811,3.133846036007526e-07,2.5070767684098882e-09
1812,2.347143261971496e-07,0.0
1813,3.163315744902917e-07,2.8757416448144113e-09
1814,2.1082736223476672e-07,3.1466771410748606e-09
1815,3.425474046636623e-07,2.697223555614414e-09
1816,1.9931394135142e-07,0.0
1817,1.7125607354451233e-07,3.113746815941454e-09
1818,2.0027577329884139e-07,1.1921177378582115e-09
1819,2.856889746993829e-07,4.140420006848444e-09
1820,2.9191542783024715e-07,1.1866481131050932e-09
1821,3.4416593208685953e-07,1.97229765852569e-09
1822,3.448811725093037e-07,2.0051231786055723e-09
1823,2.5793813007712885e-07,2.9648061783404955e-09
1824,2.080014889216386e-07,8.421112696055388e-10
1825,2.3246369362794894e-07,0.0
1826,1.98179641364149e-07,1.7615968683770689e-09
1827,2.1199727545662128e-07,2.7651818612639545e-09
1828,1.6601865127086057e-07,2.7516904310687096e-09
1829,1.3974277424111392e-07,2.571952817387313e-09
1830,1.6281463843803579e-07,2.0873671680021744e-09
1831,2.2451337100548585e-07,1.5591206103948707e-09
1832,2.0565553371376666e-07,1.3529969367098715e-09
1833,2.3283092964732077e-07,3.475088550253247e-09
1834,2.1936147609480372e-07,1.0267983796552471e-08
1835,2.102538445569735e-07,2.2689263801112247e-09
1836,2.5337227693711384e-07,1.3441500135158435e-09
1837,2.5048406193661776e-07,6.957890930081589e-10
1838,1.956770185884693e-07,1.8936485712828244e-09
1839,1.8527408773838516e-07,6.9914751765765e-10
1840,2.465069468549075e-07,5.732719632334238e-09
1841,2.3499206980304166e-07,1.0272877659645019e-08
1842,1.6837745286935046e-07,2.683306021822318e-09
1843,2.72308605886451e-07,7.088293507706567e-09
1844,1.816713766089606e-07,5.488561272137815e-10
1845,2.310214348710815e-07,2.2320911785556063e-09
1846,2.3418005912212436e-07,2.3418005312692003e-09
1847,2.448523579445805e-07,4.853901280910122e-09
1848,2.0273959022709676e-07,1.6090443422100975e-09
1849,1.458018203948086e-07,2.513824481908955e-09
1850,2.0570657888185906e-07,1.4935791270431764e-08
1851,2.2121575149469663e-07,5.8044946626978344e-09
1852,2.500049509635005e-07,1.9531636308300904e-09
1853,1.9587936606058065e-07,3.5831591027601917e-09
1854,2.51989728639046e-07,2.0782658372020535e-09
1855,3.5874894521725764e-07,0.0
1856,2.4746964832900176e-07,4.6594703095870216e-09
1857,1.9965372066721443e-07,3.417056471111124e-09
1858,2.1630048152587733e-07,1.9574704079872163e-09
1859,2.3373075563881685e-07,7.1290429115578036e-09
1860,2.0093836816670319e-07,5.492620663849479e-09
1861,1.876953561463779e-07,3.7727710400226044e-09
1862,2.218331287551223e-07,5.4215836819970775e-09
1863,2.497310411797571e-07,4.4951587452324304e-09
1864,3.1213678575170434e-07,2.397363974004918e-09
1865,2.4051974989447444e-07,5.648213119435752e-09
1866,2.4182096414193666e-07,3.8924903300596725e-09
1867,3.2174139263929646e-07,5.338092634588065e-09
1868,3.606107963349814e-07,5.433861693937558e-09
1869,2.6224497418070314e-07,3.4184635122613827e-09
1870,3.314280263566616e-07,1.1468097582678638e-09
1871,2.570324895145859e-07,1.0621177271019633e-09
1872,2.9087701491903317e-07,6.652073447632745e-09
1873,2.9690581726526943e-07,7.781805422268917e-09
1874,2.8976854693496534e-07,5.377148060148329e-09
1875,3.684663383296538e-07,8.010138330405425e-09
1876,4.867041951683859e-07,1.209202959984168e-08
1877,2.9996358463790784e-07,1.5462040314773162e-08
1878,3.9314468480711184e-07,3.623453259660181e-09
1879,4.1726692145971356e-07,7.331190321480108e-09
1880,3.651754560962672e-07,1.1552123480029763e-08
1881,4.288092299020718e-07,1.743126887276958e-08
1882,5.623800376497456e-07,5.324308105514319e-09
1883,5.579976374292528e-07,8.847074184359371e-09
1884,7.189247916983277e-07,9.902545450302114e-09
1885,5.343431936921661e-07,1.1602144245337342e-08
1886,5.97590766204803e-07,7.098810428374236e-09
1887,5.490825607523675e-07,1.0446279397058333e-08
1888,6.73373254045373e-07,2.1558090423923204e-08
1889,6.641044763000536e-07,1.7542383545787743e-08
1890,6.757572421633995e-07,1.4419650029573461e-08
1891,7.272985200756921e-07,2.5496880162734215e-09
1892,8.07384399337252e-07,3.761107425503951e-09
1893,8.917387077644889e-07,5.542574843531156e-09
1894,8.86626551732661e-07,8.822155006527055e-09
1895,8.925605605725195e-07,5.416753268150387e-09
1896,1.0325697559210312e-06,7.076434549446731e-09
1897,1.0447297391635857e-06,1.5149455578900017e-08
1898,1.0603756770422024e-06,7.355861253444118e-09
1899,9.557183062725016e-07,8.844125432005967e-09
1900,1.077143508609879e-06,1.505405378132707e-08
1901,9.802648186507668e-07,1.229522550438844e-08
1902,1.0051350756157262e-06,7.856454264931756e-09
1903,1.1864283351314953e-06,1.566063789759653e-08
1904,1.1963915405033276e-06,1.9348649793471395e-08
1905,1.253032266390619e-06,1.5998353308788182e-08
1906,1.1188601689582356e-06,1.9033483289465636e-08
1907,1.1509683268684512e-06,1.131425531042396e-08
1908,1.2754877047882474e-06,2.1118972570732808e-08
1909,1.3389394126761545e-06,1.9253443006572724e-08
1910,1.2344987538881469e-06,1.2825961515083861e-08
1911,1.2891266258918677e-06,1.5429085564733214e-08
1912,1.4065436957366728e-06,1.3544494747996794e-08
1913,1.456200919847106e-06,1.696956736241262e-08
1914,1.4284154019605921e-06,1.808120764223986e-08
1915,8.281875860660648e-07,2.2383447761953335e-08
1916,1.1295111193021512e-06,1.8678685709261345e-08
1917,1.1646342876758808e-06,1.2063066656686772e-08
1918,1.202623650442547e-06,2.2972752589112133e-09
1919,1.480621982352659e-06,6.445493971884986e-09
1920,1.7787172410521634e-06,1.3630017114962811e-08
1921,1.535753170855969e-06,2.1960968432654937e-08
1922,1.690285010624848e-06,1.1066902949607993e-08
1923,1.5531132007140513e-06,1.2739137744688378e-08
1924,1.5805131141632955e-06,2.0626598762341075e-08
1925,1.452859351047664e-06,1.429763130111894e-08
1926,1.4512271810929178e-06,2.0063049888108253e-08
1927,1.5765004022227913e-06,2.787306230267461e-08
1928,1.5619398716637534e-06,1.4853853147478446e-08
1929,1.3279364559082296e-06,2.1166771890790415e-08
1930,1.3287059026367842e-06,1.8906486376479847e-08
1931,1.2374812570215e-06,1.2545892325022123e-08
1932,1.0203328280056212e-06,1.9727165900818022e-08
1933,1.2457138822696834e-06,9.176529758292418e-09
1934,1.0028582657639618e-06,1.9170528275935794e-08
1935,1.18845058949546e-06,1.555876938397205e-08
1936,1.0851619407503676e-06,1.6974599503782883e-08
1937,1.1344597474760576e-06,1.510934188875268e-08
1938,1.1318632360257652e-06,1.5558257571157696e-08
1939,9.925838426738665e-07,2.9058696782158222e-08
1940,9.357038877055857e-07,2.5357829613881222e-08
1941,1.4167212469828883e-06,8.854507793643052e-09
1942,1.225821534944771e-06,3.944475324146879e-08
1943,1.1903264542922898e-06,5.806470415592457e-09
1944,1.1374679331765947e-06,1.2852744646352221e-08
1945,1.4225631375097691e-06,1.742803190651898e-08
1946,1.3238969991391514e-06,1.9489545088902105e-08
1947,1.391165618258583e-06,2.145756705651536e-08
1948,1.3133240273077718e-06,1.9569398546082084e-08
1949,1.2585404540743639e-06,2.1597418964347526e-08
1950,1.1039505167786956e-06,2.0207187478860078e-08
1951,1.1610266525963198e-06,9.595261918349252e-09
1952,1.1198581582050338e-06,1.4762725264461096e-08
1953,1.0515255262077972e-06,1.616074141175261e-08
1954,1.300724580488577e-06,1.661331139324318e-08
1955,1.2773812763100523e-06,4.6928039232341234e-09
1956,1.3317183018557444e-06,1.4825940475304833e-08
1957,1.03369938386777e-06,1.7670074847764283e-08
1958,1.0174859284006743e-06,1.0753916701577992e-08
1959,1.1137824067475321e-06,3.10029915073784e-08
1960,1.0035208433123444e-06,8.997083078554624e-09
1961,1.0102623697605395e-06,2.2234108942864594e-08
1962,1.0527647802405227e-06,1.0781325887609938e-08
1963,1.2725192561902077e-06,2.0691370394843034e-08
1964,1.0665196583659053e-06,1.520992043424485e-08
1965,1.329159285745618e-06,5.472043540510896e-09
1966,1.118893070639615e-06,1.4401594139457075e-08
1967,1.0669246464090065e-06,1.6763140986419955e-08
1968,1.8221673983020992e-06,1.0779398124105555e-08
1969,1.1640525485745457e-06,1.2262745763269578e-08
1970,1.3313308500073617e-06,8.737577605888447e-09
1971,1.4998982180713938e-06,1.1818314327172175e-08
1972,1.1804468265097512e-06,1.3851396363229185e-08
1973,1.2057376821417165e-06,1.8193573092517568e-08
1974,9.659106261494799e-07,1.743927241504295e-08
1975,1.1057425517435604e-06,1.884788369821422e-08
1976,1.086712789089006e-06,1.4855170149541408e-08
1977,1.1935744268498638e-06,2.350712730025961e-08
1978,1.2011875334394517e-06,1.7821774500603738e-08
1979,1.1095341534428371e-06,1.2289143924704149e-08
1980,1.4355005859556513e-06,1.0801786354264209e-08
1981,1.0557342129402514e-06,1.581387387705746e-08
1982,1.0844506803664444e-06,1.3656504593839713e-08
1983,1.2851667960944724e-06,1.4525227021167098e-08
1984,1.1731394771175019e-06,1.797692716909438e-08
1985,1.1537839981201614e-06,1.7445118460912568e-08
1986,1.330775774022186e-06,1.3187867797803676e-08
1987,1.3517126618012298e-06,7.33298027855156e-09
1988,1.2676715250847792e-06,7.795520118314414e-09
1989,1.3648960042189628e-06,1.5366742545097622e-08
1990,1.3212978799970188e-06,8.717841171179685e-09
1991,1.3698244174520369e-06,1.4067516873605967e-08
1992,1.3493852826229613e-06,1.542784416885823e-08
1993,1.5487623485910262e-06,1.218625611532076e-08
1994,1.4384725339766646e-06,1.002236066360851e-08
1995,1.3306693880110743e-06,1.138714633697191e-08
1996,1.4834557653387037e-06,1.014237538399243e-08
1997,1.4499760467856504e-06,1.198723642570343e-08
1998,1.420425721931906e-06,1.096669710598519e-08
1999,1.4492107993646641e-06,1.1882523326400829e-08
2000,1.4049340499866503e-06,1.8113928690333125e-08
2001,1.5636544645758477e-06,7.448059946568719e-09
2002,1.7196294628263331e-06,1.3143664545633982e-08
2003,1.5580125136693823e-06,1.500092217110449e-08
2004,1.553569848766756e-06,1.2333415178034102e-08
2005,1.5398320449833136e-06,9.007499190971657e-09
2006,1.6945116705358032e-06,1.4412614990355621e-08
2007,1.7495819939483681e-06,9.9861987290506e-09
2008,1.8762536164729227e-06,1.3623807137985722e-08
2009,1.4280737055116788e-06,1.0013204043701762e-08
2010,1.3184106713026722e-06,1.6533275637442557e-08
2011,1.4022505183675094e-06,1.9502257309067517e-08
2012,1.1901267917835412e-06,2.0085090535193473e-08
2013,1.1544188609491357e-06,1.8966049897262138e-08
2014,1.065832080371365e-06,2.1654451481945003e-08
2015,1.3982158009184786e-06,2.1279123019191104e-08
2016,1.0690185696660137e-06,1.6777854328076103e-08
2017,1.122214264626109e-06,2.1382696474558927e-08
2018,1.205803044967979e-06,1.961914775083784e-08
2019,1.2114640455251902e-06,1.7091617954267946e-08
