year,ton_DET hôtel_NOUN,ton_DET motel_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,9.751696339321825e-09,0.0
1804,2.7190359741524617e-08,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,2.039466551195801e-08,0.0
1809,1.129515236897305e-08,0.0
1810,2.3401267590372754e-09,0.0
1811,5.0141535368197765e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,8.627224934443234e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,2.023935474770866e-08,0.0
1818,9.536941680821087e-09,0.0
1819,7.24573512300708e-09,0.0
1820,3.5599443393152796e-09,0.0
1821,6.903041582795311e-09,0.0
1822,1.9048670196752937e-08,0.0
1823,1.087095569118901e-08,0.0
1824,2.778967189698278e-08,0.0
1825,1.3208164784117571e-08,0.0
1826,1.7615968683770689e-09,0.0
1827,1.7512818750731185e-08,0.0
1828,1.2841221419535032e-08,0.0
1829,2.571952872898464e-09,0.0
1830,8.349468894053302e-09,0.0
1831,6.236482419375022e-08,0.0
1832,1.0823975493678972e-08,0.0
1833,9.26690302271993e-09,0.0
1834,9.334531370086552e-09,0.0
1835,2.7983425354705105e-08,0.0
1836,1.6129799718100912e-08,0.0
1837,2.5048407792382932e-08,0.0
1838,3.597932263232906e-08,0.0
1839,2.2372720676067104e-08,0.0
1840,1.52872523528913e-08,0.0
1841,8.346713098461578e-09,0.0
1842,2.2808102073668124e-08,0.0
1843,2.4218335170633765e-08,0.0
1844,1.1525978393933656e-08,0.0
1845,1.674068395018935e-08,0.0
1846,2.3418005312692003e-08,0.0
1847,8.629157832729106e-09,0.0
1848,7.24069959545659e-09,0.0
1849,5.02764896381791e-09,0.0
1850,1.765138968323754e-08,0.0
1851,7.739326512989919e-09,0.0
1852,1.5625309046640723e-08,0.0
1853,1.4929829816878737e-08,0.0
1854,1.1950028522278444e-08,0.0
1855,1.2736649068756378e-08,0.0
1856,4.659470143053568e-09,0.0
1857,1.5132678443663394e-08,0.0
1858,1.0766087576996597e-08,0.0
1859,1.0693564256314403e-08,0.0
1860,1.0985241327698958e-08,0.0
1861,1.4147891136406798e-08,0.0
1862,1.2650361647104091e-08,0.0
1863,7.991393324857654e-09,0.0
1864,1.9178912680217763e-08,0.0
1865,1.2708479879552925e-08,0.0
1866,2.238181906477621e-08,0.0
1867,3.10579952866874e-08,0.0
1868,1.531360993567432e-08,0.0
1869,2.0999132543941812e-08,0.0
1870,1.6628741050794815e-08,0.0
1871,7.222400832951337e-08,0.0
1872,3.4469834098160845e-08,0.0
1873,2.334541804316359e-08,0.0
1874,4.540703102406951e-08,0.0
1875,2.5746871967768925e-08,0.0
1876,1.874264565771e-08,0.0
1877,1.917292880015964e-08,0.0
1878,3.019544281279707e-09,0.0
1879,1.832797535961106e-08,0.0
1880,2.0537107570106627e-08,0.0
1881,8.367009307619355e-09,0.0
1882,1.9966154951589488e-08,0.0
1883,1.895801765572358e-08,0.0
1884,1.1222884843675729e-08,0.0
1885,9.023890190640316e-09,0.0
1886,2.0651083898481915e-08,0.0
1887,1.5016526300204447e-08,0.0
1888,3.804368819970705e-09,0.0
1889,1.0650732740202784e-08,0.0
1890,1.7041405009354804e-08,0.0
1891,6.3742202627281586e-09,0.0
1892,6.8953636134239105e-09,0.0
1893,3.079208221734575e-09,0.0
1894,1.2603078136663726e-08,0.0
1895,1.2037228991346183e-08,0.0
1896,9.435246139943843e-09,0.0
1897,1.5149455023788505e-08,0.0
1898,1.0185038590293516e-08,0.0
1899,1.2160672469008205e-08,0.0
1900,1.1939421784568083e-08,0.0
1901,1.0618603829559703e-08,0.0
1902,1.2275709337927765e-08,0.0
1903,7.560308379339631e-09,0.0
1904,1.2361637935498493e-08,0.0
1905,1.7546580910465792e-08,0.0
1906,9.773950537805831e-09,0.0
1907,1.6971383132169393e-08,0.0
1908,1.4243028534366431e-08,0.0
1909,4.4007870125817306e-09,0.0
1910,2.404867771588215e-08,0.0
1911,1.7025198029152477e-08,0.0
1912,2.0837684855390393e-08,0.0
1913,1.6969566640767653e-08,0.0
1914,1.674185973188358e-08,0.0
1915,3.534228465440492e-09,0.0
1916,1.2086207812345151e-08,0.0
1917,1.2063066989753679e-08,0.0
1918,6.89182577673364e-09,0.0
1919,2.762354567309444e-09,0.0
1920,1.3630017114962811e-08,0.0
1921,9.087296748422347e-09,0.0
1922,2.4347187543849458e-08,0.0
1923,1.4862327368803108e-08,0.0
1924,3.351822430719409e-08,0.0
1925,3.519416846842205e-08,0.0
1926,1.114613823460786e-08,0.0
1927,1.56089151603922e-08,0.0
1928,2.1709478326137344e-08,0.0
1929,2.33948540540041e-08,0.0
1930,3.0460451272418254e-08,0.0
1931,9.124285327288817e-09,0.0
1932,8.767629400274757e-09,0.0
1933,1.0323596200123575e-08,0.0
1934,3.834105655187159e-08,0.0
1935,2.393656828303392e-08,0.0
1936,1.33371855781661e-08,0.0
1937,2.392312481447334e-08,0.0
1938,7.779128785578848e-09,0.0
1939,9.176430282309411e-09,0.0
1940,0.0,0.0
1941,1.1806010391524069e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,3.855823393905666e-08,0.0
1945,1.742803235060819e-08,0.0
1946,1.1136883415474585e-08,0.0
1947,5.4836005514147246e-08,0.0
1948,2.0656586663392318e-08,0.0
1949,2.7487622622501817e-08,0.0
1950,3.08425478490193e-08,0.0
1951,1.8124383327489113e-08,0.0
1952,2.319856839960721e-08,0.0
1953,2.370241980464982e-08,0.0
1954,3.5181128898997827e-08,0.0
1955,3.566530937249013e-08,0.0
1956,1.9186510602509088e-08,0.0
1957,2.73886176516136e-08,0.0
1958,2.647117886001027e-08,0.0
1959,2.9452842387200917e-08,0.0
1960,2.353083339290407e-08,0.0
1961,2.292892631317045e-08,0.0
1962,2.727041215067061e-08,0.0
1963,2.9097239173658807e-08,0.0
1964,3.28534297544536e-08,0.0
1965,1.8057742523502895e-08,0.0
1966,2.6033650901702288e-08,0.0
1967,2.2186510961752504e-08,0.0
1968,1.8863945905334134e-08,0.0
1969,1.9983733778872192e-08,4.5417578031781147e-10
1970,2.713247765351312e-08,0.0
1971,1.7470551560982983e-08,0.0
1972,1.641647029426707e-08,0.0
1973,1.9847533616612623e-08,0.0
1974,1.8564386528030496e-08,0.0
1975,1.1994108373158952e-08,0.0
1976,1.1998406601598788e-08,1.142705374768127e-09
1977,2.7033195959536016e-08,0.0
1978,2.4356423655724768e-08,5.940591352171509e-10
1979,3.043026208793265e-08,0.0
1980,1.6486937370885357e-08,0.0
1981,2.1506868008724922e-08,0.0
1982,1.6139505731871395e-08,0.0
1983,2.462973291983417e-08,0.0
1984,1.971662860755785e-08,0.0
1985,1.1429560631270874e-08,0.0
1986,2.158014755782034e-08,0.0
1987,2.0165694891716157e-08,0.0
1988,2.0987938442740273e-08,0.0
1989,2.085486427993999e-08,5.488122178931576e-10
1990,2.724325437464259e-08,0.0
1991,1.4653663171770859e-08,0.0
1992,2.4794748365586372e-08,0.0
1993,2.6034275180109034e-08,0.0
1994,2.4792155772779267e-08,0.0
1995,1.1929392029763619e-08,0.0
1996,1.81495130036069e-08,0.0
1997,1.1507747088579379e-08,0.0
1998,1.2873948684877234e-08,0.0
1999,2.1022924651115105e-08,0.0
2000,2.209015759202515e-08,0.0
2001,2.4972906575992937e-08,8.762423564512289e-10
2002,1.8839252879931934e-08,0.0
2003,3.8335690011326307e-08,0.0
2004,2.8631143872415166e-08,0.0
2005,2.612174831995162e-08,0.0
2006,2.923701880597207e-08,0.0
2007,4.473817094563515e-08,1.997239706952314e-09
2008,6.726754553376679e-08,1.7029758714315335e-09
2009,8.105927040702454e-08,6.198650481792356e-09
2010,1.1242627434571162e-07,2.8342759250676863e-09
2011,1.1013039513674272e-07,4.971163480860241e-09
2012,1.232339469914301e-07,3.744677901096338e-09
2013,1.2941539917488143e-07,1.9523875849358774e-09
2014,1.5244734674624283e-07,3.031623174720721e-09
2015,1.4075253954026756e-07,4.654808538617772e-09
2016,1.49550757333472e-07,1.6570720351438695e-09
2017,1.368492505982033e-07,2.264050280587071e-09
2018,1.4120622920943404e-07,3.614053500911041e-09
2019,1.2933507559376167e-07,4.08158040698936e-09
