year,mon_DET arbre_NOUN,mon_DET marbre_NOUN
1800,1.5406406550511065e-07,1.5720821977538435e-08
1801,1.0953440221506128e-07,0.0
1802,7.161088433349505e-08,1.5664880947952042e-08
1803,3.510610468993036e-08,0.0
1804,5.6852572427601444e-08,0.0
1805,5.685755333217912e-08,0.0
1806,2.5935023018064385e-08,0.0
1807,2.2775641372874134e-08,0.0
1808,5.211970233176544e-08,1.3596443970698147e-08
1809,1.4231892664362533e-07,0.0
1810,2.3401266702194334e-08,0.0
1811,7.521229861140455e-09,0.0
1812,7.734903562095496e-08,0.0
1813,8.91479885467561e-08,8.627225156487839e-09
1814,4.720015622794449e-08,1.2586708564299443e-08
1815,2.697223555614414e-09,0.0
1816,3.244645441213834e-08,0.0
1817,5.293369653713853e-08,0.0
1818,1.0729059640723904e-08,0.0
1819,2.3807414706311647e-08,0.0
1820,3.678609061807947e-08,0.0
1821,4.437669731682803e-08,0.0
1822,2.105379337535851e-08,1.0025615893027862e-09
1823,7.708495530778237e-08,0.0
1824,7.49479003303577e-08,0.0
1825,1.937197424695114e-08,8.805443041381977e-09
1826,8.015265429150986e-08,2.642395191543301e-09
1827,6.175572764277604e-08,9.217273166939322e-09
1828,1.7427371545863934e-08,9.172301251858528e-10
1829,4.715246665343287e-08,0.0
1830,7.097048637660919e-08,1.0436835840010872e-09
1831,4.2096254482260065e-08,0.0
1832,5.547287429408243e-08,9.470978667991403e-09
1833,8.68772147555319e-08,0.0
1834,3.4537765314368585e-08,1.68021550006614e-08
1835,5.899208588289184e-08,0.0
1836,3.763620171071125e-08,0.0
1837,6.957890619219143e-08,6.957890930081589e-10
1838,3.597932263232906e-08,1.2624323808552163e-09
1839,5.033862038317238e-08,6.9914751765765e-10
1840,1.0191501864653674e-08,3.1848443882154243e-09
1841,4.3017675199763517e-08,1.926164561183441e-09
1842,4.8970335342346516e-08,1.341653010911159e-09
1843,5.079943665720066e-08,2.3627644285539873e-09
1844,4.1713065224158186e-08,5.488561272137815e-10
1845,3.1807300349129264e-08,0.0
1846,2.5174355711143903e-08,0.0
1847,2.1572894581822766e-08,3.235934187273415e-09
1848,4.827133093243674e-08,3.2180886289090438e-09
1849,4.357295679824347e-08,0.0
1850,4.0055077477063605e-08,8.82569484161877e-09
1851,3.611685772675344e-08,0.0
1852,4.687592580765454e-08,1.3021090872200602e-09
1853,1.283965369580642e-07,4.777545470346922e-09
1854,3.3252252062965226e-08,2.5978321716024766e-09
1855,3.6087172361476405e-08,3.714855978387277e-09
1856,5.33250480994063e-08,1.5531567143511893e-09
1857,4.149282706311652e-08,6.345961978126979e-09
1858,7.38945073464059e-08,1.663849857891364e-08
1859,8.249320870845622e-08,8.147477359443656e-09
1860,6.316513567750093e-08,1.5104706818647173e-08
1861,3.301174444914068e-08,1.8863854922557266e-09
1862,5.55712312000356e-08,7.228778020618165e-09
1863,4.495158822948042e-08,3.9956967734511295e-09
1864,9.829191982557717e-08,1.4384183844029508e-09
1865,6.542513819596252e-08,0.0
1866,3.21130452229923e-08,6.3252967308358166e-09
1867,6.842464195244702e-08,9.7056229719783e-09
1868,4.0012981705750406e-08,7.903798504571569e-09
1869,5.957893267627412e-08,5.860222973552709e-09
1870,2.8670243068518175e-08,2.8670243956696595e-09
1871,3.3987767267262825e-08,0.0
1872,3.567930118020257e-08,4.8378714367913744e-09
1873,4.788803698030364e-08,5.9860045809045914e-09
1874,3.704257656167442e-08,7.169530746864439e-09
1875,7.151908698599385e-08,6.865832347102696e-09
1876,5.925094570535805e-08,8.464420497844571e-09
1877,4.762308303263296e-08,9.89570592135891e-09
1878,7.186515293966522e-08,1.8117265465633636e-09
1879,5.315113016379769e-08,4.27652757650776e-09
1880,2.888030881109671e-08,7.059630879879819e-09
1881,5.089930432689016e-08,2.7890030285249168e-09
1882,3.7270154962243396e-08,4.658769592325029e-09
1883,5.245051382107846e-08,4.423537092179686e-09
1884,4.291103206099933e-08,1.9805090900604227e-09
1885,4.1252068427866107e-08,1.933690763067375e-09
1886,3.87207848007165e-08,6.4534639854230136e-09
1887,4.7661151025835125e-08,7.1818171409887555e-09
1888,3.3605257909741226e-08,1.9021844099853524e-09
1889,5.5759715955616684e-08,5.6386229019267375e-09
1890,3.1461055094439416e-08,7.209825181320184e-09
1891,5.1631183328737507e-08,1.9122659011827636e-09
1892,3.259626435436758e-08,2.5074049503359674e-09
1893,4.064554937066589e-08,5.542574843531156e-09
1894,3.7179081147087345e-08,3.780923574225881e-09
1895,3.8519131884129365e-08,6.018614495673091e-09
1896,2.889544248318998e-08,5.89702897624278e-10
1897,2.855089720199544e-08,5.244042200480692e-09
1898,3.3950128153215076e-08,1.9238406423482957e-08
1899,4.0351322283527224e-08,2.2110313580014918e-09
1900,1.6611369391128505e-08,6.748368974740515e-09
1901,4.079779380994353e-08,1.676621730339889e-09
1902,2.1605249589384812e-08,1.4730852093691738e-09
1903,4.1581695420234155e-08,3.2401321625741275e-09
1904,2.8485512615361586e-08,9.13686282189019e-09
1905,4.18021492976095e-08,2.580379465655369e-09
1906,2.263441140071265e-08,9.259531807970234e-09
1907,4.062846298280576e-08,6.685696440911215e-09
1908,2.2592390624964764e-08,1.964555629285769e-09
1909,3.795678793494517e-08,1.1001967115120692e-09
1910,3.8477883657073164e-08,2.67207544979442e-09
1911,2.447372160485628e-08,2.128149656499545e-09
1912,3.907065843078428e-08,1.5628263128064646e-09
1913,5.8863185548041486e-08,6.893886794756554e-09
1914,3.281404303834279e-08,6.027069510139427e-09
1915,4.123266705846618e-08,0.0
1916,3.186363950469229e-08,5.493731025651982e-09
1917,3.83824856342585e-08,2.1932848870420685e-09
1918,1.2635013924011673e-08,1.1486376294556067e-09
1919,2.854432917809291e-08,1.1049418269237776e-08
1920,5.7548960707975994e-08,3.028892692213958e-09
1921,5.982470607790447e-08,1.5145494858259667e-09
1922,2.4347187821405214e-08,1.4755870969551665e-09
1923,5.6264525483129546e-08,0.0
1924,5.027733551710156e-08,3.867487330388997e-09
1925,6.378943306906137e-08,1.2097996160420621e-08
1926,3.9011485264417445e-08,4.458455382660986e-09
1927,4.125213159955621e-08,5.574612327308159e-09
1928,7.198405760355797e-08,5.713020723163709e-09
1929,5.23599084090165e-08,1.1140406375176326e-09
1930,3.8863334439476205e-08,2.100720708497761e-09
1931,3.9918748306888574e-08,4.5621426636444085e-09
1932,5.370172972973819e-08,5.4797681947604815e-09
1933,4.3588515019621354e-08,2.2941324395731044e-09
1934,4.073737258636356e-08,1.1981580172459871e-09
1935,2.6330225111337313e-08,1.555876849579363e-08
1936,2.0612014317578087e-08,1.2124714565686645e-09
1937,2.7700460591972842e-08,0.0
1938,3.7599123259290934e-08,2.5930428915188486e-09
1939,5.352917753498332e-08,1.070583532936098e-08
1940,6.339457403470306e-08,0.0
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,8.192372069615317e-08,1.8205270624349623e-08
1943,5.5161468504039135e-08,8.709705845433291e-09
1944,1.863647973721072e-07,5.462416652335378e-08
1945,6.97121262938083e-08,8.714016175304096e-09
1946,8.0742407426726e-08,4.1763312808029696e-09
1947,4.649139540013891e-08,4.7683483828109274e-09
1948,8.045197308348406e-08,5.435944139264848e-09
1949,3.337782827905755e-08,9.817008317369869e-10
1950,5.743095043975188e-08,4.2541445921528975e-09
1951,7.356367293098742e-08,2.1322803522849654e-09
1952,8.224947123380844e-08,6.326882129314981e-09
1953,4.740483960929964e-08,1.0773827163745864e-08
1954,5.1794442956776265e-08,2.9317608341017376e-09
1955,7.790054823431092e-08,9.385607846468247e-10
1956,6.540856301029407e-08,8.72114158667614e-10
1957,8.923388072901162e-08,1.4136060322300636e-08
1958,6.121460216501617e-08,4.9633461784992505e-09
1959,5.42552331950219e-08,3.8753737996444215e-09
1960,1.2319083220191374e-07,0.0
1961,6.531269747256374e-08,4.16889545107324e-09
1962,7.737186935585783e-08,8.244543714397423e-09
1963,8.599850964685629e-08,1.0345685197421517e-08
1964,1.0525265403682482e-07,4.867174663303331e-09
1965,8.645828791786769e-08,3.830430195250756e-09
1966,9.91494362168055e-08,5.539074976468328e-09
1967,7.09968301926267e-08,5.916402479044791e-09
1968,8.309119348126615e-08,8.084548558384697e-09
1969,7.811823055092759e-08,9.083515606356229e-10
1970,7.863819617703882e-08,4.598724956395017e-09
1971,7.707596472172895e-08,1.541519245584766e-09
