year,mon_DET arbre_NOUN,mon_DET marbre_NOUN
1972,7.951727809540898e-08,4.6171320100540925e-09
1973,8.600597617425265e-08,4.9618833486420044e-09
1974,5.7943388809267304e-08,6.750685843659454e-09
1975,7.082235198296871e-08,2.2845920710778955e-09
1976,7.884667047042271e-08,1.142705374768127e-09
1977,7.874888013903458e-08,3.526069214387917e-09
1978,5.4059381859872246e-08,6.534650598410963e-09
1979,8.953519048393588e-08,5.851973350345929e-10
1980,9.892161850766357e-08,1.1370301367108482e-09
1981,9.678090773235226e-08,2.024175771442316e-08
1982,1.179425410668955e-07,3.1037510339615437e-09
1983,9.094054931324536e-08,6.315316047889041e-09
1984,1.0960126317627328e-07,8.118611560803402e-09
1985,9.985826532332709e-08,7.82022557821449e-09
1986,1.0430404540073823e-07,5.3950369172106605e-09
1987,7.088547882005969e-08,3.6664902225425067e-09
1988,6.956002263081018e-08,3.597932174415064e-09
1989,1.196410658321767e-07,2.1952488715726304e-09
1990,9.916544740917743e-08,2.179460389939436e-09
1991,9.554188240556982e-08,2.9307325455363298e-09
1992,6.611933178746199e-08,6.611932834577061e-09
1993,1.080145413112632e-07,1.3294097656046944e-08
1994,1.0602602701359487e-07,1.0549853213248639e-09
1995,1.0085758511690912e-07,5.964695848348356e-09
1996,1.2117468894956573e-07,1.067618438099771e-09
1997,9.350044305467264e-08,3.3564262480467733e-09
1998,9.631620978556299e-08,2.86087753487152e-09
1999,1.3939113152616756e-07,1.3710603763428253e-09
2000,1.135434076759978e-07,2.2090157481002848e-09
2001,8.89385964875089e-08,8.762423564512289e-10
2002,1.1566424507059025e-07,3.9430991805033955e-09
2003,1.0042284026567927e-07,5.416999959706459e-09
2004,9.426253272382112e-08,3.9643119897903034e-09
2005,1.0223511393014917e-07,1.8014998381943315e-09
2006,1.223013317286359e-07,1.6471559671771274e-09
2007,1.1424211071586754e-07,3.1955835755326234e-09
2008,1.1495087193225118e-07,1.2772318758180745e-09
2009,1.134829847870833e-07,1.907277002999308e-09
2010,1.83755548222031e-07,4.723793023408973e-10
2011,2.2943832123090147e-07,1.911985902935953e-09
2012,2.2127642784752766e-07,1.7021263287730903e-09
2013,2.649668751075751e-07,3.3469499394200852e-09
2014,2.427464025345216e-07,6.9294245896855955e-09
2015,2.3185378666967793e-07,3.1032056507784844e-09
2016,2.2743313277118204e-07,4.349813981230355e-09
2017,3.5797149655625304e-07,2.012489092040326e-09
2018,4.0374138077226007e-07,4.64663996169179e-09
2019,2.520375896875038e-07,3.316284080678855e-09
