year,un_DET auteur_NOUN,un_DET moteur_ADJ
1800,9.158951172594243e-06,0.0
1801,7.836471979771886e-06,0.0
1802,8.239727321779355e-06,0.0
1803,7.436643585378988e-06,0.0
1804,9.956615627970677e-06,0.0
1805,1.0294059961779567e-05,0.0
1806,1.033366589808793e-05,0.0
1807,8.757234070344566e-06,0.0
1808,1.0704933174565667e-05,0.0
1809,9.621211233934446e-06,0.0
1810,1.2641364833143598e-05,0.0
1811,1.1467369517959014e-05,0.0
1812,1.023141038558606e-05,0.0
1813,1.1965961050464102e-05,0.0
1814,9.688619002190535e-06,0.0
1815,9.6722432090246e-06,0.0
1816,7.576247242013778e-06,0.0
1817,1.0578955226492326e-05,0.0
1818,1.0761246770130128e-05,0.0
1819,9.386331967675687e-06,0.0
1820,9.830193093307571e-06,0.0
1821,1.1540899713224917e-05,0.0
1822,1.0302322550614917e-05,0.0
1823,8.085026109938553e-06,0.0
1824,8.356269894704837e-06,0.0
1825,9.226342875479077e-06,0.0
1826,8.624778288890411e-06,0.0
1827,7.859568516010995e-06,0.0
1828,8.093638825812377e-06,0.0
1829,9.326757957950349e-06,0.0
1830,8.697015499770089e-06,0.0
1831,7.393349967799168e-06,0.0
1832,8.04897896955481e-06,0.0
1833,7.054429785213756e-06,0.0
1834,7.607642612761367e-06,0.0
1835,7.461742775660696e-06,0.0
1836,7.71810935962236e-06,0.0
1837,6.753328992914476e-06,0.0
1838,7.135899092958198e-06,0.0
1839,6.947428921932897e-06,0.0
1840,6.631482673213895e-06,0.0
1841,7.643021092462732e-06,0.0
1842,6.46877980869931e-06,0.0
1843,7.971376398074881e-06,0.0
1844,6.852468878104645e-06,1.097712254427563e-09
1845,6.983097224022572e-06,0.0
1846,7.276559855329268e-06,0.0
1847,6.3559142979841e-06,0.0
1848,6.67270674226117e-06,0.0
1849,5.940167101314842e-06,0.0
1850,5.746206205969884e-06,0.0
1851,6.9118634158371606e-06,0.0
1852,7.63947412352195e-06,0.0
1853,6.696924352844746e-06,0.0
1854,6.631226706854676e-06,0.0
1855,6.921307296181567e-06,0.0
1856,6.805932828868322e-06,0.0
1857,7.073306703020421e-06,0.0
1858,7.4344727494235485e-06,2.4468380654951716e-09
1859,7.99674925211491e-06,0.0
1860,5.941184843649694e-06,0.0
1861,6.449552190979091e-06,4.715963730639317e-10
1862,6.113287149833724e-06,0.0
1863,7.04741022783395e-06,0.0
1864,6.672343609182008e-06,0.0
1865,6.766088716858576e-06,0.0
1866,6.2542589489567035e-06,9.731225825149181e-10
1867,6.407166949884413e-06,0.0
1868,6.398124767770241e-06,0.0
1869,6.491173705214237e-06,0.0
1870,6.2988524547336056e-06,0.0
1871,4.6488894369645095e-06,0.0
1872,5.9330444117655645e-06,0.0
1873,5.808220011616072e-06,0.0
1874,5.292308738802376e-06,2.3898436563030145e-09
1875,6.236464614062243e-06,4.005069165202713e-09
1876,6.359198426508783e-06,6.04601479992084e-10
1877,6.133481843306754e-06,0.0
1878,6.3507057639355935e-06,0.0
1879,6.93774961213478e-06,1.221865053580018e-09
1880,6.044327559795448e-06,0.0
1881,6.148357279300853e-06,0.0
1882,6.240089122311332e-06,0.0
1883,5.6115729378802826e-06,0.0
1884,5.931624805555202e-06,1.3203393933736152e-09
1885,5.59223335994119e-06,0.0
1886,6.2075867930388995e-06,1.936039106809062e-09
1887,5.398114726773429e-06,0.0
1888,5.706553004358739e-06,0.0
1889,6.239449603206992e-06,0.0
1890,5.890427199339854e-06,0.0
1891,5.16439327391538e-06,0.0
1892,5.415367827055206e-06,0.0
1893,5.276531227060843e-06,1.2316833108982905e-09
1894,5.148987971992369e-06,1.2603078580752936e-09
1895,4.990635360968554e-06,0.0
1896,5.189975302855032e-06,0.0
1897,5.330860041397045e-06,0.0
1898,5.695700253660618e-06,5.6583548957434e-10
1899,5.371700638079346e-06,5.527578395003729e-10
1900,5.359243137270653e-06,1.5573159428683425e-09
1901,5.313772993176258e-06,5.588738916095792e-10
1902,4.578348821837608e-06,2.9461704187383475e-09
1903,5.420740896155962e-06,1.1340462791054051e-08
1904,5.561124678088447e-06,3.2247751136083025e-09
1905,5.099346067183319e-06,5.160759042333041e-10
1906,5.4101388133886985e-06,1.0288369045596824e-09
1907,5.399985488097059e-06,1.5428530120153994e-09
1908,5.647115170148709e-06,1.4734167219643268e-09
1909,5.574146655362711e-06,0.0
1910,5.762063253200722e-06,1.068830135508847e-09
1911,5.427313748640472e-06,2.128149656499545e-09
1912,6.203378658753422e-06,3.125652625612929e-09
1913,5.880485386633438e-06,2.121195885607108e-09
1914,5.599817008317132e-06,6.696743715117748e-10
1915,4.106773600298652e-06,4.712304768617059e-09
1916,4.3916885701378305e-06,0.0
1917,4.545583162540723e-06,0.0
1918,4.757657011467131e-06,0.0
1919,5.0026242224276984e-06,1.8415696745321952e-09
1920,5.992663986376101e-06,7.572231730534895e-10
1921,5.946121262923043e-06,2.2718242842501013e-09
1922,5.956207420609871e-06,0.0
1923,6.594627020461985e-06,0.0
1924,6.690753242111214e-06,2.578324886925998e-09
1925,6.249164751892522e-06,1.0998177923937646e-09
1926,6.557273383833717e-06,3.343841648018042e-09
1927,7.128814367263203e-06,0.0
1928,6.4739948868464126e-06,0.0
1929,6.543874768283331e-06,2.2280812750352652e-09
1930,6.149859991921858e-06,5.2518018822667045e-09
1931,6.141784510305115e-06,1.1405356659111021e-09
1932,6.300637615197502e-06,0.0
1933,5.975067860930494e-06,1.1470662197865522e-09
1934,6.081850116856913e-06,1.1981580172459871e-09
1935,6.825512524955002e-06,3.590485242455088e-09
1936,5.7349900011161026e-06,3.6374143697059935e-09
1937,5.313451975297312e-06,2.5182236296217297e-09
1938,6.3529549052532275e-06,1.2965214457594243e-09
1939,5.7367981725064965e-06,3.058810094103137e-09
1940,6.159416869877532e-06,2.5357829169792012e-09
1941,6.266040230684666e-06,2.9515025978810172e-09
1942,6.65402654931313e-06,0.0
1943,6.53808587181004e-06,2.9032352077962287e-09
1944,7.0497302324668e-06,0.0
1945,6.4919418711895105e-06,0.0
1946,6.201851915577095e-06,1.3921104269343232e-09
1947,6.633964812152726e-06,0.0
1948,6.032810489386975e-06,0.0
1949,6.1189412505768814e-06,2.945102384188658e-09
1950,6.820457290501736e-06,1.0635361480382244e-09
1951,6.303020910536361e-06,2.1322803522849654e-09
1952,6.002102461266645e-06,0.0
1953,6.341474591664564e-06,0.0
1954,6.661937725027656e-06,0.0
1955,6.600898089459406e-06,0.0
1956,6.8757478359771085e-06,1.744228317335228e-09
