year,bien_ADV être_VERB,bien_ADV etre_VERB,bien_ADV mettre_VERB
1872,4.964260824635858e-06,1.3908880269752899e-08,6.573457653757941e-07
1873,5.310184405971086e-06,1.7359413628792453e-08,7.805749646649929e-07
1874,5.206274181546178e-06,1.2546679251101978e-08,7.408515330098453e-07
1875,5.073850388725987e-06,1.6020275495076675e-08,7.781276849527785e-07
1876,5.449877789942548e-06,6.04601479992084e-09,6.160889256534574e-07
1877,5.47603622180759e-06,8.040260790487253e-09,6.277588227021624e-07
1878,5.2842024160781875e-06,1.0870359501424787e-08,6.6429976186555e-07
1879,5.202701231610263e-06,8.55305515301552e-09,6.781351089557575e-07
1880,5.046994374424685e-06,1.8611754803998792e-08,6.64247068016266e-07
1881,4.986040039511863e-06,6.275256814181063e-09,9.928851341101108e-07
1882,5.576547209784621e-06,1.4641847290164378e-08,7.533895995948114e-07
1883,5.4997208280838095e-06,1.64302811356265e-08,8.019241022338974e-07
1884,5.327569397195475e-06,1.7824580922365385e-08,7.33448530354508e-07
1885,4.80586595585919e-06,1.4824961702686323e-08,7.335133318520093e-07
1886,5.1711604101001285e-06,1.8069698626277386e-08,7.344041819123959e-07
1887,4.91954460812849e-06,1.3057849024278312e-08,6.489751172011893e-07
1888,5.241151939117117e-06,8.876860579931645e-09,7.196597948677663e-07
1889,5.159340162208537e-06,8.771191772893872e-09,7.286354275493068e-07
1890,5.0698181439656764e-06,1.507508901044119e-08,7.589979418298753e-07
1891,5.0260723583051e-06,1.1473596295275001e-08,6.501704206129943e-07
1892,5.001018962502712e-06,1.6298132399228393e-08,8.086381058092229e-07
1893,4.971073849446839e-06,1.4780200174868696e-08,7.568693831672135e-07
1894,5.291402430884773e-06,1.4493540811955086e-08,6.786758035559615e-07
1895,5.162165507499594e-06,1.3240951446391591e-08,7.246412110362144e-07
1896,5.197641257836949e-06,1.0614652268259306e-08,7.766387284391385e-07
1897,5.229475391388405e-06,1.4566784223291052e-08,7.446540166711202e-07
1898,5.489170234795893e-06,1.0750873968845553e-08,8.289489983326348e-07
1899,5.268887889542384e-06,1.0502398950507086e-08,7.429065362885012e-07
1900,5.327578037395142e-06,1.2458527209879833e-08,6.987157803450827e-07
1901,5.69604253541911e-06,1.7883964531506535e-08,7.667749741813168e-07
1902,5.8628788792702835e-06,8.838511256215043e-09,6.260611939978844e-07
1903,5.7884963098331355e-06,1.5660639007819555e-08,6.458663506236917e-07
1904,5.920149760640925e-06,1.1286712897629059e-08,7.857702257751953e-07
1905,5.910101208428387e-06,1.341797323251015e-08,7.643084245501086e-07
1906,5.822188086312963e-06,2.211999294843281e-08,6.954937248337956e-07
1907,5.901927124796202e-06,1.3885677496716653e-08,7.143409561649605e-07
1908,5.941798463027226e-06,9.331639461152008e-09,6.817007829340582e-07
1909,5.83269275011844e-06,1.6502950117569526e-08,7.558351171610411e-07
1910,5.9293352023814805e-06,1.549803652078907e-08,6.979460636102885e-07
1911,5.751856406277511e-06,8.512598514975878e-09,7.320834924939845e-07
1912,5.93457252762164e-06,1.5628263128064646e-08,6.912902108524577e-07
1913,6.0072266023780685e-06,9.545381485231985e-09,7.074188488331856e-07
1914,5.672811766999075e-06,1.87508826243743e-08,6.783801609344664e-07
1915,5.465095455292612e-06,1.5314990164938536e-08,5.419150284069474e-07
1916,5.613494522549445e-06,2.8567400889301098e-08,6.87815145283821e-07
1917,5.922966010984965e-06,1.7546279096336548e-08,7.040444529593515e-07
1918,5.605351816484472e-06,1.6080926812378493e-08,6.731016242156329e-07
1919,5.320294803823344e-06,1.4732557396257562e-08,5.985101552141714e-07
1920,5.82607526666834e-06,1.3630017559052021e-08,6.489402721854276e-07
1921,5.69773510505911e-06,9.844571380313027e-09,6.13392558079795e-07
1922,5.782088010164443e-06,1.770704471937279e-08,5.607230946225172e-07
1923,6.322858553176047e-06,1.9108707505210987e-08,5.90246713727538e-07
1924,6.314317488431698e-06,1.0313299547703991e-08,6.484486902991193e-07
1925,5.908221282879822e-06,2.5295809891190402e-08,6.378943453455577e-07
1926,6.2775052356300876e-06,2.0063049888108253e-08,5.58421561436262e-07
1927,6.195624337124173e-06,1.8953683067479687e-08,6.198969231263618e-07
1928,5.99524400968221e-06,2.0566874425753667e-08,6.135784360594698e-07
1929,6.053696779417805e-06,1.0026365959703298e-08,6.160644829833473e-07
1930,6.2286367210617755e-06,1.3654684494213143e-08,5.734967771786614e-07
1931,5.81445101488498e-06,1.7108034988666532e-08,6.044838869456726e-07
1932,5.768004029960139e-06,1.4247397928102146e-08,5.337294055607344e-07
1933,5.6986250456247944e-06,1.4911860191091364e-08,5.930332349635137e-07
1934,5.860190867679194e-06,2.6359476379411717e-08,4.768668873111892e-07
1935,5.66219523534528e-06,1.196828414151696e-08,5.852490971847146e-07
1936,5.835624961036956e-06,1.9399543305098632e-08,5.128754310135264e-07
1937,5.4683227972418536e-06,2.2664012888640173e-08,5.57786506760749e-07
1938,5.739700554840965e-06,3.8895642262559704e-08,5.276842216517252e-07
1939,6.02126783633139e-06,3.211750509990452e-08,4.970566465090087e-07
1940,6.2101321418595035e-06,3.0429394115571995e-08,4.7926295110301e-07
1941,6.457887593569467e-06,3.836953510472085e-08,5.165129550732672e-07
1942,6.681334525637794e-06,2.1239483061208375e-08,4.854738904214173e-07
1943,6.369697985064704e-06,7.258088174921795e-08,4.761305660849757e-07
1944,6.452077741414541e-06,5.462416652335378e-08,4.080746407453262e-07
1945,6.387374014593661e-06,4.357008265287732e-08,4.4441483737500675e-07
1946,6.065425168344518e-06,1.6705325123211878e-08,4.788859655491251e-07
1947,5.794735443487298e-06,1.4305044926388177e-08,5.555125994760601e-07
1948,5.830593636346748e-06,1.522064252412747e-08,4.837989990846836e-07
1949,5.621218861051602e-06,1.9634017078828947e-08,4.348934794506931e-07
1950,5.996216714265756e-06,1.0635361258337639e-08,5.253868380350468e-07
1951,6.051411673979601e-06,3.091806555222121e-08,4.861599336436484e-07
1952,5.955705091764685e-06,2.10896083929768e-08,4.3444592279229255e-07
1953,6.122766080807196e-06,2.1547654327491728e-08,4.815900638277526e-07
1954,6.0003371800121386e-06,2.6385848173049453e-08,4.48559404730986e-07
1955,6.034945727151353e-06,3.378818824728569e-08,4.608333483702154e-07
1956,5.988807970425114e-06,2.3547081839936368e-08,4.3082440015496104e-07
1957,5.692415015801089e-06,1.9437083054185678e-08,4.470529120226274e-07
1958,5.615198915620567e-06,1.985338421439664e-08,4.376016704554786e-07
1959,5.587513896898599e-06,2.7902691712711203e-08,4.526436612195539e-07
1960,5.611411779682385e-06,1.868625076895114e-08,4.373966646653571e-07
1961,6.055320682207821e-06,2.987708569435199e-08,4.738644747703802e-07
1962,5.969683570583584e-06,2.4733629200301976e-08,5.460424290504307e-07
1963,6.0961951930949e-06,4.267595077322994e-08,4.4292465872786124e-07
1964,6.126555945229484e-06,2.981144392455448e-08,4.6542356813006336e-07
1965,6.175748239911627e-06,9.0835918342691e-08,4.881062523054425e-07
1966,5.932349267823156e-06,1.82789473557321e-08,4.4201817672728794e-07
1967,5.804483862448251e-06,2.1200443067748154e-08,4.6690277599736874e-07
1968,5.951125785941258e-06,2.8745060887125362e-08,4.778866582455521e-07
1969,5.494618562806863e-06,2.54338429483969e-08,4.83243013604806e-07
1970,5.6582712204544805e-06,2.9431839382310088e-08,4.55733641047118e-07
1971,5.808444711874472e-06,2.0039750081579655e-08,4.6708032641618047e-07
1972,5.6641952141944785e-06,3.693705730167807e-08,4.914680857837084e-07
1973,5.959773261565715e-06,2.3706776985932265e-08,4.201061187814048e-07
1974,5.4815568546473514e-06,2.8127858930915295e-08,3.819763207957294e-07
1975,5.5064379012037534e-06,3.0270845829960535e-08,3.8381148215194116e-07
1976,5.735809736506781e-06,2.5710871598416674e-08,4.073744719335082e-07
1977,5.786866950074909e-06,4.525122038190332e-08,4.4075864025217015e-07
1978,5.66672997592832e-06,4.8118789064410805e-08,4.1346515899931546e-07
1979,5.80223149881931e-06,5.5593747161353235e-08,7.742160619272909e-07
1980,6.0728780226781964e-06,4.661823532758902e-08,6.247980763873784e-07
1981,6.071262305340497e-06,4.364629235809048e-08,5.446298132483207e-07
1982,6.0864558690809645e-06,3.97280133235256e-08,5.0715294719339e-07
1983,5.975552085146774e-06,3.9786491323745565e-08,5.614315909951983e-07
1984,6.0141514950373676e-06,3.885335564390857e-08,4.1404919670640083e-07
1985,6.171962468215497e-06,5.6546246129940414e-08,4.2890928853012156e-07
1986,6.256444521568483e-06,4.016305210630122e-08,4.0103108744915517e-07
1987,6.087595920689637e-06,3.7275982578410805e-08,4.4242312924325233e-07
1988,5.924595370743191e-06,2.0987938220695668e-08,5.780677838629344e-07
1989,5.8508871916274074e-06,4.1709729670103e-08,4.692344361956202e-07
1990,5.708006938220933e-06,4.0320017657968776e-08,3.835850179711997e-07
1991,6.158055384730687e-06,2.2859715009815318e-08,3.979934888320713e-07
1992,5.797012363473186e-06,4.022259286751151e-08,3.785331728067831e-07
1993,6.030535132595105e-06,2.8803878227012802e-08,3.794357041897456e-07
1994,5.898422841710271e-06,3.323203795480012e-08,4.0142191437553265e-07
1995,5.970118309051031e-06,2.4943273557731516e-08,4.061415666001267e-07
1996,5.893787601962686e-06,4.4839973956101176e-08,4.126345345412119e-07
1997,6.087118435971206e-06,4.746945514444434e-08,3.519452604905382e-07
1998,6.069828486943152e-06,3.337690401838955e-08,4.0862866512725304e-07
1999,5.993818831484532e-06,2.605014715051368e-08,4.1131809780381445e-07
2000,6.21131039224565e-06,3.9320478761872835e-08,3.865777671308024e-07
2001,6.078931164665846e-06,1.358175633070502e-08,4.249775429343572e-07
2002,6.242364179342985e-06,2.4096719009047973e-08,3.802900323535141e-07
2003,6.130793735792395e-06,2.3751461519783135e-08,3.946076105876273e-07
2004,6.118695637269411e-06,1.6297727611913615e-08,4.070027159741585e-07
2005,6.1413129515131e-06,3.062549736032594e-08,4.1029159092431655e-07
2006,6.348550869006431e-06,2.7589862006127674e-08,4.377316997761227e-07
2007,6.25815118837636e-06,1.757570972094058e-08,4.3100433799736493e-07
2008,6.196703452587826e-06,3.0653564908611486e-08,4.355360658792051e-07
2009,6.279232820816105e-06,1.668867355419934e-08,3.828858723409212e-07
2010,6.65818606648827e-06,1.6533275914998313e-08,3.88295774200742e-07
2011,6.5236963564530015e-06,2.5238214129696956e-08,4.1643053805273667e-07
2012,6.76459058013279e-06,1.8042538962870225e-08,4.6468048253700545e-07
2013,6.817179382778704e-06,7.530637669006524e-09,4.51001511692084e-07
2014,6.980312718951609e-06,1.2559581819004961e-08,4.4088463369007513e-07
2015,6.776957434340147e-06,9.087958940945384e-09,4.5439796281243616e-07
2016,6.7482187660061754e-06,1.3049442110224518e-08,4.753725306727574e-07
2017,6.502100404759403e-06,8.804639933801539e-09,4.191008429188514e-07
2018,7.035012913547689e-06,1.2391040582482304e-08,4.7189212182274787e-07
2019,6.64200661049108e-06,6.632568105846559e-09,4.862182549913996e-07
