year,en_ADP arrêts_NOUN,en_ADP marais_NOUN
1879,1.2829582729523281e-08,1.496784736154666e-07
1880,2.1820676820993867e-08,1.3220763595001017e-07
1881,9.761510710859511e-09,1.401473969098177e-07
1882,7.320923423037584e-09,1.9433724984807554e-07
1883,2.274962085380139e-08,1.497683284057416e-07
1884,1.9144920315739e-08,1.5976106393367218e-07
1885,3.0939052209078e-08,1.450268066749416e-07
1886,2.19417763958063e-08,1.4133086434497955e-07
1887,1.2404957061562527e-08,1.5669418806929514e-07
1888,1.3949351895803375e-08,1.027179565848968e-07
1889,9.397704836544563e-09,1.6790566775837235e-07
1890,1.6385966361553983e-08,1.7893474640873208e-07
1891,2.039750413018737e-08,1.2111018232729975e-07
1892,2.3193495124473884e-08,1.0907211844823905e-07
1893,9.853466487186324e-09,1.3302179985297258e-07
1894,4.0329851458409394e-08,9.200247519380866e-08
1895,2.467631965430428e-08,1.2578904318161221e-07
1896,2.7126333179694484e-08,8.727602818225932e-08
1897,1.8645483379486905e-08,1.1595160109845182e-07
1898,2.1501747937691107e-08,1.0015288343101503e-07
1899,8.844125432005967e-09,1.1497363061607757e-07
1900,7.26747462209687e-09,1.2769991397654223e-07
1901,1.620734302321125e-08,1.173635197915246e-07
1902,1.4730851205513318e-08,9.771464992702761e-08
1903,1.674068350610014e-08,8.316339261682515e-08
1904,2.4723275870996986e-08,9.51308649632665e-08
1905,1.5482276793932215e-08,1.2179392039346482e-07
1906,2.1605574218597212e-08,1.373497289236525e-07
1907,1.8514235478050978e-08,9.411403040227029e-08
1908,1.080505640516094e-08,1.1689106083068168e-07
1909,1.870334465081669e-08,8.251475502873973e-08
1910,1.60324518105881e-08,9.031614833787671e-08
1911,2.3409645777405785e-08,1.2875305843706997e-07
1912,1.0939784189645252e-08,9.949994672631135e-08
1913,1.5378670781274195e-08,9.174172133086245e-08
1914,2.0090231700464756e-08,1.0112082771129849e-07
1915,2.238344798399794e-08,1.4136913850659738e-07
1916,1.648119329900055e-08,1.0987461962486123e-07
1917,1.0966424213165737e-08,1.0637431557825039e-07
1918,5.743188147278033e-09,8.385054428572403e-08
1919,1.749491218561161e-08,1.0128633359807182e-07
1920,1.741613253614105e-08,1.923346801824266e-07
1921,1.5902768879527684e-08,8.25429500306285e-08
1922,1.8444838545406128e-08,5.016996240669869e-08
1923,6.369568872344189e-09,6.900366145146108e-08
1924,5.156649773851996e-09,6.574728306230071e-08
1925,1.0998178368026856e-08,6.928851803422731e-08
1926,2.452150482668003e-08,6.576221356358047e-08
1927,8.919379901328739e-09,5.5746124161260013e-08
1928,2.2852082892654835e-08,7.655447287202577e-08
1929,1.6710609784809094e-08,9.246537047147285e-08
1930,4.201441416995522e-09,8.717990651607721e-08
1931,1.1405356659111021e-09,7.071321395102359e-08
1932,7.6716757391182e-09,8.767628945083317e-08
1933,9.176529758292418e-09,4.9323846118554115e-08
1934,5.990790086229936e-09,6.350237669039416e-08
1935,7.180970484910176e-09,9.095896036370732e-08
1936,4.849885826274658e-09,9.457277316826662e-08
1937,1.1332006444320086e-08,7.176937089070634e-08
1938,9.075650453382877e-09,7.130867629712156e-08
1939,1.070583532936098e-08,6.72938256229827e-08
1940,5.0715658339584024e-09,1.0650288118085882e-07
1941,8.854508237732261e-09,1.3576911328527785e-07
1942,6.068423541449874e-09,9.406056733496371e-08
1943,2.9032352077962287e-09,1.6258117341294565e-07
1944,1.2852744646352221e-08,8.032965581605822e-08
1945,4.357008087652048e-09,1.1328220761441798e-07
1946,5.568441707737293e-09,8.909506910015352e-08
1947,2.26496545963073e-08,6.67568780254868e-08
1948,1.3046265401328583e-08,6.740570213104036e-08
1949,7.853606653895895e-09,9.227987840532137e-08
1950,1.595304155443955e-08,6.593923984610228e-08
1951,1.7058242818279723e-08,7.462980899930471e-08
1952,6.326882129314981e-09,9.912115395138699e-08
1953,1.6160740301529586e-08,8.188108635565072e-08
1954,6.840775057526116e-09,1.1238416597336709e-07
1955,2.815682353940474e-09,8.353191294219187e-08
1956,1.657016923672927e-08,1.6221322685083805e-07
1957,1.236905244894615e-08,1.2369052715399675e-07
1958,2.3162280982091943e-08,1.0671194117239935e-07
1959,7.750747599288843e-09,1.4881436039004825e-07
1960,5.536666680683311e-09,1.211145803647895e-07
1961,1.320150300188061e-08,9.241051923680743e-08
1962,4.43936931660005e-09,6.53221499113954e-08
1963,1.7458344103715717e-08,1.2285501216346972e-07
1964,1.2167936880302932e-08,7.726639950078606e-08
1965,9.302473458205895e-09,4.322914171073222e-08
1966,8.862519607077957e-09,5.428293192721867e-08
1967,1.2818872185960117e-08,5.719189111186296e-08
1968,7.635406973349745e-09,5.075299824852664e-08
1969,4.541757636644661e-09,5.086768584128265e-08
1970,1.1496812390987543e-08,4.966623096125389e-08
1971,1.7470551227916076e-08,4.521789886968719e-08
1972,6.669190977248718e-09,4.10411743478889e-08
1973,3.859242703185828e-09,4.1349027979364905e-08
1974,2.306484425673716e-08,5.569315864040192e-08
1975,1.9990180177842376e-08,4.9118730416353173e-08
1976,2.856763492431469e-09,3.3138457256054465e-08
1977,1.9981058585472056e-08,4.818961124586352e-08
1978,1.0099005187669263e-08,6.297026944324102e-08
1979,6.437170796402825e-09,7.841644000805559e-08
1980,7.95921106799824e-09,7.561250581211709e-08
1981,2.340453342242199e-08,5.946016440327995e-08
1982,1.3656505259973528e-08,6.517877393363847e-08
1983,8.209910973278056e-09,5.999550078961136e-08
1984,1.0438215625185876e-08,5.277097780975737e-08
1985,1.0226449020933615e-08,6.43664712640657e-08
1986,2.2179596825822046e-08,7.972665955202629e-08
1987,9.777306964053878e-09,1.02050643879803e-07
1988,8.994830658082265e-09,6.116485007368055e-08
1989,1.6464365870660913e-08,7.244320998633924e-08
1990,2.2884334427430986e-08,8.39092256788021e-08
1991,1.1136783939491579e-08,1.0198949801365487e-07
1992,6.61193322315512e-09,7.162927723181056e-08
1993,9.416652346772025e-09,5.705383593346269e-08
1994,6.857404422078162e-09,6.962903109641871e-08
1995,9.21816667442954e-09,9.70618675988355e-08
1996,5.3380921904988554e-09,4.217092808289635e-08
1997,8.151320507465698e-09,4.938741238191824e-08
1998,9.536258005482523e-09,9.107126797136544e-08
1999,7.312321859131998e-09,5.667049399193935e-08
2000,8.83606254831193e-09,2.606638671576178e-08
2001,5.695575122643959e-09,4.118338947645128e-08
2002,1.1829298429688606e-08,4.162160305298812e-08
2003,1.12506919336397e-08,6.208715208622095e-08
2004,9.690540814233373e-09,4.4488391109931413e-08
2005,1.0358624180639708e-08,4.728937175180192e-08
2006,8.235780057930242e-09,2.9648807853277503e-08
2007,8.38840730210677e-09,3.714865784432142e-08
2008,3.405951742863067e-09,6.471308430788802e-08
2009,8.582746957586096e-09,1.845290475976924e-07
2010,1.4643758206034363e-08,3.117703473165534e-08
2011,1.4913490886669933e-08,3.5562937900079916e-08
2012,4.425528388196653e-09,4.2212734086000125e-08
2013,7.80955033974351e-09,3.319058688999732e-08
2014,6.9294245896855955e-09,3.59463900867496e-08
2015,6.64972610309178e-09,3.7016809728562805e-08
2016,1.0563834251797743e-08,3.811265747444281e-08
2017,1.0062445099379147e-08,2.2892062745416553e-08
2018,6.9699601645822895e-09,2.6589107138264012e-08
2019,1.1224345897176136e-08,4.285659271907605e-08
