year,en_ADP êtres_NOUN,en_ADP etres_NOUN,en_ADP mètre_NOUN
1800,8.803660733747165e-08,6.288328968651058e-09,5.345079756580162e-08
1801,5.476719877606229e-08,0.0,1.0715321963061797e-07
1802,3.3567602031325805e-08,0.0,4.4756802708434407e-08
1803,6.826187504138659e-08,0.0,4.4857802805609026e-08
1804,1.0628959312697361e-07,0.0,9.145848167690929e-08
1805,3.695740935505398e-08,0.0,9.381496113292087e-08
1806,5.4751712497136396e-08,2.881669125542885e-09,2.305335300434308e-08
1807,5.693910054560547e-08,0.0,5.693910054560547e-08
1808,1.1330369975581789e-08,6.798221985349073e-09,7.478044494746428e-08
1809,6.551188391767937e-08,2.259030518203531e-09,7.680704072754452e-08
1810,9.360507036149102e-09,0.0,4.680253340438867e-08
1811,4.763445815569867e-08,0.0,4.512738271955641e-08
1812,2.6672083208723052e-08,0.0,1.0135391192989118e-07
1813,6.326631307729258e-08,0.0,8.052076339026826e-08
1814,2.5173417128598885e-08,0.0,4.72001566720337e-08
1815,1.3486118000116676e-08,0.0,8.091670622434322e-08
1816,2.7811246638975717e-08,0.0,2.7811246638975717e-08
1817,9.808302792180257e-08,0.0,2.9580593974287694e-08
1818,5.960588644882137e-08,0.0,2.5034472272977837e-08
1819,5.175525075173937e-08,0.0,6.210630232317271e-09
1820,4.86525717491304e-08,0.0,8.42520151422832e-08
1821,5.8182782036730885e-08,0.0,1.577838126820552e-08
1822,3.60922172149003e-08,0.0,7.318699601910339e-08
1823,4.5460359032745146e-08,0.0,6.621399961659336e-08
1824,5.221089782736499e-08,1.6842225392110777e-09,5.3895121254754486e-08
1825,4.050503776831249e-08,0.0,1.7610886970942374e-08
1826,3.963592987155096e-08,0.0,6.694067877788257e-08
1827,5.069500019772022e-08,0.0,7.373818533551457e-08
1828,5.13648868438743e-08,0.0,1.9261833017480967e-08
1829,1.020207950341856e-07,0.0,2.914879893012312e-08
1830,5.740259823028282e-08,0.0,4.5922078584226256e-08
1831,5.14509785887185e-08,0.0,3.897801548191637e-08
1832,1.0282776508052649e-07,0.0,7.712082350508354e-08
1833,7.41352224054026e-08,0.0,4.865124125785769e-08
1834,3.173740470430175e-08,0.0,7.000897994657862e-08
1835,4.5378527602224494e-08,0.0,6.655517381659593e-08
1836,4.032449929525228e-08,6.720750067579218e-10,9.005805168271763e-08
1837,3.687682137432091e-08,0.0,1.0854309806518359e-07
1838,2.7773511934725548e-08,0.0,2.7142295522253335e-08
1839,2.7965899929149884e-08,6.9914751765765e-10,7.690622538802927e-08
1840,5.350538501147639e-08,0.0,6.688173215252391e-08
1841,5.457466123459653e-08,0.0,5.8426991245141835e-08
1842,6.64118249282808e-08,0.0,4.494537719779146e-08
1843,7.265500828745886e-08,0.0,5.5524964182041003e-08
1844,6.531387630737129e-08,0.0,7.135129465041246e-08
1845,8.760958147835396e-08,5.580227946389016e-10,7.533307666562905e-08
1846,4.0981507964943376e-08,5.854501328173001e-10,6.615586300995346e-08
1847,6.14827504463733e-08,0.0,5.608952591273919e-08
1848,3.298540818263973e-08,0.0,4.746680914990975e-08
1849,6.284561182567927e-08,8.379414939696517e-10,7.457679629396807e-08
1850,9.70826450341633e-08,6.788996032014438e-10,7.467895812851566e-08
1851,4.901573280591265e-08,0.0,3.289213879043018e-08
1852,3.580799856628403e-08,0.0,5.1433307390880145e-08
1853,7.584353767242646e-08,0.0,1.0630038360659455e-07
1854,7.689583725323246e-08,5.195664454227256e-10,4.8839247313026135e-08
1855,5.1477289986223695e-08,5.306937111981824e-10,5.890700194299825e-08
1856,5.280732978674152e-08,0.0,5.7466799319172424e-08
1857,7.22463378566296e-08,0.0,6.004255936886693e-08
1858,4.600055614201182e-08,0.0,5.2851699905431815e-08
1859,5.754155907311542e-08,1.018434669930457e-09,6.110607841947058e-08
1860,6.682688402648296e-08,9.154367819341758e-10,5.904567146330919e-08
1861,6.460870238811367e-08,0.0,7.969978810251632e-08
1862,2.8463313705984206e-08,0.0,5.421583537668084e-08
1863,1.0638542136121032e-07,0.0,6.193329937786984e-08
1864,6.808513575151665e-08,0.0,7.287986392157109e-08
1865,5.6952816462896294e-08,0.0,4.283228349777346e-08
1866,2.6274308950746672e-08,4.865612912574591e-10,7.590356432274348e-08
1867,4.949867715708933e-08,0.0,6.163070764841905e-08
1868,6.076044911651479e-08,0.0,7.409811075831385e-08
1869,6.202069502414531e-08,0.0,4.248661511496721e-08
1870,4.873941383820579e-08,0.0,8.715754518107133e-08
1871,5.416800519242315e-08,0.0,5.8416475212652585e-08
1872,7.317280648067026e-08,6.047339295989218e-10,5.624025689598966e-08
1873,4.669083608632718e-08,0.0,6.824045328812645e-08
1874,2.6885741633009275e-08,0.0,1.236744111565713e-07
1875,6.522540968445512e-08,0.0,6.808617314391086e-08
1876,7.67843892912623e-08,0.0,9.734083761259171e-08
1877,3.6490413135581434e-08,0.0,6.865145962819952e-08
1878,3.442280499532657e-08,0.0,8.092379033541874e-08
1879,4.948553522510224e-08,6.10932526790009e-10,6.903537297375806e-08
1880,3.850707597230496e-08,0.0,6.225310755780811e-08
1881,6.48443219120054e-08,6.972507571312292e-10,1.5967042088504968e-07
1882,3.793569547383413e-08,0.0,7.587139094766826e-08
1883,3.4124429504345244e-08,0.0,8.467914369703067e-08
1884,2.508644758592027e-08,0.0,7.063815843366683e-08
1885,5.7366158157101665e-08,6.445635691854079e-10,8.250413685573221e-08
1886,3.613939675295441e-08,0.0,5.808117364836107e-08
1887,4.8966934618199787e-08,0.0,4.7661149693567495e-08
1888,3.043495055976564e-08,0.0,7.798956147553326e-08
1889,3.069917031695013e-08,0.0,8.08202642588185e-08
1890,5.177965345382063e-08,0.0,1.2518877667844208e-07
1891,3.059625441892422e-08,0.0,8.286485808639554e-08
1892,4.8894396087462155e-08,0.0,7.898325549149376e-08
1893,4.92673315477532e-08,0.0,8.683367269668452e-08
1894,3.5918775731502706e-08,6.301539290376468e-10,1.1909909147789222e-07
1895,5.777869893641707e-08,6.018614495673091e-10,7.101964882849643e-08
1896,6.663642870829989e-08,5.89702897624278e-10,7.31231608597227e-08
1897,6.467652013952829e-08,0.0,1.1187290027692143e-07
1898,5.6017714911149596e-08,0.0,7.751945929612702e-08
1899,7.406955049304997e-08,0.0,6.577818112418754e-08
1900,7.423205850010106e-08,0.0,1.1783690467837005e-07
1901,7.041811045382929e-08,0.0,5.9240633731860726e-08
1902,6.579780209570174e-08,0.0,7.414528369054096e-08
1903,4.968202560462487e-08,0.0,9.234376818767487e-08
1904,7.309490257512152e-08,0.0,7.255744094436523e-08
1905,5.883265430384199e-08,0.0,8.050783861790478e-08
1906,5.24706820215215e-08,0.0,7.819160430244665e-08
1907,7.662836887245561e-08,0.0,8.125692829707987e-08
1908,7.710881044786788e-08,9.822778146428846e-10,9.282525326170799e-08
1909,6.656190154608055e-08,1.1001967115120692e-09,7.096268461737054e-08
1910,5.7716826762366225e-08,5.344150677544235e-10,6.519864115261953e-08
1911,6.969689969604786e-08,0.0,6.224837534318794e-08
1912,8.543450807918518e-08,5.209421227725386e-10,6.668059171488494e-08
1913,5.67419884967002e-08,1.5908969142053309e-09,7.636305099367746e-08
1914,6.696743781731129e-08,6.696743715117748e-10,5.960101745472457e-08
1915,2.709575319670421e-08,0.0,5.183535378705528e-08
1916,4.1752354462687435e-08,0.0,9.119593613604593e-08
1917,6.579854527899442e-08,0.0,7.018511638534619e-08
1918,3.6756403254400993e-08,0.0,3.9053681177847466e-08
1919,7.182121919413476e-08,0.0,5.248473655683483e-08
1920,5.906340794226139e-08,6.057785384427916e-09,6.360674831284996e-08
1921,4.99801330322569e-08,0.0,6.588290091258386e-08
1922,5.5334517412575224e-08,0.0,7.968170478989123e-08
1923,6.369568694708505e-08,0.0,6.369568694708505e-08
1924,8.121723737986031e-08,1.289162443462999e-09,9.539802192648494e-08
1925,6.708888555806425e-08,0.0,6.378942885021388e-08
1926,7.467912865877224e-08,1.1146138456652466e-09,7.244990030130793e-08
1927,6.801027296887696e-08,0.0,4.5711821883287485e-08
1928,6.627104198742018e-08,0.0,3.999114284169991e-08
1929,5.124586976990031e-08,1.1140406375176326e-09,5.7930112262738476e-08
1930,6.827342247106571e-08,0.0,3.7812974085227324e-08
