year,en_ADP amants_NOUN,en_ADP maman_NOUN
1800,0.0,0.0
1801,2.8574191901498125e-08,0.0
1802,4.475680270843441e-09,0.0
1803,9.751696339321825e-09,7.801356671777171e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,1.729001475325731e-08,5.76333825108577e-09
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,2.259030518203531e-09,0.0
1810,2.106114038724627e-08,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,0.0
1813,5.751483289628823e-09,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,0.0
1816,9.270415546325239e-09,4.6352077731626196e-09
1817,9.341240336802059e-09,0.0
1818,1.1921176934492905e-08,1.1921177378582115e-09
1819,1.035105001712111e-09,1.035105001712111e-09
1820,7.119888678630559e-09,0.0
1821,1.3806083387635226e-08,0.0
1822,4.010246357211145e-09,0.0
1823,5.929612356680991e-09,0.0
1824,5.052667617633233e-09,1.6842225392110777e-09
1825,8.805443485471187e-09,1.7610886082763955e-09
1826,8.807984341885344e-10,8.807984341885344e-10
1827,2.7651818612639545e-09,0.0
1828,4.586150570418113e-09,1.8344602503717056e-09
1829,6.858540846366168e-09,0.0
1830,1.1480519646056564e-08,4.174734336004349e-09
1831,4.677361609140007e-09,0.0
1832,1.2176972319366541e-08,1.3529969367098715e-09
1833,0.0,0.0
1834,9.334531370086552e-09,0.0
1835,7.563087933704082e-10,5.294161553592858e-09
1836,5.376600054063374e-09,6.720750067579218e-10
1837,4.174734336004349e-09,2.087367279024477e-09
1838,3.787297142565649e-09,6.312161904276081e-10
1839,1.3982950353153e-09,6.9914751765765e-10
1840,8.280594876453051e-09,6.369688665408546e-10
1841,6.420548537278137e-10,6.420548537278137e-10
1842,2.1466448174578545e-08,6.708265054555795e-10
1843,4.7255288571079745e-09,1.7720733214154905e-09
1844,3.2931368743049916e-09,5.488561272137815e-10
1845,5.580227946389016e-10,2.2320912340667576e-09
1846,2.9272506640865004e-09,0.0
1847,2.6966118227278457e-09,3.235934187273415e-09
1848,5.63165514222419e-09,0.0
1849,3.3517659758786067e-09,0.0
1850,4.073397619208663e-09,4.073397619208663e-09
1851,4.514607354622058e-09,7.094382636907426e-09
1852,3.2552727180501506e-09,5.208436348880241e-09
1853,1.1943863675867306e-08,4.180352064508952e-09
1854,3.63696517347023e-09,1.0391328908454511e-09
1855,1.9104973603134567e-08,0.0
1856,1.0354378465748937e-09,5.177189232874468e-10
1857,7.81041464836818e-09,1.9526036343364694e-09
1858,1.3702292633865909e-08,9.787352039936081e-10
1859,1.171199848215565e-08,9.675129808428551e-09
1860,7.323494255473406e-09,1.8308735638683515e-09
1861,1.8863854922557266e-09,3.772770984511453e-09
1862,8.13237568952907e-09,2.710791813242963e-09
1863,4.495158911765884e-09,2.996772441310469e-09
1864,1.582260189536555e-08,3.3563096746291876e-09
1865,4.23615986733239e-09,1.4120533076145136e-09
1866,6.3252967308358166e-09,9.731225825149181e-10
1867,1.6014277903764196e-08,1.94112459439566e-09
1868,1.9265508299781686e-08,4.939874176379533e-09
1869,1.4162205630441349e-08,1.953407657850903e-09
1870,1.204150201772336e-08,3.4404292748035914e-09
1871,8.496941816815706e-09,2.1242354542039266e-09
1872,4.23313739617015e-09,1.8142017887967654e-09
1873,4.788803575905831e-09,3.5916026819293734e-09
1874,6.572069999322139e-09,1.1949218281515073e-09
1875,1.3159512590732447e-08,0.0
1876,5.441413541973361e-09,6.04601479992084e-10
1877,2.1028373708986692e-08,1.2369631985365004e-09
1878,3.0195443923020093e-09,2.4156354694326865e-09
1879,5.498392852132383e-09,6.10932526790009e-09
1880,1.2193908105473383e-08,1.9253538763308597e-09
1881,3.486253785656146e-09,6.972507571312292e-10
1882,7.320923867126794e-09,6.655385131892899e-10
1883,5.687405213450347e-09,2.5277355764075082e-09
1884,1.9805090900604227e-09,2.6406787867472303e-09
1885,4.511945039809007e-09,1.9336907075562237e-09
1886,4.5174246565693466e-09,0.0
1887,3.9173548849191775e-09,5.8760321608453125e-09
1888,4.4384300679212174e-09,6.340614699951175e-10
1889,3.132568426877924e-09,2.5060546970934183e-09
1890,7.865263995654459e-09,3.2771931834929546e-09
1891,8.286486163910922e-09,6.374220040683554e-10
1892,6.268512375839919e-09,6.268512375839919e-10
1893,1.847525021858587e-09,1.8475249663474358e-09
1894,1.2603078580752936e-08,5.671385361338821e-09
1895,4.213030146971164e-09,4.213030146971164e-09
1896,2.358811590497112e-09,9.435246306477296e-09
1897,4.07869948926276e-09,6.409385022720926e-09
1898,4.52668391659472e-09,1.13167097914868e-09
1899,4.9748205555033564e-09,6.080336234504102e-09
1900,3.114631885736685e-09,2.5955265714472375e-09
1901,6.147612641171918e-09,7.265360424391076e-09
1902,9.329538919189417e-09,3.4371988033576883e-09
1903,5.400220270956879e-09,2.7001101354784396e-09
1904,2.6873125946735854e-09,1.6123875568041512e-09
1905,4.1286072338664326e-09,4.128607344888735e-09
1906,4.629765903985117e-09,1.5432553013283723e-09
1907,3.599990305858114e-09,5.657127544189677e-09
1908,1.4734167219643268e-09,3.929111258571538e-09
1909,6.601180269072415e-09,2.2003934230241384e-09
1910,4.809735720812114e-09,2.6720753387721174e-09
1911,2.128149656499545e-09,5.320374252271165e-09
1912,1.0939784189645252e-08,2.6047105583515417e-09
1913,1.3257474229533273e-08,2.121195941118259e-09
1914,2.0090231700464756e-09,5.357395083116501e-09
1915,1.295883844676382e-08,3.5342285764627945e-09
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,9.869782324756216e-09,2.1932848870420685e-09
