year,en_ADP amants_NOUN,en_ADP maman_NOUN
1918,1.033773866510046e-08,8.040463406189247e-09
1919,2.762354567309444e-09,4.603924352863942e-09
1920,3.786115865267448e-09,3.786115865267448e-09
1921,1.0601846289759465e-08,1.5145494858259667e-09
1922,4.426761346376651e-09,7.377935595798135e-09
1923,9.554353752605493e-09,1.0615948120573648e-09
1924,7.734974438733389e-09,7.734974771800296e-09
1925,8.798542339150117e-09,4.399271169575059e-09
1926,1.114613823460786e-08,3.3438415369957397e-09
1927,3.4562596340492746e-08,2.2298449753321847e-09
1928,4.570416489713125e-09,4.570416489713125e-09
1929,1.0026365515614089e-08,4.4561625500705304e-09
1930,8.402882945013346e-09,2.100720708497761e-09
1931,1.3686427990933225e-08,4.5621426636444085e-09
1932,8.767629400274757e-09,0.0
1933,1.1470662419910127e-08,1.1470662641954732e-08
1934,9.585264137967897e-09,3.5944740517379614e-09
1935,1.9149255514605557e-08,5.98414207075848e-09
1936,0.0,1.2124714565686645e-09
1937,7.554670666820584e-09,2.5182236296217297e-09
1938,1.0372171566075394e-08,9.075649898271365e-09
1939,4.588215141154706e-09,7.647025235257843e-09
1940,5.0715658339584024e-09,1.5214697501875207e-08
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,1.2136846860855144e-08,3.034211770724937e-09
1943,8.709705845433291e-09,1.1612940831184915e-08
1944,6.4263723231761105e-09,0.0
1945,0.0,2.178504043826024e-09
1946,0.0,4.1763312808029696e-09
1947,4.7683483828109274e-09,3.5762612871081956e-09
1948,1.5220643190261285e-08,1.3046265179283978e-08
1949,1.7670615193310368e-08,1.9634016634739737e-09
1950,9.571825110299415e-09,4.2541445921528975e-09
1951,7.462981344019681e-09,8.529121409139861e-09
1952,4.2179215675730575e-09,0.0
1953,1.6160740301529586e-08,4.3095309543161875e-09
1954,1.07497895029951e-08,5.863521668203475e-09
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,1.3953826538681824e-08,6.104799110673298e-09
1957,7.068030161150318e-09,4.4175189062301e-09
1958,6.617794590102477e-09,0.0
1959,6.975672928177801e-09,6.200598257066758e-09
1960,6.2287499602575735e-09,4.8445834566201995e-09
1961,8.33779090214648e-09,2.08444772553662e-09
1962,1.0781326054143392e-08,1.9025869213429303e-09
1963,1.2932106718821501e-08,1.9398159745165344e-09
1964,9.73434927109551e-09,5.475571551727398e-09
1965,1.2038495200705768e-08,1.6416130677043839e-09
1966,1.4955502058988657e-08,1.1078149508847446e-09
1967,6.902469984471082e-09,3.944268356370628e-09
1968,7.186265360559219e-09,2.245707841908029e-09
1969,9.083515273289322e-09,1.8167031212712459e-09
1970,7.817832603507213e-09,3.219107425067591e-09
1971,1.541519289993687e-08,1.541519245584766e-09
1972,4.617132121076395e-09,2.0520586896388693e-09
1973,7.167164917110114e-09,4.410563025913916e-09
1974,8.438357568252286e-09,3.937900117101378e-09
1975,4.569184142155791e-09,3.4268881066168433e-09
1976,9.712995741040231e-09,2.285410749536254e-09
1977,5.876781727920388e-09,5.289103821581875e-09
1978,7.72276909088987e-09,7.128709400561206e-09
1979,1.462993370893173e-08,4.0963813452421505e-09
1980,1.3075846294618998e-08,2.8425752862659692e-09
1981,1.0753434587229549e-08,6.325549528618524e-09
1982,1.4898005495922462e-08,3.7245013739806154e-09
1983,1.0104505676622466e-08,3.157658134966823e-09
1984,6.958810416790584e-09,1.739702604197646e-09
1985,1.3835783407856184e-08,4.812446441349039e-09
1986,1.4386764723983703e-08,3.596691222629289e-09
1987,8.555143260480236e-09,5.49973533381376e-09
1988,6.596209356501959e-09,4.797243047249822e-09
1989,1.0976244357863152e-08,3.292873196336643e-09
1990,8.172976573295188e-09,3.814055737905164e-09
1991,7.033758464558559e-09,2.344586080837985e-09
1992,2.093778861400608e-08,9.91789939064347e-09
1993,1.1078414630105726e-08,4.985286850001103e-09
1994,8.43988251508776e-09,1.1077346095955676e-08
1995,8.133675954979935e-09,4.3379608238858225e-09
1996,1.5480466686312866e-08,6.4057104065540216e-09
1997,8.630809955612051e-09,7.192341833217597e-09
1998,9.059445638115449e-09,4.768129335808169e-09
1999,1.462464363499727e-08,9.597422245821718e-09
2000,5.301637906462986e-09,9.719669513685858e-09
2001,1.1829271423513532e-08,7.009939018143285e-09
2002,1.0953053575235572e-08,5.695587890208742e-09
2003,1.0417307017007715e-08,9.58392298855415e-09
2004,1.2773895025075532e-08,6.1667077555505045e-09
2005,7.656374201303606e-09,1.0358623736550499e-08
2006,7.412201852297073e-09,1.070651389767363e-08
2007,1.078509459517818e-08,1.2382886049877584e-08
2008,9.366367237362283e-09,1.0643599140935933e-08
2009,1.2397300741540107e-08,1.0490023516496194e-08
2010,1.4171379458804978e-08,1.7950413710998703e-08
2011,1.3383901958929911e-08,1.4148696297899832e-08
2012,1.7702114551987336e-08,2.314891767163374e-08
2013,2.1476263545316954e-08,1.3666712761484234e-08
2014,1.9922095320645816e-08,2.6851520257276107e-08
2015,1.6181000206394458e-08,1.5072713036023977e-08
2016,1.2842308688698623e-08,2.2784740538739356e-08
2017,1.0565567670761666e-08,2.0628012964429843e-08
2018,1.2649186864610584e-08,2.504022655891447e-08
2019,1.4030432538003623e-08,3.010165550154653e-08
