year,en_ADP air_NOUN,en_ADP mers_NOUN
1874,1.69081439682639e-07,1.3144139998644278e-08
1875,1.0241533254795598e-07,3.089624556196213e-08
1876,1.6566080840441089e-07,3.3253080289341597e-08
1877,1.0699732011509866e-07,4.7004601100297805e-08
1878,1.6547102504871347e-07,1.3889904337816006e-08
1879,6.659164597522249e-08,2.3215436684154156e-08
1880,1.1167052460514526e-07,2.888030792291829e-08
1881,1.1713813058422673e-07,1.5339516323820135e-08
1882,1.0715170062347568e-07,1.9300615994310988e-08
1883,1.131161653233903e-07,1.8326083761621703e-08
1884,1.7296446674919252e-07,8.582206056928499e-09
1885,1.4180398011376383e-07,2.127059772760731e-08
1886,1.0906354014350583e-07,3.355801275750636e-08
1887,8.161155939934162e-08,1.0446279397058333e-08
1888,1.0715638998348709e-07,2.8532765261601867e-08
1889,8.645888804892365e-08,7.51816386923565e-09
1890,1.7238036653655087e-07,1.7696843102044113e-08
1891,2.42220368873447e-07,8.286486163910922e-09
1892,1.1847488301519604e-07,3.6984221907232495e-08
1893,1.422594238520425e-07,1.354851614232544e-08
1894,1.9282710761459043e-07,1.6384001710889606e-08
1895,1.0352017021375559e-07,2.888934957923084e-08
1896,7.194375445385148e-08,1.4152869098893461e-08
1897,1.1070755412401212e-07,5.2440420894583895e-09
1898,1.9181822974445595e-07,9.05336783318944e-09
1899,1.0060192678906787e-07,1.3818945987509323e-08
1900,1.3496738171525635e-07,1.4015843596837385e-08
1901,1.279821263411307e-07,5.58873880507349e-09
1902,2.533706344731712e-07,7.365425602756659e-09
1903,1.3608554705335507e-07,2.1060859722865644e-08
1904,1.4135264425618743e-07,2.6873125946735854e-09
1905,1.475977098319703e-07,9.28936660926638e-09
1906,2.052529679552606e-07,1.4403716441790948e-08
1907,2.2062798410438234e-07,3.599990305858114e-09
1908,2.3329098763902323e-07,1.080505640516094e-08
1909,3.15206349466024e-07,1.925344328412848e-08
1910,3.6340225884057276e-07,1.2825961626106164e-08
1911,3.9902805815117404e-07,1.1172785363555704e-08
1912,4.625965921434272e-07,4.375913675858101e-08
1913,5.09087001221431e-07,1.484837142129436e-08
1914,3.0202313938687553e-07,2.6786974971493294e-08
1915,1.8377989163820274e-07,8.246533234057551e-09
1916,1.50528225217883e-07,1.648119329900055e-08
1917,1.381769423325352e-07,1.2063066989753679e-08
1918,2.6303800471083605e-07,6.89182577673364e-09
1919,2.642652502382603e-07,6.4454939163738345e-09
1920,2.854731246948461e-07,9.843901693784574e-09
1921,2.6504616346123555e-07,3.862101216611791e-08
1922,2.751969887526684e-07,9.591315908163978e-09
1923,2.558443532585386e-07,2.441668023323018e-08
1924,2.2947091282699006e-07,1.0313299547703991e-08
1925,3.277457034656095e-07,2.4195990988573612e-08
1926,2.920288224572687e-07,1.671920735191179e-08
1927,2.129501930347999e-07,1.7838759802657478e-08
1928,2.31948637186008e-07,1.2568645679778001e-08
1929,2.551153110985638e-07,2.6736975522467787e-08
1930,2.468346705919444e-07,2.10072066408884e-08
1931,4.573547949249246e-07,1.3686427990933225e-08
1932,3.9563927378694075e-07,1.4247397928102146e-08
1933,3.8082598163846626e-07,3.670611903316967e-08
1934,3.774197683270586e-07,1.0783422155213884e-08
1935,5.732808050495919e-07,1.9149254626427137e-08
1936,4.692264652383926e-07,2.0612015205756506e-08
1937,4.293571240765459e-07,1.888667711114067e-08
1938,4.2914859399445504e-07,3.8895642262559704e-09
1939,4.909389987872714e-07,2.5999884911698246e-08
1940,6.187310546135194e-07,3.296517903095264e-08
1941,4.574829119974311e-07,1.4757512545315876e-08
1942,4.247896423503761e-07,9.102635090130207e-09
1943,9.929064368474627e-07,2.0322646676618206e-08
1944,4.6269882147953467e-07,9.639558484764166e-09
1945,9.389352637612092e-07,4.357008087652048e-09
1946,4.134568101221703e-07,2.227376683094917e-08
1947,5.161737379744125e-07,1.4305045148432782e-08
1948,4.435730192042797e-07,2.0656587551570738e-08
1949,4.7317980900185574e-07,2.5524220959027843e-08
1950,5.221962715573625e-07,4.2541444145172136e-08
1951,4.659032604159563e-07,2.7719644468682247e-08
1952,5.388395063476992e-07,3.585233443459401e-08
1953,5.289949411846351e-07,4.201792691560513e-08
1954,6.74304979852991e-07,2.6385847728960243e-08
1955,5.406109884198429e-07,3.0972505893345215e-08
1956,5.843164938568179e-07,2.0058624983221307e-08
1957,5.009466179650701e-07,3.003912818488885e-08
1958,6.444077458311881e-07,3.22617488279775e-08
1959,4.7512084933032384e-07,2.1702093122577537e-08
1960,5.294437523950535e-07,4.6369581951921646e-08
1961,4.3703921681625957e-07,4.655266749864495e-08
1962,4.7564672556177356e-07,1.0781325887609938e-08
1963,4.4615768057809646e-07,2.9097239173658807e-08
1964,4.7637472228023725e-07,2.1293889262974375e-08
1965,4.5801002546141945e-07,2.3529786119524942e-08
1966,5.383980679063427e-07,2.3818020888910496e-08
1967,5.166991521310393e-07,4.1907852743605645e-08
1968,4.051256959902716e-07,3.099076989476757e-08
1969,4.514507359054676e-07,2.043791091921321e-08
1970,3.7893495408169997e-07,3.127132974789504e-08
1971,4.3933299265219716e-07,2.620582717494102e-08
1972,3.729616903092037e-07,1.692948464748767e-08
1973,4.1018235097389777e-07,1.9847533394568018e-08
1974,4.0672883683257055e-07,3.3753430273009144e-08
1975,4.1065541767082436e-07,4.454954405375133e-08
1976,4.079458255645818e-07,4.285145038807059e-08
1977,4.01384201875743e-07,3.290997740990065e-08
1978,3.386137139571588e-07,3.5049489865990324e-08
1979,3.440960313350061e-07,5.734933772316708e-08
1980,3.2234804003827833e-07,4.4912688679232815e-08
1981,2.859148393596911e-07,2.6567308353264707e-08
1982,3.0478835211233957e-07,4.1590266564028866e-08
1983,2.7345319608684804e-07,2.7155859338989785e-08
1984,2.52836773739773e-07,3.015484395518797e-08
1985,3.0739501566401373e-07,2.5265343595037848e-08
1986,2.673540528963514e-07,4.076250281759286e-08
1987,3.611492629396196e-07,2.6887593707058954e-08
1988,2.5065594289053195e-07,2.2187249371086182e-08
1989,1.909866496063728e-07,1.920842829239433e-08
1990,2.2557414969259781e-07,2.5608660081388734e-08
1991,2.3035557727979494e-07,1.4653663171770859e-08
1992,1.630943504693505e-07,1.928480486412809e-08
1993,2.2046045700108152e-07,1.1632335983335906e-08
1994,1.524453796530878e-07,3.745197840743231e-08
1995,2.125600774283143e-07,2.1147558093570495e-08
1996,2.0605035411236372e-07,1.6548084902368032e-08
1997,1.0980308384755944e-07,1.91795770376757e-08
1998,1.316003657159115e-07,1.7642078020685403e-08
1999,1.6955446535682483e-07,2.650716607321968e-08
2000,1.9483518709506598e-07,1.4579504048484182e-08
2001,1.296838689768265e-07,2.5849149126733195e-08
2002,1.305603966050839e-07,1.7086764003693133e-08
2003,1.5042591949843143e-07,1.12506919336397e-08
2004,1.700249482594618e-07,1.0571498704203819e-08
2005,1.5763123639711552e-07,8.106749049829887e-09
2006,2.2442499875152677e-07,1.8118715416903797e-08
2007,1.6417310089167358e-07,1.4380126256430259e-08
2008,1.4092124867026712e-07,1.5326782953906104e-08
2009,2.5891284249901503e-07,6.675469510497578e-09
2010,2.116259318896141e-07,1.3226620521056276e-08
2011,2.2255517517777434e-07,1.7207874181135452e-08
2012,2.291062098924712e-07,1.3957436095779485e-08
2013,1.5284404897286663e-07,1.561910067948702e-08
2014,1.4768336260850834e-07,1.818974029732523e-08
2015,2.0569820136095984e-07,2.0614150567088707e-08
2016,1.6715714334925025e-07,2.0713400772365276e-08
2017,1.4439609019589739e-07,1.0565567976072998e-08
2018,1.3449441449431276e-07,2.529837372922117e-08
2019,1.9004859225235649e-07,1.632632107284593e-08
