year,en_ADP arche_NOUN,en_ADP marche_NOUN
1892,8.775916882086676e-09,9.40402242122218e-06
1893,3.3255450393454566e-08,9.51044239627663e-06
1894,8.192000855444803e-09,9.733357728691772e-06
1895,1.504653623918273e-08,1.022442211251473e-05
1896,3.479247046023204e-08,9.825040251598693e-06
1897,1.4566784223291052e-08,1.0419329555588774e-05
1898,2.6594268121016285e-08,1.0419294994790107e-05
1899,8.291367592505594e-09,9.88165174931055e-06
1900,1.8168686111152965e-08,1.0218587704002857e-05
1901,6.14761275219422e-09,1.0497328730707522e-05
1902,1.0311596021495006e-08,2.1866966562811285e-05
1903,1.7820726228023887e-08,1.1183316019014455e-05
1904,1.0211787859759625e-08,1.1192119927727617e-05
1905,1.2901897328276846e-08,9.721838068799116e-06
1906,9.259531807970234e-09,1.0287854820489883e-05
1907,1.1314255032868203e-08,9.787345334189013e-06
1908,3.732655784460803e-08,1.0410671166027896e-05
1909,3.850688656825696e-09,1.0150414709642064e-05
1910,2.6720753498743477e-08,1.0395441677246708e-05
1911,2.128149745317387e-08,1.094081744668074e-05
1912,7.293189607793238e-09,1.132944908022182e-05
1913,6.363587878865928e-09,1.1182414709764998e-05
1914,7.366418142140674e-09,1.0663225111784413e-05
1915,3.534228465440492e-09,1.1628790161921643e-05
1916,1.7579939282086343e-08,1.0544667020440102e-05
1917,2.0836205649743533e-08,1.1195622391824145e-05
1918,3.101321510712296e-08,1.1232526958337985e-05
1919,6.4454939163738345e-09,1.223354774992913e-05
1920,1.9687803387569147e-08,1.0940359970845748e-05
1921,9.844571380313027e-09,1.0367090908403043e-05
1922,2.0658219135327727e-08,1.029738450597506e-05
1923,6.369568872344189e-09,9.139269423030782e-06
1924,1.933743654092268e-08,9.051209417521022e-06
1925,2.3096173862313663e-08,7.87799490353791e-06
1926,1.4489979882625903e-08,7.921560609247535e-06
1927,2.5643217327342427e-08,8.654028533783276e-06
1928,1.82816659588525e-08,8.0405052358401e-06
1929,3.676334259239411e-08,7.70581937103998e-06
1930,1.470504518152893e-08,7.961731171235442e-06
1931,2.167017854048936e-08,8.701146725798026e-06
1932,1.53433514782364e-08,8.514463843312114e-06
1933,3.211785326584504e-08,7.88952183938818e-06
1934,9.585264137967897e-09,8.152267582772765e-06
1935,9.574627313213568e-09,7.650127372471616e-06
1936,1.8187071404440758e-08,7.814378477633e-06
1937,1.6368453259474336e-08,7.718355846009217e-06
1938,9.075650453382877e-09,7.490004463761579e-06
1939,9.176430282309411e-09,7.541496415797155e-06
1940,2.2822046474857416e-08,7.079906026774552e-06
1941,2.066051862925633e-08,7.644392098882236e-06
1942,2.730790527039062e-08,7.382237072306452e-06
1943,2.9032351855917682e-08,8.86648012965452e-06
1944,2.8918675454292497e-08,9.334306014352478e-06
1945,2.6142048525912287e-08,1.0299967470928095e-05
1946,1.3921104269343232e-08,8.503010576532688e-06
1947,9.53669654357725e-09,7.976254892128054e-06
1948,3.913879709216417e-08,8.139782039506827e-06
1949,1.8652315247891238e-08,7.511974672524957e-06
1950,1.914365022059883e-08,7.509628630941734e-06
1951,3.198420650551981e-08,7.76896376919467e-06
1952,3.690681538159879e-08,7.78417415858712e-06
1953,2.0470272588113403e-08,7.706518772465643e-06
1954,3.615838295445428e-08,7.530716175097041e-06
1955,3.191106623390283e-08,7.585448202007683e-06
1956,2.1802854632824165e-08,7.544659638369922e-06
1957,3.3573142932397104e-08,7.511549029004527e-06
1958,2.8952852393349104e-08,7.775908670737408e-06
1959,2.325224279786653e-08,7.398088655463653e-06
1960,2.2146666722733244e-08,7.765174814267084e-06
1961,2.848745239703021e-08,7.96606491348939e-06
1962,3.2343976386073336e-08,7.841194928914774e-06
1963,3.36234755593523e-08,7.5982593443768565e-06
1964,2.1902286206909594e-08,7.614086371177109e-06
1965,2.7360216592331454e-08,7.329254913202021e-06
1966,1.5509408868297214e-08,7.471104254364036e-06
1967,8.874604162656397e-09,7.339297553698998e-06
1968,2.919420261093819e-08,8.146978871081956e-06
1969,1.77128555989281e-08,7.601539891766151e-06
1970,2.115413444414571e-08,6.480983302026289e-06
1971,1.9525910111006795e-08,6.600271717616124e-06
1972,3.437198259348406e-08,6.510669209092157e-06
1973,4.0246387555953334e-08,6.651128842349863e-06
1974,2.8690414932697195e-08,6.462094006565167e-06
1975,2.227477224892027e-08,5.994769708195236e-06
1976,3.6566571992580066e-08,6.247741566767218e-06
1977,2.4094805095575822e-08,6.056023721612291e-06
1978,1.0099005187669263e-08,5.927522124693496e-06
1979,1.4044736262874835e-08,6.035725164110772e-06
1980,2.8994268430615477e-08,6.0927759477635846e-06
1981,4.68090675109778e-08,6.477995157183614e-06
1982,2.855450986771757e-08,6.169015705381753e-06
1983,2.084054351314535e-08,5.8246159824193455e-06
1984,2.3775934387959552e-08,5.785670964542078e-06
1985,5.293691107688403e-08,6.063682576495921e-06
1986,4.136194947657046e-08,5.766095455328468e-06
1987,3.2998411836349106e-08,5.890827651455766e-06
1988,3.238138979178018e-08,6.034332272975007e-06
1989,2.524536246717446e-08,6.369514721882297e-06
1990,5.121731938562135e-08,6.196205958985956e-06
1991,7.678519109433068e-08,6.151607522042468e-06
1992,4.683452609066663e-08,5.92704691371182e-06
1993,2.991171987876129e-08,5.959079317108262e-06
1994,4.694684807571292e-08,6.184851372381672e-06
1995,2.4943273835287272e-08,6.175087037263438e-06
1996,2.5622842514394506e-08,5.740584128943738e-06
1997,3.5002731380018304e-08,6.111572474765126e-06
1998,4.386678753576234e-08,6.291546469583409e-06
1999,2.6964186994327122e-08,5.949030764895724e-06
2000,4.152949673041917e-08,5.9024901020166e-06
2001,3.548781588036398e-08,5.844536644872278e-06
2002,3.154479494282825e-08,6.297129857557593e-06
2003,4.250261365079666e-08,6.2891367633710615e-06
2004,4.9774142862890614e-08,6.243350981094409e-06
2005,2.747287319859737e-08,6.139961897133617e-06
2006,5.0650047711542356e-08,6.4786763687152416e-06
2007,3.634976480926255e-08,6.630037205468398e-06
2008,4.470311698590024e-08,7.0269043135340326e-06
2009,6.198650015498686e-08,7.309638931474183e-06
2010,5.0072205604045905e-08,7.607196494063828e-06
2011,4.282848564685082e-08,8.474304195260629e-06
2012,7.421270847851602e-08,9.346035767521244e-06
2013,5.410902542690721e-08,9.547175068291835e-06
2014,6.12820997281105e-08,1.0131035196536686e-05
2015,5.1424550132073144e-08,9.49536570260534e-06
2016,5.116210047284575e-08,1.006070579023799e-05
2017,5.182159235062045e-08,9.215942554874346e-06
2018,5.6017826155496664e-08,9.57595057116123e-06
2019,4.821366744733879e-08,8.982283361547161e-06
