year,bon_ADJ auteur_NOUN,bon_ADJ moteur_NOUN
1885,2.6427105837001363e-08,8.379326565943757e-09
1886,5.808117314876071e-08,1.4842966855610484e-08
1887,4.1785116811077216e-08,3.9173548849191775e-09
1888,4.5652425173514644e-08,7.60873763994141e-09
1889,3.9470360035931407e-08,1.9421923624918236e-08
1890,2.752842276354528e-08,1.1797895993481688e-08
1891,4.6531805963923034e-08,5.16311828846483e-08
1892,2.9462007722358408e-08,1.5044429702015805e-08
1893,5.173069805852748e-08,3.3255449949365357e-08
1894,2.835692614056029e-08,1.0082462864602348e-08
1895,2.7685626013962406e-08,1.9259566386153892e-08
1896,2.6536629671447542e-08,2.181900704556483e-08
1897,4.370035144862783e-08,1.4566784223291052e-08
1898,3.2252622128581265e-08,2.4330926606808134e-08
1899,3.040168117252051e-08,2.7085134135518274e-08
1900,3.6337373332528955e-08,1.4015843485815083e-08
1901,3.632680295462265e-08,1.956058603980182e-08
1902,4.713872386874485e-08,1.915010727771005e-08
1903,4.6981917023458664e-08,1.1340462791054051e-08
1904,2.579820090886642e-08,1.9886112312406112e-08
1905,4.335037734337632e-08,1.5482276793932215e-08
1906,6.841765498588614e-08,2.777859720026754e-08
1907,5.039986622490389e-08,3.857132568896304e-08
1908,5.0587306565930135e-08,2.7503778810000767e-08
1909,6.27112107798311e-08,2.8605114721358404e-08
1910,5.451033757708501e-08,3.9012300834251334e-08
1911,8.033764975490243e-08,2.500575924102577e-08
1912,7.605754664963271e-08,2.917275843117295e-08
1913,8.219633840234053e-08,2.7575547179026216e-08
1914,6.696743687362172e-08,3.3483718908655646e-08
1915,8.246533234057551e-09,1.8849219074468238e-08
1916,3.8456117179563876e-08,5.493730803607377e-09
1917,2.0836206537921953e-08,2.52227767560953e-08
1918,2.756730310693456e-08,2.067547733020092e-08
1919,3.591060920848932e-08,2.3940405213807026e-08
1920,5.6791736646744084e-08,6.815008557481406e-09
1921,9.087297236920477e-08,4.619375815195781e-08
1922,8.410846197293154e-08,4.0578644444622114e-08
1923,7.537323210016211e-08,2.5478275489376756e-08
1924,6.574728561581367e-08,2.3204924204378585e-08
1925,5.9390162343575525e-08,8.798542339150117e-09
1926,5.461607699430715e-08,2.5636119005412183e-08
1927,5.017151061270653e-08,1.1149224654616319e-08
1928,5.598760188796348e-08,1.4853853147478446e-08
1929,5.681607251339926e-08,1.0026365515614089e-08
1930,5.0417298114169284e-08,2.3107928570631486e-08
1931,3.763767608688795e-08,2.167017854048936e-08
1932,4.38381477785299e-08,2.1919072779041926e-08
1933,5.2765046776315216e-08,2.2941325283909464e-08
1934,4.7926320689839486e-08,1.677421224144382e-08
1935,4.906996409204112e-08,2.8723881939640705e-08
1936,7.759817677310821e-08,2.424942913137329e-08
1937,4.658713759209121e-08,1.2591118370153254e-08
1938,4.5378251711802875e-08,1.5558256905023882e-08
1939,7.799965562327316e-08,7.647025235257843e-09
1940,2.7893612752905028e-08,1.0143131667916805e-08
1941,3.5418032950929046e-08,5.9030051957620344e-09
1942,6.068423519245414e-08,9.102635090130207e-09
1943,7.258088174921795e-08,1.4516175816936538e-08
1944,5.1410978585408884e-08,6.4263723231761105e-09
1945,5.2284098384092204e-08,1.089252066321933e-08
1946,3.3410650246423756e-08,5.568441707737293e-09
1947,7.629357434701944e-08,3.5762612871081956e-09
1948,3.044128593643336e-08,2.391815279167986e-08
1949,2.9451024730065e-08,9.817008539414473e-09
1950,7.551106784298156e-08,1.2762433776458693e-08
1951,5.6505429890663095e-08,1.2793682557799002e-08
1952,3.796129455224673e-08,1.7926167217297007e-08
1953,6.356558146514146e-08,1.0773827274768166e-08
1954,5.5703456292022224e-08,1.3681550115052232e-08
1955,2.3464018727992197e-08,1.1262729415761896e-08
1956,4.447782320227134e-08,1.657016923672927e-08
1957,4.064117509194887e-08,4.417518795207798e-09
1958,3.3088973006023537e-08,1.1581141212690937e-08
1959,4.650448615084457e-08,1.0851047171911432e-08
1960,6.644000244415693e-08,6.920833239831836e-09
1961,5.141637726691073e-08,4.86371165564492e-09
1962,5.707760736273215e-08,8.244543714397423e-09
1963,4.978860856930112e-08,3.879631726988464e-09
1964,4.1370983028254926e-08,4.867174663303331e-09
1965,4.760677890791598e-08,9.302474013317408e-09
1966,6.314545242247505e-08,1.0524242255449678e-08
1967,6.113615963476704e-08,4.930335695263466e-09
1968,6.961694465346113e-08,8.533689727086013e-09
1969,4.678010406822253e-08,7.72098829315837e-09
1970,5.840380623567398e-08,1.3796175313274261e-09
1971,6.217460812862896e-08,9.24911525146399e-09
1972,5.0275438923108595e-08,7.182205497002769e-09
1973,5.6234679246536246e-08,6.615844760915479e-09
1974,4.444201640030343e-08,6.188128787165681e-09
1975,5.8257097368397126e-08,4.569184142155791e-09
1976,3.828062833388657e-08,6.8562320265641574e-09
1977,4.231282951794313e-08,8.815172591880582e-09
1978,3.980196250363832e-08,6.534650598410963e-09
1979,4.506019457561905e-08,7.607565244427406e-09
1980,4.491268973394469e-08,5.6851505725319385e-09
1981,4.870673314671947e-08,6.958104314946922e-09
1982,3.848651286553206e-08,6.828252629986764e-09
1983,4.2944147904400154e-08,1.2630632539867293e-08
1984,5.103127426187015e-08,4.639206796497319e-09
1985,4.210890736100481e-08,3.609334831011779e-09
1986,4.3160294060928805e-08,5.395036861699509e-09
1987,4.033139050507728e-08,6.110817019067127e-09
1988,4.797243113863203e-08,6.596209300990807e-09
1989,4.061210545636129e-08,7.134558721588746e-09
1990,4.849299234388482e-08,4.90378582185258e-09
1991,4.571943029718639e-08,9.37834432335194e-09
1992,3.746761884082517e-08,4.958949695321735e-09
1993,5.2622471546914795e-08,9.970573089379542e-09
1994,5.433174576907618e-08,5.2749266066243194e-09
1995,4.9886549113864476e-08,1.1929391696696712e-08
1996,5.658377566497563e-08,4.804283193493575e-09
1997,5.897720356529135e-08,6.7128524960935465e-09
1998,4.815810428215883e-08,6.198567881199324e-09
1999,3.976075024780812e-08,7.769341614505265e-09
2000,4.9923756240133343e-08,1.855573306119851e-08
2001,4.9069571295135006e-08,1.840108865280854e-08
2002,4.162160488485611e-08,1.7086764003693133e-08
2003,4.5836150708300494e-08,1.2917460712191797e-08
2004,4.492886973572752e-08,2.070251881036711e-08
2005,6.035024313622017e-08,1.84653734525142e-08
2006,4.159068822673362e-08,1.5236193084966487e-08
2007,5.6721609908994e-08,1.677681460421354e-08
2008,3.40595165959634e-08,1.2772319285536682e-08
2009,4.0529637201913715e-08,1.5258216023994464e-08
2010,4.723793201044657e-08,1.5116137674908714e-08
2011,3.900451248095571e-08,3.0591775307398095e-08
2012,2.7234021954258836e-08,1.940424099178273e-08
2013,4.3231437596435995e-08,1.3108887808588321e-08
2014,5.305340732009167e-08,2.208754001919999e-08
2015,3.435691926789719e-08,1.640265719082823e-08
2016,4.308387302476291e-08,1.7399257146166747e-08
2017,3.144514215680516e-08,1.6603034169726527e-08
2018,4.6208255555235667e-08,1.7037679711506826e-08
2019,5.612173098468176e-08,1.1989642778598153e-08
