year,son_DET arc_NOUN,son_DET mark_NOUN
1847,5.83546817978231e-07,1.0786447290911383e-09
1848,6.500538933806865e-07,1.6090443422100975e-09
1849,7.248193973907746e-07,8.379414939696517e-10
1850,9.083676761889592e-07,0.0
1851,6.288202856197245e-07,6.449438760824933e-10
1852,6.998836159510802e-07,2.6042181744401205e-09
1853,7.178262233509258e-07,2.9859659189668264e-09
1854,7.70517029735629e-07,3.117398783558656e-09
1855,9.494110564389757e-07,3.1841622671890946e-09
1856,8.873702181944054e-07,2.0708756931497874e-09
1857,1.1920644844565231e-06,9.763018171682347e-10
1858,8.994576781162777e-07,0.0
1859,9.563101777132488e-07,0.0
1860,8.229776851109705e-07,1.3731551729012637e-09
1861,8.790556176307973e-07,4.715963730639317e-10
1862,8.950130681029123e-07,4.517986262886353e-10
1863,8.880436013214421e-07,2.9967726078439227e-09
1864,1.0721011740599806e-06,1.9178911792039344e-09
1865,1.0110301413845946e-06,4.706844358715045e-10
1866,9.278724064643029e-07,0.0
1867,1.1108085189448502e-06,0.0
1868,1.4295995285351637e-06,9.87974813071446e-10
1869,7.882000163661473e-07,1.4650557433881772e-09
1870,9.982979456424346e-07,5.734048791339319e-10
1871,7.190537116841256e-07,0.0
1872,7.341469796529054e-07,6.047339295989218e-10
1873,6.69235319605832e-07,1.1972008939764578e-09
1874,8.173265015898323e-07,5.974609140757536e-10
1875,7.191959774388579e-07,2.2886108563824337e-09
1876,8.966239981589297e-07,2.418405919968336e-09
1877,8.405164741986937e-07,6.184815992682502e-10
1878,8.623818406050532e-07,1.2078177347163432e-09
1879,6.885209682394589e-07,0.0
1880,7.162316624231835e-07,0.0
1881,5.835988554636629e-07,1.3945015142624584e-09
1882,7.773489869578043e-07,0.0
1883,7.260920185103714e-07,6.319338941018771e-10
1884,6.324425889658869e-07,0.0
1885,5.749507065999637e-07,0.0
1886,6.588986600775115e-07,0.0
1887,7.475618577501564e-07,1.3057849246322917e-09
1888,6.562536070120473e-07,0.0
1889,6.716226685909987e-07,0.0
1890,6.606821552068709e-07,2.6217545912032847e-09
1891,5.91527628657218e-07,6.374220040683554e-10
1892,6.782530377336116e-07,1.8805537127519756e-09
1893,5.425565068328808e-07,6.158416554491453e-10
1894,5.331102501671126e-07,1.2603078580752936e-09
1895,4.863040752312031e-07,0.0
1896,5.720118148033748e-07,5.89702897624278e-10
1897,5.156641709191945e-07,4.661370844871726e-09
1898,4.5606339504900006e-07,0.0
1899,5.46677512147653e-07,1.1055156790007459e-09
1900,5.492134107498714e-07,2.07642125715779e-09
1901,4.912501525566881e-07,0.0
1902,4.561653739187932e-07,4.910283846193408e-10
1903,5.891640295629941e-07,2.7001101354784396e-09
1904,5.181138877929925e-07,1.0749250378694342e-09
1905,4.995614792946412e-07,1.5482277682110634e-09
1906,5.020724183069092e-07,4.115347562727578e-09
1907,4.829129984784686e-07,1.5428529565042481e-09
1908,5.417262265439149e-07,9.822778146428846e-10
1909,5.379961791618371e-07,1.1001967115120692e-09
1910,6.503831144755168e-07,2.6720753387721174e-09
1911,5.825809843429397e-07,5.320374141248863e-10
1912,5.506358267126643e-07,5.209421227725386e-10
1913,5.260565920650606e-07,3.1817937728995105e-09
1914,6.335119397959943e-07,2.0090231700464756e-09
1915,3.864089830329931e-07,0.0
1916,4.713621084562192e-07,1.2086208478478966e-08
1917,4.6936296094202135e-07,0.0
1918,6.271561581172591e-07,8.040463406189247e-09
1919,4.92619897762836e-07,5.524709134618888e-09
1920,5.035534194064439e-07,2.0445025228355007e-08
1921,5.42208695719637e-07,5.2251955651172466e-08
1922,5.703144339008759e-07,1.379673966184214e-07
1923,6.921598227904724e-07,7.325004247604738e-08
1924,6.897019009244332e-07,3.480738541838946e-08
1925,6.664895622066069e-07,5.169143690864075e-08
1926,5.88516112287607e-07,3.232380052509143e-08
1927,6.221267465633673e-07,1.2264147253304714e-08
1928,6.238618297516041e-07,5.713020723163709e-09
1929,5.759589924991815e-07,3.342121912552898e-09
1930,5.451370519438115e-07,7.352522590764465e-09
1931,5.679867811636541e-07,1.3686427990933225e-08
1932,6.27981458833915e-07,1.3151443711834077e-08
1933,4.175321137722676e-07,2.2941324395731044e-09
1934,5.571434904538819e-07,3.5944740517379614e-09
1935,4.954869412543417e-07,2.393656828303392e-09
1936,5.165128453832324e-07,8.487299751891442e-09
1937,5.489727441521097e-07,5.0364472592434595e-09
1938,7.027146047278165e-07,0.0
1939,5.154095221726607e-07,0.0
1940,4.158683886146264e-07,5.0715658339584024e-09
1941,6.34573035895869e-07,0.0
1942,8.465450775929639e-07,0.0
1943,7.054861734800966e-07,2.9032352077962287e-09
1944,7.16540506928709e-07,0.0
1945,6.339446740888377e-07,6.535512131478072e-09
1946,5.443151502859678e-07,0.0
1947,5.114053855947986e-07,4.7683483828109274e-09
1948,5.272865699623708e-07,3.2615663503321457e-09
1949,4.7219810728194034e-07,2.945102384188658e-09
1950,6.498205600280471e-07,5.317680518146517e-09
1951,4.211253750163735e-07,1.1727542048589612e-08
1952,5.293491431856978e-07,2.1089607837865287e-09
1953,4.481912094789209e-07,2.1547654771580937e-09
1954,5.316259450438565e-07,3.9090144454689835e-09
1955,5.209012492457532e-07,0.0
1956,5.581530597709161e-07,0.0
1957,4.850435662007158e-07,3.534015080575159e-09
1958,5.244602547804789e-07,4.9633461784992505e-09
1959,4.921724769957336e-07,0.0
1960,5.43977490607972e-07,4.152500121534786e-09
1961,4.412081082705299e-07,3.4740795795684676e-09
1962,5.561895957129082e-07,3.805173787174709e-09
1963,5.502611113428202e-07,1.9398159745165344e-09
1964,4.921930312207223e-07,3.0419841090534305e-09
1965,5.48298745073339e-07,0.0
1966,5.793872048798221e-07,1.1078149508847446e-09
1967,5.941054102009957e-07,1.4791006197611978e-09
1968,6.413742053013038e-07,2.245707841908029e-09
1969,5.718073063931683e-07,4.541757636644661e-09
1970,5.463285130957729e-07,9.197450023812337e-10
1971,4.917446450036778e-07,8.735275613958038e-09
1972,5.412304737717477e-07,3.0780880067027283e-09
1973,4.774434465559807e-07,4.410563136936219e-09
1974,5.158649436509677e-07,1.687671502548227e-09
1975,5.111774914468015e-07,1.1422960355389478e-09
1976,5.936354146029998e-07,3.999468700666142e-09
1977,4.748439810242644e-07,5.289103821581875e-09
1978,5.388116601778847e-07,8.316827670995508e-09
1979,5.805157403671046e-07,3.5111840102075575e-09
1980,5.110950338504949e-07,3.97960553399912e-09
1981,5.130020568344662e-07,3.162774764309262e-09
1982,5.394319213536392e-07,3.103751144983846e-09
1983,4.3512526737288226e-07,6.315316269933646e-09
1984,5.306092916157468e-07,2.3196033982486597e-09
1985,6.755471471109331e-07,1.8046674155058895e-09
1986,5.472965103336946e-07,0.0
1987,4.55866939752525e-07,2.4443267965246207e-09
1988,5.264974296537162e-07,1.7989661427186832e-09
1989,4.725273150540943e-07,3.2928733073589456e-09
1990,4.909234538885698e-07,1.0352436741190019e-08
1991,5.234288522615316e-07,8.206051504977552e-09
1992,4.88732037062789e-07,2.2039776226279173e-08
1993,4.902198522671597e-07,1.4955860550003308e-08
1994,5.106128906362528e-07,1.0549853213248639e-09
1995,5.606814355019196e-07,4.337960657352369e-09
1996,5.55161598470022e-07,1.1209993822092201e-08
1997,5.657975643558188e-07,1.4384683444390589e-08
1998,4.97315852499014e-07,7.152193948201102e-09
1999,5.050072031664854e-07,9.140402323914998e-10
2000,4.6919495311215087e-07,1.7672125984802278e-09
2001,5.520326578078993e-07,9.638666087496972e-09
2002,7.303496101229712e-07,1.752488598683044e-09
2003,6.00453613941454e-07,2.500153695184082e-09
2004,5.435512555607147e-07,3.9643121285681815e-09
2005,5.458544682923616e-07,4.053374746959548e-09
2006,5.855639653162825e-07,8.235779835885637e-10
2007,7.877113539223046e-07,1.5977917877663117e-09
2008,6.245664039283838e-07,1.7029758714315335e-09
2009,7.376393966751493e-07,4.76819250749827e-10
2010,8.899626298131125e-07,2.3618964561933353e-09
2011,1.078742487337081e-06,9.177532733772864e-09
2012,1.1914884066044351e-06,2.0425516833455504e-09
2013,1.2606844759233127e-06,3.3469499394200852e-09
2014,1.1870970659799696e-06,4.11434586400361e-09
2015,1.4409956925476308e-06,1.3299452372717013e-09
2016,1.4721014203189497e-06,3.5212781579474495e-09
2017,1.4877325256179574e-06,4.276539344871821e-09
2018,1.5501707260057174e-06,4.3884932354743e-09
2019,1.4790627496097386e-06,4.591778068885333e-09
