year,ton_DET auteur_NOUN,ton_DET moteur_NOUN
2005,6.3052495447024626e-09,6.305249322657858e-09
2006,8.235780057930242e-09,5.353256948836815e-09
2007,1.1583990683350365e-08,4.7933754743212376e-09
2008,2.9802078582719105e-09,8.514879634713424e-09
2009,5.721831231042529e-09,1.0490023072406984e-08
2010,9.919965349158844e-09,1.653327574846486e-08
2011,8.412738006224885e-09,1.5295888056154894e-08
2012,9.531907818605134e-09,1.7361688586792212e-08
2013,1.171432534308181e-08,1.8687138392259328e-08
2014,1.3642304286243245e-08,1.9489006852779767e-08
2015,1.4851054747078152e-08,2.7928849677394396e-08
2016,1.3463710424321818e-08,2.6720285761783202e-08
2017,8.804639961557115e-09,2.7671724911471074e-08
2018,1.1100306895883705e-08,3.5624241778720034e-08
2019,1.7091617399156434e-08,2.4744581939017962e-08
