year,en_ADP eau_NOUN,en_ADP mot_NOUN
1841,1.6276090946121258e-06,1.5409316489467528e-08
1842,1.3577528821251406e-06,8.854909783195808e-08
1843,1.7366319041145495e-06,6.674809382989366e-08
1844,1.482460447732592e-06,3.0735943179482916e-08
1845,1.506103540216408e-06,6.752075931704127e-08
1846,1.391614934398433e-06,3.74688082782626e-08
1847,1.3439913750801225e-06,3.5055954583640414e-08
1848,1.6235256907748408e-06,6.677534053478595e-08
1849,1.2527224966252248e-06,5.614208054005587e-08
1850,1.2641111135636152e-06,5.838536409896733e-08
1851,1.2840832823712844e-06,5.3530339716445496e-08
1852,9.987177236325806e-07,4.9480145092317684e-08
1853,1.5377724897902567e-06,5.4344580835419265e-08
1854,1.4958318388380576e-06,5.507404227111934e-08
1855,1.4493245217295225e-06,5.1477289986223695e-08
1856,1.6701612384206754e-06,5.5395924902779115e-08
1857,1.3028747867793733e-06,4.198097802721179e-08
1858,1.2777388309626048e-06,4.746865800431266e-08
1859,1.353499639922262e-06,4.888486548892956e-08
1860,1.8111916695318087e-06,4.3025528473350505e-08
1861,1.883084323139883e-06,6.696668369832182e-08
1862,1.8085498547648626e-06,3.5240294377070214e-08
1863,1.7695941867401643e-06,6.443061106864434e-08
1864,1.517531341921341e-06,6.329041024599746e-08
1865,1.7208223508369258e-06,5.5070080051677905e-08
1866,1.852338885832694e-06,6.763201848558609e-08
1867,1.6955722994538291e-06,5.677789438607306e-08
1868,2.0530117073036536e-06,4.890475358010349e-08
1869,1.8576907141465426e-06,6.543915631596064e-08
1870,2.1290523042338805e-06,3.4977696738991426e-08
1871,2.2368199523725707e-06,4.354682747731431e-08
1872,1.9557096111455508e-06,3.446983287691552e-08
1873,2.254329380946274e-06,7.422645270649397e-08
1874,2.2464530360366552e-06,6.213593300996578e-08
1875,1.9190002786828586e-06,5.0921590055708066e-08
1876,2.4728200003210077e-06,5.2600330313623544e-08
1877,2.013776033038539e-06,5.133397196210865e-08
1878,2.335919546680998e-06,4.9520527622970434e-08
1879,2.146816937553808e-06,5.437299577248922e-08
1880,2.432363761073475e-06,6.546202846458016e-08
1881,2.5191669088542312e-06,3.765153977486335e-08
1882,2.059841768264903e-06,4.924985019805206e-08
1883,2.4588548654946862e-06,7.330433204888465e-08
1884,2.280226148343445e-06,4.093052030640365e-08
1885,2.480925262560163e-06,3.931837816439909e-08
1886,2.509752055068759e-06,3.2912665204332114e-08
1887,2.944544934990745e-06,5.4842968388868485e-08
1888,2.8526426163466567e-06,5.57974075832135e-08
1889,2.7836001859071757e-06,4.573549838848834e-08
1890,2.89048454860108e-06,6.685474529533053e-08
1891,2.7166926770405553e-06,3.8882741248968955e-08
1892,3.2270301826287096e-06,8.211751167941372e-08
1893,3.2183885432246484e-06,6.774258315411785e-08
1894,3.520670052381547e-06,3.906954448851252e-08
1895,3.2428293863517865e-06,3.8519131440040155e-08
1896,3.2221366303986088e-06,6.781583666848334e-08
1897,3.4051314283800593e-06,4.1952338936113165e-08
1898,3.4408455000800586e-06,3.96084841591815e-08
1899,3.4834797926208694e-06,5.085371945767747e-08
1900,3.6404855165983463e-06,3.945200244270808e-08
1901,4.084809301474479e-06,3.8562298410038665e-08
1902,4.2861866802468285e-06,5.106695155632224e-08
1903,4.779194757276173e-06,5.1302094128402587e-08
1904,4.806527314826781e-06,5.320878848635857e-08
1905,4.8232454261665225e-06,3.354493505192124e-08
1906,5.007863460804174e-06,4.5268823356536814e-08
1907,4.5509021333600685e-06,5.6056993713582415e-08
1908,4.656979236017378e-06,5.549869719345679e-08
1909,4.872221001761545e-06,5.005894898602037e-08
1910,5.38262861482508e-06,4.7562939475831456e-08
1911,4.311099131015794e-06,6.118430317947343e-08
1912,4.8046492082676195e-06,6.042928601956987e-08
1913,5.361322720887074e-06,5.780258849341635e-08
1914,5.214084865201585e-06,4.48681823361774e-08
1915,4.38362137167303e-06,2.4739599702172654e-08
1916,4.108212152686974e-06,2.636990958926333e-08
1917,4.176014220647062e-06,5.2638837844121156e-08
1918,4.414214593850829e-06,3.331049214239101e-08
1919,5.395798947205321e-06,4.6960028365905515e-08
1920,4.749303581519371e-06,4.391894492528081e-08
1921,5.319854864183071e-06,5.75528811830317e-08
1922,5.671419106789699e-06,4.05786438895106e-08
1923,5.074423363282676e-06,4.352538596208433e-08
1924,5.249469680279617e-06,4.640984829773487e-08
1925,5.724551691344004e-06,4.5092529710188956e-08
1926,6.046779901680566e-06,4.56991671171636e-08
1927,5.221181787362639e-06,5.0171511389862644e-08
1928,5.745013311297953e-06,5.8272810354864646e-08
1929,6.141706258233626e-06,5.1245868215588075e-08
1930,6.183471313647715e-06,5.04172987803031e-08
1931,7.438573604190424e-06,4.448089097053298e-08
1932,7.076572863695674e-06,8.438843224212178e-08
1933,7.257488171319437e-06,3.097078660196928e-08
1934,6.84747317336587e-06,2.2765002327673756e-08
1935,8.338303565835758e-06,3.590485420090772e-08
1936,8.8195175464989e-06,4.00115567344983e-08
1937,8.696685426912154e-06,4.155068988875854e-08
1938,7.62354610372995e-06,4.019216504058676e-08
1939,8.986784109765722e-06,3.6705721129237645e-08
1940,8.90566941080806e-06,1.2678914806940611e-08
1941,8.515085184512827e-06,2.9515025090631752e-08
1942,9.093532824522299e-06,3.6410540360520827e-08
1943,9.513901794377944e-06,4.0645293575281016e-08
1944,8.685242278261285e-06,8.354284020128944e-08
1945,7.61169307139653e-06,1.742803190651898e-08
1946,6.964728676450704e-06,5.150808579656996e-08
1947,7.451736657060337e-06,1.6093176102849327e-07
1948,8.904076075566536e-06,5.979538175715504e-08
1949,1.0255828883032336e-05,4.319483792869505e-08
1950,1.000255775096548e-05,4.360498029321036e-08
1951,9.75518294410449e-06,4.3711748332064815e-08
1952,1.1146911987225394e-05,4.007025589114477e-08
1953,1.0788910842052246e-05,4.417269172662941e-08
1954,1.1238416121273076e-05,2.247683283940205e-08
1955,1.0398314707060763e-05,4.223523353275027e-08
1956,1.0689503376681841e-05,4.2733593774713086e-08
1957,1.202006853873172e-05,4.064117292701397e-08
1958,1.2178396730178065e-05,5.211513337544105e-08
1959,1.144552912535346e-05,4.4954337696800906e-08
1960,1.12657321125198e-05,4.014083337944285e-08
1961,1.199738642299053e-05,4.794230040738867e-08
1962,1.1731351079902197e-05,5.200404240568446e-08
1963,1.2621735876905404e-05,4.6555582944307616e-08
1964,1.2107096566182918e-05,5.0496937964439326e-08
1965,1.113451425283074e-05,5.089000504332475e-08
1966,1.1951107566687824e-05,4.874385650666113e-08
1967,1.2112848139622656e-05,6.655952877743232e-08
1968,1.1193955401722633e-05,5.075300024692808e-08
1969,1.2181448965975505e-05,5.7680324933029326e-08
1970,1.1858732534619776e-05,5.3345209499733315e-08
1971,1.1779776514231344e-05,7.810364299754013e-08
1972,1.1121132260427657e-05,5.540558650762861e-08
1973,1.302163599348205e-05,5.182411544346621e-08
1974,1.202128431998517e-05,5.006758674319656e-08
1975,1.197583124223911e-05,8.281646568519818e-08
1976,1.2197808473501937e-05,6.627691429006433e-08
1977,1.330797223886293e-05,8.109958860025301e-08
1978,1.1307915684710679e-05,6.772274319111204e-08
1979,1.2330693010653704e-05,6.963848597774103e-08
1980,1.1343581405753866e-05,8.072913826318029e-08
1981,1.1329692057415741e-05,7.906937032897687e-08
1982,1.2385828924266207e-05,9.06295328784168e-08
1983,1.1197686518471528e-05,6.441622235620059e-08
1984,1.1788224739461839e-05,8.582532690093458e-08
1985,1.2007053783236188e-05,7.038203231335416e-08
1986,1.1037047073614303e-05,7.493106912725978e-08
1987,1.193320315451274e-05,7.027439119511314e-08
1988,1.1320294731831382e-05,9.054796312746305e-08
1989,1.021778618337521e-05,6.69550891396753e-08
1990,1.128688012386192e-05,7.083246228445361e-08
1991,1.1207707771632158e-05,9.026656455635163e-08
1992,1.0600581731523562e-05,7.769021492798345e-08
1993,1.0196573356324734e-05,7.533321799702009e-08
1994,1.0445936752034868e-05,8.070637841361972e-08
1995,1.04306267019183e-05,7.374533078641221e-08
1996,9.974224809639054e-06,9.395042543935972e-08
1997,1.0570824201749929e-05,1.2850317521184706e-07
1998,1.0249570138398667e-05,9.965389957677928e-08
1999,9.188846185281818e-06,1.2568053844863591e-07
2000,9.242522168051437e-06,9.27786585336321e-08
2001,9.386308008174638e-06,1.0076786968737927e-07
2002,8.724764299472554e-06,9.375814352674539e-08
2003,1.0066451999080073e-05,1.2584107722535265e-07
2004,8.588902609574234e-06,1.1408409400504027e-07
2005,9.093971073070861e-06,1.1394486776339363e-07
2006,9.61403758381607e-06,1.2106596630756528e-07
2007,8.219840257339683e-06,1.354128550679068e-07
2008,9.740596006224678e-06,1.1495087448576413e-07
2009,9.427669930062166e-06,1.2206573130058018e-07
2010,8.433387488793187e-06,1.1856720194547421e-07
2011,8.046019292606843e-06,1.1969032229219856e-07
2012,7.813440756621048e-06,1.2970202689643884e-07
2013,6.205802995040699e-06,9.594590344441656e-08
2014,4.880263917428351e-06,1.0047665344181667e-07
2015,4.7656369064341675e-06,1.1459694970739065e-07
2016,4.501021731329047e-06,7.97465952440124e-08
2017,4.617656377270407e-06,9.232293440852857e-08
2018,5.414368375866729e-06,8.570469112179069e-08
2019,4.471881438483649e-06,1.1122306364796941e-07
