year,en_ADP argot_NOUN
1800,1.5720822421627645e-08
1801,2.3811825844433088e-09
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,8.645007376628655e-09
1807,2.2775640928784924e-08
1808,2.2660739951163578e-09
1809,0.0
1810,0.0
1811,2.5070767684098882e-09
1812,0.0
1813,0.0
1814,3.1466771410748606e-09
1815,5.394447111228828e-09
1816,0.0
1817,0.0
1818,3.5763532135746345e-09
1819,0.0
1820,4.153268307049984e-08
1821,4.930744257336528e-09
1822,0.0
1823,7.906149512848515e-09
1824,2.5263338088166165e-09
1825,1.2327620035890163e-08
1826,8.807984341885344e-10
1827,9.217273055917019e-10
1828,2.7516904310687096e-08
1829,3.429270467592005e-08
1830,2.922314124020886e-08
1831,2.182768810143898e-08
1832,6.223786064296633e-08
1833,6.255159235024621e-08
1834,1.7735608537350345e-08
1835,4.9916380362446944e-08
1836,4.838939871021353e-08
1837,1.8090515752078318e-08
1838,1.2624323808552163e-08
1839,2.237272100913401e-08
1840,5.095751021144679e-08
1841,5.008027859076947e-08
1842,2.6162234156856812e-08
1843,1.1223131091142591e-07
1844,4.994590629969764e-08
1845,8.537748996673145e-08
1846,9.250111965286578e-08
1847,1.0193192512275573e-07
1848,6.838438282308346e-08
1849,1.5920887941334172e-08
1850,3.8018377779280854e-08
1851,3.61168561724412e-08
1852,6.250123751883052e-08
1853,4.658106966815012e-08
1854,6.026970855721459e-08
1855,1.6716851902742746e-07
1856,5.337682313921732e-07
1857,6.98055786507723e-08
1858,7.780944955015912e-08
1859,1.2526746573371383e-07
1860,6.774232408357506e-08
1861,7.592701489755882e-08
1862,1.2740721277992861e-07
1863,6.443061018046592e-08
1864,8.246932381439365e-08
1865,6.589582079996603e-08
1866,9.487945007435883e-08
1867,1.0967353603064112e-07
1868,7.261615042608582e-08
1869,1.3185501757106977e-07
1870,9.289158953151855e-08
1871,4.779529905185598e-08
1872,9.554795799004978e-08
1873,6.824044884723435e-08
1874,1.1769980012843462e-07
1875,5.89317288302027e-08
1876,1.0580526055292694e-07
1877,9.277223966819292e-08
1878,7.790424572107213e-08
1879,1.1057878701592472e-07
1880,1.2835692331236714e-07
1881,1.868631969159651e-07
1882,1.1979693503860744e-07
1883,1.0742876099811838e-07
1884,1.7560514553593976e-07
1885,1.1215406381381854e-07
1886,1.477843252217781e-07
1887,1.292727045409947e-07
1888,1.6739222985506785e-07
1889,1.4848374263465303e-07
1890,1.4944000792382894e-07
1891,1.0262494587465198e-07
1892,1.8993592476590493e-07
1893,1.268633802453678e-07
1894,1.0712616482777548e-07
1895,1.3180765634501768e-07
1896,1.2265820004131456e-07
1897,1.3459707615126604e-07
1898,1.2222046485987903e-07
1899,1.807518152929788e-07
1900,1.3756290684341366e-07
1901,1.654266741368815e-07
1902,1.4239822831996207e-07
1903,1.4958610083937174e-07
1904,9.728071859171905e-08
1905,1.315993607420296e-07
1906,1.5895529603682235e-07
1907,1.6919955214689253e-07
1908,1.2622269984774448e-07
1909,1.1607075167674452e-07
1910,1.2825961537288322e-07
1911,2.8144778019267847e-07
1912,2.2869358851096422e-07
1913,2.0310450743465935e-07
1914,1.1518399034571303e-07
1915,1.201637749304041e-07
1916,1.4833073436193445e-07
1917,2.7635388732960564e-07
1918,1.711470032361717e-07
1919,1.3535536957931527e-07
1920,2.0142136492040663e-07
1921,1.3782400132278383e-07
1922,1.2690049189245656e-07
1923,1.9214866142647224e-07
1924,1.598561487625716e-07
1925,1.4737558107214e-07
1926,1.5047286616720612e-07
1927,1.2710116603642518e-07
1928,1.3254208042212667e-07
1929,1.815886232492403e-07
1930,1.838130589959519e-07
1931,2.474962368381739e-07
1932,8.877224377812354e-08
1933,1.0667715688583712e-07
1934,1.1741948746646358e-07
1935,1.2447015329541955e-07
1936,1.406466854092514e-07
1937,1.1332006266684402e-07
1938,1.0501823588526804e-07
1939,7.799965917598684e-08
1940,1.217175815693139e-07
1941,1.2986611253040792e-07
1942,1.0619740997697136e-07
1943,1.6838764516080573e-07
1944,1.6708567329715152e-07
1945,1.5031678479715538e-07
1946,1.6148480241895413e-07
1947,1.764288892758259e-07
1948,1.598167536087658e-07
1949,1.502002273667813e-07
1950,1.3613262517253588e-07
1951,1.588548901310105e-07
1952,2.4569393275442053e-07
1953,1.5191096025546358e-07
1954,2.1890481605169043e-07
1955,1.6612526287929086e-07
1956,2.982630391556995e-07
1957,1.2545753680370808e-07
1958,1.5386373419801203e-07
1959,1.2633718604604383e-07
1960,1.6886833265061796e-07
1961,1.6189211038408757e-07
1962,1.9279547203154834e-07
1963,1.5971151157145869e-07
1964,1.5757477456190827e-07
1965,1.4282032978485404e-07
1966,1.971910599252169e-07
1967,2.0017161972418762e-07
1968,1.8729204320777626e-07
1969,1.812161318781591e-07
1970,2.2855662962228962e-07
1971,1.7778855365691015e-07
1972,2.190572736537888e-07
1973,1.5878026360383046e-07
1974,1.9745757207090264e-07
1975,2.210342788799835e-07
1976,1.8054744899131947e-07
1977,1.6748827746937422e-07
1978,2.168315891282191e-07
1979,1.5917367868212295e-07
1980,1.4781391222129514e-07
1981,2.0178502424528233e-07
1982,1.750515590259738e-07
1983,1.5725136925937022e-07
1984,1.8092907083655518e-07
1985,1.91896301515726e-07
1986,2.008152648613759e-07
1987,1.6743638120431115e-07
1988,2.152762856866275e-07
1989,2.0415814638852225e-07
1990,2.2938820798401593e-07
1991,2.2332182147977164e-07
1992,2.2866268523102917e-07
1993,2.608966731543205e-07
1994,1.7249010220155014e-07
1995,2.2069375127387048e-07
1996,2.0765178554427166e-07
1997,2.0618046114861954e-07
1998,2.693993081948065e-07
1999,1.9057739031325127e-07
2000,3.516752968835135e-07
2001,2.1205065259266576e-07
2002,2.527964824139417e-07
2003,1.775109090829119e-07
2004,2.858709464703679e-07
2005,2.1888222789812062e-07
2006,2.5942706827208895e-07
2007,4.75742496064413e-07
2008,3.278228568603936e-07
2009,2.331646093978179e-07
2010,2.3571726615045918e-07
2011,3.154776848646179e-07
2012,2.393189610927493e-07
2013,2.6050428303392437e-07
2014,2.9666598422295465e-07
2015,2.491430706186293e-07
2016,2.2701887125720077e-07
2017,1.931989572767634e-07
2018,2.356879029719039e-07
2019,2.415785402831716e-07
