year,en_ADP ondes_NOUN,en_ADP mondes_NOUN
1861,9.47908702642053e-08,1.8863854922557266e-09
1862,6.144461650592348e-08,2.710791813242963e-09
1863,4.7948361725502764e-08,6.99246927027275e-09
1864,7.431828663584383e-08,6.712618905169165e-09
1865,4.518570723144322e-08,1.7415323905201063e-08
1866,6.957826315101556e-08,5.352174259343201e-09
1867,9.074757656435395e-08,8.249779526181555e-09
1868,8.941172069398817e-08,1.2349684830326169e-08
1869,7.715960081977613e-08,6.348574999037737e-09
1870,9.747883211730368e-08,1.0894693147633916e-08
1871,2.442870794538976e-08,7.434824311758348e-09
1872,5.140238434897526e-08,7.861540751719076e-09
1873,5.8662845248136364e-08,2.3944017879529156e-09
1874,1.236744051058558e-07,2.9873046258899194e-09
1875,5.492666116380107e-08,8.010138330405425e-09
1876,6.166935406781704e-08,9.069021977836655e-09
1877,9.09167962026558e-08,7.421779191219002e-09
1878,9.481369456221245e-08,3.6234530931267273e-09
1879,7.270097135414488e-08,1.710611030603104e-08
1880,7.31634486328403e-08,2.5671385017744797e-09
1881,1.0040410813871858e-07,2.7890030285249168e-09
1882,7.587139094766826e-08,3.3276925659464496e-09
1883,1.0174135667284645e-07,2.5277355764075082e-09
1884,1.0760766144812806e-07,2.6406787867472303e-09
1885,1.205333859388702e-07,1.933690763067375e-09
1886,8.841245602297931e-08,5.808117542471791e-09
1887,1.0968593655569236e-07,3.9173548849191775e-09
1888,1.0588826881985369e-07,3.1703073499755874e-09
1889,9.89891614788796e-08,3.132568426877924e-09
1890,1.0159298824419238e-07,7.209825181320184e-09
1891,9.752556717756988e-08,5.099376032546843e-09
1892,1.247433971673928e-07,1.56712811616444e-08
1893,1.2255249259851553e-07,3.695050043717174e-09
1894,8.128985684585643e-08,5.671385139294216e-09
1895,7.824198511308111e-08,1.3240951446391591e-08
1896,1.279655350572284e-07,5.307326134129653e-09
1897,1.0488084289939081e-07,2.330685422435863e-09
1898,1.4824890115505696e-07,6.7900258748920805e-09
1899,1.448225539490977e-07,5.527578395003729e-10
1900,1.292572217037602e-07,4.671947717582725e-09
1901,1.1121590404172821e-07,2.235495566438317e-09
1902,1.6793170232176635e-07,4.4192554615740676e-09
1903,1.1394464483061029e-07,1.6200660812870638e-09
1904,1.451148836650873e-07,5.912087708281888e-09
1905,1.3263150189235517e-07,2.0643036169332163e-09
1906,1.363208914639813e-07,3.0865106026567446e-09
1907,1.6611383679698832e-07,2.057137349353866e-09
1908,1.4586825369811152e-07,2.2592390180875555e-08
1909,1.584283237932027e-07,2.7504918342913243e-09
1910,1.6727192075904895e-07,1.6032452032632705e-09
1911,1.7770049409726596e-07,1.276889793899727e-08
1912,1.6565958804726222e-07,6.251305251225858e-09
1913,1.71286563377393e-07,5.833288518886093e-09
1914,1.4598900988094243e-07,2.0090231700464756e-09
1915,1.7788950712471774e-07,1.1780761921542648e-09
1916,1.6151569171007907e-07,2.197492410260793e-09
1917,1.9520234850745055e-07,0.0
1918,2.1824115403745736e-07,0.0
1919,2.0625580310351666e-07,1.1970202606903513e-08
1920,2.3852529906776e-07,3.028892692213958e-09
1921,2.612597898021818e-07,8.330022005509363e-09
1922,3.526653253871359e-07,3.6889677978990676e-09
1923,2.770762406179017e-07,7.431163684401554e-09
1924,3.0553148588907675e-07,9.024137215263295e-09
1925,2.1006519257404932e-07,1.0998177923937646e-09
1926,2.4744426063705305e-07,5.57306911730393e-09
1927,2.7984553829796255e-07,4.4596899506643695e-09
1928,3.130735313217059e-07,1.5996457491951332e-08
1929,2.9967694370469644e-07,4.4561625500705304e-09
1930,3.686764973309664e-07,5.2518016602221e-09
1931,2.760096213805241e-07,0.0
1932,2.7179649730868505e-07,1.0959536611565568e-09
1933,3.39531607496113e-07,6.882397318719313e-09
1934,2.2165923319050762e-07,1.1981580172459871e-09
1935,3.087817397329218e-07,1.3165112555668657e-08
1936,2.5704395589798423e-07,9.699771652549316e-09
1937,3.4121930858610483e-07,6.295559185076627e-09
1938,4.0062513306793335e-07,9.075650453382877e-09
1939,6.041150193425437e-07,6.117620188206274e-09
1940,4.716556087913659e-07,5.0715658339584024e-09
1941,5.165129337569851e-07,1.4757512545315876e-08
1942,3.9748174174292217e-07,0.0
1943,3.9193676659721177e-07,1.1612940831184915e-08
1944,4.048614492546676e-07,6.4263723231761105e-09
1945,4.444148342663823e-07,1.089252066321933e-08
1946,5.331783006212731e-07,4.1763312808029696e-09
1947,4.6133770670309104e-07,2.3841741914054637e-09
1948,5.653381642822808e-07,5.435944139264848e-09
1949,5.340452640112403e-07,2.945102384188658e-09
1950,5.530387845453788e-07,3.190608444114673e-09
1951,6.993879502203981e-07,0.0
1952,4.7557064952741257e-07,6.326882129314981e-09
1953,5.774771700828296e-07,1.1851209791302608e-08
1954,6.410783974786227e-07,5.863521668203475e-09
1955,6.297742665140049e-07,1.8771215692936494e-09
1956,9.244409984177082e-07,8.72114114258693e-09
1957,1.1618074911012854e-06,6.184526224473075e-09
1958,1.3128050682098547e-06,8.272243334772611e-09
1959,1.0517765121065281e-06,5.425523363911111e-09
1960,8.595674971800804e-07,2.076250060767393e-09
1961,8.136294669114363e-07,9.72742331128984e-09
1962,5.555553768132881e-07,1.4586499841318101e-08
1963,6.084556281038545e-07,7.759263453976928e-09
1964,8.657486834096062e-07,9.734349326606662e-09
1965,6.172464814824252e-07,6.5664522708175355e-09
1966,6.292388923245795e-07,5.539074976468328e-09
1967,5.733980090738555e-07,1.2818872185960117e-08
1968,5.048351265912743e-07,6.737123747768692e-09
1969,5.409233760911292e-07,4.9959334169624725e-09
1970,6.189883827723008e-07,1.1956685419534097e-08
1971,6.613117395914969e-07,1.4387513402880359e-08
1972,4.894160068324993e-07,1.0773308467548759e-08
1973,5.221004260036466e-07,8.821126051827832e-09
1974,5.445553483696131e-07,1.012602890426706e-08
1975,6.185533099056784e-07,6.282628195464213e-09
1976,7.370449681687319e-07,2.285410694025103e-09
1977,6.587872309893328e-07,1.586731068758951e-08
1978,5.506928220100349e-07,2.0198010819427736e-08
1979,6.331835096240468e-07,5.266775904289034e-09
1980,6.395794773794705e-07,9.664756106531058e-09
1981,5.433647212171877e-07,1.771153890217647e-08
1982,5.394319542162407e-07,1.738100563475342e-08
1983,5.930081741212234e-07,8.209910973278056e-09
1984,5.306092933921036e-07,6.958810416790584e-09
1985,4.4454974990060236e-07,1.4437339324047116e-08
1986,4.783599329982735e-07,1.1389522214244607e-08
1987,5.438626988762962e-07,9.166225112267057e-09
1988,4.6173465673149394e-07,1.0194141530917022e-08
1989,4.132556110647556e-07,1.2073869015694072e-08
1990,4.6313533630382153e-07,5.993515905799995e-09
1991,4.296453877117301e-07,1.2309077312977479e-08
1992,5.091188164385585e-07,1.322386644631024e-08
1993,4.536610749283909e-07,1.717154241021035e-08
1994,4.831832676188696e-07,1.529728693716592e-08
1995,4.598238216857453e-07,1.572510655023507e-08
1996,4.1743880352385077e-07,1.0676184380997711e-08
1997,4.2290969504144016e-07,1.8700088588730068e-08
1998,2.922863173715484e-07,1.3350761607355821e-08
1999,2.641576153372682e-07,1.0511462811280126e-08
2000,2.6596549940194336e-07,1.63467162028752e-08
2001,3.040561065148495e-07,1.7524847351069184e-08
2002,2.764550881551031e-07,1.7086764003693133e-08
2003,2.420982196937871e-07,1.2084076850271686e-08
2004,2.634065175977085e-07,2.026203915761471e-08
2005,4.4271858090638716e-07,1.6213499098860495e-08
2006,4.1796582195274823e-07,2.3060183096390574e-08
2007,3.211561430127574e-07,2.2369084723417032e-08
2008,1.9967392295150432e-07,8.51487946817997e-09
2009,2.0884683316069186e-07,1.573503527474429e-08
2010,2.2626968609884557e-07,2.4563723499682055e-08
2011,2.2179036807123964e-07,1.3383901986685487e-08
2012,2.774465939214821e-07,1.4297861561374248e-08
2013,2.3428650308687793e-07,1.059867482666732e-08
2014,2.5357362165578934e-07,6.0632466269971985e-09
2015,2.070281416299835e-07,1.7732604051801104e-08
2016,2.052697982701801e-07,2.4441811685704806e-08
2017,2.0955042789871925e-07,1.2326495379966218e-08
2018,2.2381316311381738e-07,9.809573597863164e-09
2019,2.474458100643062e-07,1.4285531590996214e-08
