year,en_ADP être_NOUN,en_ADP mètres_NOUN
1902,3.1425816615637814e-08,1.0355788526705823e-06
1903,4.644189388613995e-08,9.126372439993702e-07
1904,3.0635363579278874e-08,9.959180218288566e-07
1905,3.973784501454247e-08,1.1023381309982483e-06
1906,3.9095802151223324e-08,9.665922520163406e-07
1907,5.6056993713582415e-08,9.231403932385973e-07
1908,6.090122184332358e-08,1.0274626016659738e-06
1909,5.225934529562437e-08,1.067740886817603e-06
1910,5.1303846504424655e-08,1.008441258498749e-06
1911,4.9479478292369095e-08,1.1768667103062569e-06
1912,3.490312100451476e-08,9.429052232334811e-07
1913,4.825720623102825e-08,1.1003704027956474e-06
1914,5.424362292671958e-08,1.2409066378893385e-06
1915,2.9451904026700504e-08,7.940233675007846e-07
1916,6.812226160946011e-08,6.801239145204363e-07
1917,5.15421945124217e-08,8.07128857083228e-07
1918,5.283732917860107e-08,1.0142470747709353e-06
1919,5.340552178267899e-08,1.401434519543443e-06
1920,4.467616676606667e-08,1.179753736035849e-06
1921,2.499006651612845e-08,1.0753301669108595e-06
1922,3.467629533515648e-08,1.0484046590875096e-06
1923,5.414133408265798e-08,1.111489746907779e-06
1924,2.9650736976805092e-08,9.913659579918743e-07
1925,2.859526304632709e-08,7.434768347636123e-07
1926,4.4584552605364536e-08,9.88662489653791e-07
1927,3.1217830098739796e-08,8.183530965100161e-07
1928,4.4561559775502246e-08,1.0066342226444647e-06
1929,4.0105462062456354e-08,9.335660733356121e-07
1930,2.2057568216382606e-08,1.0850222382785546e-06
1931,3.42160717536899e-08,1.187297591798142e-06
1932,3.835837958376942e-08,1.2362357006967528e-06
1933,3.9000251916831985e-08,1.3833618721648122e-06
1934,3.354842448288764e-08,1.0088490007831297e-06
1935,3.231436807027421e-08,1.1429711808119691e-06
1936,4.243650053581405e-08,1.0560626204636492e-06
1937,3.021868266728234e-08,7.50430645513056e-07
1938,3.500607925754906e-08,9.036754704538907e-07
1939,3.364691281149135e-08,1.0048191398936979e-06
1940,1.5214697723919812e-08,1.0675645754076868e-06
1941,3.836953510472085e-08,8.647902385305883e-07
1942,5.158160121254696e-08,6.918002775080367e-07
1943,5.516146828199453e-08,6.967764678567079e-07
1944,4.819779064746399e-08,6.811954396113151e-07
1945,3.92130714566008e-08,6.535512167005209e-07
1946,5.150808579656996e-08,8.547558110194586e-07
1947,5.245183154478639e-08,6.616083541022277e-07
1948,3.696441708278542e-08,1.0491371682519457e-06
1949,3.9268034157657894e-08,1.1377912096932619e-06
1950,2.7651939848993834e-08,1.5697793429580997e-06
1951,4.584402901741669e-08,1.2591115563509447e-06
1952,3.796129277588989e-08,1.0428810632845398e-06
1953,3.44762476345295e-08,1.0644540999749097e-06
1954,4.6908174455850826e-08,1.6505813764666755e-06
1955,3.003394422051997e-08,9.08526853748981e-07
1956,3.8373022093196596e-08,8.564160847157609e-07
1957,3.35731449863097e-08,9.020573612517069e-07
1958,2.895285222681565e-08,1.2888155573875792e-06
1959,3.1778064624177205e-08,9.169134882469621e-07
1960,3.8756667208872386e-08,8.138900096099633e-07
1961,3.682524463144432e-08,8.817214389722494e-07
1962,3.361237066457079e-08,8.707506049532299e-07
1963,1.7458344103715717e-08,7.267844033265192e-07
1964,3.10282390891814e-08,6.728868888750128e-07
1965,2.6265809083270142e-08,7.058935764803209e-07
1966,2.1602390987141007e-08,6.20376359283803e-07
1967,3.056808139945133e-08,5.162061578189991e-07
1968,3.188905262074826e-08,6.121799825953289e-07
1969,3.270065546123746e-08,5.445567410333751e-07
1970,2.8971967935831344e-08,6.070316764805739e-07
1971,4.4190219705697587e-08,6.654224908864137e-07
1972,2.8728821988011077e-08,5.986881568276203e-07
1973,1.598829157956061e-08,5.832969680596989e-07
1974,2.5877628928583363e-08,5.7943388842574e-07
1975,2.341706917263764e-08,7.202176472986821e-07
1976,2.1140049599743804e-08,6.79909682332891e-07
1977,2.52701610747863e-08,7.216687842870328e-07
1978,3.029701645118621e-08,4.3603941257686074e-07
1979,3.043026142179883e-08,7.467118123827277e-07
1980,2.5583178242527538e-08,6.168388297922434e-07
1981,3.0362638236969275e-08,5.964993432527876e-07
1982,3.47620137119975e-08,5.375697171849936e-07
1983,2.841892188243378e-08,5.847982844642274e-07
1984,2.667543874679268e-08,5.625038319578834e-07
1985,3.1280901091612634e-08,5.504235787157086e-07
1986,3.117132424401703e-08,4.975422753794589e-07
1987,3.3609493521602474e-08,5.285856503611797e-07
1988,1.8589316641559606e-08,6.512257608726202e-07
1989,2.1952487827547884e-08,4.7142970704960874e-07
1990,2.0160008995517842e-08,4.2662936183823774e-07
1991,2.8721180100887977e-08,3.657554371594429e-07
1992,2.1488782808720686e-08,4.314286223827679e-07
1993,2.6588196533339215e-08,3.633720198625845e-07
1994,2.848460300963751e-08,4.2937902811068795e-07
1995,3.090796896199066e-08,3.752335888673741e-07
1996,3.25623614738646e-08,3.2402220173644025e-07
1997,2.4933451858721867e-08,2.98721917424416e-07
1998,3.0039213450017144e-08,2.9276313284753996e-07
1999,2.285100508814253e-08,3.249413102202059e-07
2000,2.120655140380734e-08,3.0970401398988656e-07
2001,4.8193328439083416e-08,2.6243458303709666e-07
2002,3.9869115731061555e-08,3.0712362936169413e-07
2003,3.416876803719049e-08,3.0335199463493723e-07
2004,2.6869225788761497e-08,2.8895430903563835e-07
2005,2.8373621674404603e-08,2.841865875957694e-07
2006,2.8413440822383507e-08,2.9689984892833365e-07
2007,4.234148387460834e-08,2.71225160775046e-07
2008,3.448526281202291e-08,3.295258352853381e-07
2009,4.052963742395832e-08,3.4521712444224306e-07
2010,3.7317963830219014e-08,4.2230709906831976e-07
2011,4.321088264980233e-08,3.862211606087129e-07
2012,4.289358412901123e-08,3.727656632257492e-07
2013,4.406817466495738e-08,2.800281575510155e-07
2014,5.348649789738147e-08,2.6981447442953055e-07
2015,5.253283719142132e-08,2.7618530468176417e-07
2016,4.515521290215929e-08,3.090439452124727e-07
2017,4.427476096857674e-08,3.5042467178003633e-07
2018,4.1561613706164735e-08,3.3739769134122355e-07
2019,4.056070679325785e-08,3.3137329680243965e-07
