year,en_ADP aire_NOUN,en_ADP mères_NOUN
1933,4.1294382802092855e-08,6.882397318719313e-09
1934,2.875579241390369e-08,0.0
1935,2.0346082152400413e-08,0.0
1936,1.9399542861009422e-08,2.424942913137329e-09
1937,2.1404900962807005e-08,1.2591118148108649e-09
1938,2.333738657878115e-08,3.8895642262559704e-09
1939,1.2235240376412548e-08,9.176430282309411e-09
1940,1.5214697057785997e-08,5.0715658339584024e-09
1941,1.1806010391524069e-08,1.1806010391524069e-08
1942,1.517105907566929e-08,6.068423541449874e-09
1943,2.9032351855917682e-08,2.9032352077962287e-09
1944,4.4984606262232774e-08,0.0
1945,1.3071024707045353e-08,4.357008087652048e-09
1946,3.062643028073353e-08,4.1763312808029696e-09
1947,1.6689218895749036e-08,5.960435700558264e-09
1948,2.5005341575123907e-08,4.348755133776194e-09
1949,2.2579119796084512e-08,9.817008539414473e-09
1950,2.4461330738745346e-08,1.0635361480382244e-09
1951,2.3455083209000804e-08,2.1322803522849654e-09
1952,3.374337254058446e-08,4.2179215675730575e-09
1953,3.124409986288157e-08,1.0773827385790469e-09
1954,3.029486128625081e-08,4.886268056836229e-09
1955,2.2525458831523792e-08,5.631364707880948e-09
1956,2.703553869665143e-08,6.976913269340912e-09
1957,7.951533903538532e-08,8.835037701437898e-10
1958,2.8125628048769613e-08,7.445019267748876e-09
1959,1.9376869886400527e-08,3.8753737996444215e-09
1960,2.629916601160076e-08,3.460416619915918e-09
1961,3.265634873628187e-08,4.86371165564492e-09
1962,5.45408234131628e-08,6.976152100435229e-09
1963,3.039045082253722e-08,3.879631726988464e-09
1964,4.0154192526564714e-08,1.8251904432275978e-09
1965,4.0493119801698896e-08,7.113656441681826e-09
1966,5.151339477205141e-08,5.539074976468328e-09
1967,2.5144710702473816e-08,1.4791006197611978e-09
1968,3.413475932467769e-08,2.245707841908029e-09
1969,3.451736046988785e-08,4.995933444718048e-09
1970,3.3570694335516293e-08,1.8394900047624674e-09
1971,3.956565930440803e-08,5.138397263237948e-09
1972,3.5398013353837854e-08,5.130146973897354e-09
1973,4.300298939163838e-08,6.064523994098181e-09
1974,4.050411750444738e-08,1.1251143350321513e-09
1975,4.16938057412608e-08,1.1422960355389478e-09
1976,2.228275491900078e-08,2.856763492431469e-09
1977,4.8189612078530786e-08,7.052138428775834e-09
1978,5.287126469966097e-08,5.940591130126904e-09
1979,5.442335160310563e-08,9.363157360553487e-09
1980,3.581644952843632e-08,7.390696055153967e-09
1981,6.135783220395652e-08,5.69299452024552e-09
1982,3.165826112372372e-08,8.069752976958e-09
1983,3.6628833299801045e-08,4.4207211225000265e-09
1984,3.537395104613594e-08,1.739702604197646e-09
1985,4.9327574580537714e-08,6.617113967877231e-09
1986,5.874595604415944e-08,8.991728306373403e-09
1987,4.8275453745638686e-08,1.4054879038383206e-08
1988,3.238138990280248e-08,5.9965538645734284e-09
1989,7.079677288857056e-08,1.1525056464734007e-08
1990,8.554382369130309e-08,7.628111475810329e-09
1991,3.8099522925438833e-08,5.8614650910726596e-09
1992,4.573253731265936e-08,1.0468894195980738e-08
1993,5.760775678709251e-08,9.970573700002205e-09
1994,4.378189177867142e-08,7.3848970827405935e-09
1995,6.181593642518024e-08,8.675921314704738e-09
1996,5.8719012541175175e-08,1.3879039695297024e-08
1997,4.842843426278165e-08,1.2466725429760572e-08
1998,5.912480360859007e-08,1.7642078020685403e-08
1999,4.295989214364582e-08,5.941261621567051e-09
2000,5.610899900254651e-08,7.510653543540968e-09
2001,6.790878490092744e-08,9.200544992538084e-09
2002,5.651775714099472e-08,1.2267420579359367e-08
2003,6.833753474211335e-08,4.583615265119079e-09
2004,6.7393305602792e-08,1.0131019578807354e-08
2005,6.71058666412705e-08,9.457874483587148e-09
2006,5.8474035113942335e-08,7.000412693969338e-09
2007,3.794755376596015e-08,1.1184542542119758e-08
2008,4.385162938325138e-08,1.0217855228589201e-08
2009,6.103286476211167e-08,1.0490023072406984e-08
2010,4.91274465552749e-08,1.558851697724961e-08
2011,4.0916501159449226e-08,1.8737462109674752e-08
2012,5.106378955788138e-08,1.1234033953089195e-08
2013,4.62994750871637e-08,1.2829975415407091e-08
2014,3.5729847039367435e-08,9.961047500728348e-09
2015,3.568686279820099e-08,9.309617077235544e-09
2016,3.749125579433077e-08,7.042556010583567e-09
2017,4.150758609045013e-08,1.3081178806828575e-08
2018,3.252648211882203e-08,7.486253394972664e-09
2019,3.851991381420561e-08,1.0969247454806208e-08
