year,en_ADP aire_NOUN,en_ADP mères_NOUN
1800,4.7162466820793725e-08,2.515331631869344e-08
1801,1.619204113012529e-07,0.0
1802,3.3567602031325805e-08,4.475680270843441e-09
1803,2.9255089017965474e-08,4.095712213825209e-08
1804,1.730295728918918e-08,7.4155526164076946e-09
1805,3.695740935505398e-08,0.0
1806,4.8988376022407465e-08,0.0
1807,1.1387820464392462e-08,2.8469551160981155e-09
1808,4.5321479014148736e-08,0.0
1809,7.00299480627109e-08,2.259030518203531e-09
1810,5.3822916346035754e-08,1.4040760554223652e-08
1811,5.0141535368197765e-09,0.0
1812,3.200649700829672e-08,0.0
1813,2.0130190847567064e-08,0.0
1814,4.090680150170556e-08,0.0
1815,8.091670444798638e-09,0.0
1816,7.184571870766376e-08,0.0
1817,1.2454987263765815e-08,4.670620334934483e-09
1818,7.152706427149269e-09,1.7881765401739358e-08
1819,2.484252026313527e-08,1.035105001712111e-09
1820,1.7799721696576398e-08,0.0
1821,3.7473656067099625e-08,0.0
1822,3.0076847679083585e-08,3.0076847679083585e-09
1823,3.2612866407433216e-08,1.9765373782121287e-09
1824,1.431589158329416e-08,1.6842225392110777e-09
1825,1.3208164117983756e-08,1.7610886082763955e-09
1826,2.466235649034587e-08,7.927186018719112e-09
1827,2.027800155568471e-08,1.2904182611350734e-08
1828,2.384798225563145e-08,2.7516904310687096e-09
1829,4.800978425922864e-08,3.429270423183084e-09
1830,1.6698937788106605e-08,2.0873671680021744e-09
1831,1.4032085493553836e-08,0.0
1832,9.470978445946798e-09,0.0
1833,1.2741991461950875e-08,4.6334514003376626e-09
1834,2.1469421573883096e-08,1.8669061851994684e-09
1835,2.571449897459388e-08,6.806779140333674e-09
1836,2.9571301130015826e-08,6.048674894287842e-09
1837,1.8786305289175687e-08,6.957890930081589e-10
1838,3.8504186727905676e-08,3.1560809521380406e-09
1839,2.6567605448946097e-08,2.7965900706306e-09
1840,5.860113566624747e-08,9.554533164646273e-09
1841,4.173356549230789e-08,1.926164561183441e-09
1842,3.287049921141261e-08,2.683306021822318e-09
1843,3.0125246297529884e-08,4.7255288571079745e-09
1844,5.488561261035585e-08,9.879410234336916e-09
1845,2.7343117381395388e-08,4.464182357111213e-09
1846,1.3465352832753297e-08,4.0981511517657054e-09
1847,2.480882788091776e-08,1.6179670936367074e-09
1848,2.0113054055581614e-08,1.6090443422100975e-09
1849,2.3462362719328667e-08,1.6758829879393033e-09
1850,2.1724787302446202e-08,2.0366988096043315e-09
1851,2.1283148576856092e-08,6.449438760824933e-10
1852,1.9531636752390114e-08,1.3021090872200602e-09
1853,2.26933418723263e-08,2.9859659189668264e-09
1854,2.1821789930598356e-08,8.832629738719788e-09
1855,1.1144567935161831e-08,4.776243400783642e-09
1856,2.0191037064520856e-08,1.1907535402144731e-08
1857,1.2691923956253959e-08,5.369659827891837e-09
1858,4.502181916166137e-08,6.361778881469604e-09
1859,2.6479301196147276e-08,8.656694916453489e-09
1860,1.373155189554609e-08,4.57718396518203e-09
1861,1.3204698334767784e-08,3.7727710400226044e-09
1862,3.6143891435358455e-08,2.2589932147099034e-09
1863,1.947902072974017e-08,1.648224873251891e-08
1864,2.5412057458318316e-08,3.3563094525845827e-09
1865,2.9653119293371333e-08,4.706844247692743e-09
1866,1.8489329622894957e-08,0.0
1867,2.8631587767335986e-08,1.1161466417775046e-08
1868,3.112120594561674e-08,5.927848767406374e-09
1869,3.174287332985415e-08,1.0255390314739543e-08
1870,4.0711745086241535e-08,7.454262984651905e-09
1871,3.929835434846041e-08,1.274541272522356e-08
1872,2.0560953717385644e-08,3.0236697590169115e-09
1873,3.8909028887701425e-08,2.9930022904522957e-09
1874,5.616132481289782e-08,4.182226565063729e-09
1875,2.4030413270370587e-08,6.865832347102696e-09
1876,3.748529087133079e-08,8.464420275799966e-09
1877,5.999271590617639e-08,7.421779191219002e-09
1878,2.2344627481629686e-08,5.435179861734696e-09
1879,1.8327976358811782e-08,8.553055375060126e-09
1880,4.492492533536563e-08,5.776061628992579e-09
1881,6.83305714233029e-08,2.7890030285249168e-09
1882,6.25606177973026e-08,1.9966155395678697e-09
1883,3.475636339844712e-08,3.791603475633565e-09
1884,3.6969503902639644e-08,1.3203393933736152e-09
1885,3.287274280561192e-08,3.2228178459270396e-09
1886,5.0982363997142954e-08,7.098810206329631e-09
1887,3.199173115309151e-08,9.140494583448344e-09
1888,2.4728397107764977e-08,5.072491537916335e-09
1889,3.8217333020451605e-08,1.2530273485467092e-09
1890,3.211649390877369e-08,3.932631831293776e-09
1891,3.44207886637804e-08,3.824531802365527e-09
1892,2.7581454897784852e-08,9.402768785804483e-09
1893,2.832871559554917e-08,3.695050043717174e-09
1894,3.591877373310126e-08,5.671385139294216e-09
1895,2.106515117894503e-08,5.416753268150387e-09
1896,2.122930492509667e-08,9.435246139943843e-09
1897,2.9133568113515196e-08,8.740070001067579e-09
1898,2.6594268232038587e-08,7.3558613644664206e-09
1899,2.984892333302014e-08,4.9748205555033564e-09
1900,2.0764213348734017e-08,8.824790675987515e-09
1901,3.409130783227354e-08,8.941982265753268e-09
1902,2.8970674414985353e-08,2.455141867585553e-09
1903,3.0781254878320397e-08,3.2401321625741275e-09
1904,3.117282521003517e-08,1.0749250378694342e-09
1905,2.5803795267176355e-08,8.773290538499623e-09
1906,2.05767382577271e-08,4.115347618238729e-09
1907,2.8799923057487575e-08,3.599990305858114e-09
1908,2.897719486583128e-08,5.893666887857307e-09
1909,1.925344239595006e-08,6.60118004702781e-09
1910,1.9238942772226153e-08,1.068830135508847e-08
1911,1.9685384544665396e-08,1.5961122201701983e-08
1912,2.5005221671037248e-08,4.688478938419394e-09
1913,2.1742257383383645e-08,7.954484182448596e-09
1914,1.808120764223986e-08,8.036092680185902e-09
1915,2.3561524287174507e-08,8.246533234057551e-09
1916,2.4172415624690302e-08,2.197492410260793e-09
1917,5.3735480065597585e-08,3.2899273305631027e-09
1918,1.033773866510046e-08,3.44591288836682e-09
1919,1.6574127070789757e-08,1.8415696745321952e-09
1920,1.8930578438158818e-08,2.2716695191604686e-09
1921,2.4990065738972334e-08,4.543648568500203e-09
1922,2.360939327372691e-08,2.2133805899215986e-09
1923,1.4862327812892318e-08,9.554353752605493e-09
1924,5.156649773851996e-09,6.445812328337297e-09
1925,8.798542339150117e-09,5.499089184013428e-09
1926,6.687683296036084e-09,0.0
1927,1.0034302388994831e-08,6.689534925996554e-09
1928,1.4853853258500749e-08,2.2852082448565625e-09
1929,2.116677166874581e-08,5.570202965543558e-09
1930,1.1553964007759987e-08,3.1510811737689437e-09
1931,2.5091784650044247e-08,3.4216069977333063e-09
1932,4.055028668403793e-08,3.287861094491973e-09
