year,ton_DET être_NOUN,ton_DET etre_NOUN,ton_DET mètre_NOUN
1837,9.880204898671252e-08,1.3915781860163179e-09,0.0
1838,5.807188974138455e-08,6.312161904276081e-10,0.0
1839,8.739343826391632e-08,1.3982950353153e-09,0.0
1840,7.962110681880574e-08,3.1848443882154243e-09,6.369688665408546e-10
1841,1.05939048200554e-07,0.0,0.0
1842,1.8581893979074948e-07,0.0,0.0
1843,1.382217214018766e-07,0.0,0.0
1844,5.378790129961786e-08,5.488561272137815e-10,0.0
1845,7.923923883712547e-08,0.0,0.0
1846,8.957386898877928e-08,0.0,0.0
1847,3.4516631330916425e-08,5.393223645455691e-10,5.9325460100012606e-09
1848,5.148941845112276e-08,0.0,2.413566457803995e-09
1849,6.871120361573446e-08,5.02764896381791e-09,0.0
1850,5.634866617754142e-08,6.788996032014438e-10,0.0
1851,5.4175285590929434e-08,0.0,3.2247193804124663e-09
1852,7.552232816898652e-08,6.510545436100301e-10,6.510545436100301e-10
1853,6.509405592325379e-08,0.0,0.0
1854,9.19632576756868e-08,0.0,0.0
1855,1.2365163826189018e-07,0.0,0.0
1856,1.0665009897437017e-07,1.0354378465748937e-09,0.0
1857,9.518942456487878e-08,0.0,0.0
1858,6.753273140702731e-08,9.787352039936081e-10,0.0
1859,1.1813842193397761e-07,0.0,0.0
1860,1.281611523296089e-07,1.8308735638683515e-09,2.288591982591015e-09
1861,1.1129674565291126e-07,0.0,0.0
1862,1.2560001816375177e-07,0.0,0.0
1863,1.1487628165385289e-07,0.0,0.0
1864,1.0740190314884046e-07,7.671564716815737e-09,0.0
1865,7.766293097510868e-08,9.41368871743009e-10,0.0
1866,8.952728036693003e-08,1.9462451650298362e-09,0.0
1867,1.116146659541073e-07,4.85281148598915e-10,0.0
1868,4.347089221923284e-08,0.0,0.0
1869,1.1280929279600116e-07,4.883519144627257e-10,0.0
1870,7.052879968938441e-08,1.1468097582678638e-09,0.0
1871,1.4338588982809597e-07,0.0,0.0
1872,6.53112617321483e-08,0.0,0.0
1873,5.8064241581501363e-08,0.0,0.0
1874,4.122480401491657e-08,1.1949218281515073e-09,0.0
1875,1.0642040138009179e-07,5.721527140956084e-10,0.0
1876,6.04601479992084e-08,4.836811617892067e-09,0.0
1877,6.555905041061294e-08,4.9478527941460015e-09,0.0
1878,6.522216011717319e-08,2.4156354694326865e-09,0.0
1879,5.9871388402577e-08,3.0546627449723474e-09,0.0
1880,5.198455577115624e-08,6.417846254436199e-10,0.0
1881,5.996356622350874e-08,6.972507571312292e-10,0.0
1882,7.853354455633621e-08,6.655385131892899e-10,0.0
1883,6.129758700623711e-08,6.319338941018771e-10,0.0
1884,7.922036537877375e-08,0.0,0.0
1885,7.605849999814396e-08,6.445635691854079e-10,0.0
1886,7.486018105407055e-08,0.0,0.0
1887,8.487601693696334e-08,0.0,0.0
1888,8.433017617548444e-08,3.1703073499755874e-09,0.0
1889,5.6386229463356585e-08,1.2530273485467092e-09,0.0
1890,8.78287771399755e-08,1.9663159989136147e-09,0.0
1891,7.776548383020554e-08,1.912266012205066e-09,0.0
1892,5.265550284683229e-08,2.5074049503359674e-09,0.0
1893,8.92970395405257e-08,6.158416554491453e-10,0.0
1894,7.246770183932938e-08,6.301539290376468e-10,0.0
1895,7.402895896291284e-08,1.8055843487019274e-09,0.0
1896,9.848038629023392e-08,0.0,0.0
1897,8.856604349904984e-08,1.1653427112179315e-09,0.0
1898,6.733442314832416e-08,2.26334195829736e-09,0.0
1899,1.0004917072592434e-07,1.6582735185011188e-09,0.0
1900,8.409505847239984e-08,0.0,0.0
1901,8.438996035309287e-08,1.1177477832191585e-09,0.0
1902,6.972603344701511e-08,9.820567692386817e-10,0.0
1903,1.0368423253304115e-07,5.400220270956879e-10,0.0
1904,9.94305677792795e-08,0.0,0.0
1905,1.0373125935991823e-07,0.0,1.0321518084666081e-09
1906,1.0545578249532284e-07,0.0,0.0
1907,1.2239967084326508e-07,1.5428529565042481e-09,5.142843373384665e-10
1908,8.742272594730593e-08,1.4734167219643268e-09,0.0
1909,1.2597252102564127e-07,2.2003934230241384e-09,0.0
1910,1.2612195243733026e-07,0.0,5.344150677544235e-10
1911,1.2396471671394238e-07,3.7242618988742038e-09,0.0
1912,9.89790016614478e-08,1.5628263128064646e-09,1.5628263128064646e-09
1913,1.0712039300031506e-07,2.6514948570088848e-09,0.0
1914,9.040603998755614e-08,6.696743715117748e-10,0.0
1915,6.950649811265919e-08,0.0,0.0
1916,9.22946812309533e-08,0.0,0.0
1917,1.041810300250745e-07,1.0966424435210342e-09,0.0
1918,6.891825687915798e-08,0.0,0.0
1919,1.703451901757802e-07,9.207848372660976e-10,0.0
1920,1.1509792541275488e-07,3.786115865267448e-09,0.0
1921,1.3328036185811243e-07,1.5145494858259667e-09,0.0
1922,1.4608311749153557e-07,1.4755870969551665e-09,0.0
1923,1.9851822274929987e-07,5.307974060286824e-09,0.0
1924,1.7661525530954236e-07,0.0,0.0
1925,1.4847539930862297e-07,1.0998177923937646e-09,0.0
1926,1.2706597285472299e-07,0.0,0.0
1927,1.438250003538144e-07,1.1149224876660924e-09,2.2298449753321847e-09
1928,1.4739593456880584e-07,1.1426041446327417e-08,0.0
1929,1.0583385945395207e-07,3.342121912552898e-09,0.0
1930,9.34820736375741e-08,3.1510811737689437e-09,0.0
1931,9.694552982608684e-08,1.1405356659111021e-09,0.0
1932,8.000461471091569e-08,1.0959536611565568e-09,0.0
1933,5.2765046776315216e-08,0.0,0.0
1934,7.907842736187831e-08,2.3963160344919743e-09,0.0
1935,8.01875019718068e-08,0.0,0.0
1936,1.0306007114380122e-07,6.0623572828433225e-09,0.0
1937,7.932404222366074e-08,1.2591118148108649e-09,0.0
1938,1.5298952515951925e-07,9.075650009293668e-09,0.0
1939,1.1776418862297078e-07,0.0,0.0
1940,5.325144059042941e-08,0.0,0.0
1941,1.121570964990326e-07,0.0,0.0
1942,1.0316320242509391e-07,0.0,0.0
1943,1.7129087859224512e-07,0.0,0.0
1944,2.377757759575161e-07,0.0,0.0
1945,1.3288874045613852e-07,2.178504043826024e-09,0.0
1946,1.0023195251562811e-07,0.0,0.0
1947,1.8358140674301637e-07,3.099426493236024e-08,2.3841741914054637e-09
1948,1.1306763436635947e-07,0.0,0.0
1949,1.0504198622030003e-07,0.0,9.817008317369869e-10
1950,9.57182537675294e-08,1.0635361480382244e-09,0.0
1951,6.716682798835194e-08,6.396841278899501e-09,0.0
1952,1.5711757184178055e-07,0.0,0.0
1953,1.1420256784688831e-07,1.0773827385790469e-09,0.0
1954,1.1629318263928212e-07,2.9317608341017376e-09,0.0
1955,1.332756260907786e-07,9.385607846468247e-10,1.8771215692936494e-09
1956,1.5087574967154183e-07,2.616342476002842e-09,8.72114158667614e-10
1957,1.5107914075329631e-07,5.301022731885041e-09,0.0
1958,1.2242920527372192e-07,5.790570245522986e-09,2.4816730892496253e-09
1959,1.356380897599152e-07,1.7051645984089703e-08,7.750747821333448e-10
1960,1.4672166465112824e-07,2.7683333403416555e-09,0.0
1961,1.966329081781737e-07,1.945484662257968e-08,1.3896318540318475e-09
1962,1.4015723825977489e-07,8.244543714397423e-09,0.0
1963,1.4548619753362857e-07,2.5864211883330768e-09,0.0
1964,1.3932287645790353e-07,3.6503810529886493e-09,6.083968329129164e-10
1965,1.1710172831413956e-07,2.188817349590977e-09,2.73602163147757e-09
1966,1.7060350332442908e-07,1.1078149508847446e-09,0.0
1967,1.5777073181233447e-07,3.451234853457663e-09,4.930335584241163e-10
1968,1.4327616443265967e-07,4.940557296606585e-09,4.4914158503495116e-10
1969,1.062771355364589e-07,9.083515606356229e-10,0.0
1970,1.2002671967437095e-07,1.3796175313274261e-09,1.3796175313274261e-09
1971,1.6185952667058245e-07,5.138397263237948e-09,5.138397485282553e-10
1972,2.093099963351719e-07,3.5911027485013847e-09,1.0260293725750103e-09
1973,1.251497221965714e-07,1.102640756478479e-09,0.0
1974,1.3613883209639965e-07,5.625571675160757e-10,0.0
1975,1.450715938489111e-07,6.8537762132336866e-09,0.0
1976,1.3941005816420216e-07,3.4281160132820787e-09,5.713526873840635e-10
1977,1.1694795765126997e-07,2.3507127910882275e-09,0.0
1978,1.2178212316360515e-07,5.940591352171509e-10,0.0
1979,1.6736644026238423e-07,1.1703946700691858e-09,1.7555920051037788e-09
1980,1.2507331659250553e-07,2.8425753972882717e-09,1.1370301367108482e-09
1981,1.5371085271276286e-07,1.897664858585557e-09,6.325549528618524e-10
1982,1.3904805218345473e-07,2.483000915987077e-09,0.0
1983,1.3704236367928502e-07,6.315316047889041e-10,6.315316047889041e-10
1984,1.240987823614148e-07,2.3196033982486597e-09,2.3196033982486597e-09
1985,1.2091271361924782e-07,1.2031116103372597e-09,6.015558051686298e-10
1986,1.534588305318607e-07,1.7983456945813714e-09,5.994485463567401e-10
1987,9.899523079059946e-08,6.110816963555976e-09,1.2221633705067347e-09
1988,9.89431389597506e-08,6.596209134457354e-09,0.0
1989,1.1634819030437171e-07,1.6464366536794728e-09,1.0976244357863152e-09
1990,1.340368129820746e-07,1.089730194969718e-09,5.44865097484859e-10
1991,1.0609252099058608e-07,1.2309076646843664e-08,4.10302547493302e-09
1992,1.0358695190504363e-07,1.1019888335184191e-09,1.65298330578878e-09
1993,1.0746062584221505e-07,3.877445031719162e-09,5.539207426075166e-10
1994,1.0813599210512947e-07,5.274926606624319e-10,0.0
1995,1.805676075328222e-07,1.0844901643380922e-09,5.422450821690461e-10
1996,1.2758039846794134e-07,5.338092190498855e-10,1.067618438099771e-09
1997,1.4288785288307793e-07,2.397447240731765e-09,5.274384040632185e-09
1998,1.149119154275624e-07,1.9072516899143466e-09,4.768129224785866e-10
1999,1.55386833095017e-07,9.140402323914998e-10,2.285100553223174e-09
2000,1.6081634246489784e-07,2.6508188977203417e-09,0.0
2001,1.6166672001105553e-07,2.6287270138425356e-09,0.0
2002,1.0821617352219093e-07,8.76244299341522e-10,0.0
2003,1.4709238604915242e-07,0.0,0.0
2004,1.8808458979169274e-07,1.7619165015858584e-09,8.809582507929292e-10
2005,1.2655536552053093e-07,4.5037495954858286e-10,4.5037495954858286e-10
2006,1.3136068921504318e-07,8.235779835885637e-10,3.706100981659688e-09
2007,1.749582021481899e-07,1.5977917877663117e-09,3.595031605740928e-09
2008,1.7796098228384238e-07,2.1287198670449925e-09,2.9802078582719105e-09
2009,1.573503478624616e-07,4.76819250749827e-10,4.76819250749827e-10
2010,2.1304306141445295e-07,2.3618964561933353e-09,6.613310343794865e-09
2011,2.531469402988762e-07,2.6767803529281764e-09,3.4415748029203996e-09
2012,2.961699800962947e-07,1.7021263842842416e-09,6.468080293586809e-09
2013,3.299534987455388e-07,1.6734749697100426e-09,5.29933741333366e-09
2014,3.3088001760717134e-07,1.2992671383216248e-09,4.980523993225461e-09
2015,3.1275877798719875e-07,2.21657536769726e-09,9.087958829923082e-09
2016,3.8319790718333024e-07,6.214020409345267e-10,5.3854840587064245e-09
2017,3.292935311094425e-07,1.0062445321423752e-09,8.049956257139002e-09
2018,3.6605198427963614e-07,1.8070267504555204e-09,1.3939920329164579e-08
2019,4.081580433634713e-07,0.0,5.3570743396846865e-09
