year,un_DET être_NOUN,un_DET etre_NOUN,un_DET maître_NOUN
1839,1.0293548740492042e-05,1.9715959753696666e-07,6.67825688793755e-06
1840,1.0842484485351633e-05,3.42052294932671e-07,8.193330312877833e-06
1841,1.2671594618041127e-05,1.9133235040769137e-07,7.139650122667263e-06
1842,1.3601006997987497e-05,2.77722177699502e-07,7.739325347699832e-06
1843,1.6394040443401536e-05,9.049387852400059e-07,8.629406750060298e-06
1844,1.1871209181890663e-05,1.83866798286747e-07,7.930422277979687e-06
1845,1.304155107106908e-05,1.4396988579079562e-07,7.920017367268883e-06
1846,1.2698413272005382e-05,2.6111076945056766e-07,7.753701680712766e-06
1847,1.0789682804102085e-05,2.4431302758642914e-07,7.847679754036108e-06
1848,1.11498731030224e-05,3.708847151617789e-07,7.249549199173089e-06
1849,1.0738220673545129e-05,2.4551686284013385e-07,6.469746352877337e-06
1850,1.2298266625521137e-05,2.315047673562276e-07,7.119620150319861e-06
1851,1.1321344729253724e-05,2.624921542349057e-07,7.325272370906077e-06
1852,1.1860260855200977e-05,3.222719893170023e-07,7.967605505143638e-06
1853,1.3119737417355282e-05,2.7709764549577187e-07,8.763810122047744e-06
1854,1.1154052131701064e-05,5.959427180624033e-07,8.716765961480633e-06
1855,1.3922218755624272e-05,2.4199632520094383e-07,9.022324221064082e-06
1856,1.2383836732965392e-05,4.162460149892411e-07,8.5547878967418e-06
1857,1.2455170221414846e-05,2.4505175355571396e-07,8.394731295879865e-06
1858,1.2716217469233015e-05,2.911737237987211e-07,8.229695211525723e-06
1859,1.2633172929099601e-05,1.7466154389467192e-07,8.627159850504995e-06
1860,1.2411949711577108e-05,1.519625049684059e-07,9.092118389730786e-06
1861,1.3051901447624914e-05,1.457232740031955e-07,8.7537717234909e-06
1862,1.1327043111464263e-05,1.341841926738585e-07,8.960974312799408e-06
1863,1.323274798892271e-05,2.1077300438321345e-07,9.135661343862012e-06
1864,1.640420248349983e-05,4.1857973975822915e-07,9.580825661714698e-06
1865,1.22420311612359e-05,1.8827377090691044e-07,8.935473019278106e-06
1866,1.3142020293344103e-05,2.661490232647168e-07,8.699716232740684e-06
1867,1.073441903542971e-05,1.3830512557433394e-07,8.886953963838096e-06
1868,1.219210292902062e-05,1.5807597042449828e-07,8.086079397173762e-06
1869,1.4747250872915174e-05,3.0326654631984695e-07,8.703407530674667e-06
1870,1.3123517774715765e-05,1.135341696212322e-07,8.175606794225132e-06
1871,9.306275899234606e-06,9.559059743757814e-08,6.9069515724606845e-06
1872,1.2000945019963183e-05,9.312902793379152e-08,8.313277234606176e-06
1873,1.0007401868961097e-05,1.2391029269309684e-07,7.769235104149175e-06
1874,8.692458663972502e-06,1.057505846224771e-07,7.755640247353313e-06
1875,1.1978589583350185e-05,1.8766609422016245e-07,8.194371204695017e-06
1876,1.2495903206399817e-05,1.3663993825296927e-07,8.821135985215278e-06
1877,9.70212113315938e-06,1.1503757679776072e-07,8.742855897025947e-06
1878,1.0026094628301507e-05,8.515114924279032e-08,9.227727311156286e-06
1879,1.1466593008435666e-05,8.614148683250278e-08,8.490129175697803e-06
1880,1.0504089260621186e-05,1.232226471969966e-07,8.232170955579932e-06
1881,9.069140773476647e-06,1.5409242198893836e-07,8.765836071233934e-06
1882,9.362130512613476e-06,9.983077453590283e-08,9.417369611242066e-06
1883,9.592124584401063e-06,1.0553296397874945e-07,8.816110209863837e-06
1884,9.196163858860018e-06,1.0694748997508441e-07,9.075353020193688e-06
1885,9.056762394266116e-06,6.76791734322002e-08,8.459252477166501e-06
1886,9.059372715114478e-06,9.03484962400114e-08,8.166213177673853e-06
1887,9.045171935895269e-06,8.422312497424755e-08,8.278676297379661e-06
1888,9.489364259707145e-06,5.5163346779352196e-08,8.138179367733755e-06
1889,9.142713771836952e-06,8.144678087518287e-08,8.723576023328405e-06
1890,8.979509715345557e-06,1.2518878378386944e-07,8.015359242108389e-06
1891,9.26365358111525e-06,1.0389978610803041e-07,8.12203117561694e-06
1892,9.87729536916504e-06,7.835640247755293e-08,8.208617245486494e-06
1893,9.870093819586145e-06,1.1700991298102537e-07,7.3950267704958605e-06
1894,9.408827935430963e-06,1.2288001394189507e-07,7.492530329500369e-06
1895,9.795294978687252e-06,1.1615925998853527e-07,7.986701561435439e-06
1896,1.095785886207068e-05,1.6393740981390792e-07,7.882558676897133e-06
1897,9.380425836980066e-06,1.0954221607573089e-07,7.706994040290738e-06
1898,1.004754089706239e-05,1.8163319515096532e-07,7.796081604283245e-06
1899,9.987781439235732e-06,1.0612950340771476e-07,7.845291932540022e-06
1900,9.693253360865128e-06,1.1316495807101035e-07,8.321777443143219e-06
1901,1.0388348187007068e-05,1.3412973226545333e-07,7.2933042787326485e-06
1902,9.051617013255964e-06,1.0999035904291077e-07,6.472735968543475e-06
1903,1.0256638390160333e-05,1.5390627705613724e-07,7.211454004618645e-06
1904,1.025263524923048e-05,1.4081518617814481e-07,7.436331330268331e-06
1905,9.616557960612226e-06,1.9507668680418533e-07,7.327245846511232e-06
1906,1.0219436731517817e-05,1.4763809885742774e-07,7.717819826780214e-06
1907,1.020442972787805e-05,1.7794238260648854e-07,7.105866899337343e-06
1908,1.1667987124042156e-05,2.2445048175612214e-07,7.650962018601604e-06
1909,1.0903499259029559e-05,2.1013757400822897e-07,7.827899452195197e-06
1910,1.08780190402058e-05,2.5331274677853344e-07,8.071270599430136e-06
1911,1.0818980584303972e-05,1.920655048337494e-07,8.154537255222749e-06
1912,1.0849140515745148e-05,1.5836640954169923e-07,7.690147640460054e-06
1913,1.0241663687793334e-05,1.8507434429437808e-07,8.229179059071612e-06
1914,1.0144897274244613e-05,2.779148609022286e-07,7.624912242931714e-06
1915,7.698727827687435e-06,1.1427339319247665e-07,5.759614275291369e-06
1916,9.007521711623667e-06,1.2635581581044164e-07,6.455133970462157e-06
1917,9.720638701082862e-06,1.6668964808452813e-07,6.426324546282558e-06
1918,8.830726372366371e-06,1.2060695375737396e-07,6.838988227286791e-06
1919,1.0288850035067298e-05,1.9888952262903103e-07,7.429813038584143e-06
1920,1.1072116961940992e-05,2.574558770618296e-07,8.368830265226279e-06
1921,1.1164501664495674e-05,2.1127964977551983e-07,7.752978632424856e-06
1922,1.1544255407613946e-05,1.9477749901852803e-07,8.107613112429135e-06
1923,1.3311337028198977e-05,2.8132263807378877e-07,8.49382003309529e-06
1924,1.19917893357524e-05,2.0368767073009053e-07,7.826505154184815e-06
1925,1.2711694139966312e-05,2.5405791603816397e-07,7.66243074679096e-06
1926,1.2731119269915325e-05,2.496735040935505e-07,7.697523216165791e-06
1927,1.3327783335626009e-05,2.497426367931155e-07,8.267150121810118e-06
1928,1.2222435856301672e-05,2.490876925831387e-07,7.668016266393352e-06
1929,1.1184967760868858e-05,2.0498347552688756e-07,7.659029265028039e-06
1930,1.1591776413411026e-05,3.634246947825659e-07,7.827285230632697e-06
1931,1.1064336888466642e-05,2.2810713051768516e-07,7.062196658580433e-06
1932,1.0899259322627586e-05,1.7973639643287243e-07,6.97684077977101e-06
1933,1.013891865397909e-05,1.9041299115230004e-07,6.842250030558716e-06
1934,1.1279459144475368e-05,2.2884817596491303e-07,6.972081393996632e-06
1935,1.1423727016790508e-05,3.6503267253351623e-07,7.172592887627616e-06
1936,1.196588097940321e-05,2.036952029271788e-07,6.640706331495494e-06
1937,1.1450362620735177e-05,2.2915835784509397e-07,6.753875609888382e-06
1938,1.2606077902432844e-05,2.8134514806765765e-07,6.686161228230958e-06
1939,1.2785826001504574e-05,2.171755149049659e-07,6.4663243648510615e-06
1940,1.0701003972712897e-05,1.7750480862943618e-07,7.229517166251753e-06
1941,1.2455341391159891e-05,1.7709015587286103e-07,7.328581119736555e-06
1942,1.3726774085398574e-05,2.6701064381740025e-07,6.996892224719886e-06
1943,1.5996825993624952e-05,2.0322646521186982e-07,7.298733407878899e-06
1944,1.606593139058532e-05,3.2453181475489146e-07,7.4578051112439425e-06
1945,1.6787552226560365e-05,3.2677561812022304e-07,6.751184116637887e-06
1946,1.826866501630775e-05,3.313222771694768e-07,7.0454709657497006e-06
1947,1.8300921496461342e-05,3.1471100037094857e-07,7.2979570688858075e-06
1948,1.6766625407171887e-05,2.8919222749834717e-07,6.943874694798069e-06
1949,1.4084461923857816e-05,2.267728893556864e-07,5.9638325922151125e-06
1950,1.5155390315158002e-05,3.1055256455303493e-07,6.758772400417001e-06
1951,1.428627801658422e-05,3.315695862315948e-07,6.41816362190184e-06
1952,1.4492778362296121e-05,2.6151113186045905e-07,5.768007525830399e-06
1953,1.56608355013077e-05,3.070540834926305e-07,6.3662544960152445e-06
1954,1.665435519271341e-05,2.257455884446813e-07,6.054085957885036e-06
1955,1.4620900174122653e-05,2.749983121219657e-07,5.8275236938243324e-06
1956,1.7330653037106458e-05,2.8082075154145514e-07,5.9068291022867925e-06
1957,1.4303042306096359e-05,2.9243973398429546e-07,5.832891702084453e-06
1958,1.3496165571780239e-05,2.6388456797477033e-07,5.638361230353439e-06
1959,1.3954446103525697e-05,4.0148873381440353e-07,6.2378017844366695e-06
1960,1.4288060569356276e-05,2.796016589368122e-07,5.857101143647014e-06
1961,1.5125448328490165e-05,2.820952653692643e-07,6.301285651488797e-06
1962,1.5487057368090973e-05,4.5662086556319537e-07,6.244290148060827e-06
1963,1.5148022981748e-05,2.793334976658457e-07,6.4136783066715e-06
1964,1.4394669292983053e-05,3.096739749075539e-07,6.292648379258026e-06
1965,1.5543886732416468e-05,4.060256317828248e-07,6.196541846748005e-06
1966,1.4918390405682658e-05,3.2126633175977304e-07,6.056978421042913e-06
1967,1.4635208287927526e-05,2.7215452558237985e-07,6.065298947532938e-06
1968,1.5077682860464847e-05,2.9239115928447745e-07,7.3093300727578026e-06
1969,1.361301103486312e-05,2.879474569894569e-07,5.984220109667149e-06
1970,1.3860557118050565e-05,5.306928620996132e-07,6.169649424236923e-06
1971,1.3852091868216121e-05,2.5229532418791223e-07,6.345920866124288e-06
1972,1.2758675353552462e-05,2.621505159616788e-07,6.211582046944386e-06
1973,1.2661072801734008e-05,3.5780691476361426e-07,5.507690602257753e-06
1974,1.1913835301413656e-05,2.672146561799593e-07,5.550189086989121e-06
1975,1.1335003776480335e-05,2.4730709391462824e-07,5.64465605634723e-06
1976,1.2850293003907609e-05,3.6566571992580066e-07,5.8426527687061025e-06
1977,1.2295990927668754e-05,3.1440783065939115e-07,5.1022218627849725e-06
1978,1.2605340771187912e-05,2.5603947895191936e-07,6.0588091770341634e-06
1979,1.36468015199398e-05,3.04887810109733e-07,5.778823663149524e-06
1980,1.3852438222272667e-05,3.3087576190027335e-07,5.6186343329045485e-06
1981,1.4535480687527524e-05,2.574498632057498e-07,5.750557022565772e-06
1982,1.5025880486518872e-05,3.705878763859971e-07,5.651310203802495e-06
1983,1.3886748014613204e-05,3.1639734565658273e-07,5.627577948530416e-06
1984,1.4527676441389303e-05,2.957494272814998e-07,5.9555815710155e-06
1985,1.4125132317133193e-05,2.7370789523750716e-07,5.821255697924244e-06
1986,1.4085842032329765e-05,2.2838989854889746e-07,5.736122943744704e-06
1987,1.5038720142968032e-05,2.688759437319277e-07,5.492401953688386e-06
1988,1.4214231221387763e-05,4.413463687846786e-07,5.682334375478604e-06
1989,1.439095395738832e-05,2.497095594744536e-07,5.6675836361819165e-06
1990,1.4964720001842124e-05,3.17656362547325e-07,5.821883789280946e-06
1991,1.531659495412896e-05,4.911907875992938e-07,5.944111919120587e-06
1992,1.431483464386929e-05,2.3472361987408874e-07,6.035592662101408e-06
1993,1.5116497451117539e-05,2.370780780580617e-07,5.921966831579084e-06
1994,1.542493993156313e-05,2.3262426962489258e-07,6.279800317088302e-06
1995,1.5091223346530569e-05,2.6407335695921574e-07,6.029765515336294e-06
1996,1.5431357311967986e-05,1.8790084332920287e-07,5.7565984548091365e-06
1997,1.6348672801314024e-05,2.1049586196308923e-07,5.895322942706116e-06
1998,1.6183507128175734e-05,2.0073824424926556e-07,6.205243153090123e-06
1999,1.674110460214706e-05,2.1388541804334693e-07,6.186224496218529e-06
2000,1.75758136577997e-05,2.2266878119125977e-07,6.0094064480153975e-06
2001,1.733295057704254e-05,2.593677352891177e-07,5.8051055589203315e-06
2002,1.8026535016701928e-05,2.6331140956514787e-07,6.109175046731252e-06
2003,1.7493159958803517e-05,2.083461447810464e-07,6.112876008046442e-06
2004,1.7617403514691432e-05,1.8015596769949127e-07,5.846479254500991e-06
2005,1.7637133311154685e-05,1.7654698147850922e-07,5.818844712734972e-06
2006,1.833778793525198e-05,2.3924939673847234e-07,6.22254344762041e-06
2007,1.8485253207245478e-05,1.6297475502469183e-07,6.181856264220187e-06
2008,1.7690512606804987e-05,1.4262422931565766e-07,5.716890029816568e-06
2009,1.8736612759084892e-05,1.3112529440029164e-07,6.020796547545615e-06
2010,2.0022741409775335e-05,1.2943193150594112e-07,5.6628830407134956e-06
2011,1.9203221853558716e-05,1.0898319929841804e-07,5.7531657660092606e-06
2012,2.010858089818157e-05,1.0212758017047463e-07,5.902974208993328e-06
2013,2.0976451224896664e-05,6.582335276839046e-08,5.880033540961449e-06
2014,2.1035784953937764e-05,8.142074101047392e-08,6.73734976430751e-06
2015,2.0450124793569557e-05,4.2779904063650065e-08,6.429841960198246e-06
2016,2.082318115981252e-05,7.29111714337094e-08,6.763339570170501e-06
2017,2.0361357258025237e-05,5.836218286425776e-08,5.633711396058061e-06
2018,2.111252635472738e-05,5.834114902292242e-08,5.809849000115719e-06
2019,1.948980241195386e-05,3.239754409189999e-08,5.932322181934069e-06
