year,en_ADP archer_NOUN,en_ADP marché_NOUN
1800,0.0,1.1004575384276905e-07
1801,0.0,1.4287095950749062e-07
1802,0.0,1.432217686669901e-07
1803,0.0,1.2287136996746995e-07
1804,0.0,1.2112069214254007e-07
1805,0.0,2.0184431548386783e-07
1806,0.0,7.780506905419315e-08
1807,0.0,1.0533734240425474e-07
1808,0.0,1.1783584596969376e-07
1809,0.0,1.7394535234416253e-07
1810,0.0,1.4508785284306214e-07
1811,0.0,1.7549537290051376e-07
1812,0.0,9.335229123053068e-08
1813,0.0,1.8404746526812232e-07
1814,0.0,1.5733385794192145e-07
1815,0.0,1.1328339155625144e-07
1816,0.0,1.5064425440414198e-07
1817,0.0,1.1520863552050287e-07
1818,0.0,1.3947777688372298e-07
1819,0.0,8.384350280721264e-08
1820,1.1866481131050932e-09,8.662531314485022e-08
1821,0.0,1.34116234562498e-07
1822,0.0,1.7645083971729036e-07
1823,0.0,1.087095569118901e-07
1824,0.0,1.0526390781251393e-07
1825,0.0,1.576174355477633e-07
1826,0.0,1.3740455528932216e-07
1827,0.0,1.0415518403306123e-07
1828,7.337841001486822e-09,8.6219628769868e-08
1829,0.0,1.5260253860560624e-07
1830,1.0436835840010872e-09,1.1793624565825667e-07
1831,0.0,1.980083226271745e-07
1832,4.058990921151917e-09,1.5153565868786245e-07
1833,0.0,1.4132027104096778e-07
1834,9.334530925997342e-10,1.4095141409598e-07
1835,7.563087933704082e-10,1.557996114343041e-07
1836,3.3603750337896088e-09,1.438240531115298e-07
1837,1.3915781860163179e-09,1.628146435450617e-07
1838,7.574594285131298e-09,1.6537863700705202e-07
1839,0.0,1.642996636519456e-07
1840,6.369688665408546e-10,1.2994165388136025e-07
1841,0.0,1.2969508134119678e-07
1842,1.341653010911159e-09,1.4825265282070177e-07
1843,1.7720733769266417e-09,1.6480281317399204e-07
1844,0.0,1.65205690905168e-07
1845,5.580227835366713e-09,1.8303147442111367e-07
1846,2.3418005312692003e-09,1.0596647115335145e-07
1847,1.0786447290911383e-09,9.11454804963796e-08
1848,0.0,1.4240042389701557e-07
1849,0.0,1.1396004140351579e-07
1850,0.0,1.1066063621001376e-07
1851,0.0,1.1093034402165358e-07
1852,4.296959943417278e-08,1.386746220077839e-07
1853,1.5527023222716707e-08,1.6124215562740574e-07
1854,7.79349651480743e-09,1.2365681811843388e-07
1855,6.8990182455763716e-09,1.6557643789383292e-07
1856,5.177189232874468e-10,1.2114622904846328e-07
1857,6.345961978126979e-09,1.3570594603606878e-07
1858,8.31924928945682e-09,1.1500138441533636e-07
1859,5.092173349652285e-10,1.4461772934737382e-07
1860,1.373155145145688e-09,1.0344435708020683e-07
1861,4.715963730639317e-10,1.3440497070860147e-07
1862,2.2589932147099034e-09,1.0391368476803109e-07
1863,0.0,8.440909482487768e-08
1864,4.794727948009836e-10,1.2562186668674258e-07
1865,1.882737743486018e-09,1.2802617277429817e-07
1866,3.8924903300596725e-09,1.1044941317095436e-07
1867,3.88224918879132e-09,1.218055700746845e-07
1868,6.915823469455518e-09,1.1658102749834143e-07
1869,2.441759683335931e-09,1.333200714270788e-07
1870,1.1468097582678638e-09,1.1009373679371492e-07
1871,2.1242354542039266e-09,1.0196330180178848e-07
1872,0.0,1.0824737017856023e-07
1873,0.0,1.2331169330082048e-07
1874,1.1949218281515073e-09,1.3442870283597586e-07
1875,0.0,1.4818755289525143e-07
1876,2.418405919968336e-09,9.492243435715864e-08
1877,1.2369631985365004e-09,1.601867296585624e-07
1878,0.0,1.1776222663684166e-07
1879,1.832797580370027e-09,1.2157556739111897e-07
1880,0.0,2.015203790506348e-07
1881,2.091752326904839e-09,1.2132163362821302e-07
1882,1.3310770263785798e-09,1.4641847201346536e-07
1883,5.687405213450347e-09,1.2954645001173049e-07
1884,6.601696966868076e-10,1.0760766144812806e-07
1885,0.0,1.0764211566538506e-07
1886,2.5813855497602844e-09,1.206797719532915e-07
1887,3.9173546184656516e-08,1.3645453122990148e-07
1888,6.340614699951175e-10,1.2300792207042832e-07
1889,2.5060546970934183e-09,1.428451241736184e-07
1890,5.243509293428872e-09,1.2453334363726754e-07
1891,5.099376032546843e-09,1.1027400859120462e-07
1892,4.387958751905785e-08,1.1220637219366836e-07
1893,8.190693989718056e-08,6.959010789842068e-08
1894,3.150769645188234e-09,1.1216739892461192e-07
1895,1.8055843487019274e-09,1.3060393655450753e-07
1896,2.948514543632541e-09,1.1970968216701294e-07
1897,1.3401440845939305e-08,1.241089933046169e-07
1898,2.8291773368493978e-09,8.657283245838698e-08
1899,3.8693048765026106e-09,1.061295051840716e-07
1900,0.0,1.2302795937557676e-07
1901,5.588738916095792e-10,5.4210769206974874e-08
1902,2.9461704187383475e-09,1.0704418684781558e-07
1903,2.1600881083827517e-09,1.1718478276634414e-07
1904,4.837162670412454e-09,1.1179220393842115e-07
1905,2.0643036169332163e-09,8.463644718403884e-08
1906,8.230695236477459e-09,1.579264647944001e-07
1907,4.6285588695127444e-09,1.1365683860731224e-07
1908,4.911389073214423e-09,1.0019233798175264e-07
1909,1.6502950117569526e-09,9.791750699150725e-08
1910,8.01622590529405e-09,9.672912426594849e-08
1911,1.5961122423746588e-09,8.459394962301303e-08
1912,3.125652625612929e-09,1.0002088401961373e-07
1913,1.060597942803554e-09,8.007514651353631e-08
1914,4.68772043404897e-09,9.844212911502837e-08
1915,2.3561523843085297e-09,7.421880354741006e-08
1916,1.0987462051303964e-09,7.581348882013117e-08
1917,0.0,1.0527767813073297e-07
1918,4.594550517822427e-09,9.418828739171659e-08
1919,1.012863304339362e-08,1.3995929748489289e-07
1920,2.2716695191604686e-09,6.96645301445642e-08
1921,1.5145494858259667e-09,8.632932235741464e-08
1922,6.640141769764796e-09,8.041949683956773e-08
1923,1.0615948120573648e-08,6.900366145146108e-08
1924,3.867487219366694e-09,8.508472149060253e-08
1925,1.0998177923937646e-09,7.6987248576188e-08
1926,1.1146138456652466e-09,6.241837269271855e-08
1927,4.4596899506643695e-09,7.692965198202728e-08
1928,3.4278122562625413e-09,6.627104198742018e-08
1929,3.342121912552898e-09,8.689517017046455e-08
1930,7.352522590764465e-09,7.877702756786675e-08
1931,2.2810713318222042e-09,5.7026781519198266e-08
1932,9.863582839386709e-09,7.233294496700182e-08
1933,2.2941324395731044e-09,6.079451253526713e-08
1934,7.188948103475923e-09,1.0184343324226575e-07
1935,1.196828414151696e-09,1.3284795841173036e-07
