year,en_ADP archer_NOUN,en_ADP marché_NOUN
1936,7.274828739411987e-09,9.214782892286166e-08
1937,0.0,9.443338910841703e-08
1938,5.186085783037697e-09,7.001215607260747e-08
1939,0.0,9.023489866422096e-08
1940,2.5357829169792012e-09,5.832300686847702e-08
1941,2.9515025978810172e-09,7.67390702094417e-08
1942,6.068423541449874e-09,1.1226583751522412e-07
1943,0.0,1.0741970157823744e-07
1944,6.4263723231761105e-09,1.285274464635222e-07
1945,0.0,7.406913482554955e-08
1946,1.3921104269343232e-09,8.213451252458981e-08
1947,3.5762612871081956e-09,9.536697120893223e-08
1948,0.0,9.0236667915633e-08
1949,9.817008317369869e-10,1.3056620673523867e-07
1950,0.0,8.827350228557407e-08
1951,3.1984206394497505e-09,9.382033283600322e-08
1952,1.0544803918932644e-09,9.595771643944317e-08
1953,2.1547654771580937e-09,9.157753311228589e-08
1954,0.0,7.915754451914836e-08
1955,1.6894095011821264e-08,1.2764427026468184e-07
1956,3.488456634670456e-09,1.4913152313056344e-07
1957,1.7670075402875796e-09,1.0690395413348597e-07
1958,1.6544486891589827e-09,1.7868045176783198e-07
1959,0.0,2.201212367936023e-07
1960,0.0,1.7025250542701542e-07
1961,6.948159270159238e-10,2.0566551484080264e-07
1962,3.170978146727066e-09,2.0991875260278903e-07
1963,2.5864212993553792e-09,3.394677889900777e-07
1964,3.041984220075733e-09,3.3157627399305056e-07
1965,5.472043373977442e-10,2.7962141757598147e-07
1966,4.985167390003653e-09,3.040952094579552e-07
1967,1.4791006197611978e-09,4.225297516313731e-07
1968,8.982831700699023e-10,5.97358280174376e-07
1969,1.8167031212712459e-09,5.077685045762337e-07
1970,1.3796175313274261e-09,7.808635018591303e-07
1971,2.5691987426412766e-09,7.373600396931579e-07
1972,5.130146862875051e-10,5.186578277971421e-07
1973,2.756601946707349e-09,5.76681088659825e-07
1974,5.063014563155832e-09,7.684531055929256e-07
1975,1.1422960355389478e-09,6.716700795550423e-07
1976,4.570821499072508e-09,1.0530029612709768e-06
1977,3.526069214387917e-09,8.092328585007635e-07
1978,4.75247319275951e-09,8.245540925599926e-07
1979,8.192762912528906e-09,8.222022529480455e-07
1980,3.411090521154847e-09,1.3013309398957063e-06
1981,2.5302198114474095e-09,8.425632245234738e-07
1982,1.8622506869903077e-09,8.529108299626387e-07
1983,3.157658134966823e-09,1.040764118442894e-06
1984,4.059305780401701e-09,1.2137325029470958e-06
1985,2.4062232206745193e-09,1.0286604492648621e-06
1986,2.3977941854269602e-09,1.2192783742648317e-06
1987,1.8332451112712533e-09,1.0962805845338153e-06
1988,2.99827696004229e-09,9.090775847653276e-07
1989,1.0976244357863152e-09,1.1058566542487824e-06
1990,1.6345953479657283e-09,1.1278707461315207e-06
1991,4.68917216167597e-09,1.1963250017288374e-06
1992,1.1019888335184191e-09,9.212626537191682e-07
1993,1.661762283333701e-09,1.064635625880328e-06
1994,3.164955852952289e-09,1.0776675480883569e-06
1995,1.626735190995987e-09,9.90139483292296e-07
1996,2.135236876199542e-09,9.976894261853886e-07
1997,1.438468344439059e-09,9.062350727617741e-07
1998,4.291316191284977e-09,8.544487855033367e-07
1999,3.1991407301035224e-09,7.559112873423146e-07
2000,3.5344251969604557e-09,8.120342158690619e-07
2001,5.695575122643959e-09,8.416307650804811e-07
2002,3.066854992184176e-09,7.965060717651795e-07
2003,7.917153710401692e-09,8.413017553721147e-07
2004,2.642874807889939e-09,6.334090016935079e-07
2005,2.251874686720612e-09,6.309753075584013e-07
2006,4.941467679486777e-09,7.029237849565106e-07
2007,3.1955835755326234e-09,5.484420171342208e-07
2008,4.683183701947868e-09,5.4835822993482e-07
2009,3.337734755248789e-09,4.639451276489126e-07
2010,1.4171379625338432e-09,5.734684691560687e-07
2011,3.82397197240536e-10,6.137474883871619e-07
2012,1.7021263287730903e-09,4.4765923234990623e-07
2013,2.5102125378317908e-09,3.285589400547906e-07
2014,2.381989674948848e-09,2.832402401509171e-07
2015,3.5465205910911735e-09,2.0902305664094456e-07
2016,2.071340043929837e-09,2.4255390940197685e-07
2017,3.018733624182701e-09,2.56592358027774e-07
2018,2.8396132667474205e-09,1.9722405397715193e-07
2019,7.65296326310505e-10,2.571395611994376e-07
