year,en_ADP être_NOUN,en_ADP mètre_NOUN
1849,3.5193544078993e-08,7.457679629396807e-08
1850,4.6844071732721204e-08,7.467895812851566e-08
1851,3.418202609850596e-08,3.289213879043018e-08
1852,6.445440292601745e-08,5.1433307390880145e-08
1853,4.060913738612726e-08,1.0630038360659455e-07
1854,6.806320096419682e-08,4.8839247313026135e-08
1855,7.641989441253827e-08,5.890700194299825e-08
1856,5.7466799319172424e-08,5.7466799319172424e-08
1857,3.905207179855097e-08,6.004255936886693e-08
1858,4.893675864536817e-08,5.2851699905431815e-08
1859,5.855999241077825e-08,6.110607841947058e-08
1860,3.6159752692110914e-08,5.904567146330919e-08
1861,5.6119969671364345e-08,7.969978810251632e-08
1862,5.602302977081308e-08,5.421583537668084e-08
1863,6.542953423505082e-08,6.193329937786984e-08
1864,5.130358926574985e-08,7.287986392157109e-08
1865,6.495445564747016e-08,4.283228349777346e-08
1866,4.427707733789532e-08,7.590356432274348e-08
1867,7.133633062039735e-08,6.163070764841905e-08
1868,6.026646237611288e-08,7.409811075831385e-08
1869,6.836926647046937e-08,4.248661511496721e-08
1870,4.873941605865184e-08,8.715754518107133e-08
1871,6.160282595146782e-08,5.8416475212652585e-08
1872,4.898344840853497e-08,5.624025689598966e-08
1873,3.71132280463371e-08,6.824045328812645e-08
1874,4.95892557017541e-08,1.236744111565713e-07
1875,4.748867610260277e-08,6.808617314391086e-08
1876,4.957732135935089e-08,9.734083761259171e-08
1877,4.0201303619369355e-08,6.865145962819952e-08
1878,4.5293163830617544e-08,8.092379033541874e-08
1879,3.665595116331133e-08,6.903537297375806e-08
1880,4.428314070992201e-08,6.225310755780811e-08
1881,3.765154232837631e-08,1.5967042088504968e-07
1882,4.658769525711648e-08,7.587139094766826e-08
1883,4.6131175601704655e-08,8.467914369703067e-08
1884,3.564916273290919e-08,7.063815843366683e-08
1885,2.8360796378024133e-08,8.250413685573221e-08
1886,4.1947515683204983e-08,5.808117364836107e-08
1887,3.068594583988116e-08,4.7661149693567495e-08
1888,3.8043688865840863e-08,7.798956147553326e-08
1889,3.3831739187917265e-08,8.08202642588185e-08
1890,3.736000159237918e-08,1.2518877667844208e-07
1891,4.653180718516836e-08,8.286485808639554e-08
1892,6.080456671497814e-08,7.898325549149376e-08
1893,4.618812354806323e-08,8.683367269668452e-08
1894,3.780923507612499e-08,1.1909909147789222e-07
1895,4.1528441130367355e-08,7.101964882849643e-08
1896,3.3023361822870356e-08,7.31231608597227e-08
1897,4.3700350005337896e-08,1.1187290027692143e-07
1898,4.809601605870739e-08,7.751945929612702e-08
1899,4.8089930260175606e-08,6.577818112418754e-08
1900,5.087231969014283e-08,1.1783690467837005e-07
1901,2.794369535763508e-08,5.9240633731860726e-08
1902,3.1425816615637814e-08,7.414528369054096e-08
1903,4.644189388613995e-08,9.234376818767487e-08
1904,3.0635363579278874e-08,7.255744094436523e-08
1905,3.973784501454247e-08,8.050783861790478e-08
1906,3.9095802151223324e-08,7.819160430244665e-08
1907,5.6056993713582415e-08,8.125692829707987e-08
1908,6.090122184332358e-08,9.282525326170799e-08
1909,5.225934529562437e-08,7.096268461737054e-08
1910,5.1303846504424655e-08,6.519864115261953e-08
1911,4.9479478292369095e-08,6.224837534318794e-08
1912,3.490312100451476e-08,6.668059171488494e-08
1913,4.825720623102825e-08,7.636305099367746e-08
1914,5.424362292671958e-08,5.960101745472457e-08
1915,2.9451904026700504e-08,5.183535378705528e-08
1916,6.812226160946011e-08,9.119593613604593e-08
1917,5.15421945124217e-08,7.018511638534619e-08
1918,5.283732917860107e-08,3.9053681177847466e-08
1919,5.340552178267899e-08,5.248473655683483e-08
1920,4.467616676606667e-08,6.360674831284996e-08
1921,2.499006651612845e-08,6.588290091258386e-08
1922,3.467629533515648e-08,7.968170478989123e-08
1923,5.414133408265798e-08,6.369568694708505e-08
1924,2.9650736976805092e-08,9.539802192648494e-08
1925,2.859526304632709e-08,6.378942885021388e-08
1926,4.4584552605364536e-08,7.244990030130793e-08
1927,3.1217830098739796e-08,4.5711821883287485e-08
1928,4.4561559775502246e-08,3.999114284169991e-08
1929,4.0105462062456354e-08,5.7930112262738476e-08
1930,2.2057568216382606e-08,3.7812974085227324e-08
1931,3.42160717536899e-08,4.5621426636444085e-08
1932,3.835837958376942e-08,6.356530946050043e-08
1933,3.9000251916831985e-08,5.964744076436546e-08
1934,3.354842448288764e-08,5.2718952758823434e-08
1935,3.231436807027421e-08,8.497481474023516e-08
1936,4.243650053581405e-08,4.849885826274658e-08
1937,3.021868266728234e-08,9.569249925789336e-08
1938,3.500607925754906e-08,6.612259539906518e-08
1939,3.364691281149135e-08,6.576441791139587e-08
1940,1.5214697723919812e-08,4.3108308034334186e-08
1941,3.836953510472085e-08,2.3612020783048138e-08
1942,5.158160121254696e-08,5.76500234217292e-08
1943,5.516146828199453e-08,6.967764676346633e-08
1944,4.819779064746399e-08,1.6065930807940276e-08
1945,3.92130714566008e-08,3.921307367704685e-08
1946,5.150808579656996e-08,2.7842208538686464e-08
1947,5.245183154478639e-08,5.245183132274178e-08
1948,3.696441708278542e-08,4.4574740343250596e-08
1949,3.9268034157657894e-08,6.086545312200542e-08
1950,2.7651939848993834e-08,4.4668517773516214e-08
1951,4.584402901741669e-08,5.863770979885885e-08
1952,3.796129277588989e-08,5.799642011083961e-08
1953,3.44762476345295e-08,6.679773179030235e-08
1954,4.6908174455850826e-08,8.111204863325838e-08
1955,3.003394422051997e-08,8.447047150639264e-08
1956,3.8373022093196596e-08,5.407107650512444e-08
1957,3.35731449863097e-08,6.714628852932947e-08
1958,2.895285222681565e-08,9.843969905887207e-08
1959,3.1778064624177205e-08,6.433120347537624e-08
1960,3.8756667208872386e-08,7.474500307580456e-08
1961,3.682524463144432e-08,7.990383465994455e-08
1962,3.361237066457079e-08,6.785893447158742e-08
1963,1.7458344103715717e-08,6.789355921910101e-08
1964,3.10282390891814e-08,5.4755716405452404e-08
1965,2.6265809083270142e-08,5.636204747361262e-08
1966,2.1602390987141007e-08,4.874385695075034e-08
1967,3.056808139945133e-08,6.015009290649687e-08
1968,3.188905262074826e-08,4.9405574742422687e-08
1969,3.270065546123746e-08,5.4046918052108595e-08
1970,2.8971967935831344e-08,6.392227902551895e-08
1971,4.4190219705697587e-08,7.090988418667621e-08
1972,2.8728821988011077e-08,5.335352781798974e-08
1973,1.598829157956061e-08,6.670976659961525e-08
1974,2.5877628928583363e-08,4.7817358961310674e-08
1975,2.341706917263764e-08,5.6543655091445544e-08
1976,2.1140049599743804e-08,6.627691107041755e-08
1977,2.52701610747863e-08,5.7592462354705276e-08
1978,3.029701645118621e-08,6.178215272711896e-08
1979,3.043026142179883e-08,7.607565066791722e-08
1980,2.5583178242527538e-08,7.561250470189407e-08
1981,3.0362638236969275e-08,5.186950602364959e-08
1982,3.47620137119975e-08,4.903926864585628e-08
1983,2.841892188243378e-08,5.810090897284681e-08
1984,2.667543874679268e-08,4.1172960152380256e-08
1985,3.1280901091612634e-08,4.511668549866954e-08
1986,3.117132424401703e-08,5.874595743193822e-08
1987,3.3609493521602474e-08,4.27757171905796e-08
1988,1.8589316641559606e-08,4.4374498742172364e-08
1989,2.1952487827547884e-08,5.378359801966326e-08
1990,2.0160008995517842e-08,4.6858399826987807e-08
1991,2.8721180100887977e-08,5.0408601737217396e-08
1992,2.1488782808720686e-08,4.958949872957419e-08
1993,2.6588196533339215e-08,3.323524566667402e-08
1994,2.848460300963751e-08,5.433174266045171e-08
1995,3.090796896199066e-08,4.609083248396928e-08
1996,3.25623614738646e-08,5.124568502878901e-08
1997,2.4933451858721867e-08,4.4592518122499314e-08
1998,3.0039213450017144e-08,4.86349165385036e-08
1999,2.285100508814253e-08,4.844413226123834e-08
2000,2.120655140380734e-08,3.49024489310068e-08
2001,4.8193328439083416e-08,4.4688359679412315e-08
2002,3.9869115731061555e-08,6.04608558774089e-08
2003,3.416876803719049e-08,9.500584496890951e-08
2004,2.6869225788761497e-08,5.021462001764121e-08
2005,2.8373621674404603e-08,5.314424456059896e-08
2006,2.8413440822383507e-08,7.53573843326194e-08
2007,4.234148387460834e-08,6.511001515718817e-08
2008,3.448526281202291e-08,5.4069484889396335e-08
2009,4.052963742395832e-08,6.818515174700224e-08
2010,3.7317963830219014e-08,7.463592766043803e-08
2011,4.321088264980233e-08,9.21577267831708e-08
2012,4.289358412901123e-08,8.306376741984423e-08
2013,4.406817466495738e-08,8.869417911228084e-08
2014,5.348649789738147e-08,5.933319968676187e-08
2015,5.253283719142132e-08,6.073416614071903e-08
2016,4.515521290215929e-08,8.451067401438195e-08
2017,4.427476096857674e-08,7.722926653741524e-08
2018,4.1561613706164735e-08,1.060982839362623e-07
2019,4.056070679325785e-08,8.494789227597721e-08
