year,en_ADP archers_NOUN,en_ADP marché_NOUN
1800,3.144164395507687e-08,1.1004575384276905e-07
1801,4.7623651688866175e-09,1.4287095950749062e-07
1802,8.951360541686881e-09,1.432217686669901e-07
1803,3.900678446910888e-09,1.2287136996746995e-07
1804,2.4718509461507665e-09,1.2112069214254007e-07
1805,5.685755422035754e-09,2.0184431548386783e-07
1806,0.0,7.780506905419315e-08
1807,0.0,1.0533734240425474e-07
1808,3.6257183921861724e-08,1.1783584596969376e-07
1809,1.581321384946932e-08,1.7394535234416253e-07
1810,3.2761775514700275e-08,1.4508785284306214e-07
1811,2.5070767684098882e-09,1.7549537290051376e-07
1812,1.3336041604361526e-08,9.335229123053068e-08
1813,2.8757416448144113e-09,1.8404746526812232e-07
1814,3.1466771410748606e-09,1.5733385794192145e-07
1815,5.394447111228828e-09,1.1328339155625144e-07
1816,6.952811659743929e-09,1.5064425440414198e-07
1817,1.71256075987003e-08,1.1520863552050287e-07
1818,1.9073883805731384e-08,1.3947777688372298e-07
1819,9.315945348475907e-09,8.384350280721264e-08
1820,1.1866481131050932e-09,8.662531314485022e-08
1821,4.930744257336528e-09,1.34116234562498e-07
1822,1.0025615893027862e-09,1.7645083971729036e-07
1823,9.882686669016039e-09,1.087095569118901e-07
1824,2.5263338088166165e-09,1.0526390781251393e-07
1825,9.68598712347557e-09,1.576174355477633e-07
1826,1.4092774947016551e-08,1.3740455528932216e-07
1827,1.8434546111834038e-09,1.0415518403306123e-07
1828,7.337841001486822e-09,8.6219628769868e-08
1829,2.571952872898464e-09,1.5260253860560624e-07
1830,9.39315203396518e-09,1.1793624565825667e-07
1831,1.5591206103948707e-09,1.980083226271745e-07
1832,1.3529969367098715e-09,1.5153565868786245e-07
1833,1.0425265983826648e-08,1.4132027104096778e-07
1834,7.467624740797874e-09,1.4095141409598e-07
1835,1.739510224751939e-08,1.557996114343041e-07
1836,1.8146025126952736e-08,1.438240531115298e-07
1837,4.174734336004349e-09,1.628146435450617e-07
1838,1.4517972601879592e-08,1.6537863700705202e-07
1839,1.2584655095793096e-08,1.642996636519456e-07
1840,1.2102408852854296e-08,1.2994165388136025e-07
1841,4.494383976094696e-09,1.2969508134119678e-07
1842,2.683306021822318e-09,1.4825265282070177e-07
1843,1.4767278067040479e-08,1.6480281317399204e-07
1844,7.1351298203126134e-09,1.65205690905168e-07
1845,7.812318791877715e-09,1.8303147442111367e-07
1846,8.196302303531411e-09,1.0596647115335145e-07
1847,2.6966118227278457e-09,9.11454804963796e-08
1848,9.65426583121598e-09,1.4240042389701557e-07
1849,1.6758829879393033e-09,1.1396004140351579e-07
1850,8.146795238417326e-09,1.1066063621001376e-07
1851,6.449438760824933e-09,1.1093034402165358e-07
1852,1.1067927019325907e-08,1.386746220077839e-07
1853,3.5831591027601917e-09,1.6124215562740574e-07
1854,7.27393034694046e-09,1.2365681811843388e-07
1855,6.368324534378189e-09,1.6557643789383292e-07
1856,1.1907535402144731e-08,1.2114622904846328e-07
1857,4.393358121745905e-09,1.3570594603606878e-07
1858,1.1744822003834088e-08,1.1500138441533636e-07
1859,5.601390684617513e-09,1.4461772934737382e-07
1860,1.1442959468865865e-08,1.0344435708020683e-07
1861,8.017138064531082e-09,1.3440497070860147e-07
1862,5.873382225018986e-09,1.0391368476803109e-07
1863,1.3485475847119233e-08,8.440909482487768e-08
1864,2.3973640850272204e-09,1.2562186668674258e-07
1865,6.118897832863013e-09,1.2802617277429817e-07
1866,5.838735717134114e-09,1.1044941317095436e-07
1867,4.367530337390235e-09,1.218055700746845e-07
1868,1.0373735648272486e-08,1.1658102749834143e-07
1869,2.9301114867763545e-09,1.333200714270788e-07
1870,5.160643912205387e-09,1.1009373679371492e-07
1871,7.434824311758348e-09,1.0196330180178848e-07
1872,6.047339295989218e-10,1.0824737017856023e-07
1873,1.0774807879254666e-08,1.2331169330082048e-07
1874,7.766991494406739e-09,1.3442870283597586e-07
1875,8.58229087796758e-09,1.4818755289525143e-07
1876,6.650616057868319e-09,9.492243435715864e-08
1877,6.80329748092845e-09,1.601867296585624e-07
1878,3.6234530931267273e-09,1.1776222663684166e-07
1879,6.109325489944695e-09,1.2157556739111897e-07
1880,1.2835692508872398e-09,2.015203790506348e-07
1881,6.9725074602899895e-09,1.2132163362821302e-07
1882,1.9966155395678697e-09,1.4641847201346536e-07
1883,6.951272890631799e-09,1.2954645001173049e-07
1884,1.9805090900604227e-09,1.0760766144812806e-07
1885,4.511945039809007e-09,1.0764211566538506e-07
1886,2.8395241713496944e-08,1.206797719532915e-07
1887,3.264462256069578e-09,1.3645453122990148e-07
1888,2.53624587998047e-09,1.2300792207042832e-07
1889,6.265136853755848e-09,1.428451241736184e-07
1890,2.6217545912032847e-09,1.2453334363726754e-07
1891,5.099376032546843e-09,1.1027400859120462e-07
1892,6.268512375839919e-09,1.1220637219366836e-07
1893,7.390100087434348e-09,6.959010789842068e-08
1894,3.150769645188234e-09,1.1216739892461192e-07
1895,7.22233739480771e-09,1.3060393655450753e-07
1896,2.358811590497112e-09,1.1970968216701294e-07
1897,4.078699600285063e-09,1.241089933046169e-07
1898,6.224190496340043e-09,8.657283245838698e-08
1899,2.2110313580014918e-09,1.061295051840716e-07
1900,1.038210628578895e-09,1.2302795937557676e-07
1901,0.0,5.4210769206974874e-08
1902,4.910283846193408e-10,1.0704418684781558e-07
1903,5.400220270956879e-10,1.1718478276634414e-07
1904,2.1498500757388683e-09,1.1179220393842115e-07
1905,4.64468330463319e-09,8.463644718403884e-08
1906,5.144184633820714e-09,1.579264647944001e-07
1907,4.114274698707732e-09,1.1365683860731224e-07
1908,2.4556945366072114e-09,1.0019233798175264e-07
1909,3.300590023513905e-09,9.791750699150725e-08
1910,4.2753204310130855e-09,9.672912426594849e-08
1911,6.916486272601219e-09,8.459394962301303e-08
1912,4.688478938419394e-09,1.0002088401961373e-07
1913,7.954484182448596e-09,8.007514651353631e-08
1914,6.696743715117748e-10,9.844212911502837e-08
1915,1.6493066468115103e-08,7.421880354741006e-08
1916,3.2962386153911893e-09,7.581348882013117e-08
1917,2.1932848870420685e-09,1.0527767813073297e-07
1918,1.033773866510046e-08,9.418828739171659e-08
1919,1.8415697411455767e-08,1.3995929748489289e-07
1920,4.543339038320937e-09,6.96645301445642e-08
1921,7.572747429129834e-10,8.632932235741464e-08
1922,0.0,8.041949683956773e-08
1923,3.1847844361720945e-09,6.900366145146108e-08
1924,1.289162443462999e-09,8.508472149060253e-08
1925,6.598906754362588e-09,7.6987248576188e-08
1926,6.687683296036084e-09,6.241837269271855e-08
1927,1.3379070296082318e-08,7.692965198202728e-08
1928,2.2852082448565625e-09,6.627104198742018e-08
1929,8.912325100141061e-09,8.689517017046455e-08
1930,0.0,7.877702756786675e-08
1931,2.2810713318222042e-09,5.7026781519198266e-08
1932,4.383814644626227e-09,7.233294496700182e-08
1933,0.0,6.079451253526713e-08
1934,5.990790086229936e-09,1.0184343324226575e-07
1935,5.98414207075848e-09,1.3284795841173036e-07
1936,0.0,9.214782892286166e-08
1937,1.2591118148108649e-09,9.443338910841703e-08
1938,5.186085783037697e-09,7.001215607260747e-08
1939,0.0,9.023489866422096e-08
1940,0.0,5.832300686847702e-08
1941,0.0,7.67390702094417e-08
1942,0.0,1.1226583751522412e-07
1943,0.0,1.0741970157823744e-07
1944,3.2131861615880553e-09,1.285274464635222e-07
1945,2.178504043826024e-09,7.406913482554955e-08
1946,1.3921104269343232e-09,8.213451252458981e-08
1947,0.0,9.536697120893223e-08
1948,1.0871887834440486e-09,9.0236667915633e-08
1949,9.817008317369869e-10,1.3056620673523867e-07
1950,3.190608444114673e-09,8.827350228557407e-08
1951,1.0661401761424827e-09,9.382033283600322e-08
1952,4.2179215675730575e-09,9.595771643944317e-08
1953,0.0,9.157753311228589e-08
1954,9.772536113672459e-10,7.915754451914836e-08
1955,8.447047505910632e-09,1.2764427026468184e-07
1956,4.36057079333807e-09,1.4913152313056344e-07
1957,3.534015080575159e-09,1.0690395413348597e-07
1958,4.1361216673863055e-09,1.7868045176783198e-07
1959,2.325224457422337e-09,2.201212367936023e-07
1960,5.536666680683311e-09,1.7025250542701542e-07
1961,2.08444772553662e-09,2.0566551484080264e-07
1962,3.170978146727066e-09,2.0991875260278903e-07
1963,6.466053248388448e-10,3.394677889900777e-07
1964,1.8251904432275978e-09,3.3157627399305056e-07
1965,2.188817349590977e-09,2.7962141757598147e-07
