year,en_ADP archers_NOUN,en_ADP marché_NOUN
1966,1.6617224263271169e-09,3.040952094579552e-07
1967,2.9582012395223956e-09,4.225297516313731e-07
1968,4.4914158503495116e-10,5.97358280174376e-07
1969,2.2708788183223305e-09,5.077685045762337e-07
1970,6.438214850135182e-09,7.808635018591303e-07
1971,7.193756701440179e-09,7.373600396931579e-07
1972,5.130146696341598e-09,5.186578277971421e-07
1973,5.513203782392395e-10,5.76681088659825e-07
1974,1.1251143350321513e-09,7.684531055929256e-07
1975,3.998036124386317e-09,6.716700795550423e-07
1976,3.999468700666142e-09,1.0530029612709768e-06
1977,2.938390863960194e-09,8.092328585007635e-07
1978,2.970295565063452e-09,8.245540925599926e-07
1979,4.681578680276743e-09,8.222022529480455e-07
1980,4.548120546843393e-09,1.3013309398957063e-06
1981,3.795329828193417e-09,8.425632245234738e-07
1982,1.2415004579935385e-09,8.529108299626387e-07
1983,1.89459470334441e-09,1.040764118442894e-06
1984,5.799008384599347e-09,1.2137325029470958e-06
1985,1.8046674155058895e-09,1.0286604492648621e-06
1986,2.997242676272549e-09,1.2192783742648317e-06
1987,6.110816852533674e-10,1.0962805845338153e-06
1988,1.798966087207532e-09,9.090775847653276e-07
1989,1.6464366536794728e-09,1.1058566542487824e-06
1990,1.089730194969718e-09,1.1278707461315207e-06
1991,0.0,1.1963250017288374e-06
1992,5.509944167592096e-10,9.212626537191682e-07
1993,1.661762283333701e-09,1.064635625880328e-06
1994,5.274926606624319e-10,1.0776675480883569e-06
1995,3.253470381991974e-09,9.90139483292296e-07
1996,0.0,9.976894261853886e-07
1997,9.58978896292706e-10,9.062350727617741e-07
1998,3.337690568372409e-09,8.544487855033367e-07
1999,1.8280804647829996e-09,7.559112873423146e-07
2000,1.7672125984802278e-09,8.120342158690619e-07
2001,4.3812117822561447e-10,8.416307650804811e-07
2002,3.0668551032064784e-09,7.965060717651795e-07
2003,8.333845835650777e-10,8.413017553721147e-07
2004,1.3214374039449694e-09,6.334090016935079e-07
2005,1.8014998381943315e-09,6.309753075584013e-07
2006,2.4707338397433887e-09,7.029237849565106e-07
2007,2.3966877371606188e-09,5.484420171342208e-07
2008,4.257439734089985e-09,5.4835822993482e-07
2009,1.907277002999308e-09,4.639451276489126e-07
2010,2.3618964561933353e-09,5.734684691560687e-07
2011,3.823971805871906e-09,6.137474883871619e-07
2012,2.7234021704458655e-09,4.4765923234990623e-07
2013,5.578250084070646e-10,3.285589400547906e-07
2014,1.0827225782605865e-09,2.832402401509171e-07
2015,2.881548111233201e-09,2.0902305664094456e-07
2016,1.86420612280358e-09,2.4255390940197685e-07
2017,2.5156112748447867e-09,2.56592358027774e-07
2018,1.290733298020541e-09,1.9722405397715193e-07
2019,1.7856913725466939e-09,2.571395611994376e-07
