year,en_ADP ondes_NOUN,en_ADP monde_NOUN
1953,5.774771700828296e-07,7.326202322577302e-08
1954,6.410783974786227e-07,4.788542540268281e-08
1955,6.297742665140049e-07,5.255940527248981e-08
1956,9.244409984177082e-07,4.7094165012140365e-08
1957,1.1618074911012854e-06,9.36513990801302e-08
1958,1.3128050682098547e-06,5.12879088643281e-08
1959,1.0517765121065281e-06,6.820658404738111e-08
1960,8.595674971800804e-07,6.367166449638972e-08
1961,8.136294669114363e-07,7.851419780990909e-08
1962,5.555553768132881e-07,6.215117309693596e-08
1963,6.084556281038545e-07,6.595373935880389e-08
1964,8.657486834096062e-07,5.1713730075952924e-08
1965,6.172464814824252e-07,1.1217688938858217e-07
1966,6.292388923245795e-07,7.810095659088745e-08
1967,5.733980090738555e-07,8.282963959160838e-08
1968,5.048351265912743e-07,8.44386202902836e-08
1969,5.409233760911292e-07,9.67394446771408e-08
1970,6.189883827723008e-07,9.703309800102033e-08
1971,6.613117395914969e-07,9.711571313797407e-08
1972,4.894160068324993e-07,1.0773308634082213e-07
1973,5.221004260036466e-07,8.876258156265138e-08
1974,5.445553483696131e-07,1.293881486397197e-07
1975,6.185533099056784e-07,7.938957491404608e-08
1976,7.370449681687319e-07,8.913101667840095e-08
1977,6.587872309893328e-07,9.46161892168007e-08
1978,5.506928220100349e-07,1.0693064300681954e-07
1979,6.331835096240468e-07,1.334249934981102e-07
1980,6.395794773794705e-07,1.3758065287028387e-07
1981,5.433647212171877e-07,1.2461332610236298e-07
1982,5.394319542162407e-07,1.6077431463923375e-07
1983,5.930081741212234e-07,1.5346218340539508e-07
1984,5.306092933921036e-07,1.2351887868078393e-07
1985,4.4454974990060236e-07,1.0346760004331657e-07
1986,4.783599329982735e-07,1.282819900305654e-07
1987,5.438626988762962e-07,1.6254773066437522e-07
1988,4.6173465673149394e-07,1.6910281752657852e-07
1989,4.132556110647556e-07,1.6409485770196852e-07
1990,4.6313533630382153e-07,2.1631143720668433e-07
1991,4.296453877117301e-07,2.5087070998353056e-07
1992,5.091188164385585e-07,1.7631821669361614e-07
1993,4.536610749283909e-07,1.6894582732795982e-07
1994,4.831832676188696e-07,1.582477993089526e-07
1995,4.598238216857453e-07,1.9683496299549574e-07
1996,4.1743880352385077e-07,2.279365307611414e-07
1997,4.2290969504144016e-07,2.1433178609697734e-07
1998,2.922863173715484e-07,2.3888328026799854e-07
1999,2.641576153372682e-07,2.2485389239434994e-07
2000,2.6596549940194336e-07,2.756851764651458e-07
2001,3.040561065148495e-07,2.2782301234425262e-07
2002,2.764550881551031e-07,2.111748798050428e-07
2003,2.420982196937871e-07,2.3668121595932234e-07
2004,2.634065175977085e-07,2.805851907483614e-07
2005,4.4271858090638716e-07,3.4003310656061103e-07
2006,4.1796582195274823e-07,1.9765872205645962e-07
2007,3.211561430127574e-07,2.8480639002737007e-07
2008,1.9967392295150432e-07,1.9669371686958925e-07
2009,2.0884683316069186e-07,2.0789320043235193e-07
2010,2.2626968609884557e-07,2.0076119722212127e-07
2011,2.2179036807123964e-07,2.0458250471477868e-07
2012,2.774465939214821e-07,1.4706371409545227e-07
2013,2.3428650308687793e-07,1.2997322662577915e-07
2014,2.5357362165578934e-07,1.9748860480284236e-07
2015,2.070281416299835e-07,1.2412822347762642e-07
2016,2.052697982701801e-07,1.4395813408007996e-07
2017,2.0955042789871925e-07,1.4188048350072258e-07
2018,2.2381316311381738e-07,1.941262950388989e-07
2019,2.474458100643062e-07,1.3010037025473764e-07
