year,en_ADP ondes_NOUN,en_ADP monde_NOUN
1800,2.7354229814591235e-07,3.772997558826319e-08
1801,2.500241578218265e-07,3.809892135109294e-08
1802,1.7007585029205075e-07,9.175144555229053e-08
1803,2.86699872731333e-07,2.5354409682876167e-08
1804,1.7302956223375077e-07,2.4718509905596875e-08
1805,8.24434565060983e-08,1.1371510844071508e-08
1806,6.916006078938608e-08,1.729001475325731e-08
1807,3.9857372513552036e-08,5.124519120158766e-08
1808,7.704651494577774e-08,9.064295980465431e-09
1809,7.228897658251299e-08,2.2590304959990704e-08
1810,1.0296557917399696e-07,1.4040760554223652e-08
1811,5.264861258069686e-08,1.0028307073639553e-08
1812,2.6672082320544632e-09,1.8670457180292033e-08
1813,5.463909147351842e-08,3.7384642270765767e-08
1814,9.440030979135372e-09,9.440030979135372e-09
1815,8.90083740046066e-08,0.0
1816,1.5064425440414198e-07,2.3176038865813098e-08
1817,4.981994905506326e-08,2.8023721676539992e-08
1818,1.3351719019283337e-07,3.337929510571769e-08
1819,6.83169290027763e-08,1.2421260464634543e-08
1820,6.882559233645225e-08,2.966620371580575e-08
1821,1.1439326641493608e-07,6.903041693817613e-09
1822,6.917674966189225e-08,1.804610860745015e-08
1823,7.41201550136239e-08,4.644862949820805e-08
1824,3.9579230559638745e-08,1.8526447931321854e-08
1825,1.1182912373897125e-07,2.993850567456491e-08
1826,3.963592831723872e-08,3.787433300317389e-08
1827,4.147772969531616e-08,5.7147094167930845e-08
1828,6.695779575238703e-08,6.328887752760082e-08
1829,5.3153691226270894e-08,2.3147576133641934e-08
1830,4.905312778191728e-08,3.1310506187764986e-08
1831,5.456922025359745e-08,3.4300653872776365e-08
1832,2.2189149717632972e-07,5.68258712307923e-08
1833,4.40177885252524e-08,4.4017789635475424e-08
1834,9.427876079826092e-08,6.907552574375586e-08
1835,8.24376584773745e-08,4.689114518896531e-08
1836,7.05678786516728e-08,5.9142600150607905e-08
1837,6.262101948095733e-08,3.5485243188304594e-08
1838,9.341999884782126e-08,5.5547026533986354e-08
1839,3.915226187700682e-08,2.516931019158619e-08
1840,5.923810419972142e-08,8.344292296014189e-08
1841,7.31942506604355e-08,6.869986890478685e-08
1842,2.817471411731276e-08,3.4882980060046975e-08
1843,5.0208743829216473e-08,4.430183153658618e-08
1844,5.1043620885593555e-08,5.433675648314207e-08
1845,4.8547981634783355e-08,4.5199847087395995e-08
1846,3.39561074813588e-08,4.3323308496212576e-08
1847,5.3392915866368185e-08,5.986478068820134e-08
1848,4.505324113779352e-08,4.666228647920434e-08
1849,6.452149392544015e-08,1.432879983553903e-07
1850,7.060555873295016e-08,5.838536765168101e-08
1851,6.191461210391935e-08,4.321123925343784e-08
1852,4.492276417522589e-08,6.705862021227915e-08
1853,6.569124955113637e-08,6.867721302761254e-08
1854,4.7800114089113777e-08,6.910234073842503e-08
1855,5.7845614520601885e-08,8.172682797180642e-08
1856,4.866558001026533e-08,6.160855292591805e-08
1857,6.199516822125162e-08,4.8326938895115745e-08
1858,1.0815023898658183e-07,7.829881809584549e-08
1859,6.568903643255908e-08,4.990329882659239e-08
1860,8.650877703075821e-08,6.865775564746102e-08
1861,9.47908702642053e-08,5.423358118150645e-08
1862,6.144461650592348e-08,5.647482839710172e-08
1863,4.7948361725502764e-08,6.792684131839977e-08
1864,7.431828663584383e-08,1.8459702455508875e-07
1865,4.518570723144322e-08,7.57801975059813e-08
1866,6.957826315101556e-08,6.325296492137866e-08
1867,9.074757656435395e-08,1.0336488287521206e-07
1868,8.941172069398817e-08,7.311013472399708e-08
1869,7.715960081977613e-08,1.0060049504545532e-07
1870,9.747883211730368e-08,4.4152177469669596e-08
1871,2.442870794538976e-08,5.5230122919525115e-08
1872,5.140238434897526e-08,5.5635521967190016e-08
1873,5.8662845248136364e-08,1.0355788082616613e-07
1874,1.236744051058558e-07,7.826737763449998e-08
1875,5.492666116380107e-08,3.947853721708583e-08
1876,6.166935406781704e-08,3.02300739996042e-08
1877,9.09167962026558e-08,5.13339741825547e-08
1878,9.481369456221245e-08,3.381889746023603e-08
1879,7.270097135414488e-08,5.803859082220697e-08
1880,7.31634486328403e-08,5.776061806628263e-08
1881,1.0040410813871858e-07,3.834879180875106e-08
1882,7.587139094766826e-08,3.6604619557678575e-08
1883,1.0174135667284645e-07,4.5499240208801695e-08
1884,1.0760766144812806e-07,7.657968481566968e-08
1885,1.205333859388702e-07,3.222817923642651e-08
1886,8.841245602297931e-08,3.226731948302586e-08
1887,1.0968593655569236e-07,5.092561355946046e-08
1888,1.0588826881985369e-07,4.375024298397534e-08
1889,9.89891614788796e-08,1.879540939553337e-08
1890,1.0159298824419238e-07,3.1461055982617836e-08
1891,9.752556717756988e-08,2.995883496836882e-08
1892,1.247433971673928e-07,3.3849966163401746e-08
1893,1.2255249259851553e-07,3.87980243488073e-08
1894,8.128985684585643e-08,4.22203116912101e-08
1895,7.824198511308111e-08,2.708376434235049e-08
1896,1.279655350572284e-07,4.8945340169748164e-08
1897,1.0488084289939081e-07,3.729096820226374e-08
1898,1.4824890115505696e-07,3.3950128153215076e-08
1899,1.448225539490977e-07,2.984892333302014e-08
1900,1.292572217037602e-07,3.581826502063734e-08
1901,1.1121590404172821e-07,1.9001712259214543e-08
1902,1.6793170232176635e-07,3.830021244599635e-08
1903,1.1394464483061029e-07,2.5381034385318912e-08
1904,1.451148836650873e-07,3.3860139581065596e-08
1905,1.3263150189235517e-07,4.180214735471921e-08
1906,1.363208914639813e-07,2.9836271009386905e-08
1907,1.6611383679698832e-07,3.7028472787969946e-08
1908,1.4586825369811152e-07,4.665819686167083e-08
1909,1.584283237932027e-07,4.620826277168533e-08
1910,1.6727192075904895e-07,2.8858414102828078e-08
1911,1.7770049409726596e-07,4.096687944432631e-08
1912,1.6565958804726222e-07,3.438218010298755e-08
1913,1.71286563377393e-07,3.8181524331104555e-08
1914,1.4598900988094243e-07,3.281404303834279e-08
1915,1.7788950712471774e-07,2.9451904026700504e-08
1916,1.6151569171007907e-07,3.4061131248819265e-08
1917,1.9520234850745055e-07,3.5092558192673096e-08
1918,2.1824115403745736e-07,3.101321510712296e-08
1919,2.0625580310351666e-07,1.2890987832747669e-08
1920,2.3852529906776e-07,2.4988365154854364e-08
1921,2.612597898021818e-07,4.31646604015512e-08
1922,3.526653253871359e-07,5.607230890714021e-08
1923,2.770762406179017e-07,2.866306081372727e-08
1924,3.0553148588907675e-07,4.640984840875717e-08
1925,2.1006519257404932e-07,3.849362339991558e-08
1926,2.4744426063705305e-07,3.232380052509143e-08
1927,2.7984553829796255e-07,3.6792442870137165e-08
1928,3.130735313217059e-07,4.798937425221084e-08
1929,2.9967694370469644e-07,4.456162572274991e-08
1930,3.686764973309664e-07,4.936693653867508e-08
1931,2.760096213805241e-07,4.676196141417677e-08
1932,2.7179649730868505e-07,6.466126478699152e-08
1933,3.39531607496113e-07,3.670611903316967e-08
1934,2.2165923319050762e-07,6.470052937856963e-08
1935,3.087817397329218e-07,7.659702028206539e-08
1936,2.5704395589798423e-07,3.516167268458048e-08
1937,3.4121930858610483e-07,5.288269544490021e-08
1938,4.0062513306793335e-07,2.8523471029551217e-08
1939,6.041150193425437e-07,3.8235126176289214e-08
1940,4.716556087913659e-07,6.085878823114399e-08
1941,5.165129337569851e-07,2.3612020783048138e-08
1942,3.9748174174292217e-07,5.765002475399683e-08
1943,3.9193676659721177e-07,1.0161323160673419e-07
1944,4.048614492546676e-07,3.534504600111177e-08
1945,4.444148342663823e-07,5.8819610071481065e-08
1946,5.331783006212731e-07,6.264496654750928e-08
1947,4.6133770670309104e-07,4.8875570479722796e-08
1948,5.653381642822808e-07,5.435944072651466e-08
1949,5.340452640112403e-07,5.595694729798595e-08
1950,5.530387845453788e-07,6.062156221453563e-08
1951,6.993879502203981e-07,5.863771157521569e-08
1952,4.7557064952741257e-07,3.58523338794825e-08
