year,mon_DET annuel_ADJ,mon_DET manuel_NOUN
1945,0.0,5.8819610515570275e-08
1946,0.0,6.403708052715729e-08
1947,0.0,1.7881306657585583e-08
1948,0.0,2.609253102470177e-08
1949,0.0,3.6322930441201606e-08
1950,0.0,2.6588403478911005e-08
1951,0.0,2.0256663124662566e-08
1952,0.0,2.7416489856157966e-08
1953,0.0,3.2321482046349104e-08
1954,0.0,2.149958033825783e-08
1955,0.0,3.378818780319648e-08
1956,0.0,1.3953826316637219e-08
1957,0.0,2.8272121532779693e-08
1958,1.6544486891589827e-09,4.3015666084667004e-08
1959,0.0,2.5577468143467286e-08
1960,0.0,3.045166580006864e-08
1961,0.0,1.806521415792517e-08
1962,6.341956404476434e-10,1.839167357298166e-08
1963,6.466053248388448e-10,2.5864212993553792e-08
1964,6.083968329129164e-10,2.8594650869351312e-08
1965,0.0,3.447387264543522e-08
1966,0.0,3.378835611300701e-08
1967,0.0,3.056807951207219e-08
1968,0.0,2.425364553637621e-08
1969,9.083515606356229e-10,1.9983734084183524e-08
1970,4.5987250119061684e-10,3.7709546096831303e-08
1971,1.0276794970565106e-09,3.134422366102285e-08
1972,0.0,1.282536676860957e-08
1973,0.0,1.9296212905306476e-08
1974,0.0,2.3064843590603346e-08
1975,0.0,1.9419033048251322e-08
1976,0.0,1.542652283692547e-08
1977,0.0,1.8218023811744644e-08
1978,5.940591352171509e-10,1.9009892437971132e-08
1979,0.0,1.9896709613220764e-08
1980,5.685150683554241e-10,1.4212876486840997e-08
1981,0.0,2.024175826953467e-08
1982,0.0,2.7933759749743103e-08
1983,0.0,1.515675807084449e-08
1984,5.799008495621649e-10,1.4497521017009518e-08
1985,6.015558051686298e-10,1.4437338990980209e-08
1986,0.0,1.3787316455182719e-08
1987,6.110816852533674e-10,1.772136909439226e-08
1988,0.0,2.2187248649441216e-08
1989,0.0,2.30501122633342e-08
1990,2.179460389939436e-09,2.5063793984703153e-08
1991,5.861465202094962e-10,1.992898157610057e-08
1992,0.0,1.9284804642083486e-08
1993,0.0,2.880387950376928e-08
1994,0.0,2.5319647878330187e-08
1995,5.422450821690461e-10,2.331653803366862e-08
1996,0.0,2.5089033073300016e-08
1997,0.0,1.8220599140583715e-08
1998,9.536258449571733e-10,2.050295633271304e-08
1999,0.0,1.5995703706028763e-08
2000,0.0,3.799507242163713e-08
2001,0.0,3.3735331667061885e-08
2002,0.0,1.5772397332636245e-08
2003,4.1669229178253886e-10,2.9585152105937595e-08
2004,0.0,2.642874807889939e-08
2005,0.0,3.557962147127114e-08
2006,4.1178899179428186e-10,3.253133051828172e-08
2007,0.0,3.035804463369374e-08
2008,8.514879357157668e-10,3.448526197935564e-08
2009,4.76819250749827e-10,3.051643293616735e-08
2010,4.723793023408973e-10,4.629317090776297e-08
2011,0.0,4.8946840136565584e-08
2012,0.0,5.174463993395939e-08
2013,0.0,6.554443987560887e-08
2014,0.0,6.193173196500368e-08
2015,2.2165753954528356e-10,6.184245156248824e-08
2016,0.0,7.58110478005225e-08
2017,0.0,8.125424333371711e-08
2018,2.5814667070633845e-10,9.732129319095506e-08
2019,0.0,7.882552388593922e-08
