year,mon_DET annuel_ADJ,mon_DET manuel_NOUN
1800,0.0,3.772997425599556e-08
1801,0.0,1.4287095950749062e-08
1802,0.0,8.056224487518193e-08
1803,0.0,2.7304748684287006e-08
1804,0.0,1.4831105232815389e-08
1805,0.0,8.812921237222326e-08
1806,0.0,8.645007110175129e-08
1807,0.0,9.11025637151397e-08
1808,0.0,1.9941450579707976e-07
1809,0.0,3.840352036377226e-08
1810,0.0,7.956430980726736e-08
1811,0.0,3.259199843341776e-08
1812,0.0,3.7340914360584065e-08
1813,0.0,7.189353823378042e-08
1814,0.0,9.754699048514226e-08
1815,0.0,1.9420009600423782e-07
1816,0.0,6.025770460382773e-08
1817,0.0,6.694555754194198e-08
1818,0.0,4.053200197695617e-08
1819,0.0,2.8982939714872202e-08
1820,0.0,6.289234733003468e-08
1821,0.0,5.226588761786388e-08
1822,0.0,3.408709403629473e-08
1823,0.0,4.4472091786929013e-08
1824,1.1789557774477544e-08,4.210556436845536e-08
1825,0.0,4.138558207245069e-08
1826,0.0,3.787433167090626e-08
1827,0.0,3.594736597278825e-08
1828,0.0,7.33784067397103e-08
1829,0.0,3.086343403069236e-08
1830,0.0,4.279102761017839e-08
1831,0.0,2.3386808489789246e-08
1832,0.0,5.411987658021644e-08
1833,0.0,3.243415847009601e-08
1834,0.0,5.040646589016262e-08
1835,0.0,5.672315950278062e-08
1836,1.3441500135158435e-09,2.285055022976934e-08
1837,2.0873671680021744e-09,4.940102549255698e-08
1838,0.0,8.900148351642656e-08
1839,0.0,6.15249816648955e-08
1840,0.0,4.395085273500854e-08
1841,0.0,5.0080279478947887e-08
1842,0.0,7.446174032921249e-08
1843,0.0,3.5441467094443624e-08
1844,5.488561272137815e-10,2.1405388628270572e-08
1845,0.0,6.30565766823743e-08
1846,0.0,5.444686101974128e-08
1847,0.0,6.148274778183804e-08
1848,0.0,3.781254370727183e-08
1849,0.0,3.938325066066284e-08
1850,0.0,2.511928531845342e-08
1851,0.0,8.384270167027807e-08
1852,6.510545436100301e-10,8.919447003208347e-08
1853,0.0,3.822036265255235e-08
1854,0.0,8.105236271038763e-08
1855,0.0,8.80951525061846e-08
1856,0.0,3.468716869292621e-08
1857,0.0,2.782460267747311e-08
1858,0.0,3.131952652779546e-08
1859,1.018434669930457e-09,6.110608063991663e-08
1860,4.577183909670879e-10,6.362285631666964e-08
1861,0.0,5.3761987750533535e-08
1862,0.0,6.370360686180909e-08
1863,0.0,2.1976331421313944e-08
1864,0.0,7.144144476001202e-08
1865,0.0,1.976874713927046e-08
1866,0.0,1.0315099530089356e-07
1867,4.85281148598915e-10,1.0239432590708475e-07
1868,0.0,2.9935637257949566e-07
1869,4.883519366671862e-09,7.667125068167024e-08
1870,5.734048791339319e-10,2.8670243068518175e-08
1871,9.559059321873065e-09,4.673318021453099e-08
1872,0.0,2.963196177319105e-08
1873,5.986004469882289e-10,4.1902030956109115e-08
1874,5.974609140757536e-10,1.499626938183951e-07
1875,0.0,1.4532678971335145e-07
1876,0.0,5.38095328295185e-08
1877,6.184815992682502e-10,8.473197699032653e-08
1878,0.0,3.623453181944569e-08
1879,1.832797580370027e-09,3.4823154693164327e-08
1880,0.0,4.171600220814753e-08
1881,6.972507571312292e-10,5.996356544635262e-08
1882,0.0,6.988154366283084e-08
1883,0.0,5.4346314393161066e-08
1884,3.9610181801208455e-09,7.195849871521887e-08
1885,6.445635580831777e-09,4.898682981480107e-08
1886,1.936039106809062e-09,5.3563750768148566e-08
1887,0.0,5.353718279810238e-08
1888,0.0,5.1358977293247676e-08
1889,0.0,4.824155419580478e-08
1890,0.0,4.915789908466195e-08
1891,0.0,3.442078744253507e-08
1892,0.0,5.265550240274308e-08
1893,1.2316833108982905e-09,5.8504957434202254e-08
1894,1.8904617871129403e-09,7.624862763400131e-08
1895,0.0,7.041779048755359e-08
1896,0.0,5.1893856489737544e-08
1897,0.0,3.729096675897381e-08
1898,1.13167097914868e-09,5.771521927044887e-08
1899,0.0,3.371822820952275e-08
1900,0.0,4.516216267624884e-08
1901,0.0,2.067833387853213e-08
1902,1.9641135384773634e-09,5.303106642706723e-08
1903,0.0,4.6441894552273766e-08
1904,0.0,6.23456530846056e-08
1905,0.0,4.335037573355294e-08
1906,0.0,4.218231275388007e-08
1907,0.0,2.0057088434555226e-08
1908,0.0,4.322022251201929e-08
1909,0.0,5.2259345018068615e-08
1910,5.344150677544235e-10,5.1303846504424655e-08
1911,1.5961122423746588e-09,3.9370768756263885e-08
1912,0.0,8.126697126353832e-08
1913,5.30298971401777e-10,5.99237814924436e-08
1914,0.0,4.2859159776753586e-08
1915,9.424609537234119e-09,2.473960047932877e-08
1916,3.2962386153911893e-09,4.2851101333951647e-08
1917,0.0,4.8252267959014716e-08
1918,1.1486376294556067e-09,3.3310490366034173e-08
1919,9.207848372660976e-10,3.7752178050354246e-08
1920,0.0,5.2248399384779987e-08
1921,0.0,4.619375953973659e-08
1922,7.377935484775833e-10,5.4596721810185045e-08
1923,1.0615948120573648e-09,6.58188774593782e-08
1924,0.0,7.090393583375487e-08
1925,0.0,1.979672048513237e-08
1926,0.0,4.681378040771733e-08
1927,0.0,4.4596900394822114e-08
1928,1.1426041224282812e-09,6.398582996780533e-08
1929,1.1140406375176326e-09,5.013182713398123e-08
1930,0.0,4.411513443436377e-08
1931,0.0,5.24646406319107e-08
1932,0.0,5.150982251844738e-08
1933,0.0,3.555905325747233e-08
1934,0.0,7.188948103475923e-08
1935,0.0,4.4282652211791174e-08
1936,0.0,5.941110181595377e-08
1937,0.0,4.910536066660143e-08
1938,0.0,2.074434313215079e-08
1939,0.0,3.364691014695609e-08
1940,0.0,3.55009599495304e-08
1941,0.0,2.9515025978810172e-08
1942,0.0,1.2136846905264065e-07
1943,0.0,3.4838822937643954e-08
1944,0.0,3.213186161588055e-08
