year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP maire_NOUN
1832,5.411987746839486e-09,2.705993873419743e-09,8.117981842303834e-09
1833,8.108539617524002e-09,2.3167257001688313e-09,3.4750886612755494e-09
1834,1.213489042584115e-08,9.334530703952737e-09,6.534171648198139e-09
1835,1.2100940693926532e-08,6.050470346963266e-09,6.806779140333674e-09
1836,1.68018754465038e-08,1.3441500135158435e-09,1.6129800772812786e-08
1837,2.7831563720326358e-09,0.0,4.174734669071256e-09
1838,3.787297142565649e-09,6.312161904276081e-10,1.2624323808552163e-08
1839,1.4682098203877558e-08,5.593180252283503e-09,2.09744255297295e-09
1840,3.4396318682183846e-08,1.7198159563136528e-08,1.0828470564661075e-08
1841,2.0545755319290038e-08,4.044945711711989e-08,6.420548537278137e-09
1842,8.049918065466954e-09,1.542900918138912e-08,8.049918065466954e-09
1843,1.1813821920725331e-08,2.3627644840651385e-09,1.1813822142769936e-09
1844,6.586273748609983e-09,2.195424508855126e-09,2.195424508855126e-09
1845,2.17628883802945e-08,6.696273757711424e-09,9.48638767539478e-09
1846,1.2879903366069811e-08,1.7563503984519002e-09,1.2879902921980602e-08
1847,4.0988499705463255e-08,6.47186837454683e-09,8.089835468183537e-09
1848,2.413566457803995e-09,8.045221711050488e-10,2.735375392859396e-08
1849,1.6758829879393033e-09,1.6758829879393033e-09,5.02764896381791e-09
1850,4.752297222410107e-09,1.5614690873633208e-08,2.7155984128057753e-09
1851,4.514607354622058e-09,1.2898877521649865e-09,4.514607132577453e-09
1852,5.859490670445666e-09,1.9531636308300904e-09,3.2552727180501506e-09
1853,3.58315901394235e-08,2.209614846648833e-08,1.0152283680398e-08
1854,1.2989160858012383e-08,0.0,9.352196184142514e-09
1855,4.776243400783642e-09,5.306937111981824e-10,1.1144567935161831e-08
1856,4.141751386299575e-09,4.6594703095870216e-09,1.2425253714809514e-08
1857,2.245494101771328e-08,4.881509085841174e-10,6.834112886711097e-09
1858,1.3212924976357954e-08,3.4255732694887797e-09,5.4809173144487744e-08
1859,5.601390462572908e-09,1.5276520048956854e-09,1.782260738991681e-08
1860,1.1900677776566226e-08,2.746310290291376e-09,7.323494338740133e-09
1861,1.4147890858851042e-08,3.018216815364738e-08,5.187559992680946e-09
1862,2.3041730301542884e-08,1.8071945329101169e-09,5.873382252774562e-09
1863,8.490855130105501e-09,2.0477944673302773e-08,4.495158911765884e-09
1864,9.589456340108882e-09,4.794728170054441e-09,5.2742007428108195e-09
1865,1.3179164426446732e-08,9.413688994985847e-09,7.060266704606022e-09
1866,1.3137154475373336e-08,2.919367858567057e-09,1.1190909532388105e-08
1867,1.747012134956094e-08,1.0190904120577216e-08,5.338092634588065e-09
1868,7.903798859842937e-08,1.975949570631741e-08,1.1361710128277025e-08
1869,3.271957993433716e-08,2.5882650689368347e-08,1.0255390092694938e-08
1870,3.2110673231500186e-08,1.0321287824410774e-08,1.1468098026767848e-08
1871,2.6552942955504477e-08,3.3987767267262825e-08,3.18635318130589e-09
1872,1.0280476914203973e-08,1.3304146229131675e-08,2.4189358072135292e-08
1873,2.334541804316359e-08,1.855661402316855e-08,1.2570609608797412e-08
1874,4.361464789326419e-08,3.823749850084823e-08,4.779687312606029e-09
1875,1.94531928343622e-08,1.4303817408301e-08,5.149374426860476e-09
1876,3.506688628363008e-08,1.3905833817773328e-08,3.02300739996042e-09
1877,7.421779191219002e-09,4.329371083855449e-09,1.6699003513309663e-08
1878,5.1332254003000344e-08,2.0532901601200138e-08,1.268208649207736e-08
1879,2.3215436684154156e-08,9.16398767980553e-09,9.774920428640144e-09
1880,1.9253539207397807e-08,2.6954953824542827e-08,1.6686399817444908e-08
1881,2.370652651961791e-08,3.486253646878268e-08,4.183504653809678e-09
1882,3.5939081044489285e-08,2.2628309892525067e-08,7.986461936226874e-09
1883,1.8958017378167824e-08,1.200674426549142e-08,1.76941486462745e-08
1884,1.7164412113856997e-08,4.621187876807653e-09,5.941527270181268e-09
1885,4.576401479994274e-08,1.8692343728421434e-08,2.771623297537218e-08
1886,2.774989482645651e-08,1.2906927693290271e-08,8.38950331427668e-09
1887,3.395040693021656e-08,2.7421483750345033e-08,9.793386546164129e-09
1888,1.9655905347804037e-08,2.53624587998047e-09,1.0779044767872392e-08
1889,1.8168895721260014e-08,4.385595886446936e-09,1.628935564212952e-08
1890,3.0150179242127706e-08,9.831579994568074e-09,5.898947996740844e-09
1891,5.736798147637501e-09,0.0,1.529812854172974e-08
1892,1.6298132621272998e-08,5.641661360300532e-09,8.149066310636499e-09
1893,9.853466487186324e-09,4.926733243593162e-09,1.1700991398022609e-08
1894,1.827446460822557e-08,5.671385139294216e-09,9.452309157609307e-09
1895,1.5648398132839247e-08,4.213029924926559e-09,7.824199066419624e-09
1896,1.0024948871034667e-08,4.717623180994224e-09,7.666137835649067e-09
1897,3.379494017963225e-08,5.2440420894583895e-09,2.21415115131407e-08
1898,2.2067583316243145e-08,5.6583548957434e-10,1.0185038590293516e-08
1899,2.266307141951529e-08,3.8693048765026106e-09,9.39688327150634e-09
1900,3.1665425836990835e-08,7.786579381274805e-09,6.7483690857628176e-09
1901,1.956058603980182e-08,6.147612641171918e-09,8.94198237677557e-09
1902,7.365425602756659e-09,4.910283735171106e-09,4.419255628107521e-09
1903,9.1803746826713e-09,8.100330184390714e-09,1.296052865029651e-08
1904,8.061937784020756e-09,4.837162670412454e-09,6.449550227216605e-09
1905,4.231822359201942e-08,4.1286072338664326e-09,9.289366442732927e-09
1906,5.658602919567102e-09,1.0288369045596824e-09,6.68743965759333e-09
1907,5.65712765521198e-09,1.028568674676933e-09,5.6571278217454335e-09
1908,1.080505640516094e-08,2.9468334439286537e-09,7.858222517143076e-09
1909,7.151278680339601e-09,1.1001967115120692e-09,1.045186842629775e-08
1910,1.1222716089775986e-08,4.275320542035388e-09,1.0153886509378651e-08
1911,1.755723388896513e-08,3.7242617878519013e-09,8.512598737020483e-09
1912,5.730363294986773e-09,5.209421227725386e-10,7.814131730565776e-09
1913,5.302989602995467e-09,1.060597942803554e-09,1.1666577703906e-08
1914,6.027069510139427e-09,6.696743715117748e-10,1.272381305872372e-08
1915,1.1780761921542648e-09,0.0,4.712304657594757e-09
1916,1.2086208478478966e-08,1.0987462051303964e-09,6.592477230782379e-09
1917,4.934890895924582e-08,2.1932848870420685e-09,6.57985488317081e-09
1918,5.743188147278033e-09,3.44591288836682e-09,8.040463406189247e-09
1919,2.301962176431971e-08,1.8415696745321952e-09,3.6831393490643904e-09
1920,2.5745588771997063e-08,4.543339038320937e-09,4.543339038320937e-09
1921,1.060184651180407e-08,2.2718242842501013e-09,8.330022005509363e-09
1922,4.426761179843197e-09,1.4755870969551665e-09,5.902348387820666e-09
1923,2.866305948145964e-08,4.246379248229459e-09,6.369568872344189e-09
1924,2.4494086758863887e-08,3.867487219366694e-09,6.4458122173149945e-09
1925,1.0998178368026856e-08,6.598906754362588e-09,8.798542117105512e-09
1926,2.229227646921572e-08,7.802296586589819e-09,6.6876830739914794e-09
1927,6.689535148041159e-09,7.804457524684949e-09,1.560891471630299e-08
1928,9.14083297942625e-09,1.1426041224282812e-09,1.2568645235688791e-08
1929,1.6710609784809094e-08,4.4561625500705304e-09,1.1140406375176326e-09
1930,5.2518016602221e-09,4.201441416995522e-09,2.100720708497761e-09
1931,6.843213995466613e-09,1.1405356659111021e-09,4.5621426636444085e-09
1932,3.616647248350091e-08,1.2055490161699822e-08,1.0959536389520963e-08
1933,8.02946331646126e-09,1.261772819560747e-08,1.1470662197865522e-09
1934,9.585264137967897e-09,2.3963160344919743e-09,1.0783422155213884e-08
1935,2.2739740757060645e-08,2.393656828303392e-09,5.98414207075848e-09
1936,2.3036957230715416e-08,0.0,3.6374143697059935e-09
1937,2.392312481447334e-08,8.813782592653752e-09,7.55467088886519e-09
1938,5.186085783037697e-09,3.889564337278273e-09,1.2965214457594243e-09
1939,1.5294050470515685e-08,0.0,3.058810094103137e-09
1940,1.0143131667916805e-08,1.7750480196809804e-08,0.0
1941,5.9030051957620344e-09,0.0,2.9515025978810172e-09
1942,1.2136847082899749e-08,1.8205270180260413e-08,6.068423541449874e-09
1943,6.967764676346633e-08,2.9032352077962287e-09,5.806470415592457e-09
1944,2.5705489292704442e-08,6.4263723231761105e-09,0.0
1945,2.6142048525912287e-08,2.178504043826024e-09,2.178504043826024e-09
1946,9.744772988540262e-09,6.960552134671616e-09,8.352662561605939e-09
1947,5.960435700558264e-09,7.152522796260996e-09,7.152522574216391e-09
1948,1.0871888278529696e-08,0.0,6.523132700664291e-09
1949,9.817008539414473e-09,2.945102384188658e-09,2.9451024952109606e-09
1950,2.3397795700930146e-08,1.0635361480382244e-09,6.381216888229346e-09
1951,3.5182626589858046e-08,8.529121298117559e-09,5.330700769690111e-09
1952,2.8470971358274255e-08,2.1089607837865287e-09,1.0544803918932644e-09
1953,1.8315507332999914e-08,5.386913692895234e-09,4.3095309543161875e-09
1954,1.07497895029951e-08,1.9545072227344917e-09,9.772536113672459e-10
1955,2.0648336374051723e-08,9.385607846468247e-10,3.754243138587299e-09
1956,1.0465369904011368e-08,0.0,5.232684952005684e-09
1957,2.738861759610245e-08,8.835037701437898e-10,1.7670075402875796e-09
1958,1.5717262158432277e-08,1.6544486891589827e-09,9.099467679352102e-09
1959,9.300897829689347e-09,3.8753737996444215e-09,7.750747821333448e-10
1960,2.353083417006019e-08,4.8445834566201995e-09,4.0832915715327545e-08
1961,5.350082687982649e-08,1.3896318540318475e-09,2.08444772553662e-09
1962,6.976152100435229e-09,2.536782617301725e-09,5.707760764028791e-09
1963,1.2932106940866106e-08,6.466053248388448e-10,4.526237051827309e-09
1964,1.9468698653213323e-08,3.041984220075733e-09,7.057403195176448e-08
1965,9.849678406226303e-09,2.188817405102128e-09,8.20806533852192e-09
1966,2.6033651678858405e-08,2.8803187945847242e-08,7.20079718075084e-09
1967,1.5284040699725665e-08,4.930335639752315e-09,3.451234797946512e-09
1968,2.1558795637588446e-08,4.042274182047834e-09,8.084548142051062e-09
1969,1.6804504454626112e-08,3.179230406713529e-09,8.175163657142548e-09
1970,1.7015283404475667e-08,1.5175792539290356e-08,5.978342543233595e-09
1971,7.193756701440179e-09,8.22143619849669e-09,2.569198631618974e-09
1972,2.1546616935097518e-08,7.695220183290274e-09,1.487742551375959e-08
1973,1.1577728109557484e-08,5.513203782392395e-09,6.615844760915479e-09
1974,9.00091468025721e-09,1.0688586127294286e-08,5.06301445213353e-09
1975,1.0851811893530794e-08,1.7134440533084216e-09,3.998036124386317e-09
1976,9.712995741040231e-09,2.285410749536254e-09,1.7140580621521906e-09
1977,1.4104276857551667e-08,5.289103655048422e-09,1.116588582705802e-08
1978,1.128712323605896e-08,3.5643548113029055e-09,5.346532216954358e-09
1979,9.363157360553487e-09,2.9259866751729646e-09,7.0223681314374176e-09
1980,1.0233271119375331e-08,6.253665918443119e-09,7.95921106799824e-09
1981,1.5813874654213578e-08,5.060439622894819e-09,5.06043967840597e-09
1982,1.1173503899897241e-08,5.586752060970923e-09,5.586751949948621e-09
1983,1.1999100379966876e-08,6.315316047889041e-10,3.1576580239445207e-09
1984,6.958810416790584e-09,4.0593059469351545e-09,6.3789091786503604e-09
1985,1.3234227935754461e-08,3.609334831011779e-09,9.624892882698077e-09
1986,1.1389522214244607e-08,2.9972427317837003e-09,1.2588419195935785e-08
1987,1.3443797186596385e-08,2.4443267410134695e-09,4.277571630240118e-09
1988,1.679035044332977e-08,4.797243047249822e-09,8.395175166153734e-09
1989,6.036934507847036e-09,6.585746614717891e-09,3.841685636274406e-09
1990,2.397406362319998e-08,1.5256222840598355e-08,3.269190529398003e-09
1991,2.989347080983862e-08,5.861465202094962e-10,4.689171995142516e-09
1992,8.815910668147353e-09,1.6529832502776287e-09,1.1019888335184191e-09
1993,1.3294098266669607e-08,2.2156829704300662e-09,1.0524494165053966e-08
1994,8.967375286772494e-09,6.329911872438032e-09,6.857404422078162e-09
1995,1.4098372247417501e-08,1.0844901643380922e-09,6.506940986028553e-09
1996,1.7081895009596337e-08,1.49466583554414e-08,1.1743802375008272e-08
1997,8.151320507465698e-09,3.3564261370244708e-09,1.2466725984872085e-08
1998,1.3350762273489636e-08,4.291316191284977e-09,5.244942036242151e-09
1999,8.226361813967742e-09,3.199140841125825e-09,6.398281571229347e-09
2000,1.4579503826439577e-08,1.3254094488601709e-09,1.192868515076384e-08
2001,1.4896119893137438e-08,4.819333099259637e-09,3.943090742808408e-09
2002,6.571832411594869e-09,0.0,7.00995456126563e-09
2003,8.750538071922165e-09,2.9168460979889232e-09,1.2917460878725251e-08
2004,2.1583476339515073e-08,1.2333415178034102e-08,6.6071870752359985e-09
2005,8.557123898356167e-09,3.6029997874109654e-09,4.954124332989807e-09
2006,1.2765458912156191e-08,4.529678965248252e-09,3.7061009261485367e-09
2007,1.078509459517818e-08,3.994479552682506e-09,1.0785094428644726e-08
2008,6.811903485726134e-09,1.7029758436759579e-09,8.514879357157668e-09
2009,4.76819250749827e-09,1.430457752249481e-09,6.675469510497578e-09
2010,8.97520635589899e-09,7.085689368580006e-09,8.502827608669605e-09
2011,6.500752380844688e-09,7.64794394481072e-10,9.177532511728259e-09
2012,1.05531832161887e-08,3.0638275250183256e-09,8.170206733382201e-09
2013,6.414987652192394e-09,2.2313000891394097e-09,6.693900211907078e-09
2014,1.0822894864759292e-06,1.5158116567492996e-09,1.0610681222544827e-08
2015,4.654808538617772e-09,0.0,8.422986752520956e-09
2016,6.421154274960372e-09,6.21402013178951e-10,3.5212781579474495e-09
2017,6.037467414898856e-09,2.7671724078803805e-09,3.018733707449428e-09
2018,6.711813327342497e-09,1.0325866828253538e-09,3.872200171617379e-09
2019,4.591778068885333e-09,0.0,5.6121731151215215e-09
