year,en_ADP eaux_NOUN,en_ADP maux_NOUN
1800,2.358123420975744e-07,6.60274537267469e-08
1801,2.524053570596152e-07,2.6193008650921e-08
1802,2.5735161557349784e-07,3.3567602031325805e-08
1803,1.1331471370112922e-06,8.191424916148549e-08
1804,4.696516728852629e-07,4.943701981119375e-08
1805,5.34461003454112e-07,3.695740957709859e-08
1806,2.7087691023552907e-07,1.4408345627714425e-08
1807,3.074711401040986e-07,8.540865792383556e-09
1808,2.5153420679657756e-07,2.945896149242344e-08
1809,2.710836657371374e-07,4.292158095609011e-08
1810,3.1825722945910684e-07,3.7442028588685616e-08
1811,3.4096243783920954e-07,1.7549536490690798e-08
1812,2.667208347517658e-07,3.7340914360584065e-08
1813,2.0992914051554123e-07,4.888760685162197e-08
1814,2.580275122454623e-07,5.664018942752591e-08
1815,2.5623624266835066e-07,5.1247248222807684e-08
1816,2.062667476820934e-07,1.3905623319487859e-08
1817,2.2107602470899934e-07,4.0478710161551135e-08
1818,1.9908365556098317e-07,7.987188865854478e-08
1819,3.3226870055358404e-07,2.070209959015301e-08
1820,2.1003671690777992e-07,6.289234733003468e-08
1821,2.031466594942799e-07,5.719663320746804e-08
1822,1.5439448475262907e-07,5.9151133768864383e-08
1823,1.2649839309375466e-07,2.668325560506446e-08
1824,1.9621192581809055e-07,5.810567760278218e-08
1825,1.787504968486786e-07,5.107157008410468e-08
1826,2.3164999207736514e-07,5.0205510859768765e-08
1827,2.0185828181196186e-07,3.871254605769536e-08
1828,1.751909479708047e-07,3.66892045633449e-08
1829,2.1518671777798204e-07,3.686465693819585e-08
1830,1.8890672803806297e-07,1.2524203230057651e-08
1831,2.7908258548592357e-07,2.494592932222872e-08
1832,3.368962495642336e-07,7.17088382007347e-08
1833,2.536814502906992e-07,2.895907214028881e-08
1834,1.7455573142477476e-07,4.293884159345396e-08
1835,2.2008586597621616e-07,3.857174846189082e-08
1836,1.854926970912274e-07,3.2259599047623766e-08
1837,1.8507989274496595e-07,6.05336497594422e-08
1838,2.057764847407384e-07,3.092959488526503e-08
1839,2.551888466095775e-07,4.194885150354821e-08
1840,1.0828470919932442e-07,4.8409635411417185e-08
1841,1.8491180320268086e-07,3.4028908135752545e-08
1842,1.677066228111812e-07,2.2808101185489704e-08
1843,2.0615119794564762e-07,2.4218335781256428e-08
1844,1.9374621373913214e-07,4.335963504908946e-08
1845,1.696389348992966e-07,2.566904894196753e-08
1846,2.1603110056389596e-07,3.6297908678761814e-08
1847,1.526282265018608e-07,2.58874726100089e-08
1848,3.07327463255902e-07,2.9767320330886804e-08
1849,2.1618890544417013e-07,6.535943697372204e-08
1850,1.5003680609027015e-07,1.2899092460827433e-08
1851,2.347595637886002e-07,2.3217979316925152e-08
1852,2.8841716326333255e-07,5.208436393289162e-08
1853,2.3589130093704114e-07,3.702597650701023e-08
1854,2.202961661978975e-07,2.4939190101935793e-08
1855,1.9529528572093113e-07,1.6451505047143655e-08
1856,1.7602443536102186e-07,3.1063134675601844e-08
1857,1.7768692828212806e-07,3.1241658371428116e-08
1858,1.1842696068242731e-07,2.8383320083147368e-08
1859,2.1896344959415615e-07,5.8559994853268904e-08
1860,2.2657060874675672e-07,3.890606170564581e-08
1861,2.0090005414807877e-07,2.782418617730542e-08
1862,2.177669320979625e-07,2.710791777160715e-08
1863,2.062778469147375e-07,2.3474717281146695e-08
1864,2.1624223289773425e-07,4.267307784910912e-08
1865,1.8968582082834473e-07,2.729969672543575e-08
1866,1.965707678852624e-07,2.3841502772015133e-08
1867,2.406994568104892e-07,2.6690463172940326e-08
1868,2.7317504580626206e-07,2.1735445443482604e-08
1869,1.982708842662717e-07,4.737013703515203e-08
1870,2.339491849134845e-07,2.121598097204469e-08
1871,1.561313054398994e-07,1.6993883855676017e-08
1872,2.2677521704927983e-07,1.4513614199351821e-08
1873,3.63949070603109e-07,1.915521447015678e-08
1874,2.0014940327328645e-07,4.182226565063729e-09
1875,1.8080025182554138e-07,2.9179788696431785e-08
1876,2.0919211096703805e-07,1.1487428563938806e-08
1877,2.739873469215226e-07,2.2265338017746217e-08
1878,3.7261177632252895e-07,3.019544342341973e-08
1879,2.736977664508089e-07,1.5273313058727922e-08
1880,2.182067788680797e-07,1.4761046829292468e-08
1881,3.221298540134754e-07,1.8825769887431676e-08
1882,2.555667919512672e-07,1.1979693015362614e-08
1883,2.622525638873441e-07,2.0853818227806187e-08
1884,3.9082045955041167e-07,1.2543224237049344e-08
1885,3.5322082769795315e-07,1.933690724209569e-08
1886,3.0331280659323667e-07,1.4197620579192716e-08
1887,3.597437401858805e-07,2.676859012229471e-08
1888,3.322482216017164e-07,1.6485598663962264e-08
1889,4.0096875753015127e-07,1.6915869316402876e-08
1890,3.742554722241387e-07,1.5075089621063853e-08
1891,3.2189812004812524e-07,1.7847816891070067e-08
1892,4.0557275227115497e-07,2.3193496012652304e-08
1893,3.9044360389262067e-07,1.1085149798084615e-08
1894,3.8124313794796194e-07,2.0795079658242344e-08
1895,3.334312401737094e-07,2.166701262851234e-08
1896,3.6915402534809516e-07,1.47425724961181e-08
1897,4.07287282677693e-07,2.9716238358901137e-08
1898,3.825047872885179e-07,1.7540900398849146e-08
1899,4.151211463465643e-07,5.527578395003729e-09
1900,4.324147226952846e-07,2.2321527626267823e-08
1901,4.7057182750442905e-07,2.1796081439706683e-08
1902,4.4094348128354e-07,8.838511089681589e-09
1903,5.346217943902332e-07,1.2960528428251905e-08
1904,5.213386184976798e-07,1.289910045443321e-08
1905,4.391805981107666e-07,2.0126959654476195e-08
1906,5.267645146744826e-07,2.05767382577271e-08
1907,4.386845383619331e-07,1.439996183405512e-08
1908,3.934022714258134e-07,1.718986175625048e-08
1909,3.850688519158041e-07,8.25147539185167e-09
1910,3.7141846476185236e-07,1.763569701385137e-08
1911,3.963678709695273e-07,1.276889838308648e-08
1912,3.1725375282398716e-07,1.667014809525469e-08
1913,3.855273434938411e-07,2.7045247652512927e-08
1914,6.375300076744139e-07,1.5402510378237366e-08
1915,3.4399825743491874e-07,3.5342285764627945e-09
1916,3.8016619030578624e-07,1.3184954461564757e-08
1917,5.658675235054034e-07,1.973956464951243e-08
1918,5.099950879383641e-07,8.040463406189247e-09
1919,5.672034761872169e-07,1.1970203217526176e-08
1920,5.550446107172036e-07,1.438724073210551e-08
1921,5.141895541571628e-07,1.741731836535365e-08
1922,3.5782986773646996e-07,1.2542490324118916e-08
1923,3.184784369558713e-07,1.0615948120573648e-08
1924,3.5709799539596077e-07,1.1602462102189293e-08
1925,4.685223924383308e-07,7.698724324711748e-09
