year,en_ADP eaux_NOUN,en_ADP maux_NOUN
1926,5.04920076971338e-07,5.573069228326233e-09
1927,4.4819885358649003e-07,5.574612327308159e-09
1928,4.490434277748534e-07,5.713020723163709e-09
1929,5.926696364788597e-07,5.570202965543558e-09
1930,4.516549390043423e-07,8.402882833991043e-09
1931,4.7218176835173153e-07,6.843213995466613e-09
1932,4.679722247491469e-07,9.863582839386709e-09
1933,4.347380988534155e-07,3.4411986593596566e-09
1934,3.9898663040105475e-07,7.188948103475923e-09
1935,3.8896924436926383e-07,5.98414207075848e-09
1936,3.297922255285357e-07,1.2124715009775855e-08
1937,5.099403077579723e-07,2.5182236296217297e-09
1938,5.108294457434326e-07,6.482607339819424e-09
1939,4.7411555925691573e-07,1.3764645423464117e-08
1940,5.629437884735466e-07,2.7893612752905028e-08
1941,3.423743151209635e-07,8.854508237732261e-09
1942,3.1859223770247524e-07,1.2136847082899749e-08
1943,3.367752867688978e-07,1.4516175816936538e-08
1944,3.630900380358071e-07,9.639558484764166e-09
1945,4.095587566865788e-07,1.3071024262956144e-08
1946,3.3828283996228947e-07,9.744772988540262e-09
1947,3.564340396167154e-07,1.0728783861324587e-08
1948,5.196762407067013e-07,1.848220954059343e-08
1949,5.438622689979411e-07,4.908504269707237e-09
1950,4.7008297099360163e-07,6.381216888229346e-09
1951,5.458637639677022e-07,4.264560704569931e-09
1952,6.516689001756504e-07,4.2179215675730575e-09
1953,7.175369067802251e-07,3.232148326759443e-09
1954,7.163268911369869e-07,9.772536557761669e-09
1955,4.814816754183937e-07,0.0
1956,8.729862583933823e-07,2.616342476002842e-09
1957,6.458412817877957e-07,1.4136060322300636e-08
1958,6.047010234766503e-07,1.0753916701577992e-08
1959,5.844063851734305e-07,5.425523585955716e-09
1960,6.637078948656949e-07,6.2287499602575735e-09
1961,7.205240937224744e-07,4.86371165564492e-09
1962,6.836629276030237e-07,3.805173953708163e-09
1963,5.72892338901454e-07,1.2932106940866106e-08
1964,5.883197442546617e-07,1.1559539880856562e-08
1965,5.198441286324851e-07,1.9699356812452606e-08
1966,5.971122352121938e-07,1.0524241922382771e-08
1967,7.913188326824638e-07,9.860671390526932e-09
1968,6.777546541769652e-07,8.084548142051062e-09
1969,5.250271744028367e-07,8.62933943746036e-09
1970,5.509272362758111e-07,6.898087434592526e-09
1971,6.433273935790851e-07,9.24911525146399e-09
1972,7.284808272167709e-07,7.182205663536223e-09
1973,6.505580549820422e-07,3.3079223804577396e-09
1974,5.63682276411015e-07,5.06301445213353e-09
1975,5.87711319610662e-07,3.998036124386317e-09
1976,5.667818649968126e-07,6.856232415142216e-09
1977,5.782753529359752e-07,2.3507127355770763e-09
1978,5.500987743101149e-07,4.752473081737207e-09
1979,6.636137994675551e-07,2.925986564150662e-09
1980,6.861976715732965e-07,3.97960553399912e-09
1981,6.490014068383232e-07,3.795329828193417e-09
1982,6.275784931730755e-07,7.449002747961231e-09
1983,6.384784345669914e-07,3.78918940668882e-09
1984,7.463324180889686e-07,9.858314442556804e-09
1985,6.719378427000322e-07,7.218669662023558e-09
1986,5.940534943960074e-07,9.591176741707841e-09
1987,6.99077462140707e-07,6.721898593298192e-09
1988,6.02053999987362e-07,4.797243047249822e-09
1989,7.617513873015014e-07,1.0427432250992297e-08
1990,6.631008142576889e-07,6.538381391862913e-09
1991,7.725411350634204e-07,7.033758464558559e-09
1992,6.650502832883376e-07,7.162927584403178e-09
1993,6.586117771156808e-07,1.2740176913439427e-08
1994,4.821282986178232e-07,8.439882570598911e-09
1995,5.341113797907582e-07,1.1929392029763619e-08
1996,7.377243234074626e-07,6.939520069693117e-09
1997,7.37934247041494e-07,9.110299181713799e-09
1998,5.55010232661246e-07,9.536258005482523e-09
1999,5.242020931217617e-07,7.3123217758652714e-09
2000,6.794932208009641e-07,1.3254094710646314e-08
2001,7.084419569869382e-07,1.095302959441824e-08
2002,5.450239475290886e-07,1.0514931148009055e-08
2003,6.746248262246013e-07,8.333845613606172e-09
2004,5.347416616174883e-07,1.189293641346012e-08
2005,6.38631713734128e-07,1.261049931144953e-08
2006,5.793871101777981e-07,6.58862386870851e-09
2007,7.118162305141951e-07,1.5977918377263478e-08
2008,7.625074589512337e-07,1.1495087548496485e-08
2009,5.407130330148391e-07,1.3827758493789588e-08
2010,5.777198657241911e-07,1.1337103700270745e-08
2011,6.412800903077276e-07,1.4531093633918246e-08
2012,6.423824953083468e-07,2.2808492872172792e-08
2013,5.645189153913321e-07,1.2272150518022329e-08
2014,4.993516751206073e-07,1.2343037619766406e-08
2015,5.153537759872151e-07,1.3964425352175347e-08
2016,5.056141048065399e-07,1.9677729667932908e-08
2017,6.065138782318513e-07,1.3584300795344006e-08
2018,6.172287043693103e-07,1.368177360294709e-08
2019,6.140227624129579e-07,1.1224346230243043e-08
